Current Date:,9/8/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/7/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,,,,.029,.035,.042,.051,.061,.064,.069,.072,.072,.069,.065,.059,.054,.049,.046,.043,.042,.042,.042,.043,.041,0.051,0.072,10
,CHULA VISTA,.035,.034,,,.035,.036,.038,.04,.042,.044,.043,.042,.041,.039,.037,.034,.03,.026,.022,.02,.018,.014,.012,.01,0.031,0.044,09
,EL CAJON LES,,,,.037,.041,.044,.049,.054,.057,.06,.06,.058,.054,.049,.043,.038,.033,.029,.025,.024,.023,,,,0.043,0.06,09
,KEARNY MESA,.037,.036,.035,.037,.039,.04,.042,.044,.046,.048,.048,.047,.045,.043,.041,.038,.035,.031,.028,.027,.025,.023,.021,.02,0.036,0.048,09
,OTAY MESA DVN,.034,.033,.035,.036,.038,.041,.044,.046,.048,.05,.05,.049,.046,.043,.041,.038,.034,.031,.028,.027,.026,.023,.02,.018,0.036,0.05,09
,PENDLETON,.034,.034,.034,.035,.036,.038,.04,.041,.042,.043,.044,.045,.045,.045,.042,.04,.038,.037,.035,.033,.031,.028,.027,.027,0.037,0.045,11
