Current Date:,9/14/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.044,.042,.042,.044,.046,.049,.054,.058,.061,.064,.064,.063,.061,.058,.054,.051,.049,.047,.046,.047,.047,.046,.045,.042,0.051,0.064,09
,CHULA VISTA,.01,.015,.02,.023,.027,.032,.037,.041,.043,.044,.045,.043,.04,.037,.034,.03,.025,.02,.015,.013,.01,.007,.003,.002,0.025,0.045,10
,EL CAJON LES,,,,.028,.033,.038,.046,.051,.055,.059,.06,.057,.054,.049,.042,.037,.032,.026,.022,.019,.017,,,,0.04,0.06,10
,KEARNY MESA,.015,.02,.025,.029,.033,.039,.046,.05,.052,.053,.053,.051,.047,.044,.04,.038,.036,.033,.03,.029,.028,.023,.019,.014,0.035,0.053,09
,OTAY MESA DVN,.019,.02,.023,.027,.03,.035,.04,.045,.05,.052,.052,.05,.047,.043,.039,.034,.029,.024,.021,.019,.018,.015,.012,.01,0.031,0.052,09
,PENDLETON,.016,.019,.024,.024,.028,.033,.039,.045,.049,.05,.05,.049,.047,.045,.041,.037,.033,.029,.025,.023,.02,.016,.014,.012,0.032,0.05,09
