Current Date:,9/12/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
9/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.058,.062,C,C,.052,.049,.038,.035,.027,.040,.050,.062,.084,.083,.073,.067,.061,.051,.039,.031,.026,.021,.023,.019,.047,.084,12
,CHULA VISTA,.026,.026,C,C,.014,.014,.016,.018,.023,.033,M,.041,.038,.037,.035,.035,.034,.037,.035,.037,.036,.035,.033,.032,.030,.041,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.017,.021,C,C,C,.018,.017,.022,.028,.035,.051,.061,.060,.060,.056,.052,.043,.037,.034,.034,.031,.032,.033,.032,.036,.061,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.009,C,C,.023,.019,.019,.021,.025,.031,.040,.047,M,.045,.043,.044,.039,.035,.035,.035,.031,.035,.034,.033,.030,.047,11
,OTAY MESA DVN,.022,.020,C,C,.010,.009,.010,.012,.019,M,.044,.052,.048,.044,.041,.039,.036,.035,.035,.033,.033,.029,.026,.024,.029,.052,11
,PENDLETON,.030,.029,C,C,.025,.020,.025,.029,.033,.037,.040,.039,.039,.041,.043,.042,.039,.039,.041,.043,.044,.043,.042,.039,.036,.044,20
02 NOX PPM,ALPINE,.001,.000,C,C,.006,.012,.021,.025,.023,.009,.005,.004,.006,.005,.003,.002,.002,.005,.006,.006,.007,.009,.005,.005,.008,.025,07
,CARMEL MT RCH,.023,.015,C,C,C,.011,.013,.028,.019,M,.040,.041,.034,.035,.027,.023,.022,.026,.016,.016,.020,.016,.006,.011,.022,.041,11
