Current Date:,9/29/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/28/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.035,.033,.032,.034,.038,.041,.045,.052,.058,.065,.069,.07,.067,.063,.056,.049,.041,.034,.028,.024,.021,.021,.02,.019,0.042,0.07,11
,CHULA VISTA,.036,.035,.035,.037,.039,.04,.041,.042,.043,.044,.044,.043,.04,.039,.038,.038,.037,.037,.037,.036,.037,.036,.035,.035,0.038,0.044,09
,EL CAJON LES,,,,.03,.032,.036,.041,.046,.051,.055,.055,.053,.051,.047,.043,.039,.035,.032,.032,.032,.032,,,,0.041,0.055,09
,KEARNY MESA,.033,.032,.031,.032,.034,.038,.041,.045,.048,.05,.051,.05,.047,.044,.041,.038,.036,.035,.035,.035,.035,.034,.033,.032,0.038,0.051,10
,OTAY MESA DVN,.027,.026,.027,.03,.035,.039,.043,.047,.05,.053,.053,.051,.048,.045,.042,.04,.038,.036,.035,.035,.035,.033,.031,.029,0.038,0.053,09
,PENDLETON,.042,.039,.038,.039,.041,.042,.043,.045,.047,.048,.049,.049,.048,.047,.046,.045,.044,.044,.043,.043,.043,.043,.042,.041,0.043,0.049,10
