Current Date:,9/26/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.031,.032,.033,.034,.036,.039,.043,.048,.052,.055,.056,.055,.052,.049,.044,.037,.031,.027,.026,.025,.024,.026,.028,.029,0.038,0.056,10
,CHULA VISTA,.036,.035,.034,.034,.035,.036,.037,.037,.038,.039,.039,.038,.036,.034,.033,.031,.031,.03,.03,.03,.03,.03,.03,.029,0.033,0.039,09
,EL CAJON LES,,,,.035,.036,.039,.042,.044,.046,.047,.048,.048,.046,.043,.04,.037,.035,.032,.03,.029,.029,,,,0.039,0.048,10
,KEARNY MESA,.036,.036,.037,.037,.038,.038,.04,.041,.042,.042,.041,.041,.039,.039,.038,.037,.036,.036,.037,.037,.037,.037,.037,.037,0.038,0.042,08
,OTAY MESA DVN,.032,,,,.035,.038,.041,.044,.045,.044,.043,.043,.041,.039,.036,.033,.031,.029,.028,.026,.025,.024,.023,.022,0.034,0.045,08
,PENDLETON,.036,.036,.036,.037,.037,.039,.04,.04,.041,.041,.041,.041,.041,.041,.041,.04,.038,.036,.034,.033,.032,.027,.024,.023,0.036,0.041,08
