Current Date:,9/28/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.039,.035,,.033,.036,.04,.047,.054,.061,.067,.066,.067,.066,.062,.057,.052,.045,.041,.038,.037,.036,.036,.036,.035,0.047,0.067,09
,CHULA VISTA,.02,.02,.022,.022,.026,.032,.036,.041,.045,.049,.051,.051,.051,.05,.05,.049,.048,.047,.046,.045,.045,.044,.042,.039,0.04,0.051,10
,EL CAJON LES,,,,.022,.025,.03,.038,.045,.05,.054,.056,.056,.055,.051,.047,.043,.04,.039,.037,.036,.036,,,,0.042,0.056,10
,KEARNY MESA,.028,.027,.028,.031,.034,.036,.039,.042,.046,.05,.052,.052,.051,.049,.048,.046,.044,.042,.041,.04,.04,.039,.037,.036,0.04,0.052,10
,OTAY MESA DVN,.019,.017,.019,.022,.027,.032,.038,.044,.05,.055,.057,.057,.056,.053,.051,.048,.046,.044,.041,.04,.039,.037,.033,.03,0.039,0.057,10
,PENDLETON,.03,.028,.028,.03,.032,.036,.041,.046,.049,.052,.054,.054,.055,.055,.054,.053,.053,.053,.052,.052,.052,.05,.048,.045,0.045,0.055,12
