Current Date:,9/16/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/15/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.038,.038,.04,.042,.045,.048,.051,.055,.058,.059,.058,.057,.053,.049,.044,.04,.037,.035,.033,.032,.032,.034,.036,.036,0.043,0.059,09
,CHULA VISTA,.013,.017,.021,.024,.025,.028,.031,.034,.037,.038,.038,.036,.035,.033,.031,.028,.025,.02,.018,.016,.014,.011,.009,.007,0.024,0.038,09
,EL CAJON LES,,,,.025,.029,.033,.039,.044,.048,.05,.05,.048,.045,.041,.037,.033,.029,.025,.023,.021,,,,,0.036,0.05,09
,KEARNY MESA,.013,.017,.022,.025,.028,.032,.036,.04,.042,.044,.043,.042,.039,.037,.035,.031,.029,.026,.024,.023,.02,.018,.016,.015,0.029,0.044,09
,OTAY MESA DVN,.013,.016,.019,.023,.026,.03,.034,.038,.042,.044,.043,.042,.039,.037,.035,.032,.029,.027,.026,.024,.022,.019,.017,.015,0.028,0.044,09
,PENDLETON,.017,.02,.023,.026,.028,.031,.034,.038,.041,.043,.044,.045,.045,.045,.044,.041,.039,.035,.034,.031,.028,.024,.02,.018,0.033,0.045,11
