Current Date:,1/4/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
1/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.041,.039,C,C,.044,.046,.046,.038,.043,.045,.044,<,.045,.045,.044,.040,.038,.031,.027,.029,.031,.032,.037,.040,.039,.046,05
,CHULA VISTA,.014,.013,C,C,.012,.008,.005,.008,.014,.022,.027,M,.035,.040,.042,.043,.042,.029,.014,.003,.001,.011,.019,.011,.019,.043,15
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.004,.004,C,C,C,.003,.003,.004,.007,.010,.020,.035,.037,.039,.042,.042,.032,.027,.017,.012,.009,.005,.008,.005,.017,.042,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.025,.027,C,C,.022,.018,.017,.020,.015,.023,.031,.039,.043,.045,.044,.042,.035,.026,.015,.006,.011,.015,.016,.014,.024,.045,13
,OTAY MESA DVN,.020,.030,C,C,.037,.034,.037,.034,.032,.036,.039,.040,.040,.037,.038,.039,.039,.036,.034,.038,.033,.031,.028,.026,.034,.040,11
,PENDLETON,.020,.018,C,C,.022,.019,.016,.018,.020,.024,.033,.034,.035,.032,.028,.026,.028,.025,.009,.004,.016,.014,.014,.008,.021,.035,12
02 NOX PPM,ALPINE,.002,.002,C,C,.001,.001,.001,.010,.004,.002,.002,<,.003,.003,.005,.008,.009,.015,.019,.012,.010,.008,.004,.003,.006,.019,18
,CARMEL MT RCH,.038,.031,C,C,C,.055,.075,M,M,M,M,.045,.042,.032,.039,.039,.037,.041,.036,.046,.035,.064,.053,.041,.044,.075,06
,CHULA VISTA,.017,.017,C,C,.018,.026,.042,.049,.038,.023,.021,M,.016,.012,.009,.006,.008,.016,.027,.064,.056,.031,.017,.023,.026,.064,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.032,.030,C,C,C,.047,.065,.085,.069,.064,.039,.013,.014,.011,.008,.008,.016,.021,.029,.031,.029,.036,.029,.032,.034,.085,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.006,C,C,.010,.016,.017,.015,.033,.031,.021,.010,.005,.005,.006,.008,.012,.018,.028,.036,.026,.020,.016,.015,.017,.036,19
,OTAY MESA DVN,.015,.006,C,C,.001,.004,.003,.007,.009,.006,.004,.004,.006,.011,.011,.008,.006,.007,.007,.003,.006,.005,.008,.010,.007,.015,00
,PENDLETON,.008,.009,C,C,.007,.010,.012,.013,.017,.013,.008,.006,.005,.017,.020,.023,.017,.017,.033,.042,.018,.017,.015,.019,.016,.042,19
03 NO2 PPM,ALPINE,.002,.002,C,C,.001,.001,.001,.007,.003,.002,.002,<,.003,.003,.004,.007,.009,.014,.017,.012,.010,.008,.004,.003,.005,.017,18
,CARMEL MT RCH,.026,.024,C,C,C,.031,.036,M,M,M,M,.024,.022,.017,.021,.020,.021,.025,.024,.034,.030,.036,.033,.028,.027,.036,06
,CHULA VISTA,.015,.016,C,C,.016,.023,.029,.028,.022,.015,.013,M,.011,.008,.006,.005,.006,.015,.025,.039,.038,.026,.016,.021,.019,.039,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.021,.020,C,C,C,.019,.019,.022,.022,.025,.020,.009,.010,.008,.006,.007,.014,.018,.025,.028,.026,.027,.020,.021,.018,.028,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.006,C,C,.010,.015,.016,.013,.019,.019,.014,.007,.004,.004,.005,.007,.011,.017,.027,.030,.025,.019,.016,.015,.014,.030,19
,OTAY MESA DVN,.014,.006,C,C,.001,.004,.003,.006,.007,.005,.003,.003,.005,.008,.009,.007,.006,.007,.007,.004,.006,.005,.008,.010,.006,.014,00
,PENDLETON,.007,.008,C,C,.006,.008,.010,.010,.010,.008,.005,.004,.003,.008,.012,.017,.015,.016,.030,.033,.016,.015,.014,.016,.012,.033,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.003,.001,.000,.000,<,.001,.001,.001,.001,.001,.001,.002,.000,.001,.000,.000,.000,.001,.003,07
,CARMEL MT RCH,.012,.007,C,C,C,.024,.038,M,M,M,M,.021,.020,.015,.018,.019,.016,.016,.012,.012,.005,.028,.020,.013,.017,.038,06
,CHULA VISTA,.001,.001,C,C,.002,.003,.013,.021,.016,.009,.007,M,.005,.003,.002,.002,.001,.001,.001,.025,.018,.004,.001,.002,.007,.025,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.011,.009,C,C,C,.029,.046,.064,.046,.039,.019,.004,.004,.003,.002,.001,.002,.003,.004,.003,.003,.009,.009,.011,.015,.064,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.002,.002,.013,.012,.006,.003,.001,.001,.001,.001,.001,.001,.002,.006,.001,.000,.000,.000,.002,.013,08
,OTAY MESA DVN,.001,.000,C,C,.000,.000,.000,.001,.002,.002,.001,.001,.002,.003,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,13
,PENDLETON,.001,.001,C,C,.001,.002,.002,.003,.007,.005,.003,.002,.002,.009,.008,.006,.002,.001,.003,.009,.001,.002,.001,.003,.003,.009,13
06 CO PPM,CARMEL MT RCH,.6,.4,C,C,C,.7,.8,M,M,M,C,.4,.5,.5,.6,.6,.5,.6,.6,.6,.6,1.1,.9,.7,.6,1.1,21
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,33,30,29,28,28,27,33,34,29,27,24,25,26,25,26,26,26,26,27,27,27,27,27,27,28,34,07
,CARMEL MT RCH,24,24,24,24,24,23,23,22,23,24,24,24,25,25,25,25,25,25,26,26,26,26,25,25,24,26,18
,CHULA VISTA,24,24,23,23,23,22,22,21,21,22,23,22,24,25,26,25,26,26,26,26,26,26,25,25,24,26,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
