Current Date:,1/10/2019,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
1/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.034,.033,.033,.034,.034,.034,.034,.035,.036,.038,.039,.038,.037,.035,.034,.032,.031,.031,.031,.031,.031,.033,.034,.034,0.034,0.039,10
,CHULA VISTA,.001,.002,.005,.007,.01,.015,.021,.026,.031,.035,.037,.039,.039,.036,.031,.028,.025,.023,.02,.018,.015,.015,.016,.015,0.021,0.039,11
,EL CAJON LES,,,,.007,.01,.013,.018,.023,.028,.032,.035,.036,.036,.033,.029,.024,.019,.016,.012,.009,.006,,,,0.021,0.036,11
,KEARNY MESA,.007,.008,.01,.014,.017,.021,.026,.031,.036,.039,.04,.04,.039,.037,.033,.031,.028,.025,.022,.021,.019,.018,.016,.014,0.024,0.04,10
,OTAY MESA DVN,.008,.009,.011,.013,.015,.018,.022,.027,.03,.033,.034,.035,.035,.035,.032,.03,.028,.026,.024,.024,.023,.022,.021,.019,0.023,0.035,11
,PENDLETON,.008,.008,.009,.012,.015,.019,.023,.027,.032,.035,.038,.04,.038,.036,.034,.032,.029,.027,.025,.022,.021,.02,.018,.015,0.024,0.04,11
