Current Date:,1/4/2019,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
1/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.042,.042,.043,.043,.043,.043,.043,.043,.043,.043,.041,.038,.037,.035,.034,.033,.033,.033,.035,.036,.037,.039,.042,.043,0.039,0.043,02
,CHULA VISTA,.01,.01,.011,.013,.013,.017,.021,.026,.031,.035,.036,.035,.031,.026,.023,.02,.016,.012,.01,.009,.01,.012,.011,.008,0.018,0.036,10
,EL CAJON LES,,,,.007,.011,.014,.019,.024,.029,.032,.034,.033,.031,.027,.023,.019,.014,.01,.007,.006,.005,,,,0.019,0.034,10
,KEARNY MESA,.021,.019,.019,.02,.023,.025,.029,.032,.035,.037,.038,.036,.032,.028,.024,.02,.017,.014,.013,.013,.014,.014,.012,.01,0.022,0.038,10
,OTAY MESA DVN,.032,.034,.035,.035,.036,.036,.036,.037,.037,.038,.038,.037,.037,.036,.036,.034,.033,.031,.03,.03,.028,.027,.026,.026,0.033,0.038,09
,PENDLETON,.018,.018,.019,.021,.023,.024,.026,.028,.029,.03,.03,.027,.023,.021,.018,.017,.014,.012,.01,.01,.011,.011,.01,.01,0.019,0.03,09
