Current Date:,1/31/2019,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
1/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.026,.024,.024,.025,.027,.029,.033,.036,.039,.042,.043,.042,.04,.037,.033,.029,.027,.025,.024,.024,.024,.025,.026,.026,0.03,0.043,10
,CHULA VISTA,.017,.018,.02,.022,.025,.026,.028,.031,.035,.036,.037,.035,.034,.031,.028,.025,.021,.018,.014,.013,.011,.008,.005,.003,0.022,0.037,10
,EL CAJON LES,,,,.026,.028,.03,.032,.035,.037,.039,.038,.036,.034,.03,.028,.025,.022,.019,.017,.017,.016,,,,0.028,0.039,09
,KEARNY MESA,.022,.022,.025,.027,.028,.028,.029,.033,.036,.037,.036,.034,.031,.029,.026,.022,.018,.014,.012,.01,.01,.008,.006,.004,0.022,0.037,09
,OTAY MESA DVN,.019,.019,.019,.02,.022,.023,.026,.03,.032,.033,.034,.034,.033,.031,.03,.027,.025,.022,.019,.018,.017,.015,.011,.009,0.023,0.034,10
,PENDLETON,.017,.016,.017,.02,.023,.026,.03,.033,.037,.04,.041,.041,.04,.036,.033,.029,.026,.022,.019,.017,.014,.013,.012,.01,0.025,0.041,10
