Current Date:,1/12/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,26,26,26,26,27,27,26,26,26,26,25,25,25,25,26,25,25,26,26,26,26,26,26,26,26,27,04
,CHULA VISTA,26,27,27,27,27,27,26,26,26,26,26,25,26,26,25,24,26,26,26,26,27,26,25,24,26,27,01
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,24,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,27,27,26,26,26,25,25,25,26,26,26,26,26,26,27,11
,PENDLETON,25,25,25,25,25,24,24,23,23,23,24,24,24,23,24,24,24,25,25,25,25,25,25,25,24,25,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,1.3,1.7,2.4,1.5,1.6,2.4,2.6,2.2,2.5,5.0,7.2,6.9,6.4,4.1,5.0,5.1,3.4,7.8,11.0,6.0,8.3,7.2,3.8,3.2,4.5,11.0,18
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,14.3,11.6,9.6,8.5,6.5,8.0,9.6,9.0,11.3,11.7,11.0,16.2,19.2,17.0,11.7,10.5,16.3,20.6,27.8,28.5,31.5,31.2,26.9,28.9,16.5,31.5,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,30.1,24.5,29.1,20.1,17.9,15.5,26.3,23.9,24.6,35.1,29.8,35.8,36.0,23.3,21.1,31.1,19.0,15.6,16.0,20.2,28.5,35.4,29.4,31.4,25.8,36.0,12
,PENDLETON,6.7,6.1,9.4,7.6,6.0,6.6,6.6,5.4,3.9,1.7,1.6,5.4,9.3,14.0,23.1,16.8,17.7,13.0,15.4,22.8,18.7,21.2,20.5,22.6,11.7,23.1,14
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,93,32,88,3,345,15,80,88,104,141,266,303,334,267,183,138,137,344,81,116,274,169,102,120,159,345,04
,CHULA VISTA,57,42,63,31,15,38,50,3,213,175,232,261,248,256,258,277,246,238,282,263,149,44,236,152,160,282,18
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,83,72,36,275,197,76,140,239,289,257,232,198,228,231,143,199,226,237,149,236,111,95,118,124,175,289,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,22,47,59,9,28,78,62,65,311,134,183,173,213,166,161,185,232,211,139,215,101,100,97,177,132,311,08
,OTAY MESA DVN,84,7,43,89,93,36,125,127,208,173,283,300,293,308,245,265,314,333,349,332,30,79,284,115,188,349,18
,PENDLETON,42,31,54,74,56,58,77,54,84,83,70,238,184,180,184,223,241,221,63,67,85,99,132,128,114,241,16
13 SIGTHETA °,ALPINE,47,27,22,40,33,20,29,32,19,27,45,26,39,58,51,19,14,31,17,31,47,33,15,25,31,58,13
,CHULA VISTA,25,19,19,16,22,27,35,52,25,52,35,36,24,34,20,22,16,20,55,25,34,56,42,20,30,56,21
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,28,35,23,41,43,34,34,30,44,58,38,29,36,53,44,27,17,28,35,23,25,34,18,27,34,58,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,19,15,22,30,11,21,50,28,19,22,20,34,28,17,24,11,16,27,38,21,20,28,16,23,50,07
,OTAY MESA DVN,42,61,55,38,32,39,23,20,18,37,22,54,27,35,43,43,18,16,36,19,29,38,24,31,33,61,01
,PENDLETON,14,21,19,19,21,16,18,28,16,18,32,21,20,16,19,16,15,28,44,24,18,18,21,15,21,44,18
14 VWSP MPH,ALPINE,.9,.9,1.1,.5,1.9,1.6,.7,.6,1.5,1.2,2.3,2.9,2.2,1.5,1.5,4.0,5.4,1.5,2.3,4.6,1.0,.8,3.3,1.9,1.9,5.4,16
,CHULA VISTA,2.8,2.4,2.4,2.0,1.8,3.2,1.9,.4,2.1,1.3,2.3,3.5,5.3,3.2,4.2,4.3,6.1,3.7,1.3,2.0,.9,.0,1.6,2.9,2.6,6.1,16
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.6,1.5,1.3,.1,.4,.1,.4,1.4,.6,1.1,1.5,3.1,2.6,1.7,2.1,2.5,4.9,2.5,1.4,1.6,.8,1.9,2.2,2.2,1.6,4.9,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.1,3.2,3.9,2.1,1.3,3.1,1.9,1.0,1.1,4.2,4.4,4.2,3.9,4.4,5.1,3.6,6.7,3.3,2.3,2.1,2.8,2.9,.6,4.2,3.1,6.7,16
,OTAY MESA DVN,1.4,.4,.5,.7,1.5,2.6,2.1,2.8,1.6,1.3,2.3,1.8,3.1,3.0,.8,1.3,6.4,5.6,4.3,3.5,2.0,.5,1.7,2.7,2.2,6.4,16
,PENDLETON,3.7,3.3,3.5,3.5,3.3,4.5,2.9,1.9,3.1,3.3,.8,4.0,4.8,6.6,5.9,5.6,3.9,1.4,1.7,1.9,3.5,3.2,1.6,2.8,3.4,6.6,13
15 SWSP MPH,ALPINE,.9,1.3,1.2,1.3,2.0,1.7,.8,.7,1.6,1.4,3.0,3.2,2.9,2.7,2.2,4.2,5.5,2.1,3.2,5.3,1.5,1.2,3.6,4.1,2.4,5.5,16
,CHULA VISTA,3.1,2.7,2.9,2.2,2.0,3.5,2.4,.6,2.4,1.8,2.7,3.9,5.8,3.7,4.4,4.6,6.4,4.1,1.5,2.3,1.3,1.0,2.0,3.7,3.0,6.4,16
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.9,1.7,1.9,.8,.7,.7,.7,1.5,1.2,1.5,2.1,3.3,3.2,2.4,2.8,2.9,5.2,3.1,2.0,1.7,1.3,2.1,2.6,2.9,2.1,5.2,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.6,3.4,4.1,2.3,2.0,3.2,2.3,1.2,1.7,4.5,4.9,4.7,5.0,5.0,5.6,4.1,6.8,4.5,3.1,2.3,2.9,3.1,2.0,4.7,3.6,6.8,16
,OTAY MESA DVN,1.9,.9,.9,1.6,2.1,3.3,2.4,3.0,2.5,2.1,2.9,2.3,3.7,3.6,1.9,1.9,7.3,6.0,5.2,3.8,2.3,1.5,2.5,3.9,2.9,7.3,16
,PENDLETON,3.8,3.5,3.8,3.7,3.5,4.7,3.1,2.2,3.2,3.5,3.0,4.5,5.2,6.9,6.2,6.1,4.1,1.8,1.9,2.1,3.6,3.5,1.8,3.2,3.7,6.9,13
16 AMBTEMP °F,ALPINE,48.5,49.0,48.2,49.8,48.9,50.1,49.9,50.4,53.9,57.4,60.6,60.7,58.8,63.2,63.0,63.0,60.6,55.0,51.9,54.2,51.4,51.2,53.0,51.9,54.4,63.2,13
,CARMEL MT RCH,51.7,50.5,49.6,48.9,47.5,46.7,46.2,48.0,51.5,54.9,59.1,60.6,60.6,62.7,63.3,65.2,58.7,55.3,55.3,55.1,54.1,53.8,53.1,52.7,54.4,65.2,15
,CHULA VISTA,53.4,52.1,50.8,50.0,48.8,47.1,46.8,47.3,49.9,53.9,57.4,59.5,60.5,61.2,60.2,59.8,57.6,56.8,56.3,56.4,56.3,56.2,55.9,55.2,54.6,61.2,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,50.8,49.8,48.5,46.9,45.9,44.7,43.0,43.9,46.9,51.8,58.0,59.3,62.0,63.7,63.8,64.8,60.8,56.0,55.1,54.2,54.4,54.1,52.2,52.5,53.5,64.8,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,53.2,53.0,51.5,49.9,48.6,47.3,46.0,47.5,51.5,55.7,57.8,58.6,59.3,61.8,62.1,62.5,58.9,56.9,56.0,56.0,56.0,55.5,55.1,55.9,54.9,62.5,15
,OTAY MESA DVN,52.2,51.3,50.3,48.8,47.7,47.1,47.7,48.3,51.7,54.9,57.6,59.1,61.0,62.3,63.5,64.7,58.8,55.2,54.1,53.3,53.5,53.2,52.1,53.0,54.2,64.7,15
,PENDLETON,55.5,54.7,53.3,51.9,50.6,48.7,47.1,47.6,49.6,52.4,56.1,56.5,57.4,58.2,58.4,58.2,57.9,57.4,56.3,55.9,56.7,56.3,56.2,56.2,54.5,58.4,14
17 RELHUM %,ALPINE,92,90,81,69,77,67,68,64,57,46,41,42,54,40,43,39,33,61,71,47,60,52,46,57,58,92,00
,EL CAJON LES,97,98,98,98,99,99,99,99,99,85,65,63,63,61,60,59,73,87,90,91,91,90,93,92,85,99,04
,KEARNY MESA,98,99,99,100,100,100,100,100,100,80,69,76,78,71,70,70,82,89,90,90,89,90,90,89,88,100,03
18 PRES mmHg,KEARNY MESA,750,750,749,749,749,749,749,749,750,750,750,749,749,748,747,747,747,747,747,747,747,747,747,747,748,750,00
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,0,0,3,86,173,286,356,324,438,434,223,205,53,0,0,0,0,0,0,0,108,438,12
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.2,.2,M,.2,.1,.2,.2,.2,.1,.0,.0,.0,.0,.0,.0,.0,.0,.2,08
29 CO Tr PPB,EL CAJON LES,299.4,283.8,C,C,C,361.1,454.9,619.3,882.5,563.2,C,427.3,349.7,328.9,291.8,327.0,414.1,363.0,362.9,419.7,456.1,404.3,357.1,405.6,418.5,882.5,08
