Current Date:,1/6/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
1/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.030,.034,C,C,.041,.040,.043,.035,.034,.035,.027,.026,.031,.041,.043,.040,.032,.027,.026,.026,.029,.028,.025,.033,.033,.043,06
,CHULA VISTA,.005,.003,C,C,.000,.000,.005,.001,.005,.005,.008,.016,.034,.031,.036,.031,.023,.017,.006,.008,.011,.015,.021,.018,.013,.036,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.002,.002,.003,.004,.004,.004,.006,.012,.032,.041,.035,.026,.024,.014,.013,.016,.021,.027,.025,.015,.041,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.012,C,C,.010,.003,.003,.001,.004,.014,.021,.025,.031,.037,.031,.027,.030,.014,.013,.016,.014,.016,.022,.027,.017,.037,13
,OTAY MESA DVN,.006,.005,C,C,.017,.016,.016,.018,.015,.019,.019,.010,.015,.037,.041,.032,.030,.029,.018,.016,.013,.031,.036,.035,.021,.041,14
,PENDLETON,.011,.015,C,C,.015,.014,.014,.011,.011,.010,.011,.014,.019,.033,.030,.034,.035,.022,.014,.021,.022,.020,.021,.021,.019,.035,16
02 NOX PPM,ALPINE,.008,.005,C,C,.002,.002,.001,.006,.007,.007,.013,.016,.009,.004,.002,.003,.006,.006,.007,.006,.004,.004,.006,.002,.006,.016,11
,CARMEL MT RCH,.045,.058,C,C,C,.058,.065,.077,.036,.027,.014,.012,.009,.013,.022,.020,.021,.028,.023,.019,.015,.011,.011,.005,.028,.077,07
,CHULA VISTA,.035,.032,C,C,.036,.039,.035,.069,.043,.042,.046,.039,.016,.019,.009,.013,.021,.023,.031,.026,.019,.022,.014,.013,.029,.069,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.040,.046,C,C,C,.051,.052,.061,.059,.057,.071,.068,.052,.011,.003,.007,.011,.011,.018,.017,.011,.007,.004,.004,.031,.071,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.021,.017,C,C,.018,.031,.035,.065,.045,.028,.018,.020,.017,.014,.018,.019,.011,.022,.020,.014,.015,.014,.009,.006,.022,.065,07
,OTAY MESA DVN,.041,.037,C,C,.013,.013,.015,.014,.015,.016,.025,.051,.043,.008,.001,.007,.007,.005,.013,.013,.020,.006,.001,.001,.017,.051,11
,PENDLETON,.014,.009,C,C,.009,.010,.010,.014,.015,.020,.022,.023,.020,.010,.014,.010,.009,.019,.021,.011,.008,.008,.007,.005,.013,.023,11
03 NO2 PPM,ALPINE,.008,.005,C,C,.002,.002,.001,.005,.006,.006,.010,.013,.007,.003,.002,.003,.006,.006,.006,.006,.004,.004,.006,.002,.005,.013,11
,CARMEL MT RCH,.029,.032,C,C,C,.028,.030,.031,.024,.021,.012,.010,.008,.012,.019,.018,.016,.019,.020,.016,.015,.009,.008,.004,.018,.032,01
,CHULA VISTA,.031,.029,C,C,.028,.028,.024,.029,.028,.029,.029,.028,.013,.015,.008,.011,.020,.021,.029,.025,.018,.020,.013,.013,.022,.031,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.023,.023,C,C,C,.020,.020,.020,.023,.024,.027,.031,.028,.009,.003,.006,.010,.010,.018,.016,.010,.007,.004,.003,.016,.031,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.020,.016,C,C,.017,.022,.024,.024,.025,.022,.015,.016,.014,.013,.017,.017,.010,.022,.019,.013,.014,.013,.008,.006,.017,.025,08
,OTAY MESA DVN,.037,.034,C,C,.013,.013,.014,.013,.013,.014,.021,.033,.030,.007,.001,.007,.007,.005,.013,.014,.020,.006,.001,.002,.014,.037,00
,PENDLETON,.012,.009,C,C,.008,.009,.009,.011,.011,.013,.015,.016,.015,.008,.012,.009,.009,.018,.019,.010,.007,.007,.006,.004,.011,.019,18
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.000,.001,.001,.002,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,11
,CARMEL MT RCH,.016,.025,C,C,C,.030,.035,.046,.012,.006,.002,.002,.001,.002,.003,.002,.005,.009,.003,.003,.001,.002,.002,.000,.010,.046,07
,CHULA VISTA,.004,.003,C,C,.008,.012,.011,.040,.015,.012,.017,.011,.003,.003,.002,.002,.001,.002,.002,.001,.001,.001,.001,.001,.007,.040,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.017,.024,C,C,C,.031,.032,.041,.036,.033,.044,.037,.024,.003,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.016,.044,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.000,C,C,.001,.008,.011,.041,.021,.006,.003,.004,.002,.001,.002,.002,.000,.001,.001,.000,.000,.001,.000,.000,.005,.041,07
,OTAY MESA DVN,.003,.003,C,C,.000,.000,.001,.001,.002,.002,.004,.018,.013,.002,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.002,.018,11
,PENDLETON,.002,.001,C,C,.001,.001,.001,.003,.004,.006,.007,.007,.005,.001,.002,.001,.001,.002,.001,.001,.001,.001,.001,.000,.002,.007,10
06 CO PPM,CARMEL MT RCH,.8,.8,C,C,C,.9,.7,.8,.4,.4,.3,.3,.3,.3,.4,.3,.4,.6,.5,.5,.4,.3,.3,.2,.5,.9,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,27,27,27,27,26,27,26,27,26,26,26,27,26,26,26,27,27,27,27,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,26,27,18
,CHULA VISTA,26,26,26,27,27,26,26,26,25,25,26,26,27,27,27,27,27,26,25,25,24,24,24,24,26,27,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,28,28,28,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,26,25,25,25,25,25,25,25,25,26,26,26,25,25,25,25,25,25,25,25,25,25,26,03
,OTAY MESA DVN,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,27,03
,PENDLETON,23,22,22,22,22,22,21,21,21,21,21,22,22,22,23,24,24,24,24,24,23,23,23,23,22,24,15
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,6.4,4.5,2.4,2.1,1.6,-.4,-2.9,-1.9,2.5,2.7,4.1,4.5,4.0,2.1,-.2,1.2,4.3,6.6,8.3,7.2,5.9,4.2,5.3,3.9,3.2,8.3,18
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,31.2,28.3,30.4,26.2,25.2,24.3,20.6,24.9,29.2,23.8,28.3,30.6,23.1,5.9,4.9,3.1,11.4,9.0,17.4,35.9,18.1,18.5,7.7,4.8,20.1,35.9,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,39.7,40.7,37.2,28.1,26.4,19.3,30.0,24.4,23.6,15.5,21.4,40.7,33.3,6.3,5.5,5.4,6.5,12.7,14.0,16.4,16.9,4.4,6.3,9.0,20.1,40.7,01
,PENDLETON,11.1,9.2,9.8,8.8,5.9,6.6,4.1,3.6,5.0,5.1,7.1,12.5,8.8,8.8,13.2,7.9,5.3,7.1,13.9,12.1,8.5,10.6,10.3,8.7,8.5,13.9,18
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,57,76,67,102,108,96,106,123,255,15,115,173,292,135,125,133,117,110,353,348,16,118,127,143,138,353,18
,CHULA VISTA,84,39,102,77,97,77,99,119,105,90,116,167,160,153,139,123,118,268,97,97,131,113,140,151,119,268,17
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,121,260,232,141,225,118,223,103,98,230,33,312,101,154,147,154,118,267,90,142,102,103,153,114,156,312,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,57,50,56,70,56,75,94,119,117,105,125,145,138,149,130,111,136,309,49,71,107,124,125,143,111,309,17
,OTAY MESA DVN,85,243,124,108,146,61,82,112,48,88,138,177,148,127,124,228,117,139,348,137,131,124,130,133,137,348,18
,PENDLETON,54,53,47,66,59,56,55,67,77,71,58,82,99,144,151,186,175,105,81,65,71,61,64,90,85,186,15
13 SIGTHETA °,ALPINE,30,12,49,19,15,22,17,24,34,44,44,30,42,15,15,14,15,12,25,27,22,14,13,11,24,49,02
,CHULA VISTA,51,35,36,45,33,45,14,10,14,23,26,18,16,18,18,14,35,29,13,21,19,14,24,17,25,51,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,24,45,27,57,49,46,54,54,49,49,49,51,26,36,14,15,13,31,25,32,30,19,25,38,36,57,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,7,7,8,16,13,37,18,23,9,16,22,13,13,12,9,9,28,17,15,14,9,19,13,9,15,37,05
,OTAY MESA DVN,27,36,15,39,45,33,28,15,74,20,15,16,13,15,36,36,14,30,32,42,12,8,9,10,26,74,08
,PENDLETON,9,12,12,12,11,11,12,10,9,12,14,12,17,16,27,25,14,13,11,12,13,12,17,28,14,28,23
14 VWSP MPH,ALPINE,.6,1.8,1.6,3.0,2.9,2.0,2.3,1.6,1.0,.6,1.0,2.0,1.5,8.9,7.5,5.1,3.0,3.4,.8,.7,.7,2.1,3.0,4.7,2.6,8.9,13
,CHULA VISTA,1.6,.9,1.5,.7,2.1,1.1,2.0,2.4,2.2,3.0,1.8,3.6,6.2,6.3,4.8,5.1,5.6,1.7,2.7,2.6,2.4,5.1,3.6,2.4,3.0,6.3,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.4,.6,1.0,.6,.9,.9,.7,.9,1.3,1.2,.2,.6,2.2,3.0,6.1,3.0,3.6,1.7,1.4,.6,1.9,2.1,1.4,.8,1.5,6.1,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.8,5.6,3.8,2.2,2.5,1.3,1.5,2.2,3.2,3.4,2.4,5.9,8.1,10.2,7.8,7.8,1.3,3.5,4.2,3.2,2.6,3.9,4.6,4.7,4.2,10.2,13
,OTAY MESA DVN,2.0,1.0,3.8,2.0,1.1,.7,2.3,3.9,.6,2.0,2.6,4.1,7.6,10.5,5.0,1.8,4.3,1.6,2.3,2.3,5.5,8.8,8.6,8.4,3.9,10.5,13
,PENDLETON,5.8,4.7,5.8,4.7,5.1,4.7,5.0,5.0,5.9,5.6,4.3,5.2,4.4,5.3,2.8,2.3,2.9,4.4,4.9,6.8,6.5,4.6,5.0,3.8,4.8,6.8,19
15 SWSP MPH,ALPINE,.6,1.9,1.9,3.1,3.0,2.2,2.4,2.2,1.5,1.2,1.5,3.3,2.3,9.2,7.8,5.3,3.1,3.4,2.4,.9,1.1,2.2,3.0,4.8,2.9,9.2,13
,CHULA VISTA,2.0,1.1,1.6,1.0,2.2,1.3,2.1,2.5,2.3,3.2,2.3,3.8,6.6,6.7,5.2,5.4,6.3,2.3,2.8,2.7,2.6,5.3,4.0,2.4,3.2,6.7,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.7,1.0,1.2,1.0,1.3,1.4,.9,1.2,1.5,1.5,1.5,1.2,2.4,3.5,6.3,4.0,3.7,3.2,2.3,1.3,2.1,2.2,2.0,1.1,2.0,6.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.9,5.6,3.8,2.4,2.6,1.5,1.7,2.4,3.2,3.6,2.9,6.2,8.4,10.5,7.9,7.9,4.1,3.9,4.3,3.6,2.7,4.2,5.0,4.8,4.5,10.5,13
,OTAY MESA DVN,2.2,1.5,3.9,2.7,1.9,1.2,2.6,4.1,2.1,2.9,2.8,4.7,7.9,10.9,5.5,3.7,4.4,4.4,2.8,2.6,5.8,8.9,8.7,8.6,4.5,10.9,13
,PENDLETON,5.9,4.9,6.0,4.9,5.2,4.8,5.2,5.0,5.9,5.8,4.6,5.3,4.7,5.6,3.3,2.7,3.1,4.6,5.1,7.0,6.7,4.7,5.3,5.0,5.1,7.0,19
16 AMBTEMP °F,ALPINE,49.3,50.6,52.8,53.2,53.7,53.3,54.2,53.3,52.4,52.2,52.9,54.8,52.9,54.2,53.3,52.6,50.0,48.8,47.7,46.9,46.9,47.1,47.4,47.7,51.2,54.8,11
,CARMEL MT RCH,48.0,48.1,46.8,46.9,48.0,48.4,48.5,49.0,50.6,52.1,53.8,55.1,56.2,56.4,54.6,54.4,53.8,51.5,50.7,51.0,50.7,50.9,50.6,50.5,51.1,56.4,13
,CHULA VISTA,49.9,48.8,48.5,48.5,49.1,48.8,50.2,50.9,53.2,54.7,56.0,58.3,59.2,59.8,59.6,58.2,55.9,54.3,53.2,52.8,52.6,53.0,53.1,53.0,53.4,59.8,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,44.2,43.9,44.0,43.6,43.6,43.8,43.9,44.6,46.7,48.5,50.2,53.5,56.4,58.9,59.3,57.1,54.4,53.4,52.0,51.6,51.4,51.6,52.0,51.5,50.0,59.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,48.5,49.3,50.1,49.1,49.5,49.1,49.6,49.0,51.4,54.4,55.8,57.5,58.8,59.3,59.1,57.8,56.8,53.5,52.4,52.3,52.6,52.9,52.5,52.6,53.1,59.3,13
,OTAY MESA DVN,51.8,50.6,48.8,50.7,51.0,50.1,50.8,52.2,51.6,53.1,55.2,55.9,57.3,58.6,59.5,57.7,55.3,53.7,51.1,50.8,50.9,51.9,53.0,52.9,53.1,59.5,14
,PENDLETON,47.4,47.1,46.1,46.6,48.0,48.1,48.7,49.0,50.8,52.4,54.5,56.5,57.6,59.0,59.1,58.9,58.5,56.4,54.7,53.3,52.9,52.5,52.2,51.6,52.6,59.1,14
17 RELHUM %,ALPINE,40,30,23,21,22,25,23,26,29,30,34,33,41,43,55,62,79,86,90,95,96,97,98,98,53,98,22
,EL CAJON LES,73,77,79,80,81,81,81,80,73,68,66,59,54,41,45,61,77,83,91,93,94,93,93,96,76,96,23
,KEARNY MESA,68,64,61,64,62,64,60,65,58,65,72,71,68,59,46,57,65,80,87,87,88,89,95,97,71,97,23
18 PRES mmHg,KEARNY MESA,746,746,746,745,745,745,745,746,748,748,748,748,747,747,746,746,746,747,746,747,747,747,747,747,747,748,08
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,0,0,0,20,53,56,113,164,161,106,90,42,8,0,0,0,0,0,0,0,34,164,11
28 SO2 Tr PPB,EL CAJON LES,.2,.2,C,C,C,.2,.2,.3,.3,.3,.4,.4,.4,.3,.1,.2,.1,.1,.1,.1,.1,.1,.0,.0,.1,.4,10
29 CO Tr PPB,EL CAJON LES,748.1,812.6,C,C,C,814.4,824.3,909.0,907.6,902.7,1107.3,1065.1,825.0,266.7,177.3,241.4,335.6,316.8,478.6,528.4,404.1,348.3,255.8,201.3,593.8,1107.3,10
