Current Date:,1/13/2019,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
1/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.028,.028,.029,.031,.032,.033,.036,.038,.039,.04,.041,.04,.039,.039,.038,.037,.036,.035,.034,.034,.034,.035,.036,.036,0.035,0.041,10
,CHULA VISTA,.017,.017,.021,.024,.026,.029,.032,.036,.04,.044,.045,.043,.04,.035,.03,.026,.022,.018,.015,.013,.01,.011,.012,.011,0.025,0.045,10
,EL CAJON LES,,,,.017,.02,.022,.026,.029,.034,.037,.038,.038,.037,.033,.028,.023,.017,.013,.011,.008,,,,,0.025,0.038,10
,KEARNY MESA,.021,.022,.023,.024,.025,.027,.03,.032,.036,.038,.039,.038,.036,.033,.029,.025,.022,.019,.017,.017,.016,.016,.016,.016,0.025,0.039,10
,OTAY MESA DVN,.018,.021,.024,.024,.025,.027,.029,.032,.034,.037,.039,.04,.04,.039,.038,.037,.035,.033,.033,.032,.03,.027,.025,.022,0.03,0.04,11
,PENDLETON,.028,.028,.029,.031,.033,.034,.035,.038,.04,.043,.044,.042,.039,.036,.033,.03,.026,.023,.02,.019,.019,.018,.018,.017,0.03,0.044,10
