Current Date:,6/4/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
6/3/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.029,C,C,.022,.029,.036,.042,.052,.049,.054,.062,.070,.070,.066,.064,.062,.059,.055,.048,.043,.044,.038,.027,.031,.047,.070,11
,CHULA VISTA,.027,C,C,.021,.026,.028,.026,.027,.034,.038,.040,.041,.040,.041,.042,.040,.038,.034,.035,.036,.035,.034,.033,.033,.034,.042,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.024,C,C,C,.026,.024,.023,.027,.041,.049,.060,.059,.057,.057,.056,.055,.063,.042,.038,.033,.028,.029,.030,.030,.040,.063,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,C,C,.029,.023,.020,.028,.036,.042,.045,.047,.047,.047,.047,.049,.049,.045,.039,.038,.033,.027,.026,.025,.029,.035,.049,14
,OTAY MESA DVN,.021,C,C,.028,.027,.022,.027,.029,.037,.042,.046,.046,.046,.048,.049,.051,.050,.041,.038,.034,.033,.032,.030,.030,.036,.051,15
,PENDLETON,.038,C,C,.036,.031,.021,.025,.032,.038,.041,.042,.039,.039,.040,.039,.041,.039,.037,.036,.036,.040,.042,.042,.040,.037,.042,10
02 NOX PPM,ALPINE,.006,C,C,.006,.004,.004,.005,.005,.005,.004,.003,.003,.003,.003,.003,.002,.002,.003,.004,.005,.005,.006,.010,.009,.005,.010,22
,CARMEL MT RCH,.013,C,C,C,.010,.021,.017,.013,.013,.014,.012,.012,.012,.011,.013,.012,.014,.013,.013,.014,.016,.014,.012,.011,.013,.021,05
,CHULA VISTA,.004,C,C,.005,.004,.004,.006,.005,.006,.003,.002,.002,.002,.002,.002,.002,.001,.004,.004,.002,.002,.001,.001,.001,.003,.006,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,C,C,C,.002,.002,.002,.002,.003,.003,.003,.001,.001,.001,.001,.001,.008,.004,.004,.004,.006,.004,.003,.001,.003,.008,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.013,C,C,.003,.005,.006,.004,.004,.002,.002,.002,.001,.001,.001,.001,.002,.003,.005,.002,.004,.005,.004,.004,.002,.003,.013,00
,OTAY MESA DVN,.006,C,C,.002,.002,.003,.006,.008,.006,.004,.003,.002,.001,.001,.001,.001,.001,.000,.001,.003,.001,.002,.002,.001,.003,.008,07
,PENDLETON,.002,C,C,.002,.004,.005,.004,.003,.003,.002,.001,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.005,05
03 NO2 PPM,ALPINE,.006,C,C,.006,.004,.004,.004,.004,.004,.004,.003,.003,.003,.002,.002,.002,.002,.003,.004,.005,.004,.006,.010,.009,.004,.010,22
,CARMEL MT RCH,.012,C,C,C,.009,.013,.010,.008,.008,.009,.008,.007,.008,.007,.008,.007,.009,.008,.008,.009,.010,.008,.007,.008,.009,.013,05
,CHULA VISTA,.004,C,C,.005,.004,.004,.004,.004,.005,.003,.002,.002,.002,.002,.002,.002,.001,.004,.004,.002,.002,.001,.001,.001,.003,.005,03
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.001,C,C,C,.002,.001,.001,.001,.002,.002,.002,.001,.001,.001,.001,.000,.007,.003,.003,.004,.005,.003,.003,.001,.002,.007,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,C,C,.003,.005,.005,.003,.003,.002,.002,.001,.001,.001,.001,.001,.002,.002,.004,.002,.004,.005,.004,.004,.002,.003,.012,00
,OTAY MESA DVN,.006,C,C,.001,.002,.003,.005,.006,.004,.003,.002,.001,.001,.001,.001,.001,.001,.000,.001,.003,.001,.002,.002,.001,.002,.006,00
,PENDLETON,.001,C,C,.001,.003,.004,.003,.002,.002,.001,.001,.000,.000,.001,.000,.000,.000,.000,.000,.001,.000,.000,.000,.001,.001,.004,05
04 NO PPM,ALPINE,.000,C,C,.000,.000,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.001,C,C,C,.001,.008,.007,.005,.005,.005,.005,.004,.005,.004,.006,.005,.006,.005,.006,.005,.006,.005,.005,.003,.005,.008,05
,CHULA VISTA,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,C,C,C,.000,.000,.001,.001,.001,.001,.001,.000,.000,.001,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,C,C,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.001,00
,OTAY MESA DVN,.000,C,C,.000,.000,.000,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,PENDLETON,.001,C,C,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,00
06 CO PPM,CARMEL MT RCH,.4,C,C,C,.4,.6,.4,.4,.5,.5,.5,.5,.5,.4,.5,.5,.5,.5,.4,.5,.5,.4,.3,.3,.5,.6,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,27,27,26,25,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,24,27,04
,CARMEL MT RCH,25,26,26,26,26,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,26,01
,CHULA VISTA,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,26,01
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,24,24,25,24,25,25,24,24,24,24,24,24,24,24,23,23,23,23,24,24,24,24,25,24,24,25,02
,PENDLETON,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,8.5,13.9,12.7,10.2,8.8,7.8,9.4,10.6,9.7,12.3,12.0,10.4,15.1,14.4,12.5,14.3,11.7,13.5,12.6,23.3,17.3,14.2,18.1,13.7,12.7,23.3,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.8,3.3,3.7,3.7,9.1,6.6,5.6,8.6,10.5,7.7,6.8,11.0,10.6,7.7,6.2,9.0,95.1,14.0,18.8,10.6,11.0,8.5,4.8,5.9,11.6,95.1,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,10.1,8.2,9.7,15.6,15.3,11.4,19.4,22.5,22.2,19.2,22.1,18.2,10.2,9.1,13.1,14.7,13.6,14.8,11.6,13.6,10.1,5.8,12.5,9.6,13.8,22.5,07
,PENDLETON,8.2,7.5,9.7,12.3,10.1,7.6,13.5,14.4,12.4,9.3,14.3,12.4,9.7,14.8,12.0,12.0,13.2,15.3,8.7,11.3,15.4,7.6,12.3,8.5,11.3,15.4,20
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,38,101,320,21,54,101,135,216,267,291,270,276,273,258,260,270,285,298,314,343,88,113,91,31,196,343,19
,CHULA VISTA,172,100,15,42,21,31,68,293,273,261,263,269,270,265,255,251,248,252,238,246,244,252,254,220,200,293,07
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,134,210,240,331,349,44,85,320,307,267,252,250,251,254,257,266,259,215,223,198,192,202,204,188,229,349,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,149,145,343,333,43,71,15,310,338,307,291,296,284,281,283,293,294,284,291,303,289,288,285,300,255,343,02
,OTAY MESA DVN,147,6,359,347,336,161,134,206,297,293,288,291,295,296,294,295,295,297,307,339,299,339,333,350,275,359,02
,PENDLETON,172,159,168,349,42,78,346,252,251,257,266,269,265,254,248,247,246,246,235,257,245,254,226,202,231,349,03
13 SIGTHETA °,ALPINE,63,37,49,64,53,48,39,34,28,27,32,33,32,28,30,31,28,24,24,31,19,54,44,27,37,64,03
,CHULA VISTA,16,32,13,25,19,23,54,58,27,20,20,20,21,24,24,22,21,20,23,19,15,20,25,28,25,58,07
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,28,24,40,23,20,31,43,67,44,50,48,29,22,22,23,20,20,19,29,20,16,14,16,14,28,67,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,22,18,15,7,12,49,39,21,31,20,18,19,19,18,18,17,14,10,8,7,5,6,50,19,50,23
,OTAY MESA DVN,21,21,13,12,25,44,17,35,26,15,14,13,11,13,14,13,12,11,14,12,16,25,16,21,18,44,05
,PENDLETON,18,13,46,24,16,15,30,14,17,14,11,13,11,12,12,12,15,20,24,24,25,20,42,50,21,50,23
14 VWSP MPH,ALPINE,.4,1.0,.6,.6,.8,.9,1.5,1.8,3.2,3.8,4.5,4.6,5.1,5.7,5.2,5.0,4.7,4.6,2.7,.1,2.1,.7,.3,.4,2.5,5.7,13
,CHULA VISTA,2.3,.4,1.5,1.4,2.4,2.2,1.8,1.4,4.8,6.7,6.9,7.7,8.1,7.2,6.7,6.3,6.3,5.2,3.3,2.4,2.9,2.9,2.3,2.1,4.0,8.1,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.4,1.6,.9,2.3,2.7,2.1,1.5,.9,2.4,3.5,3.1,6.0,7.8,7.7,6.9,6.6,6.6,6.2,3.5,3.2,2.9,3.2,3.3,2.7,3.7,7.8,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.7,2.0,1.8,2.3,3.3,3.1,1.4,2.8,5.6,5.1,8.5,9.8,9.5,9.2,8.2,7.2,6.9,6.6,5.2,4.0,4.1,4.3,3.6,1.1,5.0,9.8,11
,OTAY MESA DVN,.8,1.5,3.0,5.2,4.0,.9,3.7,1.2,4.0,8.5,9.6,11.3,11.1,10.3,10.0,9.5,9.3,9.0,5.2,3.9,2.7,1.9,3.0,2.5,5.5,11.3,11
,PENDLETON,3.0,3.8,2.5,2.3,2.8,3.4,1.0,4.5,4.6,5.7,6.7,6.9,7.5,8.1,7.4,7.5,6.2,4.5,3.3,2.3,2.1,2.3,1.1,1.8,4.2,8.1,13
15 SWSP MPH,ALPINE,1.0,1.2,.8,.9,1.2,1.2,1.6,2.4,3.8,4.1,5.2,5.5,5.9,6.4,6.0,5.7,5.3,5.0,2.9,1.1,2.2,1.0,.6,.5,3.0,6.4,13
