Current Date:,6/25/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
6/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.032,.033,.034,.036,.039,.043,.046,.05,.052,.054,.055,.054,.052,.048,.044,.04,.035,.032,.028,.026,.024,.023,.025,.025,0.038,0.055,10
,CHULA VISTA,.032,.032,.032,.033,.033,.034,.034,.035,.036,.036,.036,.036,.036,.036,.036,.035,.035,.035,.034,.034,.034,.033,.031,.03,0.034,0.036,08
,EL CAJON LES,,,.034,.036,.038,.04,.041,.043,.045,.046,.046,.044,.042,.04,.038,.036,.033,.031,.03,.03,.029,,,,0.038,0.046,09
,KEARNY MESA,.033,.034,.034,.036,.037,.038,.039,.04,.041,.042,.042,.041,.039,.038,.037,.034,.032,.031,.03,.03,.029,.028,.028,.03,0.035,0.042,09
,OTAY MESA DVN,.029,.029,.031,.033,.035,.036,.038,.039,.041,.042,.042,.041,.04,.038,.037,.036,.035,.034,.033,.033,.032,.031,.03,.029,0.035,0.042,09
,PENDLETON,.036,.037,.037,.038,.038,.038,.038,.038,.039,.038,.038,.038,.038,.038,.038,.038,.037,.037,.036,.035,.035,.034,.033,.032,0.036,0.039,08
