Current Date:,6/11/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
6/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.035,.035,.037,.039,.041,.044,.048,.05,.052,.052,.052,.051,.048,.045,.041,.038,.037,.035,.034,.032,.032,.034,.036,.039,0.041,0.052,08
,CHULA VISTA,.028,.03,.031,.032,.033,.034,.035,.036,.037,.037,.037,.036,.035,.035,.034,.033,.032,.03,.028,.027,.026,.023,.02,.018,0.031,0.037,08
,EL CAJON LES,,,.034,.036,.038,.042,.044,.046,.047,.047,.046,.044,.041,.038,.036,.034,.032,.029,.027,.025,.024,,,,0.037,0.047,08
,KEARNY MESA,.032,.034,.035,.036,.039,.04,.041,.042,.043,.044,.043,.042,.04,.038,.036,.032,.029,.025,.022,.02,.018,.014,.013,.014,0.032,0.044,09
,OTAY MESA DVN,.026,.028,.03,.032,.035,.037,.039,.041,.042,.042,.041,.039,.038,.036,.034,.033,.031,.029,.026,.025,.024,.021,.019,.018,0.031,0.042,08
,PENDLETON,.032,.034,.035,.036,.037,.038,.038,.039,.039,.039,.039,.039,.038,.038,.038,.038,.036,.034,.031,.029,.028,.023,.018,.015,0.033,0.039,07
