Current Date:,6/10/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
6/9/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.061,.063,.064,.065,.067,.069,.072,.073,.074,.074,.074,.072,.068,.062,.055,.05,.046,.043,.04,.039,.039,.038,.037,.037,0.057,0.074,08
,CHULA VISTA,.02,.021,.025,.029,.032,.035,.038,.04,.041,.042,.041,.039,.037,.036,.035,.034,.032,.031,.031,.03,.029,.029,.028,.027,0.032,0.042,09
,EL CAJON LES,,,,.039,.044,.047,.054,.06,.064,.066,.064,.061,.056,.05,.045,.04,.036,.033,.032,.031,,,,,0.048,0.066,09
,KEARNY MESA,.024,.029,.035,.038,.041,.046,.05,.053,.056,.057,.056,.054,.05,.046,.042,.039,.037,.035,.034,.033,.032,.032,.032,.032,0.04,0.057,09
,OTAY MESA DVN,.024,.027,.03,.035,.039,.044,.049,.054,.057,.058,.058,.055,.051,.046,.042,.039,.036,.033,.031,.03,.028,.027,.027,.026,0.039,0.058,09
,PENDLETON,.021,.023,.027,.03,.032,.037,.04,.043,.045,.046,.046,.045,.043,.042,.04,.039,.038,.036,.035,.035,.034,.033,.032,.032,0.036,0.046,09
