Current Date:,5/8/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
5/7/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.053,.054,C,C,.017,.011,.020,.034,.055,.059,.064,.070,.071,.066,.063,.062,.061,.058,.048,.039,.031,.030,.038,.040,.047,.071,12
,CHULA VISTA,.034,.036,C,C,.039,.033,.032,.033,.038,.043,.043,.044,.041,.041,.041,.036,.034,.032,.032,.030,.027,.017,.014,.009,.033,.044,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.024,.025,C,C,C,.035,.031,.032,.039,.056,.057,.052,.052,.053,.051,.049,.049,.041,.035,.034,.030,.026,.023,.022,.038,.057,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.024,.028,C,C,.038,.023,.032,.034,.038,M,.046,.049,.048,.047,.048,.046,.044,.040,.035,.030,.028,.024,.021,.011,.034,.049,11
,OTAY MESA DVN,.032,.033,C,C,.037,.036,.032,.031,.033,.041,.048,.052,.049,.048,.047,.046,.045,.041,.037,.032,.030,.029,.027,.025,.037,.052,11
,PENDLETON,.039,.043,C,C,.042,.034,.029,.035,.044,M,M,.046,.047,.047,.043,.043,.045,.046,.044,.042,.040,.034,.023,.023,.039,.047,12
02 NOX PPM,ALPINE,.001,.000,C,C,.010,.016,.010,.008,.001,.002,.002,.002,.005,.004,.005,.005,.005,.005,.007,.008,.010,.012,.008,.005,.006,.016,05
,CARMEL MT RCH,.009,.015,C,C,C,.006,.016,.045,.044,.025,.031,.031,.032,.035,.036,.034,.022,.020,.020,.021,.022,.017,.028,.025,.025,.045,07
,CHULA VISTA,.003,.003,C,C,.003,.005,.005,.006,.006,.004,.003,.003,.002,.002,.003,.002,.002,.002,.002,.003,.003,.008,.007,.009,.004,.009,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.006,.004,C,C,C,.002,.002,.003,.003,.002,.005,.009,.005,.004,.004,.005,.007,.008,.008,.005,.005,.006,.007,.005,.005,.009,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.005,C,C,.003,.015,.007,.006,.008,M,.008,.005,.003,.004,.003,.004,.005,.004,.004,.006,.005,.006,.009,.014,.006,.015,05
,OTAY MESA DVN,.002,.002,C,C,.001,.002,.004,.012,.020,.015,.005,.004,.002,.002,.002,.002,.003,.003,.002,.002,.002,.003,.002,.002,.004,.020,08
,PENDLETON,.003,.002,C,C,.005,.009,.007,.006,.002,M,M,.002,.002,.004,.009,.001,.002,.001,.001,.001,.001,.005,.013,.011,.004,.013,22
03 NO2 PPM,ALPINE,.001,.000,C,C,.009,.013,.007,.005,.001,.001,.002,.002,.004,.003,.004,.004,.004,.004,.006,.008,.010,.012,.007,.005,.005,.013,05
,CARMEL MT RCH,.007,.012,C,C,C,.006,.010,.020,.023,.016,.019,.018,.018,.019,.020,.018,.013,.012,.013,.013,.013,.011,.019,.018,.015,.023,08
,CHULA VISTA,.003,.002,C,C,.002,.005,.004,.004,.004,.003,.001,.001,.001,.001,.001,.001,.001,.002,.002,.002,.002,.007,.007,.009,.003,.009,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.006,.004,C,C,C,.002,.002,.002,.002,.001,.004,.006,.004,.003,.002,.004,.005,.007,.008,.005,.005,.006,.006,.005,.004,.008,18
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.005,C,C,.003,.013,.005,.005,.006,M,.006,.004,.002,.003,.003,.003,.004,.004,.004,.006,.005,.006,.009,.014,.006,.014,23
,OTAY MESA DVN,.002,.002,C,C,.001,.001,.003,.008,.014,.011,.004,.003,.002,.001,.001,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.014,08
,PENDLETON,.002,.001,C,C,.004,.007,.005,.004,.001,M,M,.001,.001,.002,.003,.000,.001,.001,.000,.000,.000,.005,.012,.010,.003,.012,22
04 NO PPM,ALPINE,.000,.000,C,C,.001,.003,.003,.003,.000,.000,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.003,05
,CARMEL MT RCH,.002,.003,C,C,C,.001,.006,.024,.021,.009,.012,.013,.014,.016,.016,.016,.009,.009,.008,.008,.009,.006,.009,.006,.010,.024,07
,CHULA VISTA,.001,.001,C,C,.001,.001,.001,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.001,.002,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.000,.001,.001,.001,.001,.002,.002,.002,.001,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.001,.002,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.002,.002,.002,.002,M,.002,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.001,.002,05
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.001,.003,.006,.004,.001,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,08
,PENDLETON,.001,.001,C,C,.001,.001,.002,.002,.001,M,M,.001,.001,.002,.006,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.006,14
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,C,.2,.3,.5,.5,.4,.5,.4,.4,.5,.6,.7,.6,.5,.5,.4,.4,.4,.4,.4,.4,.7,15
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,25,26,26,27,27,27,25,24,24,24,24,24,24,24,24,24,24,25,25,25,26,26,26,25,27,04
,CARMEL MT RCH,26,26,26,26,26,26,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,26,26,25,26,00
,CHULA VISTA,24,24,25,25,24,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,23,24,25,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,00
,OTAY MESA DVN,25,25,25,24,24,24,25,24,24,24,24,24,23,24,24,24,24,23,23,23,24,24,25,25,24,25,00
,PENDLETON,23,24,24,24,24,24,24,23,23,22,22,22,22,22,22,22,22,23,23,23,23,24,23,24,23,24,01
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,4.6,5.0,6.2,6.3,9.8,9.3,19.3,1.1,2.2,3.6,5.8,8.5,9.5,12.1,8.4,9.1,12.9,13.3,11.0,10.6,10.6,16.1,16.2,9.2,9.1,19.3,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,10.2,8.0,10.6,14.4,10.2,18.0,10.4,10.8,12.2,8.4,11.0,11.3,17.1,18.9,12.4,13.7,14.2,11.2,16.2,11.3,12.1,10.9,14.0,12.2,12.4,18.9,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,11.1,6.4,4.2,8.4,14.6,10.9,13.0,12.9,19.1,17.8,9.4,7.9,M,M,23.8,16.5,6.2,7.3,10.7,6.2,4.3,6.2,5.7,4.6,10.3,23.8,14
,PENDLETON,7.6,6.1,9.5,7.9,6.0,11.8,13.4,9.1,10.6,10.2,9.5,7.6,7.4,9.4,8.1,11.1,11.3,7.3,8.1,6.8,6.5,5.6,7.8,5.4,8.5,13.4,06
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,47,53,293,155,301,354,234,112,294,289,251,269,253,272,296,292,299,307,318,342,50,84,328,128,234,354,05
,CHULA VISTA,252,269,284,314,337,65,66,154,259,243,255,257,261,259,269,246,262,294,293,285,98,164,127,127,227,337,04
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,182,179,247,210,224,59,102,92,319,290,255,234,235,224,212,262,273,255,229,203,180,173,182,125,206,319,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,160,289,279,306,31,91,120,165,220,224,240,237,241,237,245,234,254,243,244,268,304,292,298,70,221,306,03
,OTAY MESA DVN,328,277,293,306,314,325,125,163,185,276,276,283,283,284,284,287,282,277,295,327,328,319,343,13,270,343,22
,PENDLETON,130,204,154,153,116,98,120,214,218,228,247,248,247,246,241,218,216,217,212,214,194,107,29,36,179,248,11
13 SIGTHETA °,ALPINE,35,49,61,52,40,49,54,70,41,44,37,33,32,29,28,29,26,23,20,17,42,60,64,44,41,70,07
,CHULA VISTA,32,21,19,19,26,19,42,65,29,27,22,21,23,22,29,19,18,22,22,38,43,31,45,16,28,65,07
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,22,30,23,76,38,38,23,31,56,54,39,23,26,25,22,32,33,23,25,15,30,21,29,18,31,76,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,36,46,9,36,21,8,27,36,50,35,18,16,18,21,23,29,33,17,12,12,6,7,20,7,23,50,08
,OTAY MESA DVN,25,49,18,23,26,22,28,22,57,37,18,16,13,16,22,14,14,12,12,11,13,35,31,19,23,57,08
,PENDLETON,22,19,14,18,14,19,31,48,19,18,13,12,14,12,16,21,22,21,20,14,18,28,9,10,19,48,07
14 VWSP MPH,ALPINE,1.0,.4,1.2,.1,1.0,1.0,.3,1.2,2.4,2.9,3.9,5.0,6.2,6.3,5.9,4.9,4.2,3.5,2.7,1.8,.9,.5,.2,1.0,2.4,6.3,13
,CHULA VISTA,1.3,2.2,3.1,2.1,1.1,1.4,1.4,.6,4.3,4.8,6.6,7.8,8.2,7.4,5.5,4.0,2.3,1.4,1.4,.6,.7,.5,.1,1.2,2.9,8.2,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.3,1.6,2.4,.8,1.2,1.6,4.5,2.8,1.4,1.3,3.8,6.7,6.6,6.6,6.3,4.1,3.7,4.8,3.5,3.4,1.8,1.7,1.3,1.7,3.2,6.7,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.0,2.6,3.5,1.6,1.8,4.2,2.6,3.0,2.8,4.3,7.3,9.0,9.2,8.0,6.4,4.7,4.2,6.1,4.8,3.2,3.1,2.9,2.1,2.2,4.2,9.2,12
,OTAY MESA DVN,2.4,1.2,2.8,2.5,2.5,2.8,3.5,4.5,1.7,4.6,6.8,8.6,10.3,9.2,7.1,8.8,7.9,7.9,5.9,4.8,3.8,2.0,1.0,2.1,4.8,10.3,12
,PENDLETON,2.6,3.4,3.1,3.1,3.5,3.2,3.0,2.7,4.7,5.5,6.5,7.9,7.6,6.3,5.4,5.0,4.4,3.8,2.9,3.5,1.8,1.2,2.3,2.1,4.0,7.9,11
15 SWSP MPH,ALPINE,1.8,.7,1.4,1.0,1.5,1.7,2.4,2.1,2.9,3.8,4.8,5.9,7.3,7.1,6.6,5.4,4.6,3.8,2.9,1.9,1.7,.9,.5,1.5,3.1,7.3,12
,CHULA VISTA,1.4,2.4,3.3,2.3,1.4,1.6,1.8,1.3,4.8,5.3,7.1,8.4,8.9,7.9,6.2,4.2,2.6,1.7,1.5,.9,.9,1.0,.6,1.2,3.3,8.9,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.5,1.9,2.6,1.5,1.7,3.2,4.8,3.5,2.4,2.7,4.7,7.4,7.3,7.3,6.9,4.8,4.3,5.2,3.7,3.5,2.1,1.8,1.6,1.9,3.7,7.4,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.5,2.7,3.6,1.7,2.2,4.2,3.1,3.6,3.6,5.1,7.8,9.3,9.7,8.5,6.9,5.4,4.8,6.4,5.0,3.5,3.1,3.0,2.4,2.2,4.6,9.7,12
,OTAY MESA DVN,2.7,1.5,3.2,3.0,3.1,3.2,4.8,4.9,3.1,5.4,7.1,8.9,10.6,9.7,7.6,9.1,8.1,8.1,6.2,4.9,4.0,2.3,1.4,2.5,5.2,10.6,12
,PENDLETON,3.2,3.6,3.3,3.3,3.7,3.4,3.5,3.5,4.9,5.8,6.7,8.1,7.8,6.5,5.7,5.3,4.7,4.1,3.1,3.6,2.1,1.7,2.3,2.1,4.3,8.1,11
16 AMBTEMP °F,ALPINE,64.6,65.3,61.7,56.4,53.3,51.0,53.7,63.1,69.5,73.9,77.7,80.0,80.3,78.7,76.2,75.3,74.5,72.4,67.7,64.0,62.7,63.1,63.2,61.8,67.1,80.3,12
