Current Date:,6/1/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,PENDLETON,.001,.001,C,C,.001,.001,.001,.001,.001,.001,.001,.002,.003,.004,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.004,13
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.4,.5,.5,.4,.3,.3,C,.4,.5,.4,.3,.4,.4,.4,.4,.3,.3,.2,.2,.4,.5,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,26,26,25,26,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,00
,CHULA VISTA,26,25,25,25,25,25,25,25,25,26,26,25,25,25,25,25,25,25,25,25,25,25,24,24,25,26,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,26,27,27,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,24,25,25,24,24,24,25,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,25,24,25,01
,PENDLETON,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,5.6,5.3,2.7,5.4,4.2,3.9,8.2,8.5,5.0,7.0,5.7,6.8,7.9,3.9,4.6,7.4,7.2,5.8,5.8,10.9,8.9,10.8,7.4,7.3,6.5,10.9,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.1,1.9,3.4,4.0,2.7,2.7,1.8,3.1,1.7,2.2,1.7,-.1,2.1,1.9,.4,.2,4.8,4.0,2.8,3.2,4.2,6.0,5.4,2.7,2.6,6.0,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,.9,2.9,5.0,5.0,2.4,6.2,8.2,5.9,2.7,3.0,11.4,11.6,8.4,4.5,-1.5,.2,3.2,10.8,9.1,13.0,9.4,7.5,6.5,6.0,5.9,13.0,19
,PENDLETON,2.1,.5,1.3,-2.2,-3.1,.1,-.2,-1.6,3.9,2.6,1.8,3.4,.6,1.4,2.4,4.9,6.3,5.7,5.6,7.7,7.7,6.2,5.0,5.7,2.8,7.7,19
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,215,156,306,239,262,271,289,294,265,266,231,268,M,M,M,254,252,272,254,253,277,309,160,287,256,309,21
,CHULA VISTA,217,216,210,237,258,240,248,262,271,245,255,257,260,260,260,267,276,272,275,286,296,299,306,278,260,306,22
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,215,237,245,224,212,220,216,275,268,236,254,258,247,262,246,243,257,258,274,271,298,325,267,239,252,325,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,207,216,246,212,226,236,241,247,240,221,229,255,272,257,268,283,289,290,290,281,287,300,296,291,258,300,21
,OTAY MESA DVN,276,319,276,214,168,142,281,287,291,292,272,302,287,295,278,277,283,282,278,277,281,280,270,279,270,319,01
,PENDLETON,30,270,238,244,236,211,193,212,210,221,244,248,262,265,272,279,278,268,271,265,257,248,216,174,234,279,15
13 SIGTHETA °,ALPINE,24,35,32,23,33,27,32,46,38,40,32,35,M,M,M,32,29,31,26,25,26,39,42,37,33,46,07
,CHULA VISTA,24,25,23,19,19,21,20,19,23,24,25,24,24,23,24,21,22,20,20,19,19,17,21,18,21,25,01
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,19,36,21,38,28,27,49,56,34,22,33,34,36,34,27,30,24,20,18,21,20,16,31,41,30,56,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,16,18,15,18,13,15,22,18,20,24,21,21,25,22,22,16,13,14,13,11,9,12,12,10,17,25,12
,OTAY MESA DVN,13,22,14,17,17,24,60,34,14,20,31,52,20,20,22,20,15,13,11,10,10,9,10,14,21,60,06
,PENDLETON,43,31,14,14,14,16,19,20,21,17,15,12,13,13,11,14,13,11,12,9,12,16,22,22,17,43,00
14 VWSP MPH,ALPINE,2.8,1.5,1.7,2.4,.9,1.7,1.5,1.8,3.5,4.1,5.5,5.6,M,M,M,5.6,5.6,4.0,3.1,2.5,1.9,1.3,1.4,1.4,2.8,5.6,11
,CHULA VISTA,3.5,2.9,2.8,3.7,3.6,3.2,3.6,4.3,5.2,5.0,5.7,6.7,6.5,7.2,6.8,7.9,7.7,6.4,5.4,5.1,5.3,5.4,3.3,3.8,5.0,7.9,15
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,4.3,2.4,3.3,2.2,2.3,2.0,1.8,1.1,3.8,4.8,4.9,5.2,5.2,5.9,7.1,6.1,7.1,5.7,5.5,4.8,3.0,4.5,2.0,1.7,4.0,7.1,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.8,3.5,3.6,4.6,4.7,3.3,3.3,5.1,5.6,4.6,7.4,8.3,7.3,8.9,8.6,10.2,10.3,8.0,6.7,6.8,6.6,5.3,4.2,4.1,6.1,10.3,16
,OTAY MESA DVN,3.8,2.6,4.1,4.2,2.9,2.8,1.1,3.2,6.8,6.8,4.5,4.4,9.8,8.8,9.3,9.4,10.0,8.9,7.1,6.9,7.7,7.0,4.6,3.9,5.9,10.0,16
,PENDLETON,1.3,1.8,3.6,6.0,4.6,3.4,3.2,3.3,4.1,5.5,7.1,7.7,6.2,6.8,6.9,7.7,6.5,5.7,5.0,5.1,4.5,2.7,1.8,1.6,4.7,7.7,11
15 SWSP MPH,ALPINE,3.2,2.0,2.2,2.7,1.2,1.8,1.8,2.6,4.2,5.3,6.4,6.5,M,M,M,6.4,6.3,4.6,3.4,2.8,2.3,1.5,1.8,1.7,3.4,6.5,11
,CHULA VISTA,3.8,3.2,3.0,3.9,3.8,3.6,3.8,4.6,5.6,5.5,6.3,7.5,7.2,7.8,7.5,8.4,8.3,6.8,5.7,5.4,5.5,5.7,3.6,4.0,5.4,8.4,15
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,4.6,3.0,3.6,2.7,2.7,2.4,2.4,2.5,4.4,5.3,5.8,6.3,6.2,6.7,7.9,7.2,7.8,6.0,5.8,5.2,3.5,4.7,2.5,2.1,4.6,7.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.2,3.7,3.9,4.8,4.9,3.4,3.5,5.3,6.0,5.1,7.8,9.0,8.4,9.5,9.4,10.6,10.6,8.3,6.8,6.9,6.7,5.4,4.4,4.2,6.4,10.6,15
,OTAY MESA DVN,3.9,3.3,4.3,4.5,3.2,3.2,2.4,3.6,7.2,7.3,5.3,5.4,10.4,9.4,10.1,10.0,10.4,9.1,7.2,7.0,7.8,7.1,4.7,4.2,6.3,10.4,12
,PENDLETON,1.6,2.1,3.8,6.2,4.8,3.5,3.4,3.5,4.5,5.8,7.3,7.9,6.4,7.0,7.1,8.0,6.7,5.8,5.1,5.2,4.6,2.9,1.9,1.8,4.9,8.0,15
16 AMBTEMP °F,ALPINE,55.8,56.1,56.3,55.1,54.9,55.0,56.3,60.0,64.7,67.2,69.1,70.1,71.7,73.6,73.5,72.2,70.4,66.5,61.0,58.0,56.7,56.3,56.9,56.8,62.3,73.6,13
,CARMEL MT RCH,60.2,59.9,59.5,59.5,59.7,60.2,60.7,62.5,63.6,65.0,67.8,67.3,68.6,70.8,70.6,69.0,67.4,63.9,61.8,60.4,59.9,59.0,59.0,59.0,63.1,70.8,13
,CHULA VISTA,61.4,61.3,61.4,60.7,59.9,60.1,60.8,62.6,64.7,66.6,68.4,69.5,70.5,71.3,71.3,70.0,67.1,64.8,63.7,62.9,62.4,62.1,62.0,61.7,64.5,71.3,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,61.5,60.9,60.8,60.6,60.4,60.4,61.2,64.1,65.0,66.3,68.7,70.3,72.4,73.3,73.0,72.8,70.7,67.6,64.6,62.8,62.7,62.3,61.8,61.9,65.3,73.3,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,61.8,61.4,61.2,60.8,60.2,59.9,60.2,61.6,63.5,65.1,66.7,67.1,67.9,68.9,68.9,67.2,65.0,63.4,62.1,61.4,60.8,60.7,60.6,60.6,63.2,68.9,13
,OTAY MESA DVN,60.2,60.2,59.9,59.5,59.6,59.8,60.7,62.1,62.3,62.7,64.1,67.6,68.9,68.9,69.9,68.4,66.6,63.1,61.7,61.2,60.8,60.5,60.3,60.1,62.9,69.9,14
,PENDLETON,62.1,62.4,62.1,61.7,60.6,60.7,61.7,62.8,64.9,67.3,67.1,67.9,67.7,68.2,67.2,66.5,65.7,64.7,63.4,62.4,62.1,62.0,62.0,61.8,64.0,68.2,13
17 RELHUM %,ALPINE,91,89,88,92,93,92,88,75,62,57,53,52,49,45,46,48,52,63,77,84,87,88,87,87,73,93,04
,EL CAJON LES,77,78,79,80,81,84,80,71,68,66,60,56,52,51,52,53,58,63,68,73,73,74,75,75,69,84,05
,KEARNY MESA,79,80,81,86,89,90,89,84,77,71,66,66,65,63,63,68,72,75,78,79,81,80,80,80,77,90,05
18 PRES mmHg,KEARNY MESA,745,745,745,745,746,746,746,746,746,746,747,747,747,747,747,747,747,746,746,747,747,747,747,747,746,747,10
19 SOLAR W/M2,KEARNY MESA,-2,-2,-2,-2,-1,17,73,220,347,445,495,506,731,960,749,497,225,108,18,-2,-2,-2,-2,-2,224,960,13
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.1,.1,.1,.1,.0,.0,.0,.0,.0,.1,.1,.0,.0,.1,12
29 CO Tr PPB,EL CAJON LES,142.2,128.4,C,C,C,175.9,181.9,175.9,215.4,216.8,199.4,175.8,190.1,191.2,185.9,179.7,182.7,180.0,172.8,188.1,186.5,178.2,177.1,157.5,180.0,216.8,09
