Current Date:,5/16/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
5/15/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.033,.033,.033,.035,.037,.04,.044,.048,.05,.052,.053,.052,.051,.048,.045,.042,.039,.037,.035,.034,.033,.033,.032,.032,0.04,0.053,10
,CHULA VISTA,.037,.037,.037,.038,.038,.039,.039,.039,.04,.04,.04,.039,.038,.037,.036,.036,.036,.035,.035,.035,.036,.036,.036,.036,0.037,0.04,08
,EL CAJON LES,,,,,,,,,,,,,,,,,,,.04,.04,.04,,,,0.04,0.04,18
,KEARNY MESA,.036,.039,.042,.042,.043,.044,.044,.044,.044,.044,.044,.044,.042,.041,.039,.039,.038,.035,.033,.032,.032,.032,.033,.033,0.039,0.044,05
,OTAY MESA DVN,.038,.038,.039,.04,.041,.042,.043,.043,.044,.044,.044,.043,.041,.039,.038,.037,.036,.035,.035,.035,.036,.037,.037,.038,0.039,0.044,08
,PENDLETON,.024,.027,.03,.032,.033,.036,.039,.041,.042,.042,.042,.041,.041,.041,.041,.039,.036,.034,.031,.03,.028,.022,.018,.017,0.033,0.042,08
