Current Date:,5/10/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
5/9/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.023,.016,C,C,.042,.034,.018,.022,.036,.046,.056,.067,.073,.079,.081,.072,.067,.061,.054,.049,.038,.028,.031,.049,.047,.081,14
,CHULA VISTA,.034,.028,C,C,.023,.023,.023,.024,.027,.035,M,.045,.048,.046,.045,.044,.044,.040,.037,.035,.035,.037,.037,.038,.035,.048,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.037,.035,C,C,C,.022,.022,.023,.028,.037,.050,.053,.064,.064,.058,.061,.055,.045,.040,.036,.034,.033,.031,.029,.040,.064,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.036,.039,C,C,.032,.029,.027,.026,.029,M,.045,.052,.053,.052,.054,.052,.049,.051,.049,.040,.035,.034,.028,.018,.039,.054,14
,OTAY MESA DVN,.028,.026,C,C,.014,.013,.019,.023,.029,.038,.045,.054,.056,.059,.053,.051,.049,.047,.045,.035,.031,.030,.028,.029,.036,.059,13
,PENDLETON,.036,.033,C,C,.028,.029,.027,.028,.036,.041,.044,.044,.045,.045,.044,.039,.045,.041,.042,.044,.046,.046,.045,.044,.039,.046,20
02 NOX PPM,ALPINE,.004,.005,C,C,.005,.014,.027,.021,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.013,.027,06
,CARMEL MT RCH,.006,.005,C,C,C,.041,.034,.028,.029,.034,.027,.028,.024,.031,.027,.022,.021,.021,.019,.020,.020,.018,.019,.021,.024,.041,05
,CHULA VISTA,.002,.004,C,C,.006,.007,.008,.009,.011,.008,M,.005,.003,.003,.003,.003,.002,.002,.002,.002,.001,.002,.002,.002,.004,.011,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,-.001,-.001,C,C,C,.002,.004,.008,.012,.011,.006,.009,.007,.006,.006,.005,.005,.006,.007,.006,.005,.004,.003,.003,.005,.012,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.001,C,C,.004,.008,.010,.013,.015,M,.007,.005,.006,.004,.005,.004,.003,.003,.004,.005,.008,.008,.009,.015,.007,.015,08
,OTAY MESA DVN,.004,.003,C,C,.007,.009,.007,.006,.005,.005,.008,.006,.005,.005,.003,.003,.002,.002,.002,.003,.004,.003,.002,.002,.004,.009,05
,PENDLETON,.003,.003,C,C,.006,.005,.008,.012,.014,.012,.004,.005,M,.003,.009,.018,.002,.001,.001,.001,.001,.001,.002,.002,.005,.018,15
03 NO2 PPM,ALPINE,.004,.005,C,C,.005,.011,.017,.012,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.009,.017,06
,CARMEL MT RCH,.005,.004,C,C,C,.019,.018,.015,.016,.018,.015,.016,.015,.017,.016,.013,.014,.013,.013,.014,.014,.013,.014,.018,.014,.019,05
,CHULA VISTA,.001,.004,C,C,.005,.006,.006,.007,.007,.005,M,.004,.002,.002,.002,.001,.001,.002,.001,.001,.001,.001,.001,.001,.003,.007,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,-.001,-.001,C,C,C,.002,.003,.005,.007,.007,.005,.007,.005,.005,.005,.004,.004,.005,.006,.005,.004,.004,.003,.003,.004,.007,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.001,C,C,.004,.007,.009,.010,.010,M,.005,.004,.004,.003,.004,.003,.002,.002,.003,.005,.007,.007,.009,.015,.006,.015,23
,OTAY MESA DVN,.004,.003,C,C,.006,.007,.005,.004,.004,.004,.007,.005,.005,.004,.003,.002,.002,.002,.002,.003,.003,.003,.002,.002,.004,.007,05
,PENDLETON,.002,.002,C,C,.005,.004,.006,.007,.008,.006,.002,.002,M,.001,.003,.008,.001,.000,.001,.001,.001,.001,.001,.001,.003,.008,08
04 NO PPM,ALPINE,.000,.000,C,C,.000,.003,.010,.009,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.004,.010,06
,CARMEL MT RCH,.001,.001,C,C,C,.022,.016,.013,.013,.017,.012,.012,.009,.014,.012,.009,.008,.007,.006,.006,.006,.005,.005,.002,.009,.022,05
,CHULA VISTA,.001,.001,C,C,.001,.001,.001,.002,.004,.003,M,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.004,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.000,.001,.003,.005,.004,.002,.002,.002,.001,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.005,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.001,.003,.005,M,.002,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.005,08
,OTAY MESA DVN,.000,.000,C,C,.001,.001,.001,.002,.001,.001,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.002,07
,PENDLETON,.001,.001,C,C,.001,.001,.002,.004,.006,.006,.002,.003,M,.002,.005,.010,.001,.001,.001,.001,.001,.001,.001,.001,.002,.010,15
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.5,.5,.4,.4,.5,.5,.4,.4,.5,.5,.4,.5,.6,.5,.4,.4,.5,.4,.4,.4,.6,17
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,27,27,27,27,26,26,26,25,24,23,23,23,23,23,23,23,24,24,24,24,25,24,25,26,24,27,00
,CARMEL MT RCH,25,25,25,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,03
,CHULA VISTA,24,24,25,25,25,25,25,25,25,25,23,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
,OTAY MESA DVN,24,25,24,24,24,24,25,25,25,24,24,24,24,24,23,23,23,24,23,24,24,24,24,24,24,25,01
,PENDLETON,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,8.4,7.0,6.9,11.7,10.8,15.7,8.7,9.7,16.0,8.0,10.3,16.1,15.0,16.3,12.9,15.9,12.0,10.4,10.8,14.0,11.5,12.9,15.3,14.7,12.1,16.3,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,12.3,13.1,11.1,12.3,M,M,M,M,20.5,20.4,18.9,21.7,20.7,19.1,14.4,18.2,18.5,11.6,12.1,10.4,10.9,13.3,11.2,7.2,14.8,21.7,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.0,12.9,26.2,25.0,19.6,16.0,23.3,21.9,22.7,17.2,27.5,20.1,19.2,19.0,15.3,10.6,9.0,10.5,10.9,6.2,3.3,4.4,4.8,5.3,15.2,27.5,10
,PENDLETON,8.2,17.2,11.0,8.1,13.2,12.5,15.4,13.2,14.4,12.4,14.9,10.2,M,9.3,11.0,9.3,13.1,10.4,9.1,9.9,9.0,6.5,8.3,9.1,11.1,17.2,01
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,113,23,79,69,1,23,164,264,275,272,282,294,295,290,298,287,301,292,315,327,175,151,29,98,197,327,19
,CHULA VISTA,163,123,124,103,323,237,291,285,288,256,259,266,260,260,256,259,256,254,243,242,238,279,245,179,237,323,04
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,131,98,109,194,142,138,101,214,318,331,256,250,251,241,249,255,258,217,205,198,196,188,157,151,202,331,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,150,149,135,260,215,295,294,173,196,262,243,280,246,280,289,284,284,295,300,288,291,314,359,90,249,359,22
,OTAY MESA DVN,49,110,120,67,33,346,325,323,304,281,282,282,282,284,282,282,286,288,283,296,333,343,348,2,243,348,22
,PENDLETON,122,128,117,134,127,189,86,165,227,249,259,248,264,267,270,263,261,238,185,208,202,175,162,190,197,270,14
13 SIGTHETA °,ALPINE,47,37,40,29,23,62,39,22,35,29,31,24,25,28,24,25,23,23,23,16,31,52,15,25,30,62,05
,CHULA VISTA,28,34,35,50,49,19,31,46,41,23,23,24,26,20,23,20,23,20,17,17,23,31,33,27,28,50,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,47,50,27,24,24,62,60,68,44,53,45,26,29,24,23,22,22,20,18,14,16,19,22,18,32,68,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,16,24,54,27,24,34,61,53,33,17,28,29,21,19,17,18,15,10,8,5,7,25,12,24,61,07
,OTAY MESA DVN,19,44,31,26,14,24,28,34,27,20,14,16,15,12,13,12,12,10,13,11,11,9,12,15,18,44,01
,PENDLETON,19,17,29,25,43,23,30,35,17,13,13,13,13,12,12,11,10,16,17,19,25,24,24,19,20,43,04
14 VWSP MPH,ALPINE,1.0,1.2,1.6,.7,1.5,.3,.5,2.7,2.7,3.8,4.5,5.8,5.7,5.7,6.3,5.6,5.7,4.3,1.9,1.3,.4,.7,1.3,1.1,2.8,6.3,14
,CHULA VISTA,2.0,1.9,2.5,.9,.4,2.5,1.4,1.7,2.8,5.0,6.0,5.9,5.6,7.3,6.8,6.8,5.6,5.0,3.8,3.4,2.8,1.4,.9,1.1,3.5,7.3,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.1,2.2,3.1,1.5,1.6,.8,1.4,1.0,2.1,2.4,3.4,6.5,4.2,7.1,7.2,6.5,6.1,5.1,4.6,3.9,3.4,2.2,1.3,1.2,3.4,7.2,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.9,4.9,3.8,1.5,1.8,3.2,2.1,.9,2.1,3.7,8.9,7.0,6.9,8.5,7.7,7.5,6.9,6.4,4.8,4.6,4.4,2.2,.7,1.3,4.4,8.9,10
,OTAY MESA DVN,3.3,1.0,2.3,1.7,2.3,2.3,3.0,3.1,3.4,5.9,9.6,9.1,9.3,9.9,11.1,10.9,10.0,9.1,6.0,4.6,3.5,3.4,2.5,1.4,5.4,11.1,14
,PENDLETON,4.1,4.4,3.3,2.9,1.1,2.4,1.7,1.2,6.0,6.6,6.3,7.0,6.7,6.3,6.4,7.1,6.4,5.0,4.2,3.8,2.7,2.8,3.2,3.1,4.4,7.1,15
15 SWSP MPH,ALPINE,1.7,1.5,2.0,1.5,2.3,1.4,1.2,2.9,3.3,4.4,5.2,6.4,6.3,6.4,6.9,6.2,6.2,4.7,2.1,1.3,.7,.8,1.6,1.1,3.3,6.9,14
,CHULA VISTA,2.3,2.3,2.9,2.0,1.7,2.6,2.3,2.3,3.4,5.4,6.5,6.5,6.3,7.7,7.3,7.3,6.0,5.3,4.0,3.5,3.1,1.7,1.1,1.2,3.9,7.7,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.8,2.8,3.4,2.0,1.8,1.4,2.1,2.0,2.7,3.3,4.2,7.1,5.2,7.7,7.8,7.0,6.6,5.8,4.9,4.1,3.5,2.5,1.5,1.3,3.9,7.8,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.4,5.1,4.1,2.2,2.9,3.5,2.5,2.3,3.3,5.8,9.3,7.8,7.6,9.2,8.1,7.9,7.2,6.6,4.9,4.7,4.4,2.2,1.0,1.3,4.9,9.3,10
