Current Date:,5/19/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.001,.000,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.002,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.002,05
,OTAY MESA DVN,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,09
,PENDLETON,.001,.001,C,C,.001,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,05
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.2,.2,.3,.4,.4,.5,.5,.5,.4,.3,.3,.4,.6,.6,.4,.4,.4,.4,.3,.4,.6,17
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,25,25,24,24,24,24,24,24,24,25,25,25,26,26,26,27,27,25,27,00
,CARMEL MT RCH,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
,CHULA VISTA,25,25,25,26,26,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,24,24,25,25,25,25,24,25,24,25,24,22,24,24,24,24,24,24,24,25,24,24,25,24,25,00
,PENDLETON,23,23,24,24,23,23,23,23,23,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,24,02
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,3.6,5.1,9.4,6.4,6.1,10.6,7.8,4.0,8.8,6.6,5.9,5.7,9.2,6.3,8.8,13.6,13.8,9.4,6.3,10.6,8.6,7.3,9.3,9.9,8.0,13.8,16
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,7.9,7.6,9.1,8.0,6.6,6.0,10.1,6.0,4.6,3.0,2.2,5.0,4.7,5.5,4.1,3.1,1.8,2.1,3.4,2.6,1.6,2.0,2.6,2.3,4.6,10.1,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,15.0,4.9,5.6,4.0,2.1,5.6,4.5,9.5,11.8,6.9,9.3,7.3,10.1,9.4,10.0,8.0,4.7,1.1,4.1,5.1,8.1,8.8,8.9,8.0,7.2,15.0,00
,PENDLETON,4.4,5.2,4.6,7.6,8.5,8.8,7.7,11.6,8.2,6.4,9.0,11.6,6.9,4.0,4.5,5.4,6.1,8.8,6.8,5.2,11.8,6.5,7.0,10.7,7.3,11.8,20
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,280,237,217,274,190,241,331,281,278,262,275,257,272,258,267,256,263,264,282,312,306,301,248,125,262,331,06
,CHULA VISTA,179,204,175,208,212,253,251,262,249,253,256,267,257,261,260,265,253,257,253,247,230,239,234,211,239,267,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,182,185,187,125,108,97,151,186,211,221,221,246,266,251,237,243,236,212,225,240,251,268,165,137,202,268,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,220,148,182,116,107,89,166,147,113,225,224,226,237,236,233,234,228,219,240,246,240,180,138,154,190,246,19
,OTAY MESA DVN,261,275,316,296,26,289,240,254,277,287,271,M,M,M,273,285,294,285,278,288,298,273,262,262,266,316,02
,PENDLETON,161,132,87,97,92,88,115,182,216,249,251,241,237,234,247,236,234,230,224,222,216,192,193,198,191,251,10
13 SIGTHETA °,ALPINE,22,27,27,33,27,44,68,52,40,31,31,34,38,37,31,32,29,27,27,20,24,29,44,45,34,68,06
,CHULA VISTA,39,25,19,22,22,20,20,23,25,27,26,24,29,23,23,23,24,28,23,21,22,27,25,36,25,39,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,33,17,14,18,24,28,29,25,23,21,25,47,38,29,30,26,25,24,20,21,26,38,29,33,27,47,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,15,23,14,15,10,11,38,17,16,21,14,23,18,23,24,20,21,19,13,12,23,31,38,29,20,38,06
,OTAY MESA DVN,11,31,28,24,21,21,43,14,15,22,36,M,M,M,18,19,17,16,14,13,13,14,25,27,21,43,06
,PENDLETON,17,13,14,12,11,20,15,15,17,11,12,15,17,17,14,20,18,18,17,16,28,23,42,20,18,42,22
14 VWSP MPH,ALPINE,2.3,1.8,1.5,1.3,1.9,.9,.5,1.7,3.3,5.5,5.5,4.5,4.4,5.0,5.8,5.2,5.1,4.1,2.4,3.2,2.4,1.9,.6,1.2,3.0,5.8,14
,CHULA VISTA,1.0,1.9,1.6,2.1,2.0,3.1,3.6,3.2,3.6,4.0,4.6,5.5,5.7,7.8,7.0,6.1,4.8,3.9,4.0,4.3,2.9,2.4,2.2,1.8,3.7,7.8,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.8,2.4,1.8,1.4,1.9,1.5,2.0,2.7,3.6,3.8,4.4,3.6,4.8,6.0,6.1,6.0,5.9,4.8,4.7,3.7,2.5,1.6,1.8,2.4,3.4,6.1,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.8,1.9,2.6,2.4,2.2,2.7,2.1,3.4,3.6,5.6,5.8,4.6,6.6,8.1,7.6,7.2,5.3,5.2,5.8,5.7,2.9,1.6,1.8,2.0,4.2,8.1,13
,OTAY MESA DVN,2.9,.6,1.4,1.9,2.2,3.0,1.9,4.1,5.6,4.8,4.5,M,M,M,8.9,7.6,7.0,5.7,5.2,4.2,4.6,3.5,1.3,1.7,3.9,8.9,14
,PENDLETON,2.8,2.1,2.3,3.2,3.3,3.3,3.2,4.7,6.3,10.0,9.1,7.3,8.4,8.5,6.6,5.3,5.1,5.0,4.4,4.8,2.9,2.6,2.6,3.0,4.9,10.0,09
15 SWSP MPH,ALPINE,2.5,2.0,1.7,1.6,2.2,2.1,2.2,3.1,4.3,6.3,6.4,5.2,5.4,6.1,6.8,6.0,5.9,4.6,2.9,3.4,2.6,2.2,1.7,2.1,3.7,6.8,14
,CHULA VISTA,1.2,2.1,1.8,2.3,2.2,3.3,3.9,3.4,4.0,4.4,5.1,6.0,6.3,8.5,7.5,6.5,5.2,4.3,4.3,4.6,3.1,2.7,2.4,2.0,4.0,8.5,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.1,2.5,1.9,1.6,2.5,1.8,2.4,3.1,3.9,4.1,4.8,4.6,5.7,6.7,7.2,6.9,6.4,5.2,5.0,4.0,2.7,1.8,2.3,3.0,3.8,7.2,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.9,2.3,2.8,2.6,2.3,2.7,2.6,3.7,3.7,6.2,6.0,5.0,7.0,8.7,8.1,7.6,5.7,5.6,6.1,5.9,3.1,1.9,2.1,2.7,4.5,8.7,13
,OTAY MESA DVN,2.9,.9,1.8,3.4,3.0,3.3,2.3,4.2,5.8,5.2,5.2,M,M,M,9.4,8.1,7.4,6.0,5.5,4.4,4.7,3.7,1.4,1.8,4.3,9.4,14
,PENDLETON,3.3,2.4,2.4,3.3,3.4,3.4,3.6,4.9,6.8,10.2,9.2,7.5,8.7,8.9,6.8,5.6,5.4,5.3,4.5,4.9,3.3,2.7,3.3,3.2,5.1,10.2,09
16 AMBTEMP °F,ALPINE,51.6,51.0,50.4,50.6,50.9,50.9,51.7,54.2,56.6,59.3,59.4,58.7,M,67.5,67.5,67.3,65.2,61.8,57.7,54.5,53.6,53.4,53.6,53.7,56.6,67.5,13
,CARMEL MT RCH,57.3,55.9,54.8,54.8,54.6,55.7,59.2,59.9,59.9,60.6,60.9,60.4,63.5,63.5,65.0,64.2,62.9,62.5,60.1,58.3,57.9,57.8,58.0,58.3,59.4,65.0,14
,CHULA VISTA,60.0,59.5,59.1,59.4,59.3,59.5,59.7,59.8,60.5,62.0,63.8,65.0,67.7,68.4,65.6,64.0,62.7,61.5,60.5,59.9,59.5,59.5,59.4,59.3,61.5,68.4,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,58.6,57.5,56.4,55.5,56.2,57.5,58.8,59.3,59.4,58.7,60.1,63.1,65.9,67.6,67.9,67.1,65.6,63.7,61.2,59.3,58.9,59.3,59.3,59.2,60.7,67.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,59.3,58.9,58.8,57.9,57.1,58.7,58.8,58.1,58.6,59.2,59.8,60.7,61.6,64.0,64.9,63.1,62.6,62.1,60.6,59.7,59.6,59.8,59.8,59.7,60.1,64.9,14
,OTAY MESA DVN,57.2,57.2,57.0,56.9,57.3,57.5,58.2,58.7,58.7,59.8,62.3,63.3,64.8,65.1,64.5,63.0,61.9,60.4,58.4,57.4,57.4,57.2,57.4,57.5,59.5,65.1,13
,PENDLETON,61.1,60.1,60.1,59.7,59.7,60.1,61.6,63.1,64.9,64.3,64.8,66.0,66.5,66.5,65.3,65.1,64.5,63.2,61.5,60.6,60.7,60.9,60.9,60.9,62.6,66.5,12
17 RELHUM %,ALPINE,79,80,83,80,77,78,75,71,68,63,68,74,M,51,51,52,57,66,76,85,89,89,89,88,73,89,20
,EL CAJON LES,64,67,68,69,69,65,62,62,73,81,77,68,61,57,56,58,62,65,71,76,77,76,77,77,68,81,09
,KEARNY MESA,66,66,65,69,71,68,79,88,88,86,82,77,74,68,65,70,70,72,77,79,79,78,78,78,75,88,07
18 PRES mmHg,KEARNY MESA,747,747,747,747,747,747,747,748,748,748,748,748,748,747,747,747,746,746,746,747,747,747,747,747,747,748,07
19 SOLAR W/M2,KEARNY MESA,-2,-2,-3,-3,-1,14,27,48,97,84,146,174,295,745,463,328,178,112,18,-2,-2,-2,-2,-2,113,745,13
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,145.4,144.6,C,C,C,190.2,193.0,192.3,190.4,193.5,185.6,175.5,215.1,190.9,178.7,190.1,188.7,180.1,186.4,194.2,178.8,189.7,188.0,197.3,185.1,215.1,12
