,KEARNY MESA,.010,.008,C,C,.003,.007,.004,.007,.006,.004,.004,M,.002,.001,.000,.000,.002,.007,.000,.003,.001,.001,.003,.001,.004,.010,00
,OTAY MESA DVN,.004,.003,C,C,.007,.010,M,M,M,M,M,M,.004,.005,.002,.000,.001,.002,.002,.001,.003,.002,.002,.003,.003,.010,05
,PENDLETON,.008,.008,C,C,.004,.004,.004,.006,.004,M,M,M,M,.002,.001,.001,.000,.001,.000,.000,.000,.000,.000,.001,.002,.008,00
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,<,C,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
,CHULA VISTA,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,08
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,.001,.001,M,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.001,.000,.000,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,OTAY MESA DVN,.000,.000,C,C,.008,.008,M,M,M,M,M,M,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.008,04
,PENDLETON,.001,.000,C,C,.000,.000,.000,.000,.000,M,M,M,M,.004,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.004,13
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.1,.2,.2,.2,.2,.2,.2,.2,.2,.2,.2,.3,.3,.3,.3,.3,.3,.2,.4,.2,.4,23
10 INTMP °C,ALPINE,28,28,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,26,26,27,28,00
,CARMEL MT RCH,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,26,27,03
,CHULA VISTA,23,23,23,23,23,23,23,23,24,24,26,24,24,24,25,24,23,23,22,22,21,21,21,20,23,26,10
,DOWNTOWN SES,24,24,24,23,23,24,24,24,24,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,27,27,26,27,27,27,26,26,26,26,27,27,28,28,26,26,26,26,26,25,25,25,25,25,26,28,12
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,PENDLETON,25,25,25,26,26,26,26,26,26,P,P,P,P,25,26,25,25,25,25,25,26,26,26,26,26,26,03
11 PM2.5 µg/M3,ALPINE,3.7,3.6,1.7,-.4,1.1,5.9,2.9,-.7,3.2,4.4,2.8,2.7,4.0,2.1,-1.2,-1.5,-.1,.3,2.9,2.6,-.8,-1.2,1.6,2.2,1.7,5.9,05
,DOWNTOWN SES,7.6,7.8,6.7,5.4,4.5,3.6,2.2,3.9,5.5,4.8,3.2,3.5,3.4,2.6,1.9,2.1,2.6,3.4,4.6,5.6,7.2,9.4,6.0,3.0,4.6,9.4,21
,EL CAJON LES,22.2,20.8,9.2,5.5,2.6,3.9,.9,4.2,5.1,6.3,3.7,1.3,1.5,.9,1.9,2.0,1.3,6.0,7.8,7.6,9.0,7.4,17.6,8.2,6.5,22.2,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,5.0,6.0,5.9,4.9,4.4,4.1,3.1,3.9,5.7,M,M,.0,1.3,1.7,1.1,.4,-1.4,-.4,-.2,2.3,2.1,2.0,3.0,1.7,2.5,6.0,01
,PENDLETON,7.6,7.8,9.2,5.7,4.8,7.8,5.2,5.9,51.9,,M,,M,M,M,M,M,M,M,M,M,M,M,M,11.7,51.9,08
12 VWDR °,ALPINE,152,144,145,155,156,158,153,148,154,163,167,170,166,175,265,285,291,267,275,285,280,286,292,285,0,292,22
,CHULA VISTA,159,142,144,143,153,163,158,162,163,164,170,165,169,198,277,290,281,281,284,286,287,295,297,303,0,303,23
,DOWNTOWN SES,136,132,117,136,148,171,159,163,169,171,173,170,180,220,283,289,283,284,282,285,284,287,296,297,0,297,23
,EL CAJON LES,139,310,144,154,160,161,154,159,158,170,171,167,167,200,258,268,268,249,263,250,238,212,198,227,0,310,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,139,143,144,142,150,156,148,157,163,170,168,165,178,233,278,287,283,271,277,279,281,275,287,298,0,298,23
,OTAY MESA DVN,135,138,138,138,144,157,148,153,152,160,163,163,163,171,268,295,308,342,299,314,304,328,351,347,0,351,22
,PENDLETON,83,121,126,136,147,144,144,143,158,P,P,P,P,269,279,267,258,270,268,265,263,275,277,290,0,290,23
13 SIGTHETA °,ALPINE,12,12,12,11,12,14,11,11,11,14,14,14,14,16,27,27,28,31,28,27,34,26,21,24,19,34,20
,CHULA VISTA,16,13,14,14,15,16,16,15,16,16,15,16,15,18,26,19,21,19,19,19,21,15,19,15,17,26,14
,DOWNTOWN SES,19,20,16,19,21,18,20,19,17,17,16,17,15,23,20,21,23,23,19,23,23,23,24,24,20,24,22
,EL CAJON LES,33,43,34,18,17,15,21,16,19,18,20,19,19,21,19,18,21,24,17,17,18,20,40,57,24,57,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,9,8,9,9,9,11,9,12,12,13,13,11,13,15,11,11,13,10,10,11,11,10,12,9,11,15,13
,OTAY MESA DVN,11,10,10,11,11,13,12,12,12,12,13,14,13,14,14,11,14,28,12,14,41,20,20,18,15,41,20
,PENDLETON,9,12,10,13,14,13,14,13,12,P,P,P,P,14,15,15,13,16,16,14,14,16,17,16,14,17,22
14 VWSP MPH,ALPINE,4.9,5.6,5.2,6.4,8.4,9.3,10.5,11.9,13.8,13.3,13.1,13.2,16.8,17.3,10.8,10.9,9.3,5.3,6.1,5.4,2.8,3.7,3.5,3.5,.0,17.3,13
,CHULA VISTA,4.6,3.7,4.5,5.8,6.6,9.9,9.9,12.6,12.5,15.4,16.3,13.0,18.5,12.2,10.9,13.3,6.6,7.9,10.0,8.0,6.6,7.1,5.0,3.9,.0,18.5,12
,DOWNTOWN SES,3.7,3.5,3.6,4.6,6.1,10.3,9.0,10.8,13.0,13.4,16.7,14.3,17.3,12.9,11.4,12.0,6.8,6.7,10.3,6.9,7.6,5.6,5.0,3.8,.0,17.3,12
,EL CAJON LES,.1,.0,1.1,5.3,8.5,9.1,7.5,10.5,10.4,10.6,10.6,10.3,11.1,11.5,10.4,12.1,6.9,2.9,6.2,4.1,2.8,1.2,.6,.2,.0,12.1,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.2,5.0,6.8,8.9,11.1,9.7,13.2,12.9,15.7,15.8,17.1,17.4,18.0,14.9,19.6,20.1,9.3,11.5,14.0,9.1,8.9,7.9,6.6,7.3,.0,20.1,15
,OTAY MESA DVN,8.2,8.8,9.8,11.0,11.0,11.9,12.9,13.6,14.8,18.4,17.2,16.5,18.4,17.8,14.9,17.1,10.4,1.8,7.4,6.8,1.7,3.0,3.1,2.2,.0,18.4,09
,PENDLETON,6.2,7.2,8.3,10.8,11.5,11.0,12.8,12.9,20.3,P,P,P,P,22.3,16.1,15.5,19.8,14.5,14.8,14.7,16.5,9.9,9.4,7.6,.0,22.3,13
15 SWSP MPH,ALPINE,5.0,5.7,5.4,6.5,8.6,9.7,10.7,12.1,14.1,13.8,13.5,13.6,17.3,18.0,12.8,12.0,10.4,6.0,6.7,5.9,3.3,4.0,3.8,3.8,9.3,18.0,13
,CHULA VISTA,4.8,3.8,4.7,6.0,6.9,10.3,10.3,13.1,13.0,16.0,16.9,13.4,19.1,14.6,12.2,14.0,7.1,8.4,10.6,8.4,6.9,7.4,5.3,4.1,9.9,19.1,12
,DOWNTOWN SES,3.9,3.7,3.7,4.9,6.5,10.8,9.5,11.4,13.5,14.0,17.3,14.9,17.9,15.2,12.0,12.8,7.3,7.3,10.8,7.4,8.3,6.1,5.6,4.2,9.5,17.9,12
,EL CAJON LES,.4,.3,1.2,5.6,8.8,9.5,8.1,10.9,10.9,11.2,11.3,10.9,11.7,12.9,11.6,12.8,7.5,3.4,6.5,4.5,3.1,1.4,.9,1.0,6.9,12.9,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.3,5.1,6.9,9.0,11.2,9.9,13.4,13.2,16.0,16.2,17.5,17.7,18.6,19.3,20.0,20.5,9.6,11.6,14.2,9.3,9.0,8.1,6.9,7.5,12.3,20.5,15
,OTAY MESA DVN,8.4,8.9,9.9,11.2,11.2,12.3,13.3,14.0,15.1,18.9,17.7,16.9,18.8,18.5,17.0,17.4,10.7,2.6,7.7,7.1,1.9,3.7,3.3,2.4,11.2,18.9,09
,PENDLETON,6.3,7.4,8.5,11.1,11.9,11.3,13.2,13.3,20.7,P,P,P,P,23.1,16.9,16.1,20.3,15.1,15.3,15.2,17.1,10.3,9.9,8.0,13.6,23.1,13
16 AMBTEMP °F,ALPINE,49.0,49.1,49.2,49.7,50.0,49.8,48.6,49.0,50.7,51.8,51.2,50.9,51.6,52.1,50.5,46.4,43.5,43.9,44.1,42.7,42.4,42.2,41.7,41.4,47.6,52.1,13
,CARMEL MT RCH,52.6,53.0,53.2,53.6,54.4,54.3,52.5,53.8,55.8,55.2,55.1,55.4,55.6,54.7,51.9,50.3,50.1,50.9,49.5,48.8,48.9,48.6,48.7,46.8,52.2,55.8,08
,CHULA VISTA,57.8,57.4,57.6,57.9,58.2,58.5,58.3,59.9,60.9,60.8,59.3,58.2,58.3,58.4,55.6,53.8,53.0,55.1,55.0,53.9,53.6,53.4,52.4,51.9,56.6,60.9,08
,DOWNTOWN SES,57.2,57.4,56.8,57.2,58.1,58.1,58.3,59.5,60.3,59.5,58.5,57.9,57.8,58.4,55.2,53.9,54.3,55.6,55.2,54.5,54.4,53.8,53.4,53.2,56.6,60.3,08
,EL CAJON LES,53.0,53.3,53.2,56.0,57.4,57.6,56.8,58.0,59.2,58.8,57.2,56.1,56.7,57.0,54.7,51.8,50.2,50.9,51.4,49.9,49.2,47.8,45.4,45.2,53.6,59.2,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,55.7,56.0,56.4,56.6,57.3,55.8,56.1,57.9,59.5,57.7,57.2,57.1,57.3,57.5,53.9,52.4,52.3,52.8,52.3,51.5,51.4,50.8,50.7,50.7,54.9,59.5,08
,OTAY MESA DVN,55.9,55.7,55.7,56.0,56.3,56.4,56.0,56.9,58.0,58.7,57.9,56.6,56.6,56.8,54.9,51.5,50.0,50.5,51.5,50.6,49.7,49.6,48.5,47.9,54.1,58.7,09
,PENDLETON,55.4,56.0,56.7,57.8,57.5,56.2,56.4,57.3,58.5,P,P,P,P,55.0,53.2,53.7,55.5,55.1,54.4,54.4,54.6,54.1,54.2,53.9,55.5,58.5,08
17 RELHUM %,ALPINE,90,89,90,88,87,91,100,99,95,91,98,100,100,100,100,100,100,100,100,99,98,97,92,92,96,100,06
,EL CAJON LES,96,95,94,79,72,72,76,72,69,74,86,96,97,97,99,98,95,94,82,76,77,82,90,88,86,99,14
,KEARNY MESA,87,87,84,83,81,91,91,85,81,92,97,100,100,100,99,96,92,85,74,72,70,67,68,70,86,100,11
18 PRES mmHg,EL CAJON LES,752,751,751,750,750,750,750,750,750,749,749,748,747,746,747,748,749,749,750,751,752,752,753,753,750,753,22
,KEARNY MESA,753,752,752,751,751,751,751,751,750,750,750,749,748,748,749,749,750,750,751,752,753,753,754,754,751,754,22
19 SOLAR W/M2,EL CAJON LES,3,3,2,2,1,2,3,18,77,74,92,100,91,52,57,30,8,3,2,1,1,0,0,1,26,100,11
,KEARNY MESA,0,0,0,0,0,0,1,14,62,77,74,78,70,52,58,29,7,0,0,0,0,0,0,0,22,78,11
25 NOY,EL CAJON LES,17.08,17.68,11.01,1.70,.92,C,C,2.55,3.36,3.11,2.95,2.87,2.39,2.74,2.20,2.01,3.21,7.67,5.16,5.31,7.84,9.83,13.29,15.62,6.38,17.68,01
26 NOY-NO,EL CAJON LES,16.46,16.25,10.19,1.69,.93,C,C,2.43,3.08,2.80,2.63,2.55,2.08,2.34,1.81,1.75,3.00,7.13,4.97,5.21,7.61,9.66,12.78,14.64,5.99,16.46,00
27 NO Trace,EL CAJON LES,.62,1.42,.82,.00,.00,C,C,.12,.28,.31,.31,.31,.30,.39,.39,.26,.20,.54,.19,.10,.22,.16,.50,.98,.38,1.42,01
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,M,M,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,.0,.0,.1,22
29 CO Tr PPB,EL CAJON LES,427.0,446.1,C,C,C,137.0,156.0,155.7,161.3,159.3,162.5,C,M,168.2,181.2,176.6,191.8,259.8,220.5,222.1,283.5,357.3,552.3,412.4,254.2,552.3,22
BCarbon ug/m3,10TH AVE MARINE TERM,.57,.45,.74,.29,.21,.15,.15,.30,1.06,.61,.37,.43,.13,.02,.02,.02,.08,.08,.06,.12,.08,.02,.04,.02,.25,1.06,08
,ALPINE,.27,.25,.27,.17,.14,.15,.15,.14,.13,.11,.16,.11,.07,.07,.03,.04,.05,.09,.19,.10,.19,.18,.09,.11,.14,.27,00
,CHICANO PARK,.50,.56,.52,.37,.30,.23,.27,.31,.31,.22,.18,.17,.15,.12,.16,.07,.17,.15,.13,.11,.12,.14,.13,.05,.23,.56,01
,DOWNTOWN SES,.75,.36,.39,.45,.25,.23,.26,.32,.34,.27,.19,.19,.14,.11,.09,.11,.13,.13,.09,.09,.10,.11,.09,.16,.22,.75,00
,OCEANVIEW BLVD,.69,.33,.47,.38,.19,.18,.21,.27,.30,.23,.20,.19,.14,.13,.11,.11,.17,.18,.08,.11,.10,.13,.09,.16,.21,.69,00
,SAN YSIDRO,.25,.31,.31,.29,.29,.25,.31,.31,.37,.25,.34,.24,.16,.12,.06,.05,.06,.24,.21,.14,.18,.10,.08,.09,.21,.37,08
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.02,.09,.08,.10,.40,.19,.12,.03,.00,.00,.00,.01,.00,.00,.00,.04,.40,13
