Current Date:,12/9/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
12/8/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.031,.026,C,C,.025,.028,.027,.028,.036,.036,.039,.041,.043,.047,.049,.044,.040,.041,.042,.039,.035,.032,.031,.035,.036,.049,14
,CHULA VISTA,.010,.009,C,C,.001,.001,.001,.005,.012,.028,.034,.038,.040,.038,.032,.033,.036,.031,.025,.011,.006,.004,.009,.019,.019,.040,12
,DOWNTOWN SES,.007,.006,C,C,.005,.004,.003,.006,.012,M,.031,.040,.040,.038,.040,.036,.038,.035,.025,.014,.010,.017,.028,.030,.022,.040,11
,EL CAJON LES,.002,.002,C,C,C,.001,.001,.002,.006,.014,.032,.039,.042,.043,.039,.038,.036,.033,.032,.031,.027,.022,.022,.021,.023,.043,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.017,.016,C,C,.006,.004,.008,.007,.021,.030,.036,.039,.038,.040,.043,.043,.041,.036,.022,.015,.018,.019,.012,.017,.024,.043,14
,OTAY MESA DVN,.018,.019,C,C,.008,.013,.003,.007,.012,.012,.030,.030,.037,.040,.039,.037,.034,.031,.029,.030,.028,.026,.024,.028,.024,.040,13
,PENDLETON,.016,.016,C,C,.013,.010,.010,.010,.014,.022,.034,.037,.046,.046,.045,.044,.046,.045,.046,.038,.024,.026,.017,.024,.028,.046,12
02 NOX PPM,ALPINE,.004,.005,C,C,.005,.006,.008,.009,.005,.004,.004,.003,.004,.005,.004,.008,.009,.007,.005,.006,.007,.007,.008,.005,.006,.009,07
,CARMEL MT RCH,.015,.019,C,C,.031,.015,.058,.037,.030,M,M,C,C,C,C,C,C,C,<,<,<,<,<,<,.029,.058,06
,CHULA VISTA,.010,.008,C,C,.040,.040,.031,.027,.014,.007,.005,.006,.004,.006,.014,.012,.007,.009,.010,.027,.032,.031,.026,.013,.017,.040,04
,DOWNTOWN SES,.024,.020,C,C,.016,.022,.027,.031,.027,M,.017,.002,.003,.006,.004,.006,.006,.008,.016,.026,.027,.022,.011,.008,.016,.031,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.005,C,C,.015,.025,.014,.022,.012,.007,.004,.004,.007,.007,.005,.004,.005,.010,.027,.025,.017,.015,.016,.015,.012,.027,18
,OTAY MESA DVN,.011,.009,C,C,.043,.015,.040,.026,.016,.060,.009,.023,.017,.006,.007,.004,.003,.005,.006,.005,.004,.004,.005,.003,.015,.060,09
,PENDLETON,.007,.007,C,C,.008,.011,.013,.014,.009,.009,.006,.009,.004,.007,.006,.005,.002,.002,.002,.008,.019,.016,.019,.010,.009,.019,20
03 NO2 PPM,ALPINE,.003,.004,C,C,.005,.004,.005,.006,.003,.003,.003,.003,.003,.004,.003,.007,.008,.007,.005,.006,.006,.007,.008,.004,.005,.008,16
,CARMEL MT RCH,.011,.014,C,C,.017,.010,.015,.014,.011,M,M,C,C,C,C,C,C,C,<,<,<,<,<,<,.013,.017,04
,CHULA VISTA,.010,.008,C,C,.023,.024,.020,.014,.009,.005,.004,.005,.003,.004,.011,.010,.006,.008,.010,.022,.028,.029,.025,.013,.013,.029,21
,DOWNTOWN SES,.018,.015,C,C,.013,.018,.018,.017,.015,M,.008,.001,.002,.004,.003,.005,.004,.007,.015,.023,.025,.020,.011,.008,.012,.025,20
