Current Date:,12/3/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
12/2/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.048,.049,C,C,.045,.044,.044,.041,.042,.045,.048,.044,.048,.052,.056,.057,.051,.045,.042,.014,.031,.046,.045,.042,.044,.057,15
,CHULA VISTA,.017,.016,C,C,.031,.021,.009,.009,.010,.016,.030,.039,.042,.048,.051,.049,.046,.041,.038,.028,.026,.035,.036,.036,.030,.051,14
,DOWNTOWN SES,.036,.036,C,C,.036,.037,.035,.029,.025,.028,<,.047,.052,.053,.051,.049,.047,.044,.042,.040,.043,.043,.043,.040,.040,.053,13
,EL CAJON LES,.002,.002,C,C,C,.009,.011,.010,.012,.016,M,M,M,M,M,.044,.038,.031,.025,.022,.029,.033,.036,.033,.022,.044,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.033,.026,C,C,.025,.030,.026,.011,.020,.025,.030,.046,.051,.051,.050,.049,.045,.038,.032,.041,.045,.044,.042,.041,.036,.051,12
,OTAY MESA DVN,.011,.010,C,C,.006,.004,.003,.006,.010,.016,.020,.033,.041,.044,.046,.044,.042,.038,.038,.039,.034,.031,.028,.025,.025,.046,14
,PENDLETON,.038,.037,C,C,.020,.014,.015,.013,.015,.022,.037,.041,.044,.045,.049,.051,.049,.048,.047,.044,.038,.035,.035,.045,.035,.051,15
02 NOX PPM,ALPINE,.002,.002,C,C,.002,.004,.003,.005,.011,.006,.006,.014,.019,.018,.015,.011,.012,.013,.013,.042,.020,.007,.007,.008,.011,.042,19
,CARMEL MT RCH,.038,.028,C,C,.025,.018,.023,.046,.050,.058,.052,.043,.033,.030,.033,.025,.028,.024,.021,.019,.016,.018,.015,.014,.030,.058,09
,CHULA VISTA,.016,.015,C,C,.010,.014,.021,.023,.027,.027,.023,.015,.009,.008,.006,.006,.005,.009,.011,.016,.016,.008,.008,.006,.014,.027,08
,DOWNTOWN SES,.007,.006,C,C,.008,.008,.009,.012,.019,.020,<,.005,.004,.004,.007,.008,.008,.009,.010,.009,.007,.006,.005,.005,.008,.020,09
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.009,C,C,.010,.007,.009,.018,.016,.021,.022,.009,.005,.005,.006,.007,.008,.009,.011,.006,.004,.005,.004,.004,.009,.022,10
,OTAY MESA DVN,.033,.024,C,C,.024,.025,.028,.027,.027,.024,.050,.033,.011,.009,.008,.009,.008,.006,.006,.006,.006,.007,.009,.018,.018,.050,10
,PENDLETON,.005,.005,C,C,.007,.010,.008,.008,.010,.011,.007,.004,.004,.009,.009,.007,.003,.004,.003,.006,.010,.011,.011,.005,.007,.011,09
03 NO2 PPM,ALPINE,.001,.002,C,C,.002,.003,.002,.004,.006,.005,.005,.010,.015,.015,.012,.010,.011,.013,.013,.035,.019,.007,.007,.008,.009,.035,19
,CARMEL MT RCH,.030,.023,C,C,.017,.014,.015,.020,.019,.022,.022,.023,.017,.017,.019,.014,.016,.015,.014,.012,.011,.013,.011,.010,.017,.030,00
,CHULA VISTA,.016,.015,C,C,.010,.014,.020,.020,.020,.019,.017,.012,.007,.007,.005,.005,.005,.009,.010,.016,.016,.008,.008,.006,.012,.020,06
,DOWNTOWN SES,.007,.006,C,C,.008,.008,.008,.012,.016,.016,<,.004,.003,.004,.006,.007,.008,.009,.009,.009,.007,.006,.005,.005,.008,.016,08
,EL CAJON LES,.023,.021,C,C,C,.012,.013,.015,.016,.017,M,M,M,M,M,.012,.014,.016,.015,.013,.010,.007,.005,.005,.013,.023,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.009,C,C,.010,.007,.009,.016,.014,.016,.016,.007,.005,.004,.005,.006,.007,.009,.011,.006,.004,.005,.004,.004,.008,.016,07
,OTAY MESA DVN,.026,.019,C,C,.023,.024,.023,.020,.018,.016,.032,.024,.009,.008,.007,.008,.007,.006,.006,.006,.006,.007,.008,.011,.014,.032,10
,PENDLETON,.005,.005,C,C,.007,.009,.008,.007,.008,.008,.006,.004,.004,.007,.007,.006,.003,.004,.003,.006,.010,.011,.010,.005,.007,.011,21
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.000,.001,.004,.002,.001,.003,.005,.004,.002,.001,.001,.000,.001,.007,.001,.000,.000,.000,.002,.007,19
,CARMEL MT RCH,.009,.005,C,C,.008,.004,.007,.026,.031,.036,.030,.020,.016,.013,.014,.010,.013,.008,.008,.008,.005,.005,.004,.004,.013,.036,09
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.003,.006,.007,.006,.003,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.007,09
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,.001,.003,.005,<,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.005,09
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.003,.002,.005,.007,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.007,10
,OTAY MESA DVN,.008,.005,C,C,.001,.001,.005,.007,.009,.008,.018,.009,.002,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.007,.004,.018,10
,PENDLETON,.000,.000,C,C,.000,.001,.001,.001,.002,.002,.001,.000,.000,.002,.003,.001,.000,.000,.000,.000,.000,.000,.001,.000,.001,.003,14
06 CO PPM,CARMEL MT RCH,.9,.9,C,C,C,.5,.6,1.0,.9,.9,.9,.8,.7,.6,.8,.6,.6,.7,.7,.5,.5,.6,.4,.4,.7,1.0,07
10 INTMP °C,ALPINE,26,26,26,26,26,27,26,26,26,25,25,25,25,25,25,25,25,26,26,26,27,27,27,27,26,27,05
,CARMEL MT RCH,26,27,27,27,27,27,27,27,26,25,25,25,26,26,26,25,25,26,26,26,26,26,26,26,26,27,01
,CHULA VISTA,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,DOWNTOWN SES,24,24,24,24,24,24,24,24,24,24,<,22,21,21,21,21,22,23,23,23,23,23,23,23,23,24,00
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,M,24,24,24,24,23,23,23,24,24,24,24,24,24,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,24,25,26,26,26,26,26,26,26,26,00
,PENDLETON,25,25,25,25,25,25,25,25,25,25,25,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,00
11 PM2.5 µg/M3,ALPINE,M,M,M,M,M,M,M,M,M,M,M,M,M,24.0,15.3,10.4,12.6,9.4,11.1,15.8,17.9,11.7,7.5,10.8,13.3,24.0,13
,DOWNTOWN SES,22.1,19.3,23.1,25.4,21.6,25.1,29.9,32.9,32.6,32.4,14.7,10.3,9.7,M,M,M,15.5,26.6,31.7,27.0,16.4,20.2,12.3,12.7,21.9,32.9,07
,EL CAJON LES,21.1,23.4,15.8,26.5,19.5,17.7,10.1,11.5,20.0,26.6,24.9,45.5,24.9,11.5,13.6,17.9,16.2,15.2,23.9,20.5,30.6,31.1,28.2,33.9,22.0,45.5,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,20.4,27.6,15.7,12.9,14.1,11.8,12.7,16.6,17.6,18.1,50.2,49.5,17.9,19.8,13.2,12.0,16.3,11.1,8.3,13.1,17.6,20.5,21.3,21.5,19.1,50.2,10
,PENDLETON,20.8,21.1,13.5,9.1,11.6,12.1,12.5,9.2,9.0,11.9,14.2,14.3,18.8,15.5,17.7,12.8,7.7,4.6,8.1,7.9,9.4,12.6,12.7,11.4,12.4,21.1,01
12 VWDR °,ALPINE,71,16,47,128,26,343,99,209,254,240,255,300,312,278,314,316,327,337,3,120,101,107,114,99,0,343,05
,CHULA VISTA,14,343,3,118,121,130,88,42,15,357,250,265,239,261,274,268,267,270,294,346,348,353,23,36,0,357,09
,DOWNTOWN SES,10,20,219,101,109,78,60,70,111,213,<,234,235,222,269,287,287,294,333,345,360,349,327,21,0,360,20
,EL CAJON LES,115,161,139,94,65,77,12,311,268,267,M,236,249,219,255,253,222,196,207,96,345,321,307,172,0,345,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,331,348,21,83,145,132,90,57,257,216,244,244,241,243,252,286,303,298,311,328,359,358,303,296,0,359,20
,OTAY MESA DVN,7,141,28,99,74,56,0,22,284,281,290,300,286,296,294,284,298,316,340,352,12,322,48,23,0,352,19
,PENDLETON,39,45,19,18,51,27,41,36,44,21,245,243,242,248,278,283,270,260,254,304,9,16,17,38,0,304,19
13 SIGTHETA °,ALPINE,19,33,54,38,43,48,25,37,35,33,32,28,28,37,23,22,22,17,42,55,14,17,45,27,32,55,19
,CHULA VISTA,23,24,36,48,44,48,52,25,60,56,38,21,27,26,26,21,21,18,17,21,23,30,23,43,32,60,08
,DOWNTOWN SES,18,28,53,24,31,46,27,28,34,52,<,26,22,26,27,22,21,23,18,22,23,33,57,68,32,68,23
,EL CAJON LES,43,28,34,38,36,26,43,48,48,45,M,27,33,34,29,23,18,16,29,39,20,20,55,35,33,55,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,19,21,51,15,17,30,45,12,53,37,53,24,26,27,<,13,9,7,8,17,19,25,20,24,25,53,08
,OTAY MESA DVN,42,59,53,32,21,17,57,55,25,22,21,15,18,19,14,13,11,15,17,22,22,37,34,25,28,59,01
,PENDLETON,25,15,23,17,16,11,9,10,10,15,40,19,24,20,16,17,15,22,23,23,15,12,11,13,18,40,10
14 VWSP MPH,ALPINE,1.6,1.3,.4,.8,.4,.2,1.6,.7,1.6,2.4,3.3,3.7,4.3,3.5,3.8,3.1,2.4,1.5,.9,.4,2.1,1.9,.7,1.3,.0,4.3,12
,CHULA VISTA,1.6,1.1,.7,.6,1.0,1.2,1.0,1.7,.8,.7,3.4,5.2,3.7,4.5,4.0,4.4,3.4,2.8,2.2,1.1,1.7,1.2,1.8,1.4,.0,5.2,11
,DOWNTOWN SES,2.6,1.5,.9,2.1,1.8,1.1,1.0,1.7,1.8,1.6,<,5.3,5.7,5.1,3.9,4.7,4.2,3.4,3.6,2.1,2.2,1.9,1.4,.6,.0,5.7,12
,EL CAJON LES,.5,.0,.6,.9,.8,1.0,.8,.7,.8,1.3,M,3.7,3.8,3.7,2.5,3.7,3.5,2.7,1.2,.7,1.4,2.4,.8,1.0,.0,3.8,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
