,CARMEL MT RCH,.005,.001,C,C,.003,.003,.004,.004,.003,.002,.003,.006,.014,.017,.003,.001,.001,.001,.001,.007,.004,.006,.002,.004,.004,.017,13
,CHULA VISTA,.001,.001,C,C,.001,C,M,M,C,C,C,.004,.003,.002,.002,.002,.001,.001,.002,.001,.002,.002,.002,.003,.002,.004,11
,DOWNTOWN SES,.003,.000,C,C,.003,.004,.007,.007,.004,.002,.004,.007,.003,.003,.002,.001,.001,.001,.002,.002,.002,.003,.003,.003,.003,.007,06
,EL CAJON LES,.000,.000,C,C,C,.003,.004,.005,.004,.002,.001,.001,.004,.003,.002,.001,.001,.001,.001,.001,.002,.004,.003,.002,.002,.005,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.001,C,C,.004,.007,.005,.002,.002,.002,.002,.002,.005,.004,.004,.003,.002,.001,.002,.003,.003,.003,.001,.001,.003,.007,05
,OTAY MESA DVN,.002,.003,C,C,.002,.002,.002,.003,M,M,M,M,M,.004,.004,.005,.004,.003,.006,.005,.005,.004,.002,.002,.003,.006,18
,PENDLETON,.003,.003,C,C,.005,.006,.013,.010,.005,.004,.002,.002,.002,.003,.003,.002,.001,.001,.001,.000,.000,.000,.000,.004,.003,.013,06
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,M,M,.001,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.001,.000,C,C,.000,.000,.001,.002,.001,.001,.002,.006,.014,.015,.001,.000,.000,.000,.000,.004,.001,.001,.000,.000,.002,.015,13
,CHULA VISTA,.002,.002,C,C,.002,C,M,M,C,C,C,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,11
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.001,.002,.002,.001,.002,.003,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.003,11
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.001,.001,.001,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.002,.001,.000,.000,.000,.000,.000,.000,.001,.002,16
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.000,.001,M,M,M,M,M,.001,.002,.002,.001,.001,.001,.000,.000,.000,.000,.000,.001,.002,14
,PENDLETON,.000,.000,C,C,.000,.000,.008,.005,.002,.001,.001,.001,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.008,06
06 CO PPM,CARMEL MT RCH,.1,.1,C,C,C,.2,.2,.2,.1,.1,.2,.3,.4,.4,.1,.1,.2,.1,.1,.2,.2,.2,.1,.2,.2,.4,12
10 INTMP °C,ALPINE,26,26,26,27,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,27,03
,CARMEL MT RCH,26,26,26,27,26,26,26,26,25,25,24,25,25,25,26,25,26,25,26,26,26,26,26,26,26,27,03
,CHULA VISTA,24,23,24,24,23,23,23,23,23,24,25,25,25,25,25,25,25,25,24,24,24,23,23,23,24,25,10
,DOWNTOWN SES,25,25,24,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,00
,EL CAJON LES,26,27,27,27,27,27,27,27,26,26,26,26,26,26,27,26,26,26,27,26,27,27,27,27,27,27,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,26,26,26,26,26,26,27,13
,OTAY MESA DVN,26,26,26,27,27,27,26,27,25,24,24,24,23,25,25,25,25,25,25,25,25,25,25,25,25,27,03
,PENDLETON,27,27,27,27,27,27,27,27,26,26,26,25,25,25,26,26,26,26,26,26,26,26,26,26,26,27,00
11 PM2.5 µg/M3,ALPINE,.7,.8,.8,1.9,-.3,.1,2.0,-.2,.3,1.1,-1.1,-1.6,1.2,3.7,1.9,.9,3.2,5.4,3.4,5.2,5.0,3.2,3.4,2.1,1.7,5.4,17
,DOWNTOWN SES,1.9,2.4,2.1,.8,.5,1.4,2.7,3.5,2.7,2.8,3.4,6.1,6.0,2.4,1.6,3.1,3.5,3.9,1.6,2.7,3.0,2.5,1.8,.4,2.6,6.1,11
,EL CAJON LES,2.4,1.8,1.7,2.0,.0,1.0,1.8,1.7,1.5,2.4,2.6,.3,1.0,2.6,1.0,1.3,3.8,8.5,5.9,2.0,2.0,7.2,7.9,5.3,2.8,8.5,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,4.6,2.2,6.0,4.3,2.1,.3,-1.5,.1,.6,4.0,4.1,4.0,2.9,2.4,1.7,1.1,.6,1.7,.9,.6,1.8,5.0,6.5,4.4,2.5,6.5,22
,PENDLETON,2.7,2.8,3.2,1.9,2.1,1.4,-.3,1.1,1.5,1.0,.4,1.1,1.4,1.7,2.6,3.8,2.6,3.3,4.1,2.2,1.3,.5,-.8,-.4,1.7,4.1,18
12 VWDR °,ALPINE,140,148,166,173,244,343,122,130,135,140,238,257,222,235,172,173,135,140,192,200,160,237,268,241,0,343,05
,CHULA VISTA,168,223,5,9,21,29,45,56,94,117,150,239,183,170,167,165,178,201,201,211,180,280,74,44,0,280,21
,DOWNTOWN SES,252,334,104,97,42,20,46,54,80,121,146,210,183,167,168,171,182,196,205,248,328,17,10,58,0,334,01
,EL CAJON LES,158,153,234,278,308,8,3,14,51,35,225,207,211,218,165,141,157,184,193,163,155,245,261,208,0,308,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,17,41,82,134,114,118,66,62,81,112,154,172,203,155,151,159,168,184,186,258,321,43,55,82,0,321,20
,OTAY MESA DVN,146,165,158,163,344,346,6,262,125,143,156,199,204,187,164,151,176,191,171,170,144,149,276,160,0,346,05
,PENDLETON,52,5,35,34,46,24,68,54,56,99,91,229,296,266,136,164,161,168,182,230,288,275,301,341,0,341,23
13 SIGTHETA °,ALPINE,12,12,20,17,16,29,19,15,16,17,21,26,22,24,19,17,14,14,21,39,40,41,26,24,22,41,21
,CHULA VISTA,30,25,29,18,17,16,15,23,19,24,25,19,31,17,16,16,17,21,23,25,19,41,42,22,23,42,22
,DOWNTOWN SES,22,31,22,16,20,17,21,20,25,38,25,19,18,18,16,15,15,17,20,20,21,32,18,19,21,38,09
,EL CAJON LES,20,25,25,18,28,19,22,59,68,52,54,28,24,19,20,20,22,18,17,17,32,33,19,39,29,68,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,19,12,16,15,11,43,9,10,16,26,22,18,14,13,13,11,13,13,13,13,42,51,30,13,19,51,21
,OTAY MESA DVN,13,12,12,54,10,14,29,40,47,17,21,20,13,15,15,13,14,13,16,14,15,16,36,22,20,54,03
,PENDLETON,16,27,26,16,25,45,26,19,27,26,51,24,25,44,25,21,12,16,22,16,27,22,19,13,25,51,10
14 VWSP MPH,ALPINE,11.3,8.5,3.9,2.5,1.4,1.0,3.2,5.5,4.6,5.6,3.1,3.0,4.5,4.0,7.3,9.8,9.9,9.1,8.3,1.9,.7,.7,1.5,2.1,.0,11.3,00
,CHULA VISTA,3.6,2.1,3.1,3.2,3.2,3.5,4.0,2.3,3.1,3.1,3.5,4.8,3.7,10.3,11.6,11.9,14.9,10.3,4.5,2.2,1.6,1.1,.9,1.7,.0,14.9,16
,DOWNTOWN SES,1.3,1.9,2.2,2.7,2.5,3.2,2.8,3.1,2.9,2.4,3.9,6.2,6.4,8.1,12.1,13.5,17.1,12.1,6.3,3.6,2.7,1.3,2.1,2.0,.0,17.1,16
,EL CAJON LES,3.2,3.8,3.5,1.8,.6,1.5,1.8,.4,.5,1.0,1.4,3.5,3.7,4.7,6.4,6.8,9.2,10.4,6.4,4.4,1.1,1.2,2.9,1.5,.0,10.4,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.2,3.4,3.3,2.7,3.0,1.5,4.8,5.1,4.6,4.0,5.5,6.4,8.5,8.1,13.4,13.4,17.5,18.2,10.3,5.6,1.7,1.3,1.4,1.6,.0,18.2,17
,OTAY MESA DVN,8.6,6.1,4.5,1.0,3.0,3.0,1.2,.6,.6,6.7,5.5,4.6,7.4,10.5,13.7,12.1,14.9,14.6,7.2,4.7,3.9,3.2,3.2,1.5,.0,14.9,16
,PENDLETON,3.0,2.1,3.1,3.1,3.1,2.3,2.5,2.8,2.6,4.5,1.6,2.7,5.2,1.1,3.5,10.7,17.2,19.0,13.1,8.7,4.8,4.6,4.5,3.5,.0,19.0,17
15 SWSP MPH,ALPINE,11.6,8.7,4.8,2.7,1.6,1.2,3.4,5.7,4.7,5.9,4.5,3.7,4.9,4.5,7.8,10.7,10.2,9.6,9.0,2.4,1.1,.7,1.7,2.3,5.1,11.6,00
,CHULA VISTA,4.1,3.1,3.6,3.4,3.4,3.7,4.1,2.5,3.3,3.6,4.5,5.1,4.8,10.8,12.0,12.5,15.5,11.0,4.8,2.4,1.7,1.5,1.1,2.0,5.2,15.5,16
,DOWNTOWN SES,1.5,2.6,2.4,2.8,2.6,3.3,3.0,3.3,3.2,3.0,4.8,6.7,7.1,8.4,12.6,13.9,17.7,12.7,6.8,4.2,3.0,1.5,2.2,2.2,5.5,17.7,16
,EL CAJON LES,3.6,4.3,5.0,2.0,.9,1.6,1.9,.7,.8,1.5,2.1,3.9,4.2,5.0,6.7,7.3,10.0,10.9,6.7,4.7,1.5,1.4,3.1,2.0,3.8,10.9,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.5,3.6,3.8,2.9,3.1,2.1,4.9,5.2,4.9,4.5,5.9,6.8,8.8,8.3,13.7,13.7,18.0,18.7,10.7,6.1,3.1,2.2,1.8,1.7,6.6,18.7,17
,OTAY MESA DVN,8.8,6.3,4.8,1.9,3.1,3.1,1.4,.7,2.4,7.1,5.9,5.5,7.6,10.9,14.2,12.5,15.5,15.0,7.7,4.8,4.1,3.3,3.9,2.6,6.4,15.5,16
,PENDLETON,3.2,3.2,3.5,3.2,3.4,3.8,2.9,3.0,3.2,4.9,2.4,3.0,6.0,1.7,3.9,11.1,17.6,20.3,16.0,9.2,5.5,5.1,4.8,3.8,6.0,20.3,17
16 AMBTEMP °F,ALPINE,49.3,49.1,48.9,48.7,48.2,48.3,49.2,50.2,51.4,53.3,M,M,M,54.5,54.9,51.9,51.0,50.6,49.0,47.4,47.3,47.4,47.2,46.0,49.7,54.9,14
,CARMEL MT RCH,52.5,52.2,51.7,51.2,51.3,51.6,52.6,53.4,55.1,57.6,60.3,62.2,60.2,58.2,59.1,58.0,57.3,55.6,53.1,51.8,51.1,51.0,50.0,50.1,54.5,62.2,11
,CHULA VISTA,55.0,54.9,53.8,53.1,52.9,53.1,53.9,55.3,57.3,60.1,61.6,59.3,58.9,60.8,61.2,60.6,60.3,56.6,55.8,55.0,54.1,53.3,53.3,52.9,56.4,61.6,10
,DOWNTOWN SES,55.8,54.7,53.8,53.3,53.3,53.4,54.1,55.2,56.9,59.4,61.6,59.9,58.8,60.1,61.1,60.4,60.3,56.8,56.0,55.4,54.7,54.2,53.5,52.9,56.5,61.6,10
,EL CAJON LES,53.4,53.3,52.8,52.1,52.0,52.2,53.0,54.3,55.4,58.4,61.1,61.7,59.4,59.1,58.6,58.0,59.2,57.7,54.8,54.2,53.9,53.7,52.5,50.8,55.5,61.7,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,54.5,54.1,53.9,53.3,53.4,53.5,53.7,54.9,56.9,59.0,61.3,62.4,59.4,58.9,60.5,59.3,60.1,56.4,55.2,53.7,53.0,52.7,51.9,51.7,56.0,62.4,11
,OTAY MESA DVN,54.4,54.1,53.0,53.0,52.6,52.4,53.1,54.0,55.5,59.1,60.6,59.8,58.7,60.0,58.5,58.4,58.5,56.2,54.2,54.0,53.8,53.4,51.8,50.6,55.4,60.6,10
,PENDLETON,54.4,54.3,54.1,53.9,54.4,54.3,54.7,55.9,57.8,59.4,59.5,59.1,58.4,57.5,59.4,59.7,60.2,59.8,56.9,54.2,54.1,52.9,53.3,53.0,56.3,60.2,16
17 RELHUM %,ALPINE,M,M,M,M,M,M,M,M,M,M,M,M,M,97,94,90,86,82,88,91,93,93,93,94,91,97,13
,EL CAJON LES,100,99,99,98,99,99,98,95,95,87,80,82,94,93,91,78,70,73,87,86,88,92,94,95,91,100,00
,KEARNY MESA,98,97,96,96,97,96,96,95,92,89,81,78,90,95,90,82,74,84,89,94,96,95,95,97,91,98,00
18 PRES mmHg,EL CAJON LES,750,750,749,749,750,750,750,750,750,750,750,749,749,749,748,748,748,749,750,750,750,750,750,750,750,750,00
,KEARNY MESA,751,751,751,750,751,751,751,751,751,751,751,751,750,750,749,749,749,750,751,751,751,751,751,751,751,751,00
19 SOLAR W/M2,EL CAJON LES,3,3,3,2,3,10,53,122,227,509,448,367,187,278,134,130,199,88,4,2,2,2,2,2,116,509,09
,KEARNY MESA,0,0,0,0,0,8,53,115,232,429,445,432,220,268,250,235,308,63,2,1,1,0,0,0,128,445,10
25 NOY,EL CAJON LES,.71,1.01,1.04,1.61,1.90,C,C,5.92,4.49,3.24,2.49,1.82,5.59,4.52,2.54,2.12,2.23,2.20,2.01,2.17,2.97,5.26,3.19,2.21,2.78,5.92,07
26 NOY-NO,EL CAJON LES,.68,.98,.97,1.55,1.88,C,C,5.16,3.71,2.34,1.98,1.46,4.49,3.45,2.23,1.91,1.95,2.03,1.91,2.08,2.92,5.01,3.12,2.12,2.45,5.16,07
27 NO Trace,EL CAJON LES,.02,.03,.07,.06,.01,C,C,.76,.77,.90,.50,.36,1.09,1.06,.30,.20,.28,.16,.09,.09,.04,.25,.07,.09,.32,1.09,12
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,136.7,138.7,C,C,C,153.2,183.3,200.0,192.0,174.0,167.2,151.8,207.4,190.5,161.6,154.4,165.2,153.8,162.1,173.5,186.6,210.7,176.2,169.0,171.8,210.7,21
BCarbon ug/m3,DOWNTOWN SES,.06,.02,.02,.05,.08,.10,.27,.24,.21,.21,.36,.52,.24,.26,.16,.12,.07,.04,.09,.13,.15,.13,.12,.12,.16,.52,11
RAINFALL,EL CAJON LES,.34,.19,.15,.01,.01,.01,.01,.00,.02,.00,.00,.03,.09,.01,.12,.01,.00,.00,.00,.00,.00,.00,.02,.07,.04,.34,00
