,OTAY MESA DVN,13.0,7.1,C,C,4.2,3.9,13.0,22.7,16.9,11.9,6.8,3.3,2.7,2.6,2.8,2.4,2.2,2.3,2.7,2.8,3.2,4.2,4.6,4.8,6.3,22.7,07
,PENDLETON,6.0,4.1,C,C,6.7,7.0,6.8,3.6,3.9,1.6,1.4,1.3,.9,.6,.5,.5,.5,.5,.5,.6,.5,.8,6.0,11.3,2.9,11.3,23
04 NO PPB,ALPINE,.0,.0,.0,.0,.3,1.9,2.0,1.3,1.6,1.1,.8,.4,.2,.2,.2,.2,.2,.2,.1,.1,.1,.4,.1,.0,.4,2.0,06
,OTAY MESA DVN,1.0,.1,C,C,.3,.5,6.1,18.0,11.0,5.5,2.4,.7,.6,.5,.6,.5,.4,.3,.2,.1,.1,.3,.2,.1,2.2,18.0,07
,PENDLETON,.1,.0,C,C,.1,.7,1.2,1.0,2.8,.8,.5,.4,.3,.2,.1,.1,.1,.1,.0,.0,.0,.0,.0,.1,.3,2.8,08
06 CO PPM,CARMEL MT RCH,.4,.6,C,C,.7,.8,.7,.5,.6,.6,.5,.5,.5,.7,.6,.7,.6,.6,.6,.6,.6,.6,.5,.4,.6,.8,05
10 INTMP °C,ALPINE,25,25,25,25,25,25,24,24,24,24,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,25,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,26,26,26,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,03
,DOWNTOWN SES,,,,,,,,,,P,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,10
,EL CAJON LES,26,26,26,27,26,27,27,27,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,03
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,25,25,25,25,25,26,26,26,26,26,00
,PENDLETON,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,03
11 PM2.5 µg/M3,ALPINE,7.1,5.6,4.7,5.2,4.6,4.6,4.7,5.6,8.9,12.1,14.8,15.6,14.7,12.9,12.0,11.8,11.3,10.3,9.2,9.5,11.0,11.0,10.9,10.4,9.5,15.6,11
,CARMEL MT RCH,9.3,10.1,9.2,8.7,8.5,8.3,7.5,10.3,15.8,19.2,18.5,19.1,15.3,11.9,12.7,12.4,10.9,11.2,12.2,12.7,12.5,12.4,11.0,11.4,12.1,19.2,09
,CHULA VISTA,10.1,10.8,12.5,12.5,12.1,14.1,15.9,12.9,15.0,16.0,15.8,15.1,14.6,14.1,14.4,14.6,14.7,13.8,13.0,12.0,12.4,12.0,11.3,11.1,13.3,16.0,09
,DOWNTOWN SES,,,,,,,,,,P,12.8,12.6,13.5,12.9,12.7,12.8,12.4,12.2,12.1,12.0,13.4,13.7,17.8,12.4,13.0,17.8,22
,EL CAJON LES,11.8,12.4,11.7,11.5,11.7,12.1,12.3,15.3,16.8,16.8,15.0,15.0,14.4,13.8,12.0,11.5,11.7,11.1,11.5,12.3,12.7,13.4,13.6,13.5,13.0,16.8,08
,KEARNY MESA,10.2,10.9,11.3,11.1,11.0,12.2,11.9,14.3,16.1,17.4,16.3,14.7,16.2,14.5,13.7,13.0,13.2,14.0,13.9,12.3,11.8,11.8,11.0,12.0,13.1,17.4,09
,OTAY MESA DVN,21.8,16.9,16.0,7.3,7.7,9.3,14.3,34.4,42.3,29.3,23.6,23.3,20.9,18.0,16.4,15.8,16.2,15.9,15.8,15.3,15.8,16.4,16.0,16.1,18.5,42.3,08
,PENDLETON,11.6,10.4,10.8,12.7,12.4,11.0,9.7,12.1,10.2,8.3,9.8,11.8,M,M,M,11.2,11.7,11.5,9.7,9.7,10.7,10.5,11.8,11.5,10.9,12.7,03
12 VWDR °,ALPINE,101,102,3,90,81,353,127,265,289,303,294,289,282,292,295,301,288,305,301,22,90,84,277,110,0,353,05
,CHULA VISTA,172,174,215,176,202,188,189,205,212,254,275,286,268,273,265,263,264,269,261,257,228,248,229,227,0,286,11
,DOWNTOWN SES,,,,,,,,,,P,67,M,M,M,280,285,292,285,311,326,333,334,337,305,0,337,22
,EL CAJON LES,115,165,116,109,126,130,168,213,236,263,274,273,255,237,248,260,256,260,221,179,172,186,176,185,0,274,10
,KEARNY MESA,69,277,358,2,319,345,220,204,189,195,223,222,242,271,298,301,308,313,303,305,302,299,301,293,0,358,02
,OTAY MESA DVN,355,332,335,312,12,354,175,242,298,304,305,304,297,295,294,293,297,301,300,322,320,322,298,300,0,355,00
,PENDLETON,331,335,341,356,11,57,27,166,203,192,200,211,224,245,255,261,262,262,275,291,310,263,324,79,0,356,03
13 SIGTHETA °,ALPINE,18,14,22,26,14,49,49,29,28,31,30,27,31,28,29,30,29,23,25,33,36,57,49,50,32,57,21
,CHULA VISTA,14,18,45,22,22,34,20,21,29,19,26,30,27,26,24,22,22,21,20,26,18,17,17,21,23,45,02
,DOWNTOWN SES,,,,,,,,,,P,25,M,M,M,19,20,24,21,27,24,21,21,22,23,22,27,18
,EL CAJON LES,30,60,52,39,43,40,19,20,22,37,38,32,44,36,32,25,22,20,25,26,25,43,23,17,32,60,01
,KEARNY MESA,51,14,10,34,23,53,43,18,19,25,35,30,32,23,19,17,16,12,10,8,7,8,8,6,22,53,05
,OTAY MESA DVN,39,17,23,17,30,26,30,30,31,21,18,18,16,14,12,12,11,10,20,25,18,24,15,20,21,39,00
,PENDLETON,24,20,31,19,26,19,33,16,18,19,17,15,16,15,16,15,15,14,17,26,17,32,18,24,20,33,06
14 VWSP MPH,ALPINE,1.4,1.7,1.2,.8,1.5,.7,.5,2.5,2.9,2.8,3.5,4.1,3.9,4.7,4.7,4.4,3.7,3.7,1.8,.3,.9,1.0,.0,.5,.0,4.7,13
,CHULA VISTA,1.8,1.7,.6,2.2,2.5,1.3,3.5,5.4,4.3,5.7,5.2,4.0,5.1,5.2,5.9,5.6,5.5,5.1,3.9,2.0,2.1,2.3,1.5,2.2,.0,5.9,14
,DOWNTOWN SES,,,,,,,,,,P,4.8,M,M,M,6.8,6.5,5.9,6.5,3.6,3.7,3.1,3.6,2.4,2.4,.0,6.8,14
,EL CAJON LES,.8,.3,.4,.4,.5,1.2,3.2,5.1,5.0,3.2,3.9,4.2,3.3,3.8,4.3,5.0,5.0,5.3,3.5,1.6,1.2,.8,2.2,2.9,.0,5.3,17
,KEARNY MESA,.4,1.8,3.6,.5,2.0,1.0,2.2,5.6,7.3,5.0,4.7,4.9,4.7,6.7,7.2,7.2,7.4,7.1,5.3,5.4,4.7,4.9,4.1,3.4,.0,7.4,16
,OTAY MESA DVN,1.5,1.9,2.3,1.8,1.1,3.2,2.3,2.6,4.2,6.4,8.0,7.9,8.9,10.1,10.0,9.4,9.1,8.5,5.0,3.0,1.7,2.6,2.9,2.5,.0,10.1,13
,PENDLETON,1.4,2.9,1.2,2.1,1.8,2.2,.7,4.3,6.4,6.5,7.4,7.5,7.0,6.5,6.8,6.8,6.3,6.1,4.2,1.7,2.3,1.8,1.2,.9,.0,7.5,11
15 SWSP MPH,ALPINE,1.5,1.8,1.4,.8,1.6,.8,.5,2.8,3.5,3.1,4.1,4.5,4.4,5.3,5.3,5.0,4.2,4.0,2.0,.6,1.0,1.1,.0,.5,2.5,5.3,13
,CHULA VISTA,1.9,1.9,1.2,2.4,2.7,1.8,3.7,6.0,4.7,6.1,5.8,4.8,5.6,5.7,6.4,6.1,5.9,5.4,4.2,2.3,2.3,2.5,1.6,2.4,3.9,6.4,14
,DOWNTOWN SES,,,,,,,,,,P,5.4,M,M,M,7.2,6.9,6.5,7.0,4.0,4.1,3.3,3.9,2.6,2.7,4.9,7.2,14
,EL CAJON LES,1.0,.4,.4,.6,.7,1.6,3.4,5.5,5.4,4.1,4.7,4.9,4.1,4.5,5.0,5.5,5.4,5.7,4.3,2.1,1.5,1.1,2.4,3.1,3.2,5.7,17
,KEARNY MESA,.9,1.9,3.7,1.9,2.1,1.9,2.8,5.9,7.8,5.5,5.4,5.8,5.6,7.4,7.6,7.5,7.6,7.3,5.4,5.5,4.7,5.0,4.2,3.5,4.9,7.8,08
,OTAY MESA DVN,1.9,2.0,2.5,2.0,2.1,3.8,2.6,3.3,4.7,6.8,8.4,8.3,9.3,10.5,10.2,9.6,9.3,8.6,5.4,3.5,2.2,3.1,3.1,2.7,5.2,10.5,13
,PENDLETON,1.6,3.1,1.8,2.4,1.9,2.6,1.9,4.5,6.7,6.9,7.7,7.8,7.3,6.8,7.0,7.0,6.5,6.3,4.5,2.0,2.5,2.0,1.4,1.4,4.3,7.8,11
16 AMBTEMP °F,ALPINE,78.7,78.9,78.9,76.7,78.4,78.1,81.0,80.9,78.9,78.5,81.3,82.4,85.0,87.8,88.7,88.1,86.7,83.9,79.8,76.9,76.7,77.3,77.2,77.5,80.8,88.7,14
,CARMEL MT RCH,68.1,68.2,66.0,65.4,64.6,64.7,66.6,68.1,71.5,73.4,76.3,81.7,83.6,82.8,83.9,83.0,81.8,78.5,73.7,70.5,68.8,67.9,65.9,64.6,72.5,83.9,14
,CHULA VISTA,67.1,67.2,67.5,67.7,67.7,67.6,68.1,67.6,68.6,69.6,70.8,73.1,75.0,75.6,76.1,76.1,75.2,73.1,70.9,68.9,68.3,67.6,67.0,67.0,70.1,76.1,14
,DOWNTOWN SES,,,,,,,,,,P,69.9,73.7,76.1,77.6,78.0,75.6,77.6,74.7,71.2,68.1,67.3,67.4,67.0,66.3,72.2,78.0,14
,EL CAJON LES,70.5,70.1,68.6,67.8,66.2,66.7,68.3,70.2,69.5,72.2,75.4,78.2,83.7,87.9,89.9,89.5,88.3,84.7,80.0,76.1,74.3,72.7,70.1,68.1,75.4,89.9,14
,KEARNY MESA,65.3,65.4,64.3,63.7,63.9,64.4,65.2,67.0,68.6,68.6,70.7,74.0,78.6,82.5,82.7,82.2,79.8,75.0,70.6,66.9,65.1,64.4,64.4,64.3,69.9,82.7,14
,OTAY MESA DVN,68.4,66.0,64.0,61.3,62.0,62.1,63.4,64.9,70.0,73.7,75.3,77.6,80.4,81.2,80.4,79.2,76.9,73.0,70.0,67.1,65.9,65.1,64.3,63.8,69.8,81.2,13
,PENDLETON,68.1,67.2,66.1,65.6,65.2,64.5,64.7,66.4,68.9,69.1,70.4,70.6,71.0,70.6,70.4,70.0,69.7,68.8,67.4,66.9,67.0,67.2,67.1,66.8,67.9,71.0,12
17 RELHUM %,ALPINE,34,32,31,33,31,30,30,30,41,49,46,45,40,35,34,33,35,35,37,42,46,47,47,46,38,49,09
,EL CAJON LES,76,76,80,81,84,85,84,82,83,74,67,60,48,39,35,35,35,41,51,60,65,68,75,81,65,85,05
,KEARNY MESA,89,95,97,92,100,100,100,98,92,89,83,73,60,49,47,46,52,65,78,89,93,97,97,99,83,100,04
18 PRES mmHg,EL CAJON LES,747,747,746,746,747,747,747,748,748,749,748,748,747,747,746,746,745,745,745,745,745,745,746,746,747,749,09
,KEARNY MESA,748,748,748,748,748,748,749,749,750,750,750,749,749,748,748,748,747,747,747,747,747,747,747,747,748,750,08
19 SOLAR W/M2,EL CAJON LES,-1,-1,-1,-1,1,63,233,397,323,729,887,943,940,875,756,581,396,198,33,-4,-3,-2,-2,-2,306,943,11
,KEARNY MESA,1,1,1,1,2,34,107,187,189,305,800,1004,995,952,836,674,472,249,57,1,1,1,1,1,286,1004,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,3,13,23,21,43,52,55,53,49,41,31,20,10,2,0,0,0,0,0,17,55,11
25 NOY,EL CAJON LES,11.08,11.93,11.08,12.07,10.66,C,C,9.80,8.37,6.05,6.73,7.21,5.96,6.89,7.02,6.20,6.67,6.42,7.82,7.74,8.79,9.11,10.62,11.84,8.63,12.07,03
26 NOY-NO,EL CAJON LES,10.79,11.59,10.74,11.57,9.85,C,C,5.22,5.59,3.90,4.70,5.44,4.93,5.85,5.81,4.79,5.06,4.75,6.73,7.01,8.25,8.64,10.12,11.46,7.39,11.59,01
27 NO Trace,EL CAJON LES,.29,.34,.34,.50,.81,C,C,4.57,2.77,2.14,2.03,1.76,1.02,1.04,1.21,1.41,1.60,1.67,1.08,.72,.54,.47,.49,.38,1.23,4.57,07
28 SO2 Tr PPB,EL CAJON LES,M,C,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
29 CO Tr PPB,EL CAJON LES,342.4,355.5,C,C,C,328.8,308.9,297.6,265.1,219.5,235.7,241.6,267.1,296.8,280.0,262.7,260.8,251.8,285.1,274.4,285.4,326.8,330.1,341.9,288.4,355.5,01
BCarbon ug/m3,10TH AVE MARINE TERM,.29,.24,.21,.21,.21,.27,.38,.43,.47,.37,.39,.38,.50,.71,.88,.60,<,.32,<,.57,.74,<,.45,.21,.42,.88,14
,BOSTON AVE,.61,.63,.53,.39,.57,.52,.65,.66,.55,.60,.33,.33,.41,.35,.52,.55,.31,.31,.46,1.08,.77,.93,.87,.36,.55,1.08,19
,CHICANO PARK,.57,.46,.32,.29,.30,.37,<,.48,.41,<,<,.38,.56,.49,.41,.47,<,.46,.56,.55,<,1.13,.87,.32,.49,1.13,21
,DOWNTOWN SES,.49,.43,<,.20,.25,.30,.38,<,.34,<,.30,.33,.46,.51,.54,<,.45,.38,.50,.44,<,1.10,<,.35,.43,1.10,21
,OCEANVIEW BLVD,.56,.59,.47,.29,.39,.33,.49,<,<,<,.36,.46,<,.40,.55,.57,.49,.43,<,.51,.66,.89,.86,.48,.51,.89,21
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,19.9,13.9,14.1,13.9,13.6,18.4,16.6,26.5,28.2,29.0,35.6,37.6,34.6,28.4,30.0,32.9,34.5,30.6,25.6,21.4,26.5,29.8,28.3,25.2,25.6,37.6,11
,CARMEL MT RCH,18.4,21.0,22.6,17.5,16.4,20.1,16.1,22.3,32.6,36.4,34.4,38.6,33.5,24.9,26.4,27.2,24.4,22.8,24.3,22.5,22.8,23.3,20.7,21.2,24.6,38.6,11
,CHULA VISTA,19.3,21.7,23.6,24.3,23.0,28.1,32.5,25.5,31.0,32.8,30.3,30.1,29.0,28.8,30.8,29.0,28.8,28.1,25.3,23.6,22.5,22.1,20.7,20.1,26.2,32.8,09
,DOWNTOWN SES,,,,,,,,,,P,25.2,23.0,25.4,25.0,26.9,25.1,25.6,24.2,23.1,23.0,24.4,26.0,30.6,23.3,25.0,30.6,22
,EL CAJON LES,22.8,25.3,24.8,22.4,23.3,23.0,22.6,31.0,32.2,31.7,28.4,29.6,28.4,34.9,30.0,26.2,25.4,27.1,26.4,27.2,27.0,27.1,27.8,25.0,27.0,34.9,13
,KEARNY MESA,23.3,25.8,27.6,26.1,20.9,24.4,23.8,24.6,29.6,31.4,28.5,25.5,32.2,32.6,43.2,33.3,29.4,28.6,26.6,24.2,23.8,22.3,20.9,20.8,27.0,43.2,14
,OTAY MESA DVN,64.9,35.7,31.2,10.0,11.1,21.1,29.8,75.1,89.7,65.3,52.1,47.7,50.8,49.1,41.5,34.5,32.8,31.3,30.5,34.8,31.1,38.5,29.8,29.0,40.3,89.7,08
,PENDLETON,23.6,20.2,19.5,23.7,20.7,17.6,16.9,23.0,22.1,20.4,17.8,20.3,M,M,M,21.2,22.8,23.6,19.8,20.8,23.0,22.4,28.9,25.1,21.5,28.9,22
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
