,DOWNTOWN SES,5.1,3.2,C,C,8.9,12.9,13.3,13.9,8.0,6.9,M,M,3.8,4.2,7.1,7.5,9.4,8.9,12.7,17.0,13.1,14.6,16.6,7.2,9.7,17.0,19
,EL CAJON LES,10.5,11.0,C,C,C,8.5,4.5,5.8,9.5,8.4,8.7,5.6,4.8,4.1,4.8,6.5,6.1,8.0,9.7,10.0,8.5,10.5,10.5,8.9,7.8,11.0,01
,KEARNY MESA,13.2,14.7,C,C,13.8,15.2,10.9,12.8,9.8,9.6,5.4,4.0,3.3,4.4,4.6,2.9,2.7,2.9,3.3,5.2,6.4,6.2,6.8,5.7,7.4,15.2,05
,OTAY MESA DVN,8.1,14.0,C,C,7.1,19.6,25.8,37.3,21.7,9.9,6.6,4.6,2.8,2.6,2.4,2.7,2.5,3.1,3.9,3.2,3.6,4.1,5.4,5.7,8.9,37.3,07
,PENDLETON,13.6,15.0,C,C,8.7,12.0,7.9,9.0,4.3,1.5,1.3,1.4,1.6,.8,1.2,.6,.6,.5,.8,1.3,1.2,1.3,2.1,1.3,4.0,15.0,01
04 NO PPB,ALPINE,.0,.0,C,C,.2,.4,1.4,.7,.7,.4,.6,.3,.4,.3,.2,.2,.2,.2,.1,.1,.0,.3,.0,.0,.3,1.4,06
,OTAY MESA DVN,.5,.8,C,C,.8,15.0,31.2,50.3,14.4,3.4,1.7,.7,.6,.7,.8,.8,.7,.7,.5,.3,.3,.3,.3,.3,5.6,50.3,07
,PENDLETON,.4,2.6,C,C,2.6,5.3,3.7,13.7,5.4,.6,.5,.6,.7,.2,.4,.1,.1,.0,.0,.0,.0,.0,.0,.0,1.6,13.7,07
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.2,.5,.6,M,M,M,C,C,M,.7,.7,.7,.7,.7,.6,.6,.5,.5,.5,.4,.5,.7,13
10 INTMP °C,ALPINE,25,25,25,25,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,25,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,10
,CHULA VISTA,26,26,26,27,27,27,26,27,27,27,27,27,27,27,26,26,27,27,27,27,26,26,26,26,27,27,03
,DOWNTOWN SES,25,26,25,25,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,01
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,25,25,25,26,26,26,25,26,00
,PENDLETON,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
11 PM2.5 µg/M3,ALPINE,3.4,2.9,2.5,2.6,2.8,2.8,3.0,3.0,3.3,3.5,4.3,4.2,6.2,8.0,7.3,6.6,7.1,6.9,7.0,6.8,7.6,7.7,7.1,6.9,5.1,8.0,13
,CARMEL MT RCH,<,<,<,<,<,<,<,<,<,<,<,8.1,8.8,9.2,7.8,7.0,5.8,7.3,7.5,7.4,7.2,7.2,7.1,7.0,7.4,9.2,13
,CHULA VISTA,10.3,10.7,7.9,7.1,7.1,8.2,9.9,10.0,10.3,10.7,15.6,13.3,7.6,8.2,9.6,9.7,10.0,9.9,9.8,9.0,9.4,9.9,9.1,8.6,9.6,15.6,10
,DOWNTOWN SES,7.8,6.4,6.0,5.7,6.1,6.7,8.5,9.2,9.1,9.8,9.9,8.2,7.4,7.3,7.5,6.9,7.8,8.1,7.9,8.3,8.7,9.0,11.2,9.0,8.0,11.2,22
,EL CAJON LES,7.5,7.8,7.6,8.0,8.1,8.1,6.6,7.0,7.5,8.5,8.6,8.8,11.4,8.9,7.7,8.7,8.7,9.2,9.7,12.6,10.2,10.5,11.2,11.6,8.9,12.6,19
,KEARNY MESA,7.7,18.0,6.6,6.9,7.3,10.0,8.7,10.1,8.6,10.3,11.6,13.6,11.9,9.5,8.4,8.7,7.4,7.2,6.4,7.5,7.3,8.1,8.6,8.3,9.1,18.0,01
,OTAY MESA DVN,24.0,16.0,9.9,13.3,14.0,27.9,34.0,35.3,21.9,17.9,19.0,30.7,17.4,9.2,8.9,10.4,9.9,10.3,11.2,10.3,10.4,12.5,12.6,13.7,16.6,35.3,07
,PENDLETON,5.2,5.6,5.6,5.9,5.7,5.3,5.3,7.7,10.3,7.4,7.7,7.3,6.7,6.5,6.7,7.1,7.0,6.9,7.9,7.9,7.6,8.1,8.6,7.7,6.9,10.3,08
12 VWDR °,ALPINE,95,88,68,58,359,91,128,193,241,272,294,286,296,301,284,289,289,301,316,337,59,74,83,5,0,359,04
,CHULA VISTA,188,180,214,189,154,204,228,263,248,252,260,254,256,251,250,253,247,247,238,231,207,226,235,230,0,263,07
,DOWNTOWN SES,338,329,328,338,336,339,200,190,198,197,196,200,201,201,261,266,269,264,276,286,335,324,306,306,0,339,05
,EL CAJON LES,104,136,4,134,106,76,87,345,280,276,266,234,236,256,262,250,247,229,228,177,162,194,179,177,0,345,07
,KEARNY MESA,334,324,345,24,11,331,262,163,204,233,251,242,242,242,260,302,314,316,314,301,302,291,294,293,0,345,02
,OTAY MESA DVN,4,136,329,345,32,131,171,251,297,298,291,300,295,291,292,292,294,301,296,334,322,331,317,324,0,345,03
,PENDLETON,350,10,13,15,5,2,339,259,252,252,259,266,252,249,257,261,263,264,262,267,268,305,275,306,0,350,00
13 SIGTHETA °,ALPINE,20,19,26,17,19,12,16,49,35,31,31,31,30,27,30,30,29,23,21,23,49,22,50,44,29,50,22
,CHULA VISTA,20,12,25,23,15,20,26,27,26,21,24,22,25,22,23,23,23,21,20,19,24,19,18,29,22,29,23
,DOWNTOWN SES,15,19,18,22,14,26,58,27,23,19,18,24,20,19,26,26,21,22,21,25,25,43,25,23,24,58,06
,EL CAJON LES,30,32,41,27,34,33,34,39,57,28,23,25,27,23,24,24,24,22,23,17,16,31,20,28,28,57,08
,KEARNY MESA,25,5,13,38,12,25,45,39,34,26,17,16,19,19,19,17,16,14,8,8,8,7,6,6,18,45,06
,OTAY MESA DVN,34,20,22,15,30,12,24,42,31,17,12,13,11,15,13,11,12,11,12,10,18,31,17,32,19,42,07
,PENDLETON,11,10,9,8,10,10,19,17,15,14,19,16,14,15,15,13,16,13,14,16,22,26,19,19,15,26,21
14 VWSP MPH,ALPINE,.7,.7,1.2,.5,.8,.5,1.3,1.4,2.5,3.5,4.4,4.4,5.3,5.3,4.9,4.4,4.1,3.9,3.1,1.5,.6,.9,.6,1.1,.0,5.3,12
,CHULA VISTA,1.0,1.5,1.2,1.0,1.0,1.6,1.8,3.1,4.0,5.3,5.0,6.0,5.7,5.8,5.7,5.4,5.5,5.0,3.9,2.7,1.2,1.8,1.9,1.8,.0,6.0,11
,DOWNTOWN SES,2.7,3.4,3.7,1.6,1.9,1.4,1.2,3.2,4.8,5.4,5.9,6.4,6.1,6.6,4.5,5.4,5.2,4.6,3.6,2.6,2.5,1.7,2.5,3.2,.0,6.6,13
,EL CAJON LES,.6,.4,.2,.9,.7,.6,1.1,.9,1.7,4.3,5.1,5.7,5.4,5.9,5.6,5.3,4.7,5.1,4.1,3.4,2.6,1.2,2.0,1.4,.0,5.9,13
,KEARNY MESA,1.1,3.7,3.4,1.1,1.9,1.0,.2,2.4,3.1,5.3,7.2,8.6,7.5,7.1,7.9,7.3,6.7,7.4,6.3,5.2,3.9,4.4,4.5,3.8,.0,8.6,11
,OTAY MESA DVN,1.4,.7,2.0,2.4,.4,2.1,1.8,1.5,3.1,5.5,8.4,7.9,8.4,7.9,8.2,8.8,8.4,6.7,6.4,4.4,2.1,1.3,2.5,1.7,.0,8.8,15
,PENDLETON,1.6,2.7,2.9,4.0,3.4,3.5,2.2,3.3,3.9,4.9,5.2,6.7,7.3,6.8,6.7,7.1,6.0,5.9,5.2,3.6,2.7,2.2,2.3,3.1,.0,7.3,12
15 SWSP MPH,ALPINE,.7,.8,1.2,.5,.8,.5,1.4,1.8,3.0,4.1,5.0,5.1,5.9,5.9,5.6,5.0,4.6,4.3,3.3,1.6,.8,1.0,.7,1.2,2.7,5.9,12
,CHULA VISTA,1.1,1.6,1.4,1.1,1.1,1.8,2.1,3.4,4.4,5.7,5.5,6.6,6.2,6.2,6.1,5.8,5.9,5.3,4.2,2.8,1.3,1.9,2.0,2.0,3.6,6.6,11
,DOWNTOWN SES,2.8,3.5,3.9,1.7,2.0,1.5,1.7,3.6,5.2,5.7,6.3,7.0,6.5,7.2,5.8,5.9,5.5,4.9,3.9,2.9,2.7,2.4,2.7,3.5,4.1,7.2,13
,EL CAJON LES,.7,.7,.9,1.2,.7,.9,1.3,1.5,2.4,4.8,5.5,6.8,6.1,6.4,6.1,5.7,5.1,5.6,4.6,3.6,2.7,1.5,2.1,1.6,3.3,6.8,11
,KEARNY MESA,1.2,3.8,3.5,1.6,2.0,1.1,1.7,3.0,3.8,5.8,7.7,9.0,7.9,7.5,8.5,7.6,7.0,7.7,6.4,5.3,4.0,4.5,4.6,3.8,5.0,9.0,11
,OTAY MESA DVN,1.6,2.2,2.5,2.5,1.2,2.2,2.0,2.1,3.5,5.7,8.6,8.2,8.5,8.2,8.5,9.0,8.6,6.8,6.6,4.5,2.4,1.5,2.7,2.0,4.7,9.0,15
,PENDLETON,1.7,2.8,3.0,4.1,3.5,3.6,2.4,3.5,4.0,5.0,5.5,6.9,7.5,7.0,6.9,7.2,6.2,6.1,5.3,3.8,2.9,2.5,2.5,3.3,4.5,7.5,12
16 AMBTEMP °F,ALPINE,74.7,74.2,74.5,74.6,74.4,73.6,76.9,80.9,84.1,86.0,87.5,89.6,89.9,90.0,90.7,90.0,88.6,86.2,81.6,77.3,76.0,77.3,77.8,77.7,81.4,90.7,14
,CARMEL MT RCH,67.8,66.1,65.0,64.3,64.8,67.1,70.8,76.0,81.5,85.9,88.7,88.3,90.0,88.7,87.2,86.1,84.7,81.4,76.7,72.6,70.2,68.9,68.3,66.9,76.2,90.0,12
,CHULA VISTA,67.5,67.2,67.6,67.7,66.5,66.8,69.0,70.8,72.5,72.3,72.7,74.0,74.8,76.0,76.3,76.1,75.1,73.4,70.7,69.0,68.4,68.4,68.1,68.3,70.8,76.3,14
,DOWNTOWN SES,68.3,67.4,66.6,66.4,66.2,66.7,69.1,70.7,70.5,70.7,71.9,71.4,M,75.1,78.0,76.8,75.7,74.4,72.8,70.9,70.1,69.8,69.1,67.8,70.7,78.0,14
,EL CAJON LES,70.9,70.2,69.9,68.0,66.8,68.1,72.5,78.5,84.4,88.0,89.6,90.7,90.1,90.9,92.1,90.6,90.0,86.5,81.3,75.7,72.9,72.8,71.0,69.6,79.2,92.1,14
,KEARNY MESA,66.7,64.7,65.6,65.3,63.5,64.8,69.5,75.8,80.9,84.0,84.9,84.5,83.3,85.1,85.1,84.3,82.9,79.9,75.3,70.2,67.7,66.8,66.6,65.8,74.3,85.1,13
,OTAY MESA DVN,67.9,67.5,64.0,63.8,63.2,65.7,70.2,75.8,80.1,81.5,81.4,81.0,81.4,83.1,83.0,81.6,79.2,75.5,71.1,67.9,66.5,66.2,65.2,64.3,72.8,83.1,13
,PENDLETON,66.3,65.2,64.2,61.7,60.5,60.0,61.8,63.9,65.3,66.8,68.9,70.0,71.5,71.7,72.2,72.1,71.9,71.1,70.3,69.2,68.3,68.3,68.1,67.6,67.4,72.2,14
17 RELHUM %,ALPINE,33,37,41,41,39,43,41,35,31,28,25,25,25,26,23,22,25,29,35,38,40,40,37,37,33,43,05
,EL CAJON LES,56,58,57,65,70,63,45,41,34,32,30,28,31,26,25,32,33,40,48,59,66,64,69,75,48,75,23
,KEARNY MESA,89,84,100,100,100,94,85,66,48,47,38,43,48,46,48,45,39,47,52,80,92,95,98,99,70,100,02
18 PRES mmHg,EL CAJON LES,747,746,746,746,746,746,746,746,746,746,746,746,745,745,745,745,744,744,745,745,745,745,745,745,745,747,00
,KEARNY MESA,748,748,747,747,747,747,748,748,748,748,748,747,747,747,746,746,746,746,746,746,747,747,747,747,747,748,00
19 SOLAR W/M2,EL CAJON LES,-2,-2,-1,-2,0,55,252,454,645,760,919,982,980,914,792,616,414,212,37,-4,-4,-2,-2,-2,334,982,11
,KEARNY MESA,1,1,1,1,3,103,313,526,728,871,985,1070,1046,994,867,697,492,262,70,1,1,1,1,1,377,1070,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,4,14,25,35,42,51,54,53,49,41,31,20,10,2,0,0,0,0,0,18,54,11
25 NOY,EL CAJON LES,10.34,11.29,10.23,8.24,7.70,C,C,8.15,12.40,11.00,11.31,7.93,7.91,6.80,7.89,8.82,8.35,9.39,9.78,9.84,8.20,10.22,10.30,8.96,9.32,12.40,08
26 NOY-NO,EL CAJON LES,10.27,11.20,10.14,8.18,7.62,C,C,5.87,9.22,8.36,8.62,6.41,6.86,5.85,6.63,7.19,6.85,7.67,8.59,9.11,7.86,9.87,10.02,8.75,8.23,11.20,01
27 NO Trace,EL CAJON LES,.06,.08,.09,.06,.08,C,C,2.28,3.17,2.63,2.69,1.51,1.05,.95,1.26,1.62,1.50,1.71,1.18,.73,.33,.34,.27,.20,1.08,3.17,08
28 SO2 Tr PPB,EL CAJON LES,M,C,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
29 CO Tr PPB,EL CAJON LES,255.5,299.0,C,C,C,260.9,218.1,251.4,348.0,313.4,272.0,275.1,273.8,232.6,239.5,275.0,286.5,282.9,283.9,267.0,240.6,292.5,307.5,263.6,273.2,348.0,08
BCarbon ug/m3,10TH AVE MARINE TERM,.41,<,.15,<,.33,.20,.79,<,.43,.51,<,.61,.34,<,.53,<,.28,.45,.59,.58,.46,.41,.24,.17,.42,.79,06
,BOSTON AVE,.51,.31,.21,.23,.47,.55,.84,.76,.52,.60,.57,.54,.30,.19,.23,.43,.44,.37,.71,.88,.91,1.40,.96,.50,.56,1.40,21
,CHICANO PARK,.62,<,<,<,.52,.93,1.03,<,<,<,.45,.51,.31,.20,.29,<,.29,<,.58,<,.60,<,.56,<,.53,1.03,06
,DOWNTOWN SES,.31,.14,.11,.13,.21,.46,.72,<,<,<,<,<,<,.25,.52,.60,.60,.51,.55,.64,.54,1.01,.83,.33,.47,1.01,21
,OCEANVIEW BLVD,.53,.24,<,<,.32,.48,<,.94,.64,<,.54,.56,<,.36,.41,.49,<,.41,.63,.73,<,<,.92,.44,.54,.94,07
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,11.3,11.9,7.9,6.3,8.0,8.0,11.1,13.2,13.3,16.8,23.2,20.0,23.2,25.9,25.0,21.4,23.9,20.9,23.6,20.8,20.6,26.6,22.7,21.5,17.7,26.6,21
,CARMEL MT RCH,<,<,<,<,<,<,<,<,<,<,<,23.9,23.8,23.8,19.4,17.2,15.0,16.8,18.6,18.2,17.7,17.0,16.5,17.7,18.8,23.9,11
,CHULA VISTA,20.5,22.3,16.5,14.8,15.7,22.0,23.9,24.1,22.6,21.9,32.2,26.1,16.1,19.7,22.3,22.1,23.3,21.9,21.9,19.0,18.6,21.4,19.9,18.0,21.1,32.2,10
,DOWNTOWN SES,17.3,13.9,13.0,11.2,12.3,14.3,20.5,22.8,19.8,21.4,23.5,16.1,19.7,21.4,20.8,19.1,21.3,22.8,22.2,19.8,19.4,19.2,21.9,18.4,18.8,23.5,10
,EL CAJON LES,19.4,19.1,17.4,18.8,17.8,20.7,23.6,23.2,28.1,31.0,27.7,24.5,30.4,22.0,23.3,25.1,22.9,25.5,24.3,30.1,24.4,25.1,25.0,24.3,23.9,31.0,09
,KEARNY MESA,28.0,209.0,17.3,14.7,18.9,41.8,25.2,25.7,25.4,28.9,31.8,32.9,27.2,23.5,21.8,34.1,19.6,20.6,17.1,17.4,17.1,18.1,18.9,18.0,31.3,209.0,01
,OTAY MESA DVN,170.0,76.1,28.8,55.6,50.3,134.5,194.4,174.0,95.3,67.4,82.2,82.8,54.9,40.7,42.0,34.2,28.8,24.3,32.3,24.8,23.3,30.7,26.5,28.3,66.7,194.4,06
,PENDLETON,12.1,13.2,14.5,13.1,13.3,10.6,9.8,20.9,67.0,16.9,16.3,15.8,15.2,15.6,17.2,20.9,18.6,19.7,23.0,19.5,15.6,19.3,22.0,22.5,18.8,67.0,08
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
