,CHULA VISTA,.001,.001,C,C,.002,.005,.004,.003,.002,.002,.001,M,M,.002,.001,.001,.002,.002,.004,.002,.001,.002,.002,.002,.002,.005,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.001,C,C,C,.005,.004,.004,.005,.005,.003,.003,.004,.003,.003,.003,.004,.003,.004,.003,.003,.003,.003,.003,.003,.005,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.005,C,C,.002,.005,.008,.006,.006,.005,.005,.005,.004,.003,.003,.005,.007,.005,.003,.003,.003,.004,.003,.003,.004,.008,06
,OTAY MESA DVN,.003,.003,C,C,.003,.005,.006,.004,.005,M,M,.007,<,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.007,11
,PENDLETON,.000,.000,C,C,.001,.004,.001,.002,.001,.000,M,.001,.000,.000,.000,.000,.000,.001,.000,.001,.001,.001,.001,.001,.001,.004,05
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.002,.001,C,C,C,.014,.017,.018,.022,.018,.018,.015,.011,.013,.011,.008,.009,.008,.006,.005,.005,.005,.004,.003,.010,.022,08
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.001,.000,.000,.000,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.000,.002,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.002,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,06
,OTAY MESA DVN,.001,.001,C,C,.001,.001,.001,.001,.001,M,M,.002,<,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,11
,PENDLETON,.000,.000,C,C,.000,.000,.000,.000,.000,.000,M,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,11
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.6,.5,.5,.4,.4,.4,.4,.4,.4,.4,.3,.3,.4,.4,.4,.3,.3,.2,.2,.4,.6,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,25,25,25,25,26,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,25,25,25,26,04
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,24,25,25,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,24,23,23,24,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,24,24,25,24,24,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,04
,OTAY MESA DVN,27,26,26,27,27,27,27,27,26,27,26,26,<,<,26,26,26,26,27,27,27,27,27,27,27,27,00
,PENDLETON,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,24,24,24,24,24,24,24,24,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,9.1,6.0,4.4,6.3,10.9,8.1,7.1,5.4,3.7,8.8,7.5,8.9,10.0,10.7,10.4,10.2,8.5,8.0,9.7,8.8,7.8,8.6,8.3,9.3,8.1,10.9,04
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,8.8,7.3,10.0,9.6,7.6,10.5,8.6,9.5,7.5,8.2,10.8,10.5,11.3,13.0,14.6,10.2,12.3,10.4,10.3,9.1,9.9,11.0,6.8,9.3,9.8,14.6,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,8.3,7.6,7.6,7.9,6.6,7.2,8.5,8.4,14.6,12.8,13.1,16.7,15.8,13.0,14.7,11.0,7.8,9.9,7.0,8.3,6.1,6.1,8.0,8.2,9.8,16.7,11
,PENDLETON,4.0,2.8,5.6,4.6,4.8,5.8,5.7,6.4,7.7,6.4,6.0,5.0,7.4,8.4,8.1,5.8,6.7,7.5,9.0,8.1,11.3,7.5,5.4,6.5,6.5,11.3,20
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,175,351,310,44,25,350,263,254,267,300,282,281,265,259,261,287,304,303,296,271,315,285,308,333,266,351,01
,CHULA VISTA,259,269,288,294,292,293,243,248,240,262,255,257,254,258,264,259,273,275,264,260,274,265,281,292,267,294,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,215,204,246,280,271,309,223,234,233,232,M,M,M,M,M,M,263,257,255,285,288,258,264,254,254,309,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,239,268,292,283,351,272,261,237,226,226,230,223,229,246,283,285,267,278,278,279,283,275,279,279,265,351,04
,OTAY MESA DVN,310,301,282,278,274,284,286,279,276,302,289,303,<,<,291,285,295,282,283,283,289,278,292,276,287,310,00
,PENDLETON,213,246,250,281,317,319,238,233,231,244,252,249,251,255,253,257,260,265,257,233,173,106,193,221,242,319,05
13 SIGTHETA °,ALPINE,63,41,53,51,46,32,40,30,32,32,35,35,39,33,29,30,29,24,28,28,30,58,35,37,37,63,00
,CHULA VISTA,19,21,22,20,21,21,20,25,24,23,24,31,21,23,23,24,23,23,23,19,21,24,19,19,22,31,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,17,30,24,20,22,31,39,24,25,28,M,M,M,M,M,M,24,22,21,18,35,30,20,23,25,39,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,21,10,12,11,33,15,14,18,18,27,31,23,19,25,21,18,17,12,11,12,10,14,10,10,17,33,04
,OTAY MESA DVN,16,11,11,15,11,11,18,17,18,18,23,28,<,<,20,28,17,12,13,13,13,11,13,12,16,28,11
,PENDLETON,20,25,16,17,20,16,18,16,16,13,13,15,10,12,12,14,13,13,11,21,22,42,27,19,18,42,21
14 VWSP MPH,ALPINE,.4,1.6,.7,1.0,.4,.9,1.3,2.6,3.1,3.7,4.4,4.6,3.9,5.2,5.4,4.6,3.2,3.6,2.5,2.4,1.7,.3,1.5,1.3,2.5,5.4,14
,CHULA VISTA,2.9,3.6,3.3,2.6,2.1,2.3,3.5,3.8,3.9,4.4,4.1,4.1,6.2,6.2,6.7,6.5,5.8,5.7,4.4,4.1,3.1,3.4,4.0,3.9,4.2,6.7,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,3.3,2.1,2.9,2.7,2.5,1.5,2.3,3.2,3.6,4.0,M,M,M,M,M,M,4.8,4.9,4.2,4.4,2.4,1.9,3.1,2.3,3.1,4.9,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.6,5.3,4.3,3.6,1.6,4.5,4.8,4.4,4.6,4.7,3.9,5.9,8.2,6.7,8.1,7.0,6.3,7.3,6.9,5.4,5.0,3.8,4.8,4.7,5.2,8.2,12
,OTAY MESA DVN,3.2,5.9,6.4,3.9,4.5,4.0,4.3,5.0,4.9,5.3,5.9,5.2,<,<,9.0,6.5,7.9,9.0,7.0,5.7,5.3,5.3,5.1,5.5,5.7,9.0,14
,PENDLETON,3.5,1.6,2.8,1.9,2.1,1.3,3.0,4.1,5.8,6.5,5.2,4.2,7.8,6.8,6.2,5.2,4.6,4.2,5.1,2.2,3.1,1.1,2.6,2.9,3.9,7.8,12
15 SWSP MPH,ALPINE,1.8,2.1,1.9,1.7,1.6,1.7,1.7,3.0,3.6,4.3,5.1,5.4,5.3,6.1,6.2,5.2,3.7,4.0,2.8,2.6,2.2,1.3,1.8,1.6,3.2,6.2,14
,CHULA VISTA,3.1,3.9,3.5,2.8,2.2,2.4,3.7,4.2,4.2,4.8,4.4,4.6,6.7,6.7,7.2,7.0,6.3,6.1,4.8,4.3,3.4,3.6,4.2,4.1,4.5,7.2,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,3.4,2.6,3.3,2.9,2.9,1.7,2.8,3.5,4.0,4.6,M,M,M,M,M,M,5.2,5.3,4.5,4.7,2.7,2.1,3.3,2.5,3.4,5.3,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.1,5.4,4.5,3.7,2.7,4.8,5.0,4.7,4.9,5.4,4.5,6.5,8.8,8.3,8.5,7.3,6.5,7.4,7.1,5.6,5.0,3.9,4.9,4.8,5.6,8.8,12
,OTAY MESA DVN,3.5,6.1,6.6,4.1,4.6,4.3,4.6,5.2,5.2,5.6,6.4,5.8,<,<,9.5,7.0,8.3,9.2,7.2,5.9,5.5,5.4,5.2,5.6,5.9,9.5,14
,PENDLETON,3.7,2.1,2.9,2.2,2.3,1.7,3.2,4.3,6.0,6.7,5.3,4.4,7.9,6.9,6.3,5.4,4.7,4.3,5.2,2.5,3.6,2.3,2.9,3.0,4.2,7.9,12
16 AMBTEMP °F,ALPINE,59.1,58.8,58.1,57.9,57.6,56.5,59.5,63.2,64.7,65.9,70.9,73.1,75.1,76.1,75.5,70.2,66.2,64.1,62.3,59.5,58.5,57.9,57.7,57.4,63.6,76.1,13
,CARMEL MT RCH,60.8,60.0,59.9,59.9,60.3,60.7,61.2,62.2,63.7,64.6,66.2,68.4,70.4,67.6,65.5,65.9,65.3,63.9,62.4,61.4,60.9,60.8,60.4,60.1,63.0,70.4,12
,CHULA VISTA,62.7,62.3,61.6,61.3,61.7,62.4,63.5,63.8,63.8,64.3,64.9,66.0,66.6,67.1,67.7,67.1,65.5,64.5,63.8,63.2,63.1,63.1,62.8,62.7,64.0,67.7,14
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,64.2,63.7,63.5,63.1,62.9,63.6,64.3,64.4,64.9,66.4,68.1,71.2,72.9,73.4,72.9,70.5,68.2,66.9,65.8,64.4,64.1,63.8,63.5,63.0,66.2,73.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,62.7,61.8,61.1,60.7,61.1,61.6,62.8,63.8,64.3,64.7,65.4,66.4,68.8,68.4,66.3,65.6,64.9,64.1,63.3,62.7,62.4,62.4,62.2,62.0,63.7,68.8,12
,OTAY MESA DVN,63.1,62.8,61.9,61.4,61.4,61.8,63.2,63.9,65.0,66.2,66.9,70.7,<,M,69.7,69.6,68.1,64.4,63.0,62.4,62.2,61.9,62.0,61.7,64.2,70.7,11
,PENDLETON,63.0,62.9,62.9,62.5,62.3,62.1,62.6,63.6,64.1,64.2,64.4,64.9,64.2,64.8,65.1,64.7,64.5,64.4,64.1,63.7,63.4,63.3,63.1,63.0,63.7,65.1,14
17 RELHUM %,ALPINE,91,91,92,92,90,91,84,74,72,70,60,56,51,49,50,60,69,74,78,85,88,89,90,91,77,92,02
,EL CAJON LES,81,81,81,82,82,80,77,76,75,71,68,62,58,56,57,61,66,69,71,74,75,75,76,77,72,82,03
,KEARNY MESA,87,89,91,94,93,90,86,81,79,77,76,74,68,68,73,74,76,77,79,80,81,81,81,82,81,94,03
18 PRES mmHg,KEARNY MESA,744,743,743,743,743,743,744,744,745,745,745,745,745,745,745,745,744,744,744,745,745,745,745,745,744,745,08
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,1,27,96,122,124,229,294,494,1097,689,383,195,180,138,38,1,0,0,0,0,171,1097,12
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,13
29 CO Tr PPB,EL CAJON LES,177.2,177.2,C,C,C,238.5,227.6,232.8,228.0,230.7,193.2,203.8,225.1,222.1,222.9,218.4,216.1,203.9,208.4,194.8,184.7,189.1,187.1,173.8,207.4,238.5,05
