Current Date:,6/23/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
6/22/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.028,.029,C,C,.029,.029,.031,.031,.030,.031,.033,.037,.041,.044,.047,.045,.043,.042,.039,.035,.034,.032,.027,.024,.034,.047,14
,CHULA VISTA,.033,.033,C,C,.033,.033,.033,.034,.036,.038,.040,.041,.041,.041,.041,.040,.037,.037,.039,.034,.034,.029,.025,.022,.035,.041,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.030,.032,C,C,C,.031,.031,.033,.034,.034,.035,.040,.045,.048,.044,.042,.042,.040,.038,.035,.034,.034,.035,.035,.036,.048,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.030,.030,C,C,.029,.030,.030,.030,.033,.034,.036,.039,.041,.039,.039,.039,.038,.038,.035,.032,.032,.036,.038,.038,.034,.041,12
,OTAY MESA DVN,.028,.027,C,C,.029,.029,.030,.030,.032,.033,.035,.038,.041,.042,.042,.040,.038,.037,.035,.035,.029,.026,.028,.028,.033,.042,13
,PENDLETON,.032,.032,C,C,.031,.031,.030,.030,.031,.033,.033,.033,.033,.034,.036,.036,.035,.035,.035,.035,.035,.034,.027,.020,.032,.036,14
02 NOX PPM,ALPINE,.002,.002,C,C,.002,.002,.002,.002,.003,.003,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.003,.004,.005,.005,.003,.005,22
,CARMEL MT RCH,.010,.009,C,C,C,.023,.022,.020,.022,.018,.022,.015,.011,.013,.012,.012,.011,.012,.010,.009,.010,.009,.007,.007,.014,.023,05
,CHULA VISTA,.000,.000,C,C,.001,.001,.002,.003,.003,.003,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.004,.007,.008,.002,.008,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.001,C,C,C,.004,.003,.003,.004,.004,.004,.002,.002,.002,.002,.002,.002,.002,.002,.003,.002,.002,.002,.001,.002,.004,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.002,.002,.005,.007,.004,.004,.004,.004,.002,.002,.002,.002,.002,.002,.003,.003,.003,.001,.001,.001,.003,.007,07
,OTAY MESA DVN,.002,.003,C,C,.003,.003,.003,.004,.004,.003,.003,.003,.003,.003,.003,.002,.002,.002,.002,.002,.004,.005,.004,.003,.003,.005,21
,PENDLETON,.000,.000,C,C,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.001,.001,.001,.001,.004,.005,.001,.005,23
03 NO2 PPM,ALPINE,.002,.002,C,C,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.003,.004,.005,.005,.003,.005,22
,CARMEL MT RCH,.007,.006,C,C,C,.012,.012,.011,.012,.010,.011,.008,.006,.007,.006,.006,.006,.007,.006,.006,.007,.006,.006,.005,.008,.012,05
,CHULA VISTA,.000,.000,C,C,.001,.001,.002,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.004,.007,.008,.002,.008,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.001,C,C,C,.002,.002,.003,.003,.003,.003,.002,.002,.001,.001,.001,.002,.002,.002,.003,.002,.002,.002,.001,.002,.003,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.002,C,C,.002,.002,.005,.006,.003,.003,.003,.003,.002,.002,.001,.002,.002,.002,.003,.003,.003,.002,.001,.001,.003,.006,07
,OTAY MESA DVN,.002,.002,C,C,.002,.002,.003,.003,.003,.002,.002,.002,.002,.002,.002,.001,.001,.001,.001,.001,.003,.004,.003,.002,.002,.004,21
,PENDLETON,.000,.000,C,C,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.001,.001,.001,.004,.004,.001,.004,22
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,CARMEL MT RCH,.003,.002,C,C,C,.011,.010,.009,.009,.008,.011,.007,.004,.006,.006,.006,.005,.005,.004,.003,.003,.003,.002,.002,.006,.011,05
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.002,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.002,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,OTAY MESA DVN,.001,.001,C,C,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,00
,PENDLETON,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.4,.4,.4,.4,.4,.5,.4,.3,.4,.4,.4,.4,.4,.4,.4,.4,.4,.3,.3,.4,.5,10
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,25,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,24,24,24,25,25,26,26,25,26,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,26,26,25,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,23,24,24,23,24,24,24,23,24,24,23,24,23,24,23,23,23,23,23,23,24,24,23,24,24,24,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,25,25,25,25,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,01
,OTAY MESA DVN,27,27,27,27,26,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,00
,PENDLETON,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,5.6,4.7,2.1,2.5,4.5,4.4,2.7,2.6,3.3,2.1,.1,-.8,.7,1.7,1.2,.5,1.5,1.5,2.0,1.0,4.0,3.9,4.8,3.5,2.5,5.6,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,3.6,3.3,1.4,7.1,4.6,1.9,.9,3.3,3.7,3.0,3.0,2.9,7.0,5.4,2.1,4.8,4.2,2.6,4.2,6.6,6.4,5.6,5.4,6.5,4.1,7.1,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,3.4,-1.2,1.6,4.7,6.6,6.6,3.6,7.1,9.8,5.2,7.4,5.3,8.0,6.0,6.3,5.1,3.9,5.6,6.8,6.8,7.5,8.5,5.9,6.9,5.7,9.8,08
