Current Date:,6/13/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
6/12/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.046,.057,C,C,.051,.048,.045,.041,.047,.051,.060,.078,.088,.084,.075,.069,.064,.052,.043,.037,.031,.025,.018,.028,.051,.088,12
,CHULA VISTA,.026,.025,C,C,.018,.018,.016,.021,.031,.041,.042,.043,.041,.042,.041,.039,.037,.038,.038,.039,.038,.039,.038,.039,.034,.043,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.018,.017,C,C,C,.010,.015,.016,.023,.038,.053,.059,.057,.053,.052,.049,.042,.037,.035,.031,.030,.030,.030,.029,.034,.059,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.013,C,C,.003,.004,.013,.017,.024,.035,.049,.045,.038,.039,.040,.040,.041,.037,.038,.031,.027,.033,.035,.033,.029,.049,10
,OTAY MESA DVN,.020,.017,C,C,.009,.011,.013,.016,.021,.041,.054,.047,.044,.043,.042,.044,.039,.036,.034,.032,.032,.031,.031,.030,.031,.054,10
,PENDLETON,.025,.026,C,C,.019,.019,.017,.021,.026,.031,.036,.036,.032,.037,.036,.035,.037,.040,.039,.040,.043,.043,.043,.043,.032,.043,20
02 NOX PPM,ALPINE,.005,.003,C,C,.003,.005,.006,.011,.007,.008,.010,.007,.007,.008,.006,.005,.005,.005,.006,.007,.008,.010,.012,.008,.007,.012,22
,CARMEL MT RCH,.018,.024,C,C,C,.041,.047,.039,.046,.042,M,M,M,.025,.022,.017,.016,.021,.015,.016,.016,.012,.008,.005,.024,.047,06
,CHULA VISTA,.002,.003,C,C,.005,.006,.008,.008,.006,.004,.003,.002,.002,.002,.003,.002,.002,.002,.003,.003,.002,.002,.002,.002,.003,.008,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.007,.008,.017,.018,.016,.012,.011,.007,.007,.006,.007,.006,.006,.006,.007,.007,.005,.004,.004,.008,.018,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,.009,C,C,.018,.033,.017,.016,.018,.021,.008,.006,.007,.007,.005,.004,.004,.003,.003,.005,.011,.010,.008,.009,.011,.033,05
,OTAY MESA DVN,.003,.004,C,C,.011,.010,.011,.017,.015,.012,.007,.004,.005,.004,.005,.005,.004,.004,.003,.003,.004,.005,.004,.004,.007,.017,07
,PENDLETON,.004,.003,C,C,.004,.004,.006,.005,.003,.002,.001,.001,.010,.005,.002,.000,.001,.000,.000,.000,.001,.001,.001,.001,.003,.010,12
03 NO2 PPM,ALPINE,.005,.003,C,C,.003,.005,.006,.009,.006,.007,.008,.007,.007,.007,.005,.005,.004,.005,.006,.007,.008,.010,.012,.008,.007,.012,22
,CARMEL MT RCH,.013,.015,C,C,C,.014,.012,.013,.016,.021,M,M,M,.013,.011,.009,.009,.011,.009,.009,.010,.008,.005,.004,.011,.021,09
,CHULA VISTA,.003,.003,C,C,.005,.006,.007,.007,.005,.003,.002,.002,.002,.002,.002,.001,.001,.002,.003,.003,.002,.002,.002,.002,.003,.007,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.005,.005,.009,.011,.011,.010,.009,.006,.005,.005,.005,.005,.005,.006,.006,.007,.005,.004,.004,.006,.011,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.008,C,C,.015,.015,.012,.011,.012,.015,.007,.005,.006,.005,.004,.003,.003,.003,.003,.005,.011,.010,.008,.009,.008,.015,04
,OTAY MESA DVN,.002,.004,C,C,.010,.008,.008,.010,.009,.009,.005,.003,.003,.003,.003,.004,.003,.003,.002,.003,.003,.004,.003,.003,.005,.010,04
,PENDLETON,.004,.003,C,C,.004,.004,.005,.004,.002,.002,.001,.001,.004,.003,.002,.000,.001,.000,.000,.000,.001,.001,.001,.001,.002,.005,06
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.002,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,CARMEL MT RCH,.004,.009,C,C,C,.027,.035,.027,.030,.021,M,M,M,.013,.012,.008,.007,.010,.006,.007,.007,.005,.002,.001,.013,.035,06
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.002,.003,.008,.007,.004,.002,.002,.001,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.002,.008,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.003,.018,.005,.005,.007,.006,.001,.001,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.002,.018,05
,OTAY MESA DVN,.001,.001,C,C,.001,.002,.004,.007,.006,.003,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.007,07
,PENDLETON,.000,.000,C,C,.000,.000,.001,.001,.001,.000,.000,.000,.006,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,12
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,C,.6,.7,.6,.6,.5,C,C,M,.5,.4,.5,.5,.5,.4,.4,.4,.4,.3,.2,.5,.7,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,24,24,25,25,25,24,24,24,23,23,23,22,23,23,23,23,23,23,23,24,24,24,24,25,24,25,02
,CARMEL MT RCH,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,26,26,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,24,25,26,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,23,23,23,24,23,23,23,23,23,23,23,23,23,23,22,22,23,22,22,23,23,23,23,24,23,24,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,02
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,26,26,25,25,25,25,25,25,25,26,26,27,27,27,26,27,00
,PENDLETON,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,10.9,9.0,14.9,9.4,8.7,10.6,8.2,5.5,6.3,10.4,9.4,13.7,20.1,16.9,13.6,13.2,14.6,11.0,12.6,11.0,15.4,10.1,9.2,7.6,11.3,20.1,12
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,5.8,10.0,8.4,6.4,7.9,9.6,16.6,18.0,15.7,22.5,24.2,24.9,16.6,14.9,12.4,11.4,13.3,11.8,13.3,9.6,13.3,9.8,9.2,11.9,13.2,24.9,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,7.7,7.8,7.5,7.5,16.9,17.0,11.5,24.3,31.1,36.1,21.4,20.3,12.6,14.9,18.3,14.4,10.1,14.0,12.6,13.0,11.9,11.4,10.9,13.2,15.2,36.1,09
,PENDLETON,6.3,5.7,8.2,7.7,10.0,10.6,12.2,11.3,18.4,16.0,14.2,9.4,12.2,13.0,9.2,5.5,11.4,7.9,10.4,11.8,9.9,8.4,5.9,8.7,10.1,18.4,08
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,32,57,349,76,76,58,76,262,268,286,291,290,M,M,308,277,271,299,315,339,110,350,100,26,205,350,21
,CHULA VISTA,254,207,318,53,186,266,254,275,254,253,257,260,258,260,253,253,256,251,259,277,291,287,40,298,243,318,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,168,159,234,96,179,191,304,311,290,258,266,262,264,263,258,256,232,214,218,233,230,260,190,183,230,311,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,126,149,80,85,76,182,253,257,232,222,226,238,256,268,280,291,293,295,287,282,273,309,315,291,232,315,22
,OTAY MESA DVN,345,61,349,156,1,342,325,313,293,299,297,298,297,296,294,294,290,292,291,308,329,337,314,313,281,349,02
,PENDLETON,123,138,190,69,72,244,209,185,212,234,249,250,256,254,251,251,241,214,200,201,206,174,173,147,198,256,12
13 SIGTHETA °,ALPINE,45,41,56,44,21,57,58,27,27,28,30,34,M,M,27,30,24,25,24,18,50,37,25,42,35,58,06
,CHULA VISTA,63,47,44,38,48,52,31,38,37,29,26,26,24,27,25,22,22,19,22,24,24,35,58,27,34,63,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,36,49,32,43,32,43,59,56,55,49,26,29,23,23,24,23,21,18,19,20,25,17,30,18,32,59,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,21,35,9,24,35,30,38,61,28,22,24,22,20,23,18,16,15,12,8,12,15,14,13,22,61,08
,OTAY MESA DVN,28,76,27,43,46,20,16,17,15,23,16,17,14,14,13,15,13,13,13,12,16,33,21,34,23,76,01
,PENDLETON,27,32,21,40,39,21,29,34,21,16,13,14,15,13,12,14,17,22,23,24,20,24,18,21,22,40,03
14 VWSP MPH,ALPINE,.8,.8,1.2,1.2,2.1,.8,.0,2.4,3.0,3.6,4.0,4.3,M,M,5.5,4.7,5.0,4.1,2.7,1.7,.4,.5,.9,.7,2.3,5.5,14
,CHULA VISTA,.7,1.1,.6,.9,.1,1.5,1.8,2.2,2.2,4.2,5.5,5.9,6.4,5.8,5.4,6.4,5.9,5.5,4.6,3.8,3.3,1.8,.8,2.2,3.3,6.4,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.4,1.1,.6,1.1,.4,.4,.2,1.7,2.1,2.9,5.7,5.1,6.9,6.8,5.9,6.4,6.2,5.7,4.5,3.5,2.9,2.9,1.4,2.6,3.3,6.9,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.4,1.4,1.8,2.5,1.2,.6,2.2,2.6,2.4,4.7,6.2,7.1,8.0,7.2,6.3,8.7,8.0,6.8,6.2,4.6,4.1,3.2,2.7,3.0,4.3,8.7,15
,OTAY MESA DVN,2.2,.2,2.3,.4,.3,1.7,3.3,4.9,6.6,4.7,7.1,7.2,8.6,8.2,8.4,8.7,8.3,7.3,6.5,5.0,3.9,2.4,2.7,2.0,4.7,8.7,15
,PENDLETON,1.5,1.7,2.1,1.7,1.7,3.1,1.9,1.7,3.3,6.3,6.1,6.2,6.0,7.5,8.0,6.8,5.1,4.0,3.5,2.9,3.0,3.3,3.6,2.7,3.9,8.0,14
15 SWSP MPH,ALPINE,1.3,1.0,2.2,1.4,2.3,1.5,1.0,2.7,3.3,4.0,4.5,5.0,M,M,6.1,5.5,5.5,4.5,3.0,1.8,1.2,1.5,1.2,1.1,2.8,6.1,14
,CHULA VISTA,1.4,1.6,1.4,1.2,1.3,1.8,2.1,2.6,2.7,4.7,6.1,6.6,7.0,6.4,6.0,6.9,6.4,5.8,5.0,4.1,3.6,2.2,1.2,2.6,3.8,7.0,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.2,1.4,2.0,1.4,.7,.7,1.1,2.4,3.0,3.8,6.3,5.9,7.4,7.4,6.4,6.9,6.6,6.2,4.8,3.9,3.5,3.0,2.0,2.8,3.8,7.4,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.8,1.9,2.1,2.5,1.2,1.8,2.9,3.3,3.3,5.2,6.6,7.9,8.8,7.7,6.9,9.2,8.5,7.0,6.4,4.6,4.3,3.4,2.8,3.1,4.8,9.2,15
,OTAY MESA DVN,2.5,.4,2.6,1.6,.8,1.9,3.5,5.2,6.9,5.1,7.4,7.5,8.8,8.5,8.6,9.0,8.5,7.6,6.7,5.1,4.1,2.9,3.0,2.6,5.0,9.0,15
,PENDLETON,1.8,2.1,2.2,2.2,2.0,3.3,2.2,2.7,3.6,6.6,6.2,6.4,6.2,7.7,8.2,7.0,5.3,4.2,4.1,3.3,3.3,3.7,3.8,3.0,4.2,8.2,14
16 AMBTEMP °F,ALPINE,71.1,71.8,70.9,69.8,70.6,73.6,76.5,79.8,81.4,82.8,85.6,88.1,89.3,88.3,86.7,85.1,82.0,77.8,72.6,67.7,65.6,63.7,62.1,64.0,76.1,89.3,12
,CARMEL MT RCH,63.0,62.9,62.6,62.5,62.6,64.1,63.8,67.2,71.8,78.3,81.4,81.5,81.2,78.6,78.3,76.8,73.7,70.5,66.3,63.1,61.6,61.3,61.5,61.3,69.0,81.5,11
,CHULA VISTA,64.1,63.8,63.5,63.3,62.8,63.0,62.6,62.8,65.0,69.0,70.0,69.9,69.9,70.4,70.4,69.7,69.1,67.6,65.5,64.2,63.8,63.7,63.6,63.7,65.9,70.4,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,63.8,63.3,63.6,62.6,62.4,64.1,67.6,71.5,75.1,79.5,82.1,83.8,83.8,82.1,82.1,81.8,79.1,76.6,72.7,68.6,65.9,64.0,63.6,63.4,71.8,83.8,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,63.6,63.5,62.4,61.9,61.7,63.1,64.6,65.8,70.7,74.8,77.2,77.6,76.7,76.2,76.2,74.2,70.9,68.0,65.0,62.5,62.5,62.8,62.8,63.0,67.8,77.6,11
,OTAY MESA DVN,62.6,62.7,62.1,62.3,62.2,62.3,62.5,66.2,69.8,74.5,77.4,76.9,76.2,75.1,75.1,75.2,72.5,70.2,67.3,64.0,63.2,63.1,63.1,63.1,67.9,77.4,10
,PENDLETON,66.1,65.9,65.7,65.5,65.4,65.5,65.0,65.1,66.3,68.0,67.6,67.9,69.8,69.3,68.1,66.9,66.3,65.2,64.5,64.2,64.2,63.9,63.6,63.5,66.0,69.8,12
17 RELHUM %,ALPINE,66,58,60,61,55,46,46,45,47,46,42,37,35,38,40,42,45,53,63,73,78,82,86,83,55,86,22
,EL CAJON LES,89,90,89,90,90,86,78,71,63,55,49,45,46,49,49,49,54,59,65,72,78,83,85,86,70,90,01
,KEARNY MESA,92,93,94,95,96,95,93,90,78,65,59,59,60,61,61,64,70,75,81,87,90,90,90,90,80,96,04
18 PRES mmHg,KEARNY MESA,746,746,746,746,746,746,746,747,746,746,746,746,746,746,745,745,745,745,745,745,746,746,746,745,746,747,07
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,4,94,176,342,702,858,968,1020,1014,950,835,673,475,255,56,0,0,0,0,0,351,1020,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.1,.2,.3,.3,.2,.2,.2,.1,.1,.1,.1,.0,.0,.0,.0,.0,.1,.3,10
29 CO Tr PPB,EL CAJON LES,181.8,179.2,C,C,C,233.3,251.2,407.6,408.7,399.1,377.6,306.7,255.0,247.0,254.4,260.5,246.6,216.9,231.4,248.9,240.0,216.3,203.7,213.4,265.6,408.7,08
