Current Date:,6/3/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
6/2/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.034,C,C,.035,.036,.035,.035,.036,.037,.039,.044,.049,.054,.054,.053,.052,.051,.049,.045,.042,.041,.038,.037,.036,.042,.054,12
,CHULA VISTA,.040,C,C,.041,.041,.041,.041,.042,.042,.043,.044,.045,.045,.046,.046,.045,.042,.041,.042,.042,.040,.040,.039,.038,.042,.046,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.040,C,C,C,.040,.040,.039,.039,.040,.043,.046,.049,.051,.053,.053,.050,.049,.045,.043,.042,.042,.043,.043,.042,.044,.053,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.040,C,C,.042,.042,.042,.042,.042,.042,.044,.044,.045,.047,.046,.047,.047,.044,.043,.042,.042,.042,.042,.040,.042,.043,.047,12
,OTAY MESA DVN,.031,.030,.032,.034,.033,.036,.036,.035,.036,.038,.040,.042,.043,.043,.043,.043,.042,.039,.037,.036,.036,.036,.036,.035,.037,.043,12
,PENDLETON,.041,C,C,.043,.043,.042,.043,.042,.043,.043,.043,.044,.045,.045,.044,.043,.042,.041,.040,.042,.042,.041,.040,.037,.042,.045,12
02 NOX PPM,ALPINE,.003,C,C,.002,.002,.002,.003,.003,.002,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,00
,CARMEL MT RCH,.008,C,C,C,.008,.009,.013,.012,.009,.008,.013,.011,.010,.011,.009,.010,.008,.009,.007,.012,.010,.008,.006,.006,.009,.013,06
,CHULA VISTA,.002,C,C,.001,.001,.001,.001,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.002,.003,.003,.001,.003,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.001,C,C,C,.001,.002,.003,.003,.003,.003,.003,.003,.003,.002,.001,.002,.001,.002,.002,.002,.002,.001,.001,.001,.002,.003,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,C,C,.001,.001,.001,.001,.002,.002,.002,.003,.003,.002,.002,.002,.002,.001,.001,.001,.001,.001,.002,.003,.001,.002,.003,00
,OTAY MESA DVN,.006,.006,.005,.003,.003,.002,.003,.003,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.006,00
,PENDLETON,.001,C,C,.000,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.001,.000,.001,00
03 NO2 PPM,ALPINE,.003,C,C,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,00
,CARMEL MT RCH,.007,C,C,C,.005,.006,.008,.008,.006,.005,.007,.006,.006,.006,.005,.006,.004,.005,.005,.007,.007,.005,.004,.004,.006,.008,06
,CHULA VISTA,.002,C,C,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.002,.003,.003,.001,.003,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.001,C,C,C,.001,.002,.002,.003,.002,.002,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.002,.001,.001,.001,.001,.003,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,C,C,.001,.001,.001,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.001,.001,.001,.001,.001,.002,.003,.001,.002,.003,00
,OTAY MESA DVN,.005,.006,.004,.003,.003,.002,.002,.003,.002,.002,.002,.002,.001,.001,.001,.001,.001,.001,.002,.001,.002,.002,.001,.002,.002,.006,01
,PENDLETON,.001,C,C,.000,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.001,.000,.001,.000,.001,00
04 NO PPM,ALPINE,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,CARMEL MT RCH,.002,C,C,C,.003,.003,.005,.004,.003,.004,.006,.005,.004,.005,.004,.004,.003,.004,.003,.005,.004,.003,.002,.002,.004,.006,10
,CHULA VISTA,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,C,C,C,.000,.000,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,OTAY MESA DVN,.001,.001,.001,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.001,.001,.001,.001,.001,00
,PENDLETON,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
06 CO PPM,CARMEL MT RCH,.2,C,C,C,.2,.3,.3,.4,.3,.3,.5,.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,.3,.3,.2,.3,.5,10
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
