,EL CAJON LES,170,191,95,180,208,121,158,145,237,9,212,48,349,194,280,227,242,204,125,309,4,37,349,320,0,349,12
,KEARNY MESA,34,9,142,118,118,37,35,72,146,143,225,96,69,83,194,224,238,188,169,252,18,41,36,32,0,252,19
,OTAY MESA DVN,17,66,135,146,303,106,16,108,P,,P,294,100,153,182,245,322,183,168,331,350,6,342,343,0,350,20
,PENDLETON,65,57,54,83,57,59,57,60,74,89,167,166,126,66,279,232,247,200,124,197,58,53,43,52,0,279,14
13 SIGTHETA °,ALPINE,21,67,23,13,13,19,32,18,13,13,20,27,13,14,11,12,21,45,56,47,34,50,26,21,26,67,01
,CHULA VISTA,27,24,9,28,30,27,37,35,26,25,47,39,45,45,21,25,23,22,27,34,17,17,15,16,28,47,10
,EL CAJON LES,44,51,26,51,36,38,56,52,46,54,25,53,41,25,25,42,34,20,44,17,16,35,28,22,37,56,06
,KEARNY MESA,16,12,14,6,16,14,12,18,19,34,37,23,13,23,15,17,18,18,16,21,48,15,12,12,19,48,20
,OTAY MESA DVN,39,43,13,26,39,41,31,63,P,,P,47,47,20,13,27,31,17,24,43,10,18,17,12,30,63,07
,PENDLETON,12,12,19,12,14,11,15,14,14,13,35,13,18,18,38,43,10,37,27,24,15,11,11,9,19,43,15
14 VWSP MPH,ALPINE,3.2,1.0,2.9,5.0,3.0,1.7,1.0,3.8,7.2,8.6,5.7,7.3,10.2,11.2,13.7,12.1,3.1,2.8,.6,1.0,1.7,.3,.4,1.0,.0,13.7,14
,CHULA VISTA,1.9,1.8,2.7,1.6,.4,1.1,1.5,1.1,1.5,.8,3.7,2.6,2.6,.6,4.2,3.0,5.8,6.8,2.3,1.8,3.6,2.8,3.7,3.1,.0,6.8,17
,EL CAJON LES,.4,.3,1.0,.5,.4,.7,.3,.2,.6,.2,4.9,1.9,.3,1.4,1.5,1.9,3.7,6.3,1.2,3.1,2.4,1.1,.5,1.0,.0,6.3,17
,KEARNY MESA,3.9,3.4,4.3,4.4,1.7,3.4,3.2,2.7,1.9,2.4,4.6,6.1,6.3,4.7,4.6,4.3,5.5,7.9,5.6,2.9,2.8,3.4,3.5,3.4,.0,7.9,17
,OTAY MESA DVN,1.3,1.4,6.1,4.8,.7,1.7,.6,1.2,P,,P,.9,1.0,9.8,8.9,3.7,4.2,7.4,4.5,3.1,5.6,3.0,2.8,3.8,.0,9.8,13
,PENDLETON,6.0,5.3,4.4,4.6,4.9,5.8,6.1,6.0,5.3,4.4,2.1,6.3,6.6,5.2,.3,3.6,10.2,4.7,3.0,1.5,5.0,5.9,6.5,6.2,.0,10.2,16
15 SWSP MPH,ALPINE,3.4,1.5,3.0,5.1,3.1,1.8,1.1,4.0,7.4,8.9,8.1,8.1,10.5,11.6,14.0,12.4,6.6,3.3,.8,2.3,2.0,.8,1.0,1.1,5.1,14.0,14
,CHULA VISTA,2.2,2.0,2.7,1.8,.9,1.3,1.8,1.3,2.0,1.0,6.4,3.3,3.2,1.8,4.5,3.5,6.7,7.3,2.8,2.2,3.9,2.9,3.9,3.2,3.0,7.3,17
,EL CAJON LES,1.3,.8,1.5,1.4,.7,1.2,.9,1.1,1.1,.7,6.0,4.8,1.7,2.8,2.2,2.6,4.4,6.6,2.7,3.3,2.6,1.3,1.0,1.1,2.2,6.6,17
,KEARNY MESA,4.1,4.1,4.6,4.4,3.1,3.6,3.3,2.9,2.1,2.5,7.6,7.4,6.6,6.3,4.9,4.5,5.9,8.4,6.1,3.3,3.0,3.9,3.7,3.6,4.6,8.4,17
,OTAY MESA DVN,1.7,2.5,6.3,5.1,2.0,3.4,2.2,2.5,P,,P,7.3,6.0,10.7,9.5,4.8,5.0,8.2,5.2,3.8,5.7,3.2,2.9,3.9,4.9,10.7,13
,PENDLETON,6.3,5.5,5.0,4.8,5.1,6.1,6.4,6.1,5.4,4.5,2.8,6.5,7.0,5.7,2.1,4.7,10.5,6.3,4.3,2.3,5.3,6.4,6.6,6.3,5.5,10.5,16
16 AMBTEMP °F,ALPINE,67.1,67.0,61.8,63.7,64.5,64.0,65.0,66.0,70.7,72.1,68.5,55.1,60.6,65.4,65.7,66.4,63.6,56.2,56.2,56.4,55.3,55.7,55.9,56.0,62.5,72.1,09
,CARMEL MT RCH,59.3,58.9,57.5,58.8,62.1,61.4,62.5,64.4,68.2,70.5,67.8,58.5,61.9,63.6,67.0,66.6,61.2,58.8,58.3,57.7,57.5,57.6,58.2,58.2,61.5,70.5,09
,CHULA VISTA,59.8,58.7,59.0,61.1,59.1,61.3,62.0,64.0,69.2,70.5,64.3,60.4,61.1,63.4,64.7,62.8,63.4,61.2,61.3,61.4,60.5,60.6,60.5,60.6,62.1,70.5,09
,DOWNTOWN SES,60.2,60.2,58.5,60.4,60.2,60.7,60.7,63.7,67.9,69.2,65.3,62.3,63.3,65.3,65.5,63.5,63.1,60.7,60.4,60.4,60.4,60.7,60.7,60.5,62.2,69.2,09
,EL CAJON LES,55.4,53.1,51.8,53.6,54.0,54.2,54.9,57.1,62.0,65.0,63.4,58.0,60.5,61.9,65.1,66.0,63.3,60.8,59.2,59.6,59.1,59.3,59.4,59.5,59.0,66.0,15
,KEARNY MESA,62.3,58.8,56.5,59.2,62.2,62.5,64.4,66.7,71.6,71.1,65.2,60.0,62.3,66.0,68.0,65.9,62.0,60.9,60.0,60.0,60.0,59.6,59.9,60.0,62.7,71.6,08
,OTAY MESA DVN,63.8,64.7,64.5,67.8,65.4,64.8,63.7,65.7,P,,P,59.5,62.3,69.2,68.6,65.7,61.9,59.6,59.6,59.6,59.0,59.4,59.6,59.5,63.0,69.2,13
,PENDLETON,58.8,59.2,58.3,55.4,56.8,56.3,57.0,61.7,66.3,67.8,67.0,66.6,67.5,68.5,66.7,63.3,59.8,59.7,58.8,59.2,58.5,58.4,58.3,58.9,61.2,68.5,13
,SAN YSIDRO,58.8,56.7,57.1,58.6,59.0,60.2,59.6,62.0,68.8,71.0,63.7,60.3,61.6,63.4,65.3,65.8,65.5,61.3,61.9,62.4,61.6,61.7,61.8,61.6,62.1,71.0,09
17 RELHUM %,ALPINE,16,16,20,19,20,22,22,24,28,30,38,81,78,72,71,70,79,97,100,100,100,100,100,100,58,100,18
,EL CAJON LES,52,56,59,56,55,55,55,51,42,38,48,85,86,87,81,80,84,95,99,99,100,100,100,100,73,100,20
,KEARNY MESA,37,41,43,40,36,33,30,28,23,26,47,76,73,69,66,71,88,94,100,100,100,100,100,100,63,100,18
18 PRES mmHg,EL CAJON LES,747,747,748,748,748,748,748,747,747,747,748,748,747,746,746,746,747,748,749,749,749,749,749,749,748,749,18
,KEARNY MESA,748,748,748,749,748,748,748,748,748,748,749,749,748,747,747,747,748,749,749,750,750,750,750,750,749,750,19
19 SOLAR W/M2,EL CAJON LES,-4,-3,-1,2,-1,1,15,78,169,97,10,79,122,124,126,45,3,-1,0,0,0,0,1,1,36,169,08
,KEARNY MESA,0,0,0,1,0,0,19,134,238,84,17,159,179,153,137,42,2,0,0,0,0,0,0,0,49,238,08
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,1,6,12,7,1,6,9,9,9,3,0,0,0,0,0,0,0,0,3,12,08
25 NOY,EL CAJON LES,33.68,30.25,25.54,21.59,26.84,C,C,43.52,49.40,48.50,41.34,20.40,24.16,26.84,23.72,24.04,20.55,6.08,6.45,10.62,6.14,5.07,5.87,6.21,23.03,49.40,08
26 NOY-NO,EL CAJON LES,32.10,29.10,24.65,20.86,25.91,C,C,27.43,30.47,35.13,33.52,18.18,19.77,21.77,19.34,21.36,19.47,5.60,6.11,10.24,5.83,4.77,5.56,5.84,19.22,35.13,09
27 NO Trace,EL CAJON LES,1.57,1.14,.89,.72,.92,C,C,16.08,18.92,13.37,7.82,2.22,4.38,5.07,4.38,2.68,1.07,.47,.34,.38,.30,.29,.30,.36,3.80,18.92,08
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.1,.2,.2,.2,.2,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.2,07
29 CO Tr PPB,EL CAJON LES,675.9,690.0,C,C,C,576.2,680.0,807.0,874.6,891.8,818.5,417.7,450.7,512.1,493.4,463.9,454.6,207.5,220.3,281.6,224.5,217.5,230.3,235.3,496.3,891.8,09
BCarbon ug/m3,10TH AVE MARINE TERM,<,4.23,1.49,3.01,<,<,5.51,<,<,3.93,3.29,1.64,1.85,2.09,<,1.26,.58,.19,.32,.31,.43,<,.62,.61,1.84,5.51,06
,BOSTON AVE,1.37,1.12,.97,1.30,2.14,2.93,2.55,2.48,2.19,1.91,2.19,1.56,1.79,1.74,2.12,1.35,.46,.44,.36,.39,.32,.42,.45,.34,1.37,2.93,05
,CHICANO PARK,1.45,1.58,.81,1.52,2.69,3.04,3.39,2.70,1.93,1.68,2.82,1.39,1.72,1.54,1.92,1.47,.52,.10,.17,<,.23,.38,<,.38,1.52,3.39,06
,DOWNTOWN SES,.88,.58,.63,2.49,<,3.06,2.67,2.00,1.51,1.44,2.20,1.59,<,1.30,<,1.40,.59,.10,.23,.17,.23,.34,<,.35,1.19,3.06,05
,OCEANVIEW BLVD,1.28,.79,.83,.91,1.45,2.16,<,1.77,1.52,1.35,<,1.56,<,1.26,2.00,1.42,.40,.09,.18,.22,.22,<,.27,.17,.99,2.16,05
,SAN YSIDRO,9.30,8.06,6.37,<,<,6.42,6.67,5.64,<,3.34,<,1.15,1.45,1.76,2.05,1.28,.85,<,.39,<,<,.50,.33,.38,3.29,9.30,00
PM10 STD,ALPINE,12.5,9.4,13.7,14.3,12.1,13.8,14.1,16.1,12.0,10.2,77.5,36.5,13.7,7.6,6.4,6.6,11.4,25.8,8.0,8.7,1.7,2.9,4.2,3.4,14.2,77.5,10
,CARMEL MT RCH,27.3,24.8,26.0,24.3,25.2,27.4,26.2,34.8,58.1,56.3,75.5,26.8,25.6,20.6,27.1,26.4,33.6,25.4,26.9,16.3,7.3,5.5,6.8,6.0,27.5,75.5,10
,CHULA VISTA,40.5,37.1,65.3,82.6,67.7,55.5,41.8,41.8,103.5,162.2,131.6,96.5,M,M,80.2,46.8,29.6,15.8,7.0,7.5,9.7,9.3,6.3,5.5,51.9,162.2,09
,DOWNTOWN SES,23.3,25.3,23.0,62.5,70.0,64.9,57.6,54.8,60.3,48.4,69.9,44.1,44.8,62.8,55.5,53.2,18.1,14.1,9.7,12.0,7.5,8.9,12.1,8.8,37.9,70.0,04
,EL CAJON LES,34.7,29.5,29.3,27.2,38.7,31.9,34.0,95.7,51.9,54.0,80.5,40.4,35.0,35.7,33.9,47.8,43.6,14.7,10.4,12.0,7.9,5.2,4.9,6.1,33.5,95.7,07
,KEARNY MESA,27.6,30.8,22.8,31.2,65.7,54.1,44.9,35.0,31.5,29.9,M,M,M,24.6,36.1,46.2,44.0,15.8,6.8,7.0,6.5,6.6,5.9,6.8,27.6,65.7,04
,OTAY MESA DVN,157.2,301.5,103.9,49.5,47.2,99.6,158.6,238.4,P,,P,93.1,85.0,25.4,36.0,39.2,50.9,19.0,13.6,15.4,10.6,7.6,7.1,5.6,74.4,301.5,01
,PENDLETON,20.0,18.9,15.9,17.4,18.7,19.7,17.1,30.7,43.9,42.3,70.3,54.4,29.5,22.3,42.4,30.2,37.4,19.4,10.0,6.7,5.0,4.9,5.1,5.6,24.4,70.3,10
,SAN YSIDRO,182.3,134.8,128.2,125.7,113.8,100.8,128.3,115.8,172.3,155.7,228.1,34.3,54.7,M,M,41.2,26.3,14.7,8.6,6.7,7.8,15.3,9.9,9.5,82.4,228.1,10
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.03,.06,.00,.00,.00,.00,.00,.03,.01,.02,.03,.01,.01,.01,.00,.06,11
