,EL CAJON LES,9.0,7.1,C,C,C,5.0,4.1,4.5,3.5,1.4,1.7,3.0,3.8,3.1,2.8,4.0,4.1,5.9,6.0,4.5,6.8,6.8,6.7,6.8,4.7,9.0,00
,KEARNY MESA,5.8,3.0,6.5,7.8,9.5,13.7,15.7,12.2,5.9,6.3,4.7,2.3,1.4,1.5,1.6,2.4,3.4,5.2,3.6,2.3,4.8,13.9,18.0,13.2,6.8,18.0,22
,OTAY MESA DVN,21.2,22.8,C,C,16.3,28.8,26.3,17.7,11.9,7.1,8.8,2.6,1.9,1.8,1.8,2.1,2.2,2.6,2.3,2.4,3.4,3.2,2.2,4.1,8.7,28.8,05
,PENDLETON,,,,,,,,,,,,,P,P,P,.0,1.1,1.0,2.7,8.1,19.8,25.2,10.1,8.6,8.5,25.2,21
,SAN YSIDRO,9.4,10.9,C,C,23.3,25.6,25.8,32.5,27.6,7.1,3.9,3.3,3.3,3.5,5.1,5.5,9.0,9.8,7.5,8.8,9.0,11.1,13.1,14.1,12.2,32.5,07
04 NO PPB,ALPINE,.0,.0,C,C,.0,.0,.3,.4,.2,.5,.3,.2,.3,.4,.4,.2,.0,.0,.0,.0,.0,.0,.0,.0,.1,.5,09
,OTAY MESA DVN,.5,1.1,C,C,1.6,7.0,9.2,7.3,6.6,2.6,3.3,.8,.6,.6,.5,.7,.5,.4,.3,.3,.3,.6,.4,.4,2.0,9.2,06
,PENDLETON,,,,,,,,,,,,,M,P,M,M,M,M,M,M,M,M,M,M,,P,P
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.2,.2,.2,.3,.2,.3,.4,.4,.4,.5,.5,.5,.4,.4,.5,.4,.5,.5,.5,.3,.4,.5,13
,SAN YSIDRO,.3,.3,C,C,.7,1.1,1.3,1.3,.9,.2,.2,.2,.2,.3,.3,.3,.3,.3,.3,.3,.3,.3,.4,.4,.5,1.3,06
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,00
,CARMEL MT RCH,24,25,24,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,24,24,25,01
,CHULA VISTA,23,23,23,23,23,23,23,23,24,25,26,26,26,26,26,25,26,26,25,25,25,25,24,23,24,26,10
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,25,25,25,26,26,26,26,26,26,26,26,00
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,00
,KEARNY MESA,23,23,23,23,23,23,23,23,23,24,24,24,24,24,25,24,25,24,24,25,25,24,24,24,24,25,14
,OTAY MESA DVN,25,24,25,24,25,25,25,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,PENDLETON,,,,,,,,,,,,,-8,P,P,25,25,25,26,26,26,26,26,26,22,26,18
,SAN YSIDRO,23,22,22,22,23,22,23,23,23,23,24,25,26,25,24,24,25,26,25,25,25,25,24,24,24,26,12
11 PM2.5 µg/M3,ALPINE,5.2,6.8,5.3,5.4,4.8,8.2,10.5,9.9,7.8,5.5,4.9,4.3,4.5,4.9,5.1,5.2,5.7,6.1,5.7,5.8,5.7,6.1,6.6,6.0,6.0,10.5,06
,CARMEL MT RCH,10.0,15.4,11.3,8.4,7.8,7.6,7.5,8.0,7.1,5.4,5.8,5.5,5.3,5.5,5.4,5.4,5.3,5.3,5.2,5.8,5.9,5.9,6.5,6.6,6.9,15.4,01
,CHULA VISTA,10.4,10.3,10.9,10.1,10.1,21.4,16.4,22.2,24.3,10.1,6.2,5.2,5.7,7.3,7.4,6.8,6.4,7.1,6.6,6.4,6.1,6.4,6.9,7.0,9.9,24.3,08
,DOWNTOWN SES,11.5,10.9,10.4,10.4,10.7,9.8,9.9,9.9,13.5,6.7,7.1,M,M,5.9,6.2,5.7,5.7,6.1,6.5,6.4,6.2,6.5,7.3,8.7,8.2,13.5,08
,EL CAJON LES,11.6,15.8,11.2,9.8,9.7,8.1,8.0,8.2,7.5,5.1,5.0,5.2,5.6,5.2,5.4,6.1,5.6,5.8,6.2,5.8,6.4,6.4,6.8,6.6,7.3,15.8,01
,KEARNY MESA,6.6,6.3,6.2,6.9,7.6,7.8,8.4,7.6,6.3,6.4,6.0,6.4,5.0,5.7,6.4,5.7,5.5,5.9,6.1,6.0,6.5,6.3,6.3,6.2,6.4,8.4,06
,OTAY MESA DVN,26.8,31.4,32.1,26.0,32.4,54.4,47.5,36.0,15.1,10.3,16.5,7.3,M,M,6.4,7.4,7.2,7.0,8.1,8.2,8.7,10.1,10.3,9.3,19.0,54.4,05
,PENDLETON,,,,,,,,,,,,,7.1,P,P,5.8,6.7,7.2,9.5,10.3,9.0,9.0,7.2,6.9,7.8,10.3,19
,SAN YSIDRO,10.5,10.7,16.9,22.1,36.3,41.1,45.0,57.7,41.4,8.5,5.7,5.2,5.5,6.8,7.5,6.6,6.1,7.3,8.0,7.9,8.5,9.5,9.1,8.9,16.3,57.7,07
12 VWDR °,ALPINE,63,49,101,357,165,147,136,168,306,229,304,294,292,282,260,256,250,258,292,294,238,218,162,109,0,357,03
,CHULA VISTA,58,90,307,93,84,101,104,132,153,263,268,256,259,257,253,275,265,274,285,309,346,78,123,101,0,346,20
,DOWNTOWN SES,63,69,112,96,113,110,104,114,132,218,219,216,218,218,251,259,267,292,311,325,330,346,65,52,0,346,21
,EL CAJON LES,58,108,86,103,87,95,87,72,98,66,168,229,242,236,225,231,226,245,245,223,220,210,106,13,0,245,17
,KEARNY MESA,48,44,63,74,83,80,75,123,150,161,201,234,237,228,243,280,277,284,296,312,311,84,89,17,0,312,19
,OTAY MESA DVN,122,104,113,84,132,141,145,256,326,317,287,292,293,291,274,287,291,301,295,333,93,71,91,105,0,333,19
,PENDLETON,,,,,,,,,,,,,220,P,P,274,289,295,318,327,81,81,44,53,0,327,19
13 SIGTHETA °,ALPINE,50,23,37,34,41,24,33,56,57,51,60,32,34,29,28,26,22,23,27,25,61,30,17,18,35,61,20
,CHULA VISTA,45,20,48,29,48,12,54,38,40,89,38,24,19,22,24,20,19,19,22,25,18,15,18,12,30,89,09
,DOWNTOWN SES,21,34,27,29,25,23,21,22,30,59,25,23,22,22,28,28,22,25,26,24,20,16,43,25,27,59,09
,EL CAJON LES,35,48,45,33,44,54,17,46,51,52,70,40,28,27,24,21,21,20,26,24,22,26,16,41,35,70,10
,KEARNY MESA,39,8,55,33,33,13,9,24,20,32,38,24,19,20,17,9,8,13,11,9,10,45,22,14,22,55,02
,OTAY MESA DVN,11,14,45,31,62,39,46,43,57,43,28,24,22,17,15,12,10,16,30,40,47,10,8,46,30,62,04
,PENDLETON,,,,,,,,,,,,,26,11,P,13,15,13,11,18,23,15,8,10,15,26,12
14 VWSP MPH,ALPINE,.4,.7,1.0,.4,.5,1.7,.8,.8,1.4,1.7,2.0,3.9,3.9,5.2,5.9,5.4,4.6,3.9,3.2,2.2,.3,.4,.5,.5,.0,5.9,14
,CHULA VISTA,.9,3.8,.3,1.0,.7,3.8,1.5,1.2,1.3,.6,3.6,5.9,7.2,6.9,6.0,6.6,5.0,4.3,2.3,2.5,1.5,.5,1.0,1.4,.0,7.2,12
,DOWNTOWN SES,1.6,1.3,1.4,1.6,1.9,1.9,1.4,1.5,1.8,1.4,5.3,6.2,7.1,6.4,5.0,5.0,4.8,3.6,3.8,3.7,3.3,1.3,.6,1.6,.0,7.1,12
,EL CAJON LES,.4,1.2,.4,1.8,1.3,1.2,2.6,1.3,1.3,.7,.9,3.4,4.4,5.8,6.7,5.8,4.9,4.1,2.0,1.6,1.4,.9,1.3,.3,.0,6.7,14
,KEARNY MESA,1.8,3.6,.6,2.1,1.9,2.8,2.9,1.7,4.1,2.8,3.7,6.4,7.7,8.4,8.9,9.2,6.6,3.8,4.5,6.5,2.4,1.1,1.5,1.8,.0,9.2,15
,OTAY MESA DVN,3.6,2.7,2.1,2.3,.6,1.7,1.9,.8,1.0,2.5,4.5,6.0,6.8,8.1,9.1,9.1,5.3,3.3,2.8,.9,.9,1.9,2.2,2.0,.0,9.1,14
,PENDLETON,,,,,,,,,,,,,4.0,P,P,6.2,5.1,5.0,5.2,3.0,1.0,1.8,5.1,4.5,.0,6.2,15
15 SWSP MPH,ALPINE,.9,1.1,1.3,.9,.6,1.9,1.0,1.1,1.9,2.4,3.0,4.8,4.7,5.8,6.5,6.0,4.9,4.3,3.5,2.4,.6,.5,.7,.6,2.6,6.5,14
,CHULA VISTA,1.0,4.1,1.1,1.2,1.1,3.9,2.0,1.4,1.7,1.8,4.2,6.5,7.6,7.4,6.5,7.0,5.3,4.5,2.6,2.9,1.6,.6,1.1,1.5,3.3,7.6,12
,DOWNTOWN SES,1.8,1.5,1.7,1.9,2.1,2.0,1.6,1.8,2.2,2.9,5.9,6.8,7.8,7.0,6.1,5.6,5.2,4.2,4.2,4.0,3.6,1.3,.8,1.7,3.5,7.8,12
,EL CAJON LES,.8,1.4,1.0,1.9,1.5,1.6,2.8,1.7,1.6,1.8,2.3,4.2,4.9,6.4,7.4,6.3,5.2,4.4,2.2,1.8,1.6,1.0,1.3,.4,2.7,7.4,14
,KEARNY MESA,2.0,3.6,1.2,2.5,2.0,2.9,3.0,2.0,4.5,3.7,4.5,6.9,8.0,9.0,9.8,9.3,6.6,3.9,4.6,6.6,2.4,1.2,1.6,2.2,4.3,9.8,14
,OTAY MESA DVN,3.7,2.7,2.3,2.6,1.5,1.9,2.3,1.1,2.0,3.2,5.0,6.6,7.4,8.5,9.4,9.3,5.4,3.4,3.4,1.5,1.1,2.0,2.2,2.6,3.8,9.4,14
,PENDLETON,,,,,,,,,,,,,4.1,P,P,6.4,5.3,5.1,5.3,3.2,1.1,1.8,5.2,4.6,4.2,6.4,15
16 AMBTEMP °F,ALPINE,59.4,57.0,58.1,55.2,53.1,50.1,51.1,52.4,53.6,57.7,60.9,63.5,64.6,66.1,65.2,61.7,58.7,57.1,56.3,55.5,54.9,54.7,54.4,53.4,57.3,66.1,13
,CARMEL MT RCH,57.5,56.4,56.6,57.0,58.0,58.5,58.8,59.8,62.6,64.9,66.6,68.2,69.1,70.9,69.6,65.1,63.2,62.4,62.1,61.5,60.5,59.0,57.8,58.0,61.8,70.9,13
,CHULA VISTA,58.9,59.2,59.2,58.3,58.7,60.5,61.1,62.6,65.0,66.4,68.3,69.5,69.3,69.1,68.6,66.4,65.4,64.4,64.6,64.8,63.6,61.6,59.5,58.7,63.5,69.5,11
,DOWNTOWN SES,62.1,62.0,61.8,61.2,60.9,60.2,60.8,62.3,64.6,66.9,69.0,69.1,69.2,68.9,67.6,66.6,64.8,64.2,64.6,64.4,64.0,63.0,61.3,60.1,64.2,69.2,12
,EL CAJON LES,55.4,54.3,54.4,55.3,56.6,56.8,57.8,59.3,62.4,64.6,68.5,71.2,71.5,71.9,70.4,68.1,65.7,63.3,63.1,62.8,61.9,60.7,58.6,58.0,62.2,71.9,13
,KEARNY MESA,60.3,59.7,59.7,60.1,60.2,59.5,59.2,62.1,64.2,65.9,68.0,68.9,69.4,69.2,68.4,65.1,63.7,62.2,62.9,63.0,62.1,60.2,57.1,56.6,62.8,69.4,12
,OTAY MESA DVN,57.6,57.0,56.6,59.0,57.4,58.6,59.0,60.4,62.9,64.7,67.5,69.0,69.3,68.9,67.6,64.4,61.7,60.8,61.0,61.1,60.0,59.4,58.3,57.5,61.7,69.3,12
,PENDLETON,,,,,,,,,,,,,-50.1,P,P,66.5,65.4,64.3,63.7,63.2,62.5,61.2,58.6,58.9,51.4,66.5,15
,SAN YSIDRO,58.7,58.8,60.1,59.5,59.2,61.0,61.9,63.2,65.6,67.9,70.4,70.5,70.6,69.4,68.7,67.6,65.6,64.6,64.3,64.1,62.8,62.2,60.4,59.1,64.0,70.6,12
17 RELHUM %,ALPINE,40,55,44,50,55,88,98,95,92,79,70,63,57,54,61,72,82,89,90,91,91,93,93,94,75,98,06
,EL CAJON LES,99,100,97,87,81,76,73,74,74,71,62,57,57,58,61,67,73,79,81,81,85,88,91,90,78,100,01
,KEARNY MESA,98,98,98,95,91,88,85,81,76,71,65,65,63,64,67,77,80,87,88,85,86,90,93,94,83,98,00
18 PRES mmHg,EL CAJON LES,748,748,748,748,748,749,749,750,750,750,750,749,749,748,748,748,748,748,749,749,749,749,749,750,749,750,07
,KEARNY MESA,749,749,749,749,749,750,750,750,751,751,751,750,750,749,749,749,749,749,750,750,750,750,750,750,750,751,08
19 SOLAR W/M2,EL CAJON LES,-1,-1,1,0,-1,-2,17,91,211,307,679,685,519,544,354,175,49,-2,0,-1,-1,-3,-3,-1,151,685,11
,KEARNY MESA,0,0,0,0,0,0,24,103,273,400,524,537,624,554,422,109,24,0,0,0,0,0,0,0,150,624,12
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,1,6,13,21,35,36,30,29,19,9,2,0,0,0,0,0,0,0,8,36,11
25 NOY,EL CAJON LES,11.87,10.32,10.51,8.06,7.04,C,C,6.88,5.82,3.14,4.00,5.86,6.66,5.44,4.88,5.76,5.33,6.66,6.89,5.23,7.76,7.69,7.50,8.17,6.88,11.87,00
26 NOY-NO,EL CAJON LES,11.45,9.91,10.04,7.70,6.69,C,C,5.95,4.77,2.48,3.18,4.52,5.06,4.16,3.86,4.91,4.72,6.03,6.36,4.75,6.99,7.21,7.17,7.74,6.16,11.45,00
27 NO Trace,EL CAJON LES,.41,.41,.47,.36,.34,C,C,.93,1.05,.65,.82,1.33,1.59,1.27,1.01,.85,.61,.63,.53,.47,.76,.48,.32,.43,.71,1.59,12
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,363.7,349.4,C,C,C,281.5,266.7,280.5,267.7,194.4,209.3,233.2,241.3,201.3,192.2,212.4,220.1,250.1,261.4,219.3,252.6,273.6,288.0,251.4,252.8,363.7,00
BCarbon ug/m3,10TH AVE MARINE TERM,1.12,.69,1.64,.64,1.34,<,.76,1.22,4.56,1.23,.53,.19,.23,.14,<,.15,.20,<,<,<,.42,.19,.36,.74,.86,4.56,08
,BOSTON AVE,.76,.67,.60,.55,.64,.65,.77,1.29,1.13,.80,.52,.28,.31,.22,.27,.45,.34,.25,.46,.36,.28,.36,.64,.86,.56,1.29,07
,CHICANO PARK,.35,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.35,.35,00
,DOWNTOWN SES,.35,.32,<,<,.38,.34,.43,<,.99,.48,<,.17,.19,.16,.27,.19,<,.18,<,.14,.12,.25,<,1.40,.37,1.40,23
,OCEANVIEW BLVD,.51,.46,.44,<,.38,.43,<,<,.90,<,.35,.12,.21,.17,.21,.20,.23,.21,.21,<,.17,.24,.34,<,.32,.90,08
,SAN YSIDRO,.42,.55,<,<,5.65,5.79,6.03,<,<,<,.18,.10,.12,<,.14,.12,.26,<,.30,.42,<,1.04,<,.63,1.45,6.03,06
PM10 STD,ALPINE,12.3,18.0,14.4,13.5,12.4,17.7,21.7,19.9,15.0,10.3,10.1,11.5,12.1,13.5,17.9,18.8,18.3,16.5,14.4,14.4,14.4,13.9,14.2,12.2,14.8,21.7,06
,CARMEL MT RCH,20.8,75.8,35.7,20.3,16.6,16.2,15.9,18.1,18.1,13.8,22.7,20.4,18.8,19.9,19.0,19.6,15.2,15.0,13.2,14.2,13.6,14.5,17.8,16.7,20.4,75.8,01
,CHULA VISTA,18.3,18.9,20.4,17.3,18.8,42.7,35.4,43.5,55.2,21.3,15.6,14.1,16.3,19.2,20.3,19.7,17.7,19.6,17.0,15.3,13.9,14.1,16.2,15.9,21.9,55.2,08
,DOWNTOWN SES,19.9,18.6,17.1,19.4,19.6,18.7,20.0,20.5,28.1,17.5,17.2,M,M,18.1,18.7,16.8,16.7,17.4,16.8,15.1,17.0,17.2,18.6,21.0,18.6,28.1,08
,EL CAJON LES,18.5,26.7,17.9,19.5,19.4,18.2,19.5,22.0,19.5,12.0,13.2,12.9,16.5,16.0,16.6,18.1,16.6,15.7,16.3,15.9,16.1,16.2,15.6,15.5,17.2,26.7,01
,KEARNY MESA,11.8,13.4,11.6,13.6,15.5,17.1,19.2,17.3,14.4,15.5,15.7,18.1,13.9,16.8,20.5,16.1,14.9,17.3,18.7,16.1,17.8,16.3,15.4,15.0,15.9,20.5,14
,OTAY MESA DVN,59.0,70.4,80.0,50.9,65.5,125.0,142.4,117.7,49.9,26.0,43.4,24.8,M,M,20.8,22.0,19.9,20.0,30.4,30.9,34.9,45.6,58.5,39.0,53.5,142.4,06
,PENDLETON,,,,,,,,,,,,,19.7,P,P,21.7,23.4,23.1,34.8,37.6,31.0,28.7,18.2,15.5,25.3,37.6,19
,SAN YSIDRO,19.7,22.6,33.2,43.4,68.0,75.6,87.9,124.9,94.4,18.9,17.8,17.5,18.8,25.6,23.5,21.3,19.3,24.7,26.2,24.8,28.3,26.7,24.8,23.8,37.9,124.9,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
