Current Date:,4/25/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
4/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.049,.048,.047,.048,.049,.05,.051,.054,.057,.058,.059,.058,.056,.054,.05,.046,.042,.04,.039,.038,.037,.04,.043,.043,0.048,0.059,10
,CHULA VISTA,.03,.03,.03,.032,.032,.034,.037,.038,.042,.044,.045,.046,.045,.044,.043,.044,.043,.043,.043,.043,.043,.043,.041,.039,0.039,0.046,11
,EL CAJON LES,,,,.025,.027,.031,.036,.041,.045,.049,.051,.051,.05,.047,.044,.041,.039,.037,.035,.034,.034,,,,0.039,0.051,10
,KEARNY MESA,.019,.019,.021,.024,.027,.028,.032,.037,.042,.046,.049,.049,.047,.045,.043,.039,.036,.035,.033,.032,.032,.031,.03,.03,0.034,0.049,10
,OTAY MESA DVN,.019,,,.025,.029,.034,.04,.045,.05,.051,.053,.053,.052,.049,.047,.045,.042,.04,.037,.036,.035,.033,.032,.03,0.039,0.053,10
,PENDLETON,,,,,,,,,,,,,.048,.048,.047,.046,.046,.046,.045,.045,.045,.044,.042,.04,0.045,0.048,12
