Current Date:,4/18/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
4/17/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.046,.047,.047,.048,.048,.049,.052,.054,.056,.057,.058,.059,.058,.058,.056,.055,.054,.053,.053,.053,.053,.053,.053,.052,0.053,0.059,11
,CHULA VISTA,.039,.038,.038,.039,.04,.042,.045,.048,.049,.049,.05,.05,.05,.048,.046,.042,.039,.037,.034,.031,.029,.024,.022,.02,0.039,0.05,10
,EL CAJON LES,,,,.046,.047,.048,.051,.054,.056,.057,.058,.058,.058,.057,.055,.051,.048,.046,.043,.041,.039,,,,0.05,0.058,10
,KEARNY MESA,,,,,,,.052,.053,.053,.055,.056,.057,.056,.054,.051,.049,.047,.044,.04,.038,.037,.032,.028,.026,0.046,0.057,11
,OTAY MESA DVN,.045,.045,.046,.046,.047,.048,.05,.051,.052,.053,.053,.053,.052,.051,.05,.047,.044,.042,.04,.039,.037,.034,.031,.03,0.045,0.053,09
,PENDLETON,.032,.03,.029,.032,.034,.038,.042,.046,.049,.051,.052,.052,.052,.05,.048,.045,.042,.039,.036,.034,.031,.028,.025,.023,0.039,0.052,10
