Current Date:,4/21/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
4/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.038,.041,.043,.044,.046,.048,.051,.054,.056,.057,.058,.057,.056,.054,.051,.048,.046,.044,.043,.042,.041,.043,.044,.045,0.047,0.058,10
,CHULA VISTA,.025,.028,.03,.031,.033,.036,.038,.041,.043,.045,.046,.046,.045,.043,.041,.039,.036,.032,.028,.027,.025,.02,.017,.015,0.033,0.046,10
,EL CAJON LES,,,,.038,.04,.042,.045,.049,.053,.054,.055,.055,.054,.052,.049,.045,.041,.037,.034,.031,.028,,,,0.044,0.055,10
,KEARNY MESA,.026,.03,.034,.036,.038,.042,.046,.049,.049,.051,.052,.051,.05,.047,.044,.04,.036,.031,.026,.024,.022,.018,.015,.016,0.036,0.052,10
,OTAY MESA DVN,.028,.03,.033,.035,.036,.038,.042,.047,.05,.051,.051,.05,.049,.047,.044,.042,.038,.035,.031,.03,.028,.025,.024,.022,0.037,0.051,09
,PENDLETON,.024,.026,.029,.032,.033,.037,.041,.044,.046,.047,.047,.047,.046,.044,.04,.038,.035,.032,.029,.027,.024,,,,0.036,0.047,09
