Current Date:,4/10/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
4/9/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.045,.046,C,C,.047,.049,.053,.052,.050,.054,.055,.056,.056,.057,.059,.060,.064,.062,.057,.057,.049,.053,.056,.051,.054,.064,16
,CHULA VISTA,.014,.007,C,C,.004,.001,.007,.018,.027,.038,.042,.046,.048,.049,.050,.050,.045,.044,.040,.039,.029,.008,.006,.009,.028,.050,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.024,.020,C,C,C,.003,.006,.009,.024,.029,.045,.056,.064,.068,.063,.056,.052,.054,.050,.034,.040,.035,.023,.021,.036,.068,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.021,C,C,.004,.004,.010,.015,.022,.033,.042,.053,.056,.058,.058,.054,.054,.061,.051,.039,.029,.025,.018,.016,.033,.061,17
,OTAY MESA DVN,.028,.027,C,C,.016,.013,.013,.021,.032,.034,.046,.050,.054,.057,.061,.055,.055,.050,.043,.039,.025,.013,.022,.024,.035,.061,14
,PENDLETON,.022,C,C,.010,.009,.009,.010,.020,<,<,<,<,<,<,.052,.048,.053,.054,.049,.036,.027,.034,.037,.028,.031,.054,17
02 NOX PPM,ALPINE,.000,.000,C,C,.002,.003,.001,.002,.004,.001,.000,.001,.002,.001,.000,.001,.007,.005,.007,.006,.004,.002,.002,.001,.002,.007,16
,CARMEL MT RCH,.027,.028,C,C,C,.059,.071,.045,.060,.041,M,.030,.030,.026,.029,.024,.028,.028,.034,.029,.042,.036,.031,.029,.036,.071,06
,CHULA VISTA,.018,.017,C,C,.024,.045,.042,.029,.023,.015,.018,.014,.007,.004,.005,.003,.003,.005,.006,.005,.009,.029,.025,.020,.017,.045,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.025,.034,.050,.025,.026,.014,.007,.008,.008,.009,.006,.006,.007,.009,.013,.007,.008,.014,.013,.014,.050,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.017,.008,C,C,.030,.028,.026,.035,.037,.019,.015,.007,.005,.004,.007,.006,.006,.007,.012,.014,.018,.020,.019,.021,.016,.037,08
,OTAY MESA DVN,.005,.005,C,C,.013,.016,.021,.014,.006,.018,.015,.016,.011,.007,.004,.003,.003,.003,.004,.004,.017,.031,.025,.027,.012,.031,21
,PENDLETON,.008,C,C,.013,.014,.013,.017,.024,<,<,<,<,<,<,.020,.018,.012,.010,.010,.019,.028,.019,.018,.017,.016,.028,20
03 NO2 PPM,ALPINE,.000,.000,C,C,.002,.002,.001,.002,.003,.000,.000,.000,.001,.000,.000,.001,.007,.005,.007,.005,.004,.002,.002,.001,.002,.007,16
,CARMEL MT RCH,.022,.023,C,C,C,.026,.027,.021,.027,.020,M,.017,.017,.016,.018,.016,.020,.022,.030,.028,.037,.031,.029,.026,.024,.037,20
,CHULA VISTA,.017,.016,C,C,.018,.022,.021,.018,.015,.011,.013,.011,.005,.003,.003,.002,.002,.004,.004,.004,.008,.025,.023,.018,.012,.025,21
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.013,.014,.020,.015,.016,.010,.005,.006,.006,.008,.005,.005,.007,.009,.013,.007,.008,.014,.012,.009,.020,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.016,.008,C,C,.022,.019,.016,.020,.023,.013,.011,.006,.004,.003,.005,.005,.005,.007,.012,.014,.017,.020,.019,.020,.013,.023,08
,OTAY MESA DVN,.004,.005,C,C,.011,.013,.014,.009,.004,.013,.011,.013,.009,.006,.004,.002,.003,.002,.004,.004,.016,.031,.025,.025,.010,.031,21
,PENDLETON,.007,C,C,.009,.010,.010,.009,.012,<,<,<,<,<,<,.007,.007,.004,.002,.002,.010,.018,.011,.010,.008,.009,.018,20
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.000,.001,.001,.000,.000,.001,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,05
,CARMEL MT RCH,.006,.005,C,C,C,.033,.045,.024,.033,.021,M,.013,.013,.011,.011,.008,.008,.006,.005,.002,.005,.005,.002,.003,.013,.045,06
,CHULA VISTA,.001,.001,C,C,.006,.022,.022,.011,.008,.004,.005,.004,.002,.001,.001,.001,.001,.001,.001,.001,.001,.004,.002,.002,.005,.022,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.011,.020,.030,.010,.009,.004,.002,.001,.001,.002,.001,.002,.001,.000,.000,.000,.000,.000,.000,.004,.030,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.000,C,C,.008,.009,.010,.015,.014,.006,.004,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.003,.015,07
,OTAY MESA DVN,.000,.000,C,C,.002,.003,.008,.005,.002,.005,.004,.003,.002,.001,.001,.001,.001,.000,.000,.000,.001,.001,.000,.002,.002,.008,06
,PENDLETON,.001,C,C,.004,.004,.004,.008,.012,<,<,<,<,<,<,.013,.010,.009,.008,.008,.008,.010,.008,.008,.010,.008,.013,14
