Current Date:,4/26/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
4/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.046,.047,.048,.048,.049,.05,.053,.056,.059,.061,.061,.061,.06,.058,.053,.048,.043,.038,.034,.032,.03,.03,.029,.027,0.046,0.061,09
,CHULA VISTA,.037,.035,.034,.036,.038,.039,.041,.043,.045,.047,.048,.047,.046,.045,.044,.042,.041,.04,.039,.039,.039,.039,.038,.037,0.04,0.048,10
,EL CAJON LES,,,,.029,.033,.036,.041,.046,.049,.052,.053,.054,.052,.049,.046,.044,.042,.041,.04,.039,.039,,,,0.043,0.054,11
,KEARNY MESA,.029,.027,.028,.031,.033,.036,.04,.044,.047,.05,.051,.05,.049,.048,.045,.044,.043,.042,.042,.041,.041,.042,.042,.042,0.041,0.051,10
,OTAY MESA DVN,.028,.028,.029,.032,.034,.038,.042,.045,.049,.052,.054,.054,.052,.05,.047,.045,.043,.041,.039,.038,.038,.036,.035,.034,0.04,0.054,10
,PENDLETON,.036,.034,.033,.035,.037,.038,.04,.043,.045,.047,.048,.048,.048,.047,.047,.048,.047,.047,.046,.046,.046,.045,.044,.043,0.043,0.048,10
