Current Date:,4/24/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
4/23/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.055,.054,.052,.053,.054,.055,.056,.059,.061,.062,.063,.061,.058,.055,.052,.049,.047,.046,.045,.046,.047,.049,.05,.049,0.053,0.063,10
,CHULA VISTA,.025,.025,.027,.03,.032,.037,.041,.044,.046,.048,.049,.048,.047,.045,.043,.041,.04,.038,.036,.036,.035,.035,.033,.031,0.038,0.049,10
,EL CAJON LES,,,,.027,.031,.034,.039,.045,.051,.054,.056,.055,.054,.05,.046,.042,.038,.034,.03,.028,.026,,,,0.041,0.056,10
,KEARNY MESA,.021,.022,.024,.026,.029,.032,.037,.041,.045,.048,.05,.05,.049,.046,.043,.038,.035,.031,.027,.025,.023,.021,.02,.02,0.033,0.05,10
,OTAY MESA DVN,.018,.018,.02,.024,.028,.033,.039,.045,.051,.054,.056,.056,.053,.051,.047,.042,.038,.035,.031,.029,.027,.025,.022,.02,0.035,0.056,10
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
