,KEARNY MESA,.004,.004,C,C,.006,.013,.029,.016,.010,.007,.010,M,M,.012,.012,.009,.017,.032,.033,.030,.033,.021,.018,.014,.017,.033,18
,OTAY MESA DVN,.005,.005,C,C,.009,.017,.012,M,M,.010,.009,M,.015,.009,.007,.007,.006,.007,.011,.030,.028,.033,.040,.042,.016,.042,23
,PENDLETON,.005,.005,C,C,.006,.008,.009,.008,.008,.009,.011,.012,.011,.012,.012,.014,.021,.012,.011,.029,.029,.021,.014,.012,.013,.029,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.004,.001,.003,.002,.001,.000,.001,.001,.004,.004,.002,.001,.000,.001,.000,.000,.000,.000,.001,.004,06
,CARMEL MT RCH,.003,.006,C,C,.015,.037,.052,.059,.065,.032,.043,.024,.016,.013,.016,.014,.011,.020,.029,.025,.040,.014,.008,.005,.025,.065,08
,CHULA VISTA,.000,.000,C,C,.000,.001,.013,.021,.023,M,M,.005,.002,.001,.001,.001,.001,.001,.001,.014,.023,.014,.005,.002,.006,.023,08
,DOWNTOWN SES,.000,.000,C,C,.001,.001,.013,.014,.014,.029,.022,.018,.005,.001,.001,.001,.000,.001,.001,.004,.009,.013,.016,.008,.008,.029,09
,EL CAJON LES,.017,.017,C,C,C,.023,.043,.060,.046,.032,.024,.010,.007,.009,.005,.002,.001,.001,.003,.008,.020,.024,.025,.030,.019,.060,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.003,.002,.003,.002,.004,M,M,.004,.003,.001,.001,.004,.008,.002,.003,.001,.000,.000,.002,.008,18
,OTAY MESA DVN,.001,.001,C,C,.004,.014,.005,M,M,.008,.003,M,.007,.003,.002,.001,.000,.000,.002,.004,.003,.002,.009,.027,.005,.027,23
,PENDLETON,.000,.000,C,C,.002,.001,.001,.002,.004,.004,.010,.011,.007,.007,.006,.004,.003,.000,.001,.005,.003,.002,.001,.001,.003,.011,11
06 CO PPM,CARMEL MT RCH,.5,.5,C,C,C,1.1,1.2,2.2,1.5,.9,.8,.6,.5,.5,.6,.6,.5,1.0,1.3,1.6,1.9,2.0,1.2,.8,1.0,2.2,07
10 INTMP °C,ALPINE,27,26,26,27,27,27,27,27,26,25,25,25,24,24,24,24,25,25,26,26,26,27,27,27,26,27,00
,CARMEL MT RCH,26,27,27,26,27,27,27,27,26,25,24,24,25,25,25,25,25,26,26,26,27,27,26,26,26,27,01
,CHULA VISTA,23,23,22,22,22,21,21,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,23,00
,DOWNTOWN SES,26,26,26,26,26,27,27,27,26,25,24,24,24,24,24,24,24,25,26,26,26,26,26,27,26,27,05
,EL CAJON LES,29,29,29,29,29,29,29,29,29,29,28,28,28,27,27,27,27,28,28,28,28,29,29,29,28,29,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,26,25,25,25,26,21
,OTAY MESA DVN,26,27,26,26,26,26,26,26,27,27,26,26,26,25,25,25,24,25,25,26,26,26,26,26,26,27,01
,PENDLETON,27,26,27,27,27,26,26,25,26,26,25,24,24,24,24,24,25,26,27,26,27,27,27,26,26,27,00
11 PM2.5 µg/M3,ALPINE,3.1,.9,-2.6,-3.1,-2.2,-2.2,-1.2,-.4,-1.2,-2.0,-2.3,-2.8,-2.5,-1.4,.3,3.8,4.9,5.3,12.6,8.0,3.9,10.0,6.8,3.4,1.6,12.6,18
,DOWNTOWN SES,4.3,1.8,2.3,2.5,2.4,2.0,3.3,4.1,8.9,7.0,M,M,6.7,5.0,5.6,8.7,18.9,6.6,10.6,14.2,11.5,10.6,14.6,10.5,7.3,18.9,16
,EL CAJON LES,14.7,11.5,17.3,8.9,9.1,9.4,8.2,7.5,11.9,11.3,9.3,5.8,1.8,1.1,4.8,7.5,6.3,5.6,9.8,14.2,19.9,17.7,13.3,14.2,10.0,19.9,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,2.4,1.5,3.9,4.3,1.2,-1.1,-.5,2.5,3.4,2.3,.8,11.1,8.9,8.2,4.6,6.1,4.3,4.6,4.1,21.0,14.8,17.8,25.0,37.1,7.8,37.1,23
,PENDLETON,.1,1.0,1.2,-.4,-.4,.2,-.1,3.7,3.3,1.8,2.2,4.4,6.1,8.4,6.5,6.8,6.8,4.4,7.9,7.4,10.5,11.1,9.5,9.9,4.6,11.1,21
12 VWDR °,ALPINE,31,37,81,108,101,97,78,96,128,297,288,306,273,297,305,308,327,343,83,5,343,89,90,100,0,343,17
,CHULA VISTA,51,78,60,56,44,67,60,59,45,3,271,257,243,261,262,267,283,280,42,64,58,66,61,74,0,283,16
,DOWNTOWN SES,38,42,89,50,55,52,45,36,45,321,234,199,205,196,195,188,175,156,113,70,351,13,26,37,0,351,20
,EL CAJON LES,98,135,210,88,114,209,92,228,40,342,268,277,231,236,242,215,203,171,101,94,286,151,254,236,0,342,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,59,60,63,63,63,43,32,48,43,24,321,299,244,240,233,233,257,173,126,88,47,79,47,59,0,321,10
,OTAY MESA DVN,86,30,35,62,17,46,62,82,142,1,340,314,298,304,309,332,326,11,20,113,97,350,323,160,0,350,21
,PENDLETON,68,64,57,59,60,48,64,65,63,61,320,287,276,290,272,226,180,155,155,46,113,67,70,64,0,320,10
13 SIGTHETA °,ALPINE,51,40,71,42,25,52,48,20,18,35,34,22,28,25,24,22,20,25,17,15,14,17,16,12,29,71,02
,CHULA VISTA,22,26,26,35,15,14,16,16,27,20,19,17,20,21,22,21,16,19,40,16,38,16,15,24,22,40,18
,DOWNTOWN SES,40,36,46,53,26,13,13,11,35,33,26,17,17,21,18,22,15,13,12,28,15,7,17,17,23,53,03
,EL CAJON LES,35,59,53,48,40,38,32,62,40,51,50,68,34,21,19,22,19,39,63,52,37,53,48,49,43,68,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5,10,6,7,9,10,9,8,18,28,17,22,16,12,14,14,6,24,8,10,11,9,6,7,12,28,09
,OTAY MESA DVN,53,68,50,40,30,19,47,22,56,39,19,16,11,11,12,12,12,9,26,49,50,50,31,42,32,68,01
,PENDLETON,13,13,13,14,13,16,13,12,13,15,37,19,17,18,16,21,16,9,50,21,11,13,12,11,17,50,18
14 VWSP MPH,ALPINE,.8,1.0,.9,1.0,.9,.5,.7,1.1,.8,.6,1.9,3.4,3.6,4.0,4.3,3.8,2.5,1.3,2.1,1.4,1.2,1.6,.9,1.5,.0,4.3,14
,CHULA VISTA,4.6,1.6,1.5,1.5,2.0,2.4,2.1,2.2,1.4,2.2,3.0,4.9,5.1,5.3,5.0,3.3,2.3,1.1,.4,1.2,.6,1.7,1.5,1.4,.0,5.3,13
,DOWNTOWN SES,3.5,1.8,.7,1.3,2.4,3.6,2.8,4.5,1.4,1.1,3.4,5.2,6.4,5.8,5.7,3.6,2.4,1.8,1.4,.1,1.9,1.6,1.3,3.1,.0,6.4,12
,EL CAJON LES,.9,.4,.2,.7,.6,.2,.0,.3,.1,.4,.7,.1,3.1,5.2,5.4,4.0,2.3,.9,.3,.2,.1,.0,.1,.4,.0,5.4,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.7,5.7,6.6,6.3,5.8,4.6,4.8,5.0,2.6,2.6,4.8,4.2,6.3,8.2,7.1,4.7,3.9,1.9,3.0,1.9,2.1,2.7,5.0,4.6,.0,8.2,13
,OTAY MESA DVN,1.6,2.0,2.2,1.6,2.9,2.7,1.3,2.7,.5,1.5,3.7,5.5,7.1,7.4,6.6,5.3,3.7,5.9,2.7,.8,1.2,.4,.4,.7,.0,7.4,13
,PENDLETON,8.0,9.0,7.5,7.1,9.8,5.7,8.0,8.7,7.8,4.9,1.5,3.0,3.0,3.6,2.9,2.2,2.6,4.0,2.7,.9,3.3,4.3,4.9,6.1,.0,9.8,04
15 SWSP MPH,ALPINE,1.2,1.3,1.5,1.4,1.1,1.1,1.1,1.2,.9,1.3,2.2,3.6,4.2,4.4,4.7,4.0,2.7,1.7,2.2,1.6,1.2,1.7,1.0,1.6,2.0,4.7,14
,CHULA VISTA,4.8,1.8,1.7,1.8,2.1,2.4,2.2,2.4,1.9,2.3,3.5,5.2,5.5,5.7,5.4,3.5,2.4,1.1,.5,1.3,.7,1.7,1.6,1.7,2.6,5.7,13
,DOWNTOWN SES,4.0,2.4,1.8,1.7,2.7,3.7,2.9,4.6,2.4,1.6,3.7,5.5,6.7,6.2,6.0,4.0,2.5,1.9,1.5,.6,2.0,1.6,1.4,3.2,3.1,6.7,12
,EL CAJON LES,1.2,1.0,.7,1.0,1.5,.5,.0,.4,.2,.6,1.0,.8,3.6,5.6,5.8,4.3,2.5,1.4,.4,.2,.1,.1,.1,.8,1.4,5.8,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.8,5.8,6.7,6.3,5.9,4.7,4.9,5.1,2.7,2.9,5.6,4.5,6.6,8.4,7.3,4.9,3.9,3.4,3.2,2.1,2.2,2.9,5.0,4.7,4.8,8.4,13
,OTAY MESA DVN,2.7,3.3,2.8,2.5,3.4,3.6,2.2,3.7,1.1,1.8,3.9,5.9,7.2,7.6,7.3,5.5,4.0,5.9,2.8,1.1,1.7,.4,.7,.9,3.4,7.6,13
,PENDLETON,8.2,9.2,7.8,7.3,10.0,6.0,8.2,8.9,8.0,5.1,2.9,3.2,3.2,3.8,3.0,2.5,2.7,4.0,3.2,1.8,3.6,4.4,5.0,6.4,5.4,10.0,04
16 AMBTEMP °F,ALPINE,59.1,59.9,58.3,56.7,57.6,56.0,57.6,58.0,63.6,70.9,74.9,76.4,77.1,76.3,74.2,70.2,63.3,56.6,55.0,55.5,54.2,51.7,51.8,51.2,61.9,77.1,12
,CARMEL MT RCH,58.7,58.0,56.8,56.1,55.4,57.5,57.8,55.2,63.2,68.6,72.7,73.9,74.3,74.1,71.7,68.9,65.3,60.5,57.5,55.5,53.5,51.3,49.9,48.5,61.0,74.3,12
,CHULA VISTA,57.8,51.6,51.7,52.1,50.4,49.9,49.5,53.9,60.1,65.9,68.7,66.1,65.1,65.7,65.0,63.5,61.0,58.3,55.5,53.5,51.0,50.2,49.1,48.6,56.8,68.7,10
,DOWNTOWN SES,57.4,55.8,54.6,54.9,55.4,56.3,54.3,57.4,63.0,67.9,70.1,69.2,65.4,63.8,63.4,62.8,61.6,59.3,57.2,55.5,54.4,53.5,51.6,51.7,59.0,70.1,10
,EL CAJON LES,42.6,41.2,40.4,39.7,38.4,38.0,37.6,39.7,48.0,58.9,66.9,74.1,78.0,76.0,72.6,69.0,65.4,60.5,56.1,52.7,50.5,48.2,46.2,44.4,53.5,78.0,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,56.9,56.2,56.5,57.1,57.0,57.9,56.8,58.1,65.7,71.3,72.9,74.3,74.2,72.2,69.3,66.9,64.7,60.1,55.5,53.6,53.1,50.3,50.0,48.2,60.8,74.3,11
,OTAY MESA DVN,61.8,61.6,62.0,59.6,60.5,58.6,58.3,59.2,65.4,69.4,71.7,72.8,70.6,69.5,67.6,66.5,63.7,59.3,57.8,57.6,56.8,55.5,53.9,52.9,62.2,72.8,11
,PENDLETON,58.8,57.2,57.2,56.5,56.1,54.7,55.4,55.8,59.2,65.3,66.1,63.6,63.3,63.3,64.2,64.0,62.2,59.7,58.9,55.6,55.2,52.7,49.7,48.0,58.4,66.1,10
17 RELHUM %,ALPINE,10,9,10,12,11,12,11,13,17,12,9,8,13,13,16,25,38,51,47,39,41,42,37,35,22,51,17
,EL CAJON LES,61,66,67,68,71,71,72,66,50,32,23,14,13,19,36,50,56,62,68,73,75,75,79,83,56,83,23
,KEARNY MESA,25,26,25,23,23,21,22,23,19,16,15,12,17,19,33,39,39,54,68,63,64,72,70,71,36,72,21
18 PRES mmHg,EL CAJON LES,754,753,753,753,753,752,752,753,753,753,752,751,750,750,750,750,750,750,750,750,751,751,751,751,752,754,00
,KEARNY MESA,754,754,754,754,753,753,753,753,753,753,753,752,751,751,751,751,751,751,751,752,752,752,752,752,752,754,00
19 SOLAR W/M2,EL CAJON LES,-1,-1,0,-1,-1,-1,2,51,271,471,600,660,669,573,424,240,54,-4,-3,-2,-2,-2,-1,-1,166,669,12
,KEARNY MESA,0,0,0,0,0,0,2,96,290,466,581,623,594,562,423,249,63,0,-1,0,0,0,0,0,165,623,11
25 NOY,EL CAJON LES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
26 NOY-NO,EL CAJON LES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
27 NO Trace,EL CAJON LES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.2,.3,.3,.3,.2,.1,.3,.4,.3,.2,.2,.1,.1,.1,.2,.2,.2,.2,.2,.4,13
29 CO Tr PPB,EL CAJON LES,605.0,589.6,C,C,C,459.1,621.0,824.8,803.1,719.5,690.8,411.5,353.3,423.4,362.6,307.8,328.0,382.5,528.2,559.0,755.1,865.8,819.3,764.2,579.6,865.8,21
BCarbon ng/m3,DOWNTOWN SES,423.5,369.7,279.1,320.9,230.6,382.8,975.0,1488.5,752.5,1287.2,1652.8,1826.7,782.6,572.3,627.6,413.1,444.1,603.9,948.4,2500.8,1567.1,1637.6,1927.0,1908.0,996.7,2500.8,19
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
