,DOWNTOWN SES,.001,.002,C,C,.001,.007,.027,.050,.061,.012,.006,.016,.011,.005,.004,.004,.002,.001,.003,.008,.026,.029,.024,.024,.015,.061,08
,EL CAJON LES,.000,.000,C,C,C,.008,.022,.056,.066,.018,.005,.002,.002,.001,.001,.001,.001,.001,.002,.003,.004,.006,.007,.007,.010,.066,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.003,.019,.008,.005,.005,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.002,.019,07
,OTAY MESA DVN,.000,.001,C,C,.004,.002,.005,.029,.006,.021,.019,.005,.003,.003,.004,.002,.001,.000,.004,.006,.007,.000,.001,.000,.006,.029,07
,PENDLETON,.001,.001,.000,.001,.001,.001,.006,.003,.005,.004,.003,.002,.003,.003,.002,.001,.000,.001,.005,.003,.003,.003,.002,.001,.002,.006,06
06 CO PPM,CARMEL MT RCH,.3,.4,C,C,C,1.0,1.5,1.2,.6,.6,.4,.5,.5,.5,.5,.5,.5,.7,1.1,1.2,1.2,.9,.8,.8,.7,1.5,06
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,27,26,25,25,24,24,25,25,25,25,25,25,26,26,26,26,26,26,27,00
,CARMEL MT RCH,27,27,27,27,27,27,26,26,26,25,25,25,25,25,25,25,25,26,26,27,26,26,27,27,26,27,00
,CHULA VISTA,22,21,21,20,20,19,20,21,21,23,22,M,24,25,24,24,24,25,25,24,24,24,24,24,23,25,13
,DOWNTOWN SES,26,26,26,26,27,26,27,27,26,25,24,24,24,24,24,24,24,25,25,25,26,26,26,26,25,27,04
,EL CAJON LES,26,26,26,26,26,26,26,27,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,27,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,26,25,25,25,25,25,24,24,24,24,24,24,25,24,25,25,25,25,25,25,25,26,04
,OTAY MESA DVN,27,27,27,27,27,26,26,26,26,26,27,27,26,26,26,25,25,26,26,27,27,27,27,27,26,27,00
,PENDLETON,25,25,24,24,23,23,23,22,23,24,24,23,23,23,24,24,24,25,26,26,26,25,25,25,24,26,18
11 PM2.5 µg/M3,ALPINE,1.9,-.2,-1.8,-1.7,1.1,.6,.8,-1.6,-5.1,-4.5,-1.7,-.9,-1.1,.0,1.0,3.9,1.6,2.1,4.4,6.1,5.7,3.6,4.3,2.9,.8,6.1,19
,DOWNTOWN SES,6.1,6.5,4.2,5.3,5.1,3.0,2.5,5.7,5.5,2.7,4.0,10.7,8.8,5.7,3.4,5.4,8.7,7.7,10.2,8.8,11.3,15.6,16.9,15.2,7.4,16.9,22
,EL CAJON LES,6.9,4.4,2.0,3.2,3.7,2.9,2.4,4.2,13.5,7.0,5.1,3.7,2.0,1.8,.9,1.0,1.9,4.2,8.3,14.3,12.5,12.6,14.5,9.8,5.9,14.5,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,4.9,3.0,6.8,16.8,18.7,18.0,20.6,18.5,6.6,13.7,18.4,4.8,M,M,M,M,7.3,6.8,9.5,12.0,24.0,14.9,16.2,2.7,12.2,24.0,20
,PENDLETON,3.0,5.0,3.4,1.3,2.9,3.7,1.6,-.4,2.6,3.0,3.8,3.6,5.1,4.5,4.7,5.1,6.1,6.6,8.2,7.6,6.6,8.8,6.3,5.1,4.5,8.8,21
12 VWDR °,ALPINE,12,344,44,30,25,29,45,60,108,246,267,292,295,275,269,261,265,340,83,70,88,81,113,57,0,344,01
,CHULA VISTA,95,60,61,56,67,99,82,20,100,124,130,M,256,272,268,256,228,270,127,109,97,64,79,83,0,272,13
,DOWNTOWN SES,29,24,68,34,61,50,329,27,100,101,239,231,214,269,282,291,291,332,332,52,40,42,331,48,0,332,17
,EL CAJON LES,92,167,111,110,219,254,178,255,102,71,34,303,213,M,287,263,263,314,115,96,120,100,206,79,0,314,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,359,0,25,21,61,60,348,14,19,142,181,320,308,289,289,276,289,304,348,40,42,67,33,87,0,359,00
,OTAY MESA DVN,95,55,64,120,126,126,128,130,339,154,167,223,290,298,293,304,303,352,31,103,101,40,88,19,0,352,17
,PENDLETON,39,56,47,48,39,46,55,60,68,36,345,254,288,273,251,243,253,186,30,42,51,26,41,46,0,345,10
13 SIGTHETA °,ALPINE,41,54,16,20,32,27,19,55,20,35,43,43,35,31,31,26,31,27,24,39,34,24,47,70,34,70,23
,CHULA VISTA,17,40,58,29,57,25,35,27,16,25,42,M,23,19,19,20,19,26,45,33,46,54,51,59,34,59,23
,DOWNTOWN SES,40,33,41,62,35,50,23,42,19,35,55,23,19,24,20,28,23,21,32,36,52,42,34,47,35,62,03
,EL CAJON LES,55,37,37,62,48,48,38,34,46,55,62,82,61,M,21,19,19,32,54,57,53,52,48,64,47,82,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,14,19,19,17,9,9,17,41,19,31,32,21,19,12,13,13,10,11,23,33,20,18,31,45,21,45,23
,OTAY MESA DVN,42,16,49,39,15,17,20,15,56,42,29,60,26,20,14,14,21,30,31,15,37,58,52,33,31,60,11
,PENDLETON,44,10,17,13,13,13,17,14,14,21,25,18,19,14,11,18,22,37,41,20,12,27,25,24,20,44,00
14 VWSP MPH,ALPINE,2.6,1.3,1.9,1.4,2.6,2.6,1.5,.3,2.4,1.6,2.5,2.7,3.2,4.7,4.0,4.7,2.0,.6,1.4,1.6,2.2,1.6,1.0,.7,.0,4.7,13
,CHULA VISTA,1.8,1.4,.7,2.4,1.0,2.5,1.5,1.8,3.0,3.0,1.2,M,4.1,5.9,5.7,4.2,3.0,1.2,.5,1.5,1.4,1.2,.7,.8,.0,5.9,13
,DOWNTOWN SES,1.9,1.8,1.8,1.6,2.7,.4,2.7,1.5,2.9,2.0,1.3,4.4,5.8,6.3,7.1,3.4,3.1,2.9,2.0,1.8,.6,1.6,2.1,1.8,.0,7.1,14
,EL CAJON LES,2.1,.7,1.6,1.1,.9,.5,.7,.8,1.4,.5,.6,.7,1.7,M,6.2,5.8,2.9,3.0,1.2,.9,1.0,1.1,.9,.6,.0,6.2,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,7.5,8.1,6.4,5.8,6.6,4.5,3.7,1.9,2.4,2.5,.7,6.1,7.6,11.7,9.9,5.9,5.0,3.3,2.3,3.0,4.1,3.2,2.3,1.2,.0,11.7,13
,OTAY MESA DVN,2.9,5.0,1.2,2.1,3.1,4.8,4.1,5.2,2.8,2.2,3.3,1.5,4.7,7.6,9.7,6.1,2.7,2.4,1.2,3.1,2.0,.6,1.8,1.9,.0,9.7,14
,PENDLETON,3.6,5.6,5.4,6.9,6.2,6.0,5.8,6.1,5.2,4.2,2.0,2.4,3.7,3.5,4.8,3.4,2.2,.8,.7,3.9,4.0,3.7,4.5,4.2,.0,6.9,03
15 SWSP MPH,ALPINE,2.7,2.2,2.2,2.2,3.1,2.9,1.7,.9,2.5,3.0,3.3,3.5,3.8,5.5,4.7,5.2,2.2,1.0,1.4,2.2,2.5,1.7,1.4,2.3,2.7,5.5,13
,CHULA VISTA,1.9,1.7,1.4,2.5,1.7,2.8,1.9,2.0,3.4,3.3,2.6,2.6,4.4,6.3,6.1,4.6,3.3,1.3,.6,1.6,1.7,1.6,1.0,1.3,2.6,6.3,13
,DOWNTOWN SES,3.1,2.1,2.5,2.4,3.6,1.1,2.9,2.3,3.1,2.4,2.0,4.7,6.1,7.5,7.5,3.9,3.4,3.1,2.3,2.4,1.3,2.0,2.4,2.3,3.2,7.5,13
,EL CAJON LES,3.1,1.8,2.1,2.4,1.4,1.0,1.8,1.1,1.8,1.1,1.2,2.0,2.6,M,6.7,6.1,3.8,3.2,1.5,1.7,1.5,1.7,1.5,1.5,2.3,6.7,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,7.8,8.6,6.7,6.3,6.7,4.5,4.4,2.5,2.7,3.2,3.8,6.5,8.1,12.0,10.2,6.1,5.3,3.4,3.1,3.6,4.5,3.5,2.8,2.4,5.4,12.0,13
,OTAY MESA DVN,4.3,5.2,2.9,2.8,3.4,5.0,4.4,5.5,3.4,2.5,3.6,2.7,5.4,8.3,10.0,6.3,3.4,2.6,1.7,3.2,2.4,1.8,2.9,3.1,4.0,10.0,14
,PENDLETON,4.7,5.8,5.7,7.1,6.5,6.2,6.0,6.3,5.4,4.7,3.8,2.5,4.0,3.6,4.9,3.7,2.4,1.0,1.0,4.2,4.2,4.2,5.0,4.9,4.5,7.1,03
16 AMBTEMP °F,ALPINE,53.3,52.4,51.6,50.2,51.2,53.2,52.5,52.7,57.6,64.1,65.8,68.1,70.4,70.5,70.0,68.0,62.8,58.3,56.7,55.6,55.8,57.3,57.1,59.1,58.9,70.5,13
,CARMEL MT RCH,58.5,54.5,54.0,54.1,51.4,51.3,51.2,52.2,56.8,61.2,65.9,68.6,71.5,72.0,69.2,68.1,65.5,62.0,59.4,58.0,56.1,55.4,53.9,52.4,59.3,72.0,13
,CHULA VISTA,52.1,50.4,49.3,49.1,48.3,49.6,49.5,50.3,57.3,62.3,67.1,M,70.7,69.0,66.5,65.7,62.6,60.8,59.1,57.5,56.0,55.0,53.3,52.4,57.1,70.7,12
,DOWNTOWN SES,58.2,55.3,54.2,52.0,51.8,49.6,50.2,53.3,57.6,63.5,66.9,68.8,69.3,69.9,68.3,68.0,65.5,63.0,61.2,59.4,57.5,56.6,55.1,54.8,59.6,69.9,13
,EL CAJON LES,50.4,47.6,45.8,44.2,42.8,41.6,41.0,43.8,51.5,60.0,66.7,70.7,72.9,75.2,74.9,71.7,68.9,65.5,60.0,56.4,54.0,52.3,50.2,48.4,56.5,75.2,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,56.8,57.6,56.2,51.6,51.9,53.6,52.4,53.7,61.8,65.6,68.2,70.7,72.3,71.5,69.4,68.1,65.2,60.8,57.7,54.2,55.5,54.6,53.9,52.9,59.8,72.3,12
,OTAY MESA DVN,54.4,55.8,51.8,52.6,52.8,50.7,49.7,50.7,53.5,60.4,66.2,69.7,71.3,71.2,68.7,66.9,63.9,61.1,58.8,57.4,57.0,56.5,56.1,54.3,58.8,71.3,12
,PENDLETON,54.1,54.6,52.8,53.0,50.3,51.2,51.1,52.8,56.4,62.3,65.7,65.4,64.4,64.0,63.5,62.9,61.8,60.5,59.3,56.6,54.6,52.0,51.3,50.3,57.1,65.7,10
17 RELHUM %,ALPINE,23,24,25,26,24,21,20,23,23,14,16,15,14,15,15,19,25,31,32,33,31,27,27,24,23,33,19
,EL CAJON LES,39,47,51,55,59,63,64,61,47,30,22,16,14,12,13,16,20,26,37,46,50,52,57,60,40,64,06
,KEARNY MESA,30,29,28,36,36,33,35,37,27,24,21,17,17,18,23,28,35,53,66,63,53,50,51,53,36,66,18
18 PRES mmHg,EL CAJON LES,750,751,751,751,751,751,751,751,752,752,752,752,751,750,750,750,751,751,751,752,752,752,752,752,751,752,08
,KEARNY MESA,751,752,752,752,752,752,752,752,753,753,753,753,752,752,752,752,752,752,752,753,753,753,753,753,752,753,08
19 SOLAR W/M2,EL CAJON LES,-2,-2,-2,-1,-2,-1,2,101,327,509,651,739,721,652,493,269,79,0,-4,-2,-2,-1,-2,-2,188,739,11
,KEARNY MESA,0,0,0,0,0,0,4,116,319,505,627,695,694,M,M,260,81,0,-4,-4,-3,-4,-4,-4,149,695,11
25 NOY,EL CAJON LES,11.23,11.00,13.13,13.29,16.17,C,C,80.69,101.89,36.96,16.35,9.58,10.64,M,7.40,7.58,12.33,21.18,31.12,34.01,29.16,26.03,32.55,33.95,26.48,101.89,08
26 NOY-NO,EL CAJON LES,11.07,10.21,12.90,12.81,15.06,C,C,28.65,34.20,20.26,10.91,7.07,7.96,M,6.16,6.59,11.24,20.67,29.86,31.40,27.21,22.32,27.28,27.37,18.15,34.20,08
27 NO Trace,EL CAJON LES,.15,.78,.23,.47,1.10,C,C,52.04,67.69,16.69,5.44,2.51,2.68,M,1.23,.99,1.09,.50,1.25,2.60,1.95,3.71,5.27,6.58,8.33,67.69,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.1,.1,.3,.4,.1,.1,.0,.1,.1,.1,.1,.1,.2,.2,.2,.1,.1,.1,.1,.1,.4,08
29 CO Tr PPB,EL CAJON LES,231.3,232.0,C,C,C,363.9,533.4,1035.7,1177.7,514.8,320.0,227.7,253.8,202.8,199.2,199.1,244.3,394.5,629.0,601.1,626.9,551.7,628.2,519.9,461.2,1177.7,08
BCarbon ug/m3,DOWNTOWN SES,.42,.53,.38,.33,.28,.52,1.19,1.70,1.75,.64,.59,1.20,1.13,.68,.49,.68,.68,.51,.64,1.15,1.72,1.85,1.68,1.49,.93,1.85,21
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
