,EL CAJON LES,.029,.027,C,C,C,.029,.043,.053,.038,.008,.006,.005,.005,M,M,.006,.005,.007,.011,.015,.019,.025,.020,.027,.020,.053,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.005,C,C,.010,.021,.038,.025,.028,.007,.007,.006,.006,.005,.004,.005,.005,.006,.007,.011,.015,.017,.018,.011,.012,.038,06
,OTAY MESA DVN,.005,.004,C,C,.024,.013,.021,.082,.082,.024,.002,.006,.009,.007,.005,.004,.004,.009,.013,.011,.045,.029,.019,.012,.020,.082,07
,PENDLETON,.022,.004,C,C,.005,.009,.009,.020,.009,.010,.010,M,M,M,.003,.002,.003,.002,.007,.012,.016,.016,.013,.009,.010,.022,00
03 NO2 PPM,ALPINE,.002,.002,C,C,.002,.002,.005,.006,.003,.001,.002,.002,M,M,.002,.002,.004,.005,.006,.008,.006,.003,.003,.003,.003,.008,19
,CARMEL MT RCH,.016,.015,C,C,.012,.019,.021,.017,.012,.017,.014,.012,.013,.013,.013,.013,.012,.014,.016,.017,.018,.022,.019,.014,.015,.022,21
,CHULA VISTA,.017,.012,.011,.012,.017,.020,.022,.024,.022,.014,.010,.012,.005,.004,.003,.004,.008,.014,.013,.018,.025,.026,.017,.013,.014,.026,21
,DOWNTOWN SES,.019,.013,C,C,.017,.014,.018,.027,.024,.016,.010,M,.006,.005,.004,.005,.006,.009,.011,.013,.017,.027,.026,.025,.015,.027,07
,EL CAJON LES,.021,.020,C,C,C,.022,.019,.018,.017,.006,.004,.004,.004,M,M,.005,.004,.006,.011,.014,.018,.021,.017,.015,.013,.022,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.005,C,C,.010,.018,.030,.020,.018,.005,.005,.005,.005,.004,.004,.004,.004,.006,.007,.011,.014,.017,.016,.010,.010,.030,06
,OTAY MESA DVN,.005,.004,C,C,.023,.012,.017,.033,.035,.015,.002,.004,.007,.006,.004,.004,.004,.008,.011,.009,.024,.026,.015,.008,.013,.035,08
,PENDLETON,.015,.004,C,C,.004,.007,.007,.011,.006,.006,.006,M,M,M,.002,.002,.002,.001,.007,.012,.014,.015,.012,.008,.007,.015,00
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.002,.001,.000,.001,.000,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,CARMEL MT RCH,.003,.002,C,C,.002,.024,.018,.013,.007,.013,.012,.011,.011,.011,.013,.011,.009,.009,.009,.008,.009,.005,.005,.001,.009,.024,05
,CHULA VISTA,.002,.001,.000,.000,.002,.005,.016,.045,.028,.008,.004,.005,.001,.001,.001,.001,.001,.001,.001,.001,.005,.009,.001,.000,.006,.045,07
,DOWNTOWN SES,.003,.001,C,C,.002,.001,.008,.040,.034,.016,.004,M,.002,.002,.001,.001,.001,.001,.001,.001,.001,.003,.003,.005,.006,.040,07
,EL CAJON LES,.008,.008,C,C,C,.007,.024,.035,.021,.002,.001,.001,.001,M,M,.001,.000,.001,.000,.001,.001,.004,.003,.012,.007,.035,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.003,.008,.006,.011,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.002,.000,.002,.011,08
,OTAY MESA DVN,.000,.000,C,C,.002,.001,.004,.049,.048,.009,.000,.001,.002,.001,.001,.000,.000,.001,.002,.002,.021,.003,.004,.004,.007,.049,07
,PENDLETON,.007,.000,C,C,.001,.002,.002,.009,.003,.004,.004,M,M,M,.001,.001,.000,.000,.000,.000,.001,.001,.001,.000,.002,.009,07
06 CO PPM,CARMEL MT RCH,.5,.4,C,C,C,.8,.7,.5,.4,.4,.4,.4,.4,.5,.6,.5,.4,.5,.6,.6,.7,.5,.5,.4,.5,.8,05
10 INTMP °C,ALPINE,27,27,27,27,26,27,27,27,27,26,25,25,25,25,25,25,26,26,26,27,27,27,27,27,26,27,00
,CARMEL MT RCH,26,26,27,26,27,27,27,26,27,26,25,25,26,26,26,25,25,26,27,27,27,27,27,27,26,27,02
,CHULA VISTA,22,22,22,23,23,22,22,22,22,23,24,24,24,23,24,23,24,24,24,23,22,22,22,22,23,24,10
,DOWNTOWN SES,27,26,26,26,26,26,26,26,26,26,25,24,24,24,24,24,24,25,25,26,25,26,26,26,25,27,00
,EL CAJON LES,27,26,26,26,26,26,26,27,27,27,26,25,25,24,24,26,25,25,26,25,26,26,26,26,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,25,25,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,OTAY MESA DVN,26,26,26,26,26,27,26,27,26,26,26,26,26,26,26,25,25,25,26,26,26,26,27,26,26,27,05
,PENDLETON,26,26,26,27,26,26,26,25,25,26,25,25,24,24,24,25,25,26,26,27,27,27,27,26,26,27,03
11 PM2.5 µg/M3,ALPINE,1.9,4.1,3.3,2.3,.6,.3,1.3,.8,5.7,1.7,-2.1,.9,1.0,2.9,5.3,4.1,8.4,6.1,4.4,4.4,7.6,5.5,5.0,5.0,3.3,8.4,16
,DOWNTOWN SES,10.5,9.0,5.6,7.5,6.8,8.1,6.6,10.2,7.5,5.1,M,3.5,6.8,5.3,3.9,4.5,5.5,5.3,6.3,7.3,5.9,5.6,8.5,7.8,6.6,10.5,00
,EL CAJON LES,15.7,13.2,10.9,10.7,10.4,8.8,12.1,10.6,8.5,7.0,5.1,6.1,M,M,.1,.8,3.3,6.3,4.8,6.6,12.9,18.7,16.5,13.6,9.2,18.7,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,5.3,5.2,7.0,12.4,20.9,8.2,18.3,28.1,43.4,9.6,4.8,2.0,5.0,12.1,9.4,5.8,4.9,8.4,8.7,4.9,24.2,14.7,12.9,7.5,11.8,43.4,08
,PENDLETON,4.4,2.4,4.5,5.4,3.3,3.5,5.5,4.3,4.0,5.5,3.2,4.1,4.6,7.9,5.8,3.0,2.5,6.1,5.6,5.4,4.8,5.2,6.1,7.1,4.7,7.9,13
12 VWDR °,ALPINE,331,294,291,319,14,7,13,12,312,302,301,M,278,293,292,295,258,296,8,134,38,335,355,5,0,355,22
,CHULA VISTA,46,66,107,260,48,40,75,123,49,348,282,270,267,263,276,272,290,312,344,2,92,25,39,57,0,348,09
,DOWNTOWN SES,27,18,147,113,1,8,29,124,111,324,301,295,273,273,275,297,312,340,335,348,356,345,37,324,0,356,20
,EL CAJON LES,325,220,252,90,302,92,256,123,102,16,301,319,287,279,251,274,305,312,299,289,121,97,47,95,0,325,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,19,20,25,41,346,9,39,77,142,340,303,301,314,279,294,295,301,317,327,341,339,6,36,23,0,346,04
,OTAY MESA DVN,13,12,23,150,134,42,241,148,172,322,320,318,301,291,299,298,291,326,337,23,124,70,12,22,0,337,18
,PENDLETON,58,46,52,48,47,50,46,55,69,75,232,219,231,249,262,274,293,306,342,12,30,41,47,64,0,342,18
13 SIGTHETA °,ALPINE,20,20,13,27,12,14,15,23,40,32,34,M,47,28,26,29,27,19,21,57,63,32,30,54,30,63,20
,CHULA VISTA,24,23,61,47,11,28,19,26,34,38,28,20,23,19,20,20,17,19,17,19,48,21,14,21,26,61,02
,DOWNTOWN SES,24,30,44,30,19,16,29,37,26,60,40,41,37,20,21,22,24,18,19,18,36,28,50,30,30,60,09
,EL CAJON LES,33,42,44,61,22,44,19,36,35,38,27,32,51,40,24,23,14,16,15,22,56,18,63,59,35,63,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,29,13,40,30,11,13,23,19,42,58,27,37,41,21,17,14,11,12,9,13,21,10,18,15,23,58,09
,OTAY MESA DVN,13,22,23,36,38,41,36,37,44,19,23,20,20,14,14,14,11,21,51,12,26,23,34,18,25,51,18
,PENDLETON,8,9,12,10,9,14,14,15,14,25,29,20,16,15,13,14,18,15,11,11,10,13,16,13,14,29,10
14 VWSP MPH,ALPINE,1.3,.2,.5,.4,.2,1.2,1.3,1.0,.9,2.5,2.8,M,3.0,3.9,4.3,3.5,2.7,.6,.1,.3,.3,1.5,1.5,.6,.0,4.3,14
,CHULA VISTA,.6,1.3,.3,.3,1.1,1.3,.6,1.2,.5,1.0,4.1,5.6,5.3,7.0,7.1,6.6,6.3,2.5,2.5,2.1,.1,1.4,1.7,2.3,.0,7.1,14
,DOWNTOWN SES,1.4,1.2,.0,.4,.7,2.0,1.6,1.1,1.2,.3,3.3,3.6,3.9,7.3,6.8,6.4,5.0,3.8,3.9,3.2,1.1,1.0,.8,.5,.0,7.3,13
,EL CAJON LES,.9,.3,.3,.4,.6,.5,.9,.4,1.1,1.1,4.2,3.4,2.4,2.7,5.3,5.1,6.5,4.4,2.8,1.7,.5,1.4,.5,.6,.0,6.5,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,1.7,2.1,2.6,2.5,3.5,2.1,1.5,1.6,1.1,1.6,4.2,4.5,3.8,7.8,7.7,8.8,7.7,5.5,5.7,4.1,2.3,2.4,2.5,2.6,.0,8.8,15
,OTAY MESA DVN,2.4,1.9,3.1,.6,2.1,2.0,.6,.8,.2,3.1,4.6,7.4,6.5,8.7,9.3,7.7,7.3,2.6,1.2,3.9,3.9,2.0,1.0,3.7,.0,9.3,14
,PENDLETON,3.4,5.7,4.5,5.5,6.1,4.7,4.2,3.6,4.2,3.2,2.0,3.9,6.6,5.5,5.3,5.0,4.4,5.3,4.4,4.0,3.8,2.8,3.2,3.0,.0,6.6,12
15 SWSP MPH,ALPINE,1.5,.2,.5,.5,.3,1.2,1.4,1.3,1.3,2.8,3.2,M,4.0,4.4,4.8,4.0,3.4,.7,.1,.6,2.3,1.8,1.7,1.7,1.9,4.8,14
,CHULA VISTA,1.2,1.6,.6,.6,1.1,1.3,.9,1.3,.8,1.3,4.5,6.0,5.8,7.5,7.5,6.9,6.7,2.7,2.6,2.2,.2,1.5,1.7,2.4,2.9,7.5,13
,DOWNTOWN SES,1.9,1.5,.7,.4,.8,2.1,2.3,1.3,1.4,1.6,4.1,4.5,4.9,7.7,7.3,6.9,5.5,4.0,4.1,3.4,1.2,1.0,.8,.6,2.9,7.7,13
,EL CAJON LES,1.3,.8,.4,.6,.8,1.1,1.2,.5,1.4,1.4,4.7,4.2,3.5,4.0,5.7,5.7,6.7,4.6,2.9,2.0,.6,1.5,.6,.6,2.4,6.7,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.5,2.3,2.9,3.0,3.6,2.3,1.6,1.8,1.5,2.2,5.0,5.3,4.6,8.3,8.1,9.1,8.0,5.6,5.8,4.2,2.4,2.5,2.7,2.6,4.1,9.1,15
,OTAY MESA DVN,2.7,2.2,4.7,2.4,2.4,2.4,1.6,.9,.7,3.4,5.0,7.9,6.9,9.0,9.7,7.9,7.5,3.4,2.1,4.0,4.2,3.7,1.2,3.9,4.2,9.7,14
,PENDLETON,3.5,5.8,4.7,5.6,6.2,4.9,4.3,3.8,4.3,3.5,2.5,4.1,6.9,5.6,5.5,5.2,4.7,5.5,4.6,4.1,3.9,2.8,3.5,3.1,4.5,6.9,12
16 AMBTEMP °F,ALPINE,47.5,47.7,47.8,47.6,47.0,46.8,46.1,46.9,49.6,53.2,55.8,58.8,60.8,61.7,61.3,60.1,57.6,52.5,50.4,49.8,49.5,50.1,50.3,50.0,52.0,61.7,13
,CARMEL MT RCH,51.3,50.6,51.5,51.2,51.3,50.0,49.8,50.0,52.7,56.3,57.5,58.9,61.0,62.1,61.6,60.4,57.7,56.0,54.8,54.0,53.8,51.6,50.6,50.0,54.4,62.1,13
,CHULA VISTA,52.2,53.5,53.6,53.4,52.5,51.7,51.0,51.9,54.3,57.8,60.4,61.4,61.9,61.6,61.1,60.7,59.6,58.2,57.1,56.1,54.7,52.9,52.4,51.9,55.9,61.9,12
,DOWNTOWN SES,53.3,54.2,54.5,54.4,54.1,53.1,53.0,52.8,55.0,58.8,60.9,61.7,62.8,62.1,61.8,61.5,60.2,58.7,57.7,56.9,56.1,55.5,54.1,52.7,56.9,62.8,12
,EL CAJON LES,51.1,51.4,51.6,51.8,52.0,50.8,49.3,49.8,54.2,59.0,61.3,62.9,64.4,66.0,65.6,64.6,61.2,57.9,56.3,55.0,52.8,50.7,49.8,48.5,55.8,66.0,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,51.2,53.3,53.3,53.4,52.3,51.4,51.5,51.4,54.4,58.2,59.4,60.3,62.2,62.3,61.4,60.2,58.6,56.6,55.4,54.7,53.3,52.6,50.3,51.1,55.4,62.3,13
,OTAY MESA DVN,52.6,52.7,53.5,51.9,52.4,52.8,51.5,52.0,54.3,56.6,59.1,60.3,61.3,61.6,60.2,59.6,57.8,55.3,54.2,53.3,53.3,52.9,52.1,51.7,55.1,61.6,13
,PENDLETON,50.5,50.5,50.5,50.0,48.0,48.4,49.5,50.3,52.2,56.9,59.9,61.1,61.0,61.0,61.3,60.8,59.9,58.5,57.1,55.6,53.6,53.4,52.3,51.0,54.7,61.3,14
17 RELHUM %,ALPINE,98,98,98,98,99,98,97,96,88,75,66,60,57,55,58,61,71,87,94,95,95,86,84,88,83,99,04
,EL CAJON LES,93,92,92,92,91,92,95,95,85,68,59,57,53,52,55,59,67,76,80,83,87,90,91,92,79,95,06
,KEARNY MESA,96,94,93,92,93,93,91,91,86,71,69,69,65,67,70,74,79,84,87,90,92,92,94,95,84,96,00
18 PRES mmHg,EL CAJON LES,754,754,754,753,753,753,754,754,754,754,754,753,752,752,751,751,752,752,752,752,752,753,753,753,753,754,00
,KEARNY MESA,755,755,755,754,754,754,755,755,755,755,755,755,754,753,753,753,753,753,753,753,753,754,754,754,754,755,00
19 SOLAR W/M2,EL CAJON LES,2,2,2,2,2,-1,4,66,284,440,600,594,664,589,461,272,82,0,-1,-1,-1,-1,0,0,169,664,12
,KEARNY MESA,0,0,0,0,0,0,3,60,199,415,471,532,607,557,437,271,91,3,0,0,0,0,0,0,152,607,12
25 NOY,EL CAJON LES,30.27,28.53,28.58,28.22,28.77,C,C,56.39,38.06,8.35,6.20,5.58,6.02,M,M,6.25,5.28,7.09,11.10,14.64,19.71,25.35,19.89,26.96,20.06,56.39,07
26 NOY-NO,EL CAJON LES,22.41,20.89,20.55,20.63,22.48,C,C,18.87,17.47,6.23,4.73,4.18,4.75,M,M,5.35,4.86,6.65,10.56,13.85,18.97,21.73,16.97,16.23,13.91,22.48,04
27 NO Trace,EL CAJON LES,7.86,7.63,8.03,7.59,6.28,C,C,37.51,20.58,2.11,1.47,1.40,1.27,M,M,.89,.42,.44,.54,.79,.74,3.62,2.92,10.73,6.14,37.51,07
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.1,.2,.1,.1,.1,.1,.1,M,M,.1,.1,.0,.0,.0,.0,.1,.0,.1,.0,.2,07
29 CO Tr PPB,EL CAJON LES,574.6,571.5,C,C,C,410.0,634.7,840.4,532.4,240.8,191.3,194.1,210.8,M,M,235.4,228.4,225.4,286.4,285.6,434.9,543.6,444.5,516.5,400.0,840.4,07
BCarbon ug/m3,DOWNTOWN SES,1.15,.70,.74,.65,.66,.50,.61,1.60,1.43,.86,.57,.30,.34,.25,.18,.24,.24,.28,.38,.42,.51,.74,1.06,1.20,.65,1.60,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
