,DOWNTOWN SES,.005,.001,C,C,.001,.002,.003,.012,.006,.003,.003,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.003,.006,.001,.002,.012,07
,EL CAJON LES,.005,.011,C,C,C,.000,.000,.001,.002,.004,.007,.002,.001,.001,M,.001,.000,.000,.001,.001,.001,.000,.001,.002,.002,.011,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.001,C,C,.000,.000,.000,.001,.002,.003,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.000,.001,.003,09
,OTAY MESA DVN,.016,.005,C,C,.003,.002,.002,.006,.015,.022,.011,.004,.003,.002,.001,.000,.000,.000,.000,.000,.000,.000,.001,.000,.004,.022,09
,PENDLETON,.000,.000,C,C,.001,.001,.002,.038,.002,.002,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.038,07
06 CO PPM,CARMEL MT RCH,1.7,1.8,C,C,C,.4,.4,.5,.5,.8,.6,.5,.6,.6,.6,.5,.4,.5,.6,.6,.6,.6,.6,.2,.6,1.8,01
10 INTMP °C,ALPINE,27,27,27,26,26,26,26,26,26,26,24,23,23,23,25,26,26,26,26,26,26,26,26,26,26,27,00
,CARMEL MT RCH,26,26,26,26,27,27,26,26,26,26,25,25,26,26,26,26,26,27,26,26,26,26,26,26,26,27,04
,CHULA VISTA,24,25,25,25,25,25,25,25,25,24,21,23,24,24,24,23,23,24,24,24,24,24,24,24,24,25,01
,DOWNTOWN SES,26,26,26,26,26,26,27,27,26,25,25,24,25,25,25,25,25,26,26,26,26,26,26,27,26,27,06
,EL CAJON LES,27,27,26,26,26,26,26,27,26,26,26,25,26,M,M,26,25,26,26,26,26,26,26,26,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,25,26,25,25,26,26,26,26,26,25,26,16
,OTAY MESA DVN,26,26,26,27,27,27,27,27,27,27,27,27,26,26,50,50,50,50,50,50,50,50,50,50,36,50,14
,PENDLETON,25,25,25,26,25,25,25,24,25,25,25,26,25,25,25,26,26,27,27,27,27,27,27,27,26,27,17
11 PM2.5 µg/M3,ALPINE,2.9,2.4,6.1,6.2,6.8,7.6,4.5,2.8,4.0,.7,-1.3,4.0,M,M,28.9,14.2,9.8,5.3,5.1,5.3,4.0,3.9,4.5,2.7,5.9,28.9,14
,DOWNTOWN SES,28.6,33.5,32.8,31.0,30.8,29.9,27.8,32.1,33.0,31.5,21.3,14.6,13.0,11.2,7.7,5.1,3.5,4.1,3.7,7.3,6.8,5.8,8.8,13.0,18.2,33.5,01
,EL CAJON LES,25.7,21.6,13.7,8.7,12.1,22.5,17.1,16.1,14.1,13.8,24.9,27.4,18.8,17.0,11.0,8.7,6.4,5.4,7.3,9.3,15.4,11.4,21.4,20.0,15.4,27.4,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,45.6,25.5,27.2,34.0,28.6,29.7,37.4,30.9,28.4,38.0,33.2,27.0,19.4,17.4,12.3,8.7,4.9,4.2,4.0,4.7,4.7,4.3,7.8,10.3,20.3,45.6,00
,PENDLETON,28.2,28.6,25.3,23.1,27.8,19.5,26.0,26.6,25.0,26.4,M,10.9,14.5,16.1,3.9,4.6,2.7,3.4,2.9,1.1,3.9,4.6,4.8,5.6,14.5,28.6,01
12 VWDR °,ALPINE,110,32,78,89,7,99,335,106,128,276,299,223,258,255,238,251,234,228,217,205,200,144,133,111,0,335,06
,CHULA VISTA,96,64,110,84,60,70,63,93,104,113,304,212,241,247,247,252,252,261,272,304,126,103,107,98,0,304,10
,DOWNTOWN SES,56,50,62,70,29,57,94,82,95,159,207,183,208,222,238,238,231,253,251,198,220,74,86,91,0,253,17
,EL CAJON LES,172,288,112,108,89,93,95,104,67,279,327,124,221,M,M,235,230,220,224,191,170,133,87,82,0,327,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,103,62,57,59,31,30,60,74,85,329,298,202,198,207,224,235,221,230,242,202,113,86,83,114,0,329,09
,OTAY MESA DVN,135,12,64,126,15,40,77,158,123,332,318,255,230,217,234,250,263,283,301,25,138,106,99,114,0,332,09
,PENDLETON,51,51,45,44,59,51,55,57,65,60,39,217,198,199,228,228,194,201,244,235,215,175,156,131,0,244,18
13 SIGTHETA °,ALPINE,15,47,35,17,36,12,22,35,23,26,34,39,36,34,28,28,26,21,23,21,20,14,11,15,26,47,01
,CHULA VISTA,12,47,22,25,19,17,17,16,17,45,45,53,26,23,19,19,17,20,22,24,21,11,11,12,23,53,11
,DOWNTOWN SES,52,36,19,47,18,26,24,15,30,42,33,30,23,21,20,20,22,24,24,20,20,45,16,16,27,52,00
,EL CAJON LES,24,44,26,19,20,17,19,20,54,69,50,47,27,M,M,20,20,23,17,16,32,39,35,36,31,69,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,9,18,13,11,14,9,12,12,33,37,35,27,18,16,13,14,12,10,23,12,7,9,9,17,37,10
,OTAY MESA DVN,14,39,21,42,16,34,21,20,23,50,30,47,22,M,13,12,11,13,12,18,61,7,10,7,24,61,20
,PENDLETON,9,11,12,11,15,13,13,13,16,17,22,42,19,18,15,14,17,43,14,15,14,15,16,22,17,43,17
14 VWSP MPH,ALPINE,1.2,.5,.4,2.1,1.3,1.2,.5,2.9,2.2,2.3,3.4,2.5,3.9,3.8,5.0,4.9,4.8,4.2,3.1,2.0,2.6,2.2,1.5,1.6,.0,5.0,14
,CHULA VISTA,3.8,1.3,1.4,1.3,2.6,3.4,3.2,4.3,4.6,.6,1.6,1.3,4.9,6.4,7.4,6.2,5.0,3.8,2.5,.0,.7,1.4,2.0,3.6,.0,7.4,14
,DOWNTOWN SES,1.3,1.8,1.9,1.2,2.4,1.4,2.8,4.5,3.4,1.4,2.9,3.9,4.6,6.2,6.8,4.8,4.7,3.7,3.4,1.6,1.7,1.0,2.3,3.6,.0,6.8,14
,EL CAJON LES,.5,.3,1.2,1.6,2.1,2.4,2.4,2.0,.9,.9,1.4,1.0,4.4,M,M,46.5,46.4,45.9,47.7,44.3,42.2,13.3,37.1,19.8,.0,47.7,18
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,1.7,2.7,2.8,2.7,4.7,3.1,4.8,5.2,5.1,2.2,2.8,3.7,4.7,6.6,8.8,8.3,6.0,6.4,5.8,3.1,2.5,2.1,2.2,2.7,.0,8.8,14
,OTAY MESA DVN,3.0,3.4,1.6,2.6,2.5,1.9,2.7,3.4,2.8,.5,3.7,3.1,5.7,5.9,7.7,7.9,6.2,4.0,3.2,1.4,.1,2.5,1.9,3.0,.0,7.9,15
,PENDLETON,6.2,5.4,5.9,6.4,4.9,5.3,4.6,6.4,5.3,4.4,3.2,2.2,5.8,6.0,8.0,7.4,4.4,3.7,5.4,5.5,5.5,5.2,5.1,4.2,.0,8.0,14
15 SWSP MPH,ALPINE,1.2,.6,.5,2.3,1.7,1.2,1.1,3.0,2.5,3.3,4.7,3.1,4.9,4.5,5.7,5.5,5.2,4.4,3.4,2.2,2.8,2.4,1.5,1.6,2.9,5.7,14
,CHULA VISTA,3.9,1.7,1.5,1.7,2.9,3.5,3.4,4.4,4.9,1.7,2.2,2.2,5.5,6.9,7.8,6.5,5.3,4.0,2.7,.8,.8,1.5,2.1,3.6,3.4,7.8,14
,DOWNTOWN SES,1.6,2.1,2.1,1.7,2.5,1.8,2.9,4.7,3.7,2.1,3.4,4.6,5.4,6.7,7.3,5.2,5.2,4.1,3.6,1.8,1.8,1.3,2.5,3.8,3.4,7.3,14
,EL CAJON LES,1.1,.8,1.4,1.8,2.3,2.8,2.5,2.2,1.2,1.5,2.3,2.7,5.0,M,M,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,21.7,50.0,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.9,2.9,2.9,2.8,4.8,3.3,4.9,5.4,5.3,2.8,3.6,4.5,5.4,7.0,9.2,8.5,6.2,6.6,6.0,3.3,2.6,2.1,2.3,3.0,4.5,9.2,14
,OTAY MESA DVN,3.2,3.8,2.8,2.8,2.6,2.7,3.1,3.6,3.2,1.6,4.2,4.1,6.3,6.6,7.9,8.6,6.4,4.3,3.2,2.3,.3,2.5,2.0,3.0,3.8,8.6,15
,PENDLETON,6.3,5.6,6.0,6.5,5.1,5.5,4.7,6.6,5.5,4.7,3.7,2.7,6.2,6.3,8.3,7.6,4.7,4.4,5.6,5.7,5.7,5.4,5.6,4.4,5.5,8.3,14
16 AMBTEMP °F,ALPINE,48.2,47.6,46.2,48.9,48.4,47.1,47.8,46.8,54.0,58.1,53.8,55.7,57.7,58.1,56.1,52.8,48.6,47.5,46.9,46.5,46.2,45.0,43.7,42.6,49.8,58.1,09
,CARMEL MT RCH,46.9,48.1,48.6,48.3,48.0,46.5,46.3,46.5,46.3,49.0,52.5,55.4,57.5,59.7,58.0,55.5,54.6,54.1,53.7,52.0,50.1,49.5,49.0,49.1,51.1,59.7,13
,CHULA VISTA,50.3,50.7,50.4,50.6,50.9,50.8,50.3,49.5,50.1,53.3,55.9,57.4,59.2,58.6,57.9,56.7,56.1,55.6,55.5,54.8,53.7,51.6,51.6,51.4,53.5,59.2,12
,DOWNTOWN SES,51.3,52.3,52.8,52.9,52.2,52.0,51.3,49.9,51.6,54.1,56.6,58.2,58.8,58.7,57.6,56.9,56.5,55.9,55.6,55.1,54.8,53.5,52.8,52.7,54.3,58.8,12
,EL CAJON LES,44.6,45.7,45.6,45.6,45.9,45.8,44.7,44.8,46.2,51.6,56.1,57.5,59.4,M,M,56.6,55.4,54.7,54.1,53.2,51.9,50.1,48.8,47.6,50.3,59.4,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,47.5,49.1,49.9,50.3,50.5,50.6,49.8,49.1,49.5,52.3,54.8,56.9,57.6,58.0,57.6,55.8,55.3,54.8,54.3,53.6,50.2,49.3,48.6,49.2,52.3,58.0,13
,OTAY MESA DVN,49.1,46.5,46.4,47.0,45.6,45.7,45.9,45.7,46.6,51.6,54.8,57.6,58.7,59.4,57.6,55.2,53.3,52.7,52.6,52.4,52.3,50.3,50.2,49.6,51.1,59.4,13
,PENDLETON,48.9,48.8,48.6,48.9,49.1,48.3,48.3,48.9,50.6,52.4,55.8,58.2,59.7,58.2,57.9,58.1,56.9,56.8,56.5,56.2,55.8,56.2,56.0,55.1,53.8,59.7,12
17 RELHUM %,ALPINE,45,51,60,45,52,44,36,38,29,29,44,53,55,59,65,74,83,83,83,86,87,87,89,90,61,90,23
,EL CAJON LES,92,90,86,78,82,91,96,95,86,69,64,65,60,M,M,66,64,66,68,70,73,77,81,83,77,96,06
,KEARNY MESA,98,97,96,96,95,93,94,94,91,84,80,71,70,67,67,69,69,71,73,71,79,81,83,83,82,98,00
18 PRES mmHg,EL CAJON LES,750,750,749,749,749,749,750,750,750,750,751,750,750,M,M,751,751,751,752,752,752,753,753,753,751,753,21
,KEARNY MESA,751,751,750,750,750,750,750,751,751,752,752,752,751,751,751,752,752,753,753,753,753,754,754,754,752,754,21
19 SOLAR W/M2,EL CAJON LES,1,2,1,1,1,2,2,44,242,457,500,564,617,M,M,88,25,2,1,0,0,-2,0,-1,116,617,12
,KEARNY MESA,0,0,0,0,0,0,1,31,197,364,391,468,361,376,259,83,31,1,0,-1,-1,0,0,0,107,468,11
25 NOY,EL CAJON LES,27.97,34.08,21.04,9.96,11.46,C,C,12.47,M,M,M,M,M,M,M,M,M,M,7.55,9.97,12.86,12.33,19.72,21.36,16.73,34.08,01
26 NOY-NO,EL CAJON LES,22.99,24.61,17.84,9.68,11.29,C,C,11.60,M,M,M,M,M,M,M,M,M,M,7.29,8.50,11.76,11.98,18.88,20.19,14.71,24.61,01
27 NO Trace,EL CAJON LES,4.98,9.46,3.19,.27,.17,C,C,.86,M,M,M,M,M,M,M,M,M,M,.26,1.47,1.09,.34,.83,1.17,2.00,9.46,01
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.0,.0,.0,.0,.1,.1,.1,.2,.1,M,.0,.0,.0,.0,.1,.1,.0,.0,.0,.0,.2,12
29 CO Tr PPB,EL CAJON LES,675.6,708.9,C,C,C,363.1,383.7,389.2,462.2,407.7,501.1,385.0,325.4,328.4,M,209.5,201.8,209.3,219.1,264.9,390.3,330.9,417.6,407.6,379.0,708.9,01
BCarbon ug/m3,DOWNTOWN SES,2.38,2.16,2.21,1.98,1.90,2.19,1.99,2.10,1.92,1.67,1.76,1.14,.99,.84,.32,.22,.23,.18,.19,.20,.30,.43,1.12,.86,1.22,2.38,00
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
