,DOWNTOWN SES,.018,.012,C,C,.009,.012,.020,.036,.031,.003,M,M,M,.004,.004,.003,.005,.005,.006,.004,.012,.013,.019,.018,.012,.036,07
,EL CAJON LES,.002,.002,C,C,C,.002,.003,.008,.007,.011,.004,.002,.004,M,.004,.004,.005,.006,.010,.012,.014,.017,.019,.019,.008,.019,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.024,.014,C,C,.018,.039,.038,.027,.021,.011,.003,.003,.004,.004,.004,.003,.008,.007,.011,.013,.011,.014,.015,.009,.014,.039,05
,OTAY MESA DVN,.007,.006,C,C,.008,.007,.012,.014,.030,.007,.002,.002,.001,.001,.001,.001,.002,.003,.007,.010,.005,.008,.006,.008,.007,.030,08
,PENDLETON,.011,.008,C,C,.009,.013,.017,.019,.014,.011,.002,.003,.002,M,.007,.001,.001,.000,.004,.017,.013,.013,.010,.013,.009,.019,07
03 NO2 PPM,ALPINE,.002,.001,C,C,.004,.006,.007,.005,.002,.002,.003,.001,.002,.003,.002,.003,.005,.003,.004,.005,.003,.002,.002,.001,.003,.007,06
,CARMEL MT RCH,.008,.006,C,C,.008,.007,.010,.011,.010,.016,.012,.008,.008,.011,.010,.009,.010,.013,.012,.012,.013,.022,.019,.017,.011,.022,21
,CHULA VISTA,.013,.010,C,C,.010,.015,.021,.025,.023,.003,.002,.002,.002,.002,.002,.003,.005,.006,.007,.005,.007,.010,.017,.014,.009,.025,07
,DOWNTOWN SES,.017,.012,C,C,.008,.012,.019,.026,.022,.003,M,M,M,.003,.003,.002,.004,.005,.006,.004,.011,.012,.018,.016,.011,.026,07
,EL CAJON LES,.002,.003,C,C,C,.002,.003,.007,.006,.009,.003,.002,.003,M,.004,.004,.004,.005,.010,.012,.013,.016,.016,.015,.007,.016,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.023,.014,C,C,.017,.027,.028,.021,.016,.009,.002,.003,.003,.003,.003,.003,.008,.007,.011,.012,.011,.014,.014,.009,.012,.028,06
,OTAY MESA DVN,.006,.006,C,C,.005,.005,.010,.012,.021,.006,.002,.002,.001,.001,.001,.001,.002,.003,.006,.008,.005,.006,.006,.008,.006,.021,08
,PENDLETON,.009,.007,C,C,.008,.011,.015,.015,.008,.006,.001,.002,.002,M,.002,.001,.001,.000,.003,.016,.012,.012,.009,.010,.007,.016,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001,.000,.001,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.002,.000,C,C,.002,.001,.003,.002,.004,.013,.013,.011,.008,.011,.011,.009,.009,.008,.005,.002,.005,.008,.005,.009,.006,.013,09
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.006,.009,.001,.000,.000,.001,.001,.000,.001,.001,.000,.000,.000,.000,.000,.001,.001,.001,.009,08
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.002,.011,.010,.001,M,M,M,.001,.001,.001,.000,.000,.000,.000,.000,.001,.002,.002,.002,.011,07
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.001,.001,.002,.001,.000,.001,M,.001,.000,.000,.000,.000,.000,.001,.001,.003,.005,.001,.005,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.000,C,C,.001,.012,.010,.005,.004,.003,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.012,05
,OTAY MESA DVN,.001,.000,C,C,.002,.001,.003,.003,.008,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.002,.000,.001,.000,.000,.001,.008,08
,PENDLETON,.001,.000,C,C,.001,.001,.002,.003,.005,.005,.000,.000,.000,M,.005,.000,.000,.000,.000,.001,.001,.001,.001,.003,.001,.005,08
06 CO PPM,CARMEL MT RCH,.3,.5,C,C,C,.2,.3,.3,.3,.4,.3,.3,.3,.4,.4,.4,.4,.4,.4,1.8,.6,.5,1.6,.6,.5,1.8,19
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,00
,CARMEL MT RCH,26,27,27,27,26,27,27,27,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,01
,CHULA VISTA,25,25,25,25,25,25,25,25,25,23,21,23,23,23,24,24,24,24,24,24,24,24,25,25,24,25,00
,DOWNTOWN SES,26,26,26,26,26,27,27,26,26,26,25,24,24,25,25,25,25,26,26,26,26,26,27,27,26,27,05
,EL CAJON LES,27,27,26,26,26,27,27,27,26,27,26,26,26,26,26,26,26,27,26,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,25,25,25,26,25,25,26,26,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,26,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,27,26,27,26,27,26,26,26,27,27,27,27,27,26,26,27,10
,PENDLETON,27,27,27,27,27,27,26,26,26,26,25,25,24,24,25,26,26,27,27,27,27,27,27,26,26,27,00
11 PM2.5 µg/M3,ALPINE,3.2,3.5,2.6,1.3,3.2,4.2,4.2,3.1,2.8,2.1,6.2,5.2,2.8,1.7,5.7,4.2,6.7,5.7,3.0,6.4,5.2,4.3,4.8,4.3,4.0,6.7,16
,DOWNTOWN SES,16.1,14.3,11.3,9.8,8.8,8.7,12.6,10.7,12.6,6.5,3.4,5.6,4.0,6.3,5.7,6.3,6.0,3.1,4.5,4.9,4.6,6.2,8.6,6.9,7.8,16.1,00
,EL CAJON LES,8.9,6.5,8.0,4.9,9.0,6.0,7.5,7.7,7.4,6.3,5.0,4.8,4.6,5.4,M,7.0,4.9,4.8,13.1,14.3,12.6,21.0,15.4,9.8,8.4,21.0,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,8.1,5.5,4.4,3.8,10.5,8.8,8.0,12.1,10.6,8.2,5.2,4.2,3.9,6.3,7.0,4.6,4.0,3.8,2.1,.5,3.7,3.6,2.6,9.2,5.8,12.1,07
,PENDLETON,8.1,8.8,8.1,5.3,4.3,5.4,8.1,7.0,4.1,1.4,3.7,5.7,7.4,19.4,M,5.9,3.1,3.1,4.2,5.5,5.0,3.5,2.8,8.2,6.0,19.4,13
12 VWDR °,ALPINE,129,156,160,139,122,140,151,169,183,212,211,221,216,223,219,255,264,296,94,109,51,15,101,61,0,296,17
,CHULA VISTA,127,126,124,122,125,124,128,123,169,248,244,259,265,268,272,287,281,331,88,231,104,101,108,85,0,331,17
,DOWNTOWN SES,100,97,107,113,101,93,93,92,210,254,235,259,266,274,278,278,279,265,229,74,66,67,65,50,0,279,16
,EL CAJON LES,133,141,120,130,137,138,134,129,166,212,212,226,242,246,243,256,257,239,134,103,120,126,113,89,0,257,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,141,114,115,125,135,144,144,130,161,228,228,246,271,260,268,272,268,278,52,110,65,85,86,49,0,278,17
,OTAY MESA DVN,136,127,132,130,138,141,139,131,150,248,252,260,267,282,283,291,295,353,53,114,96,28,116,125,0,353,17
,PENDLETON,59,48,62,56,59,80,80,109,221,215,232,269,276,284,289,272,279,255,311,41,33,41,42,56,0,311,18
13 SIGTHETA °,ALPINE,12,12,12,12,14,12,12,14,19,21,23,25,25,25,26,28,26,31,36,17,22,25,23,46,22,46,23
,CHULA VISTA,12,12,13,12,12,13,13,11,23,19,20,20,19,20,18,19,18,49,32,28,20,13,16,18,19,49,17
,DOWNTOWN SES,22,24,16,18,20,20,22,15,44,21,21,20,26,23,22,22,22,34,43,39,15,16,22,16,23,44,08
,EL CAJON LES,11,29,13,14,46,11,10,29,18,19,20,20,20,28,20,19,18,21,31,28,42,37,66,49,26,66,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,6,6,8,8,8,9,11,8,17,21,12,13,12,11,9,11,12,50,19,23,19,17,18,6,14,50,17
,OTAY MESA DVN,10,12,10,10,10,13,10,11,16,12,13,11,12,10,15,12,16,33,30,23,27,12,24,12,15,33,17
,PENDLETON,14,12,11,14,14,10,13,11,28,14,16,16,16,17,18,14,20,25,44,15,10,13,11,10,16,44,18
14 VWSP MPH,ALPINE,4.2,4.0,4.7,4.6,3.3,3.7,4.4,4.8,7.1,7.0,6.4,8.8,6.5,4.7,5.6,5.3,2.9,1.2,.5,1.4,.7,1.4,.5,.7,.0,8.8,11
,CHULA VISTA,4.0,4.0,4.7,4.8,4.5,4.2,4.1,4.2,2.9,6.6,7.9,9.5,9.9,9.3,9.3,8.9,5.8,.3,.8,1.6,2.3,3.1,2.3,2.5,.0,9.9,12
,DOWNTOWN SES,2.2,2.1,3.1,3.3,2.3,2.3,1.8,3.3,.9,6.1,9.0,8.7,7.8,7.6,8.8,8.8,5.3,3.2,1.1,.4,2.4,2.3,.9,2.4,.0,9.0,10
,EL CAJON LES,5.2,2.6,4.1,4.3,3.0,5.7,6.4,3.9,4.7,5.1,7.1,8.6,6.9,5.1,7.5,7.3,5.7,3.0,1.4,1.9,.9,1.1,.6,1.4,.0,8.6,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.3,2.9,3.3,3.8,3.0,4.1,3.9,5.1,5.0,8.4,12.6,12.7,11.6,13.7,14.9,13.1,8.6,1.5,2.3,1.6,3.0,1.4,2.1,4.4,.0,14.9,14
,OTAY MESA DVN,6.5,5.2,6.4,6.9,7.0,5.9,7.2,7.1,6.4,10.0,12.1,13.4,13.3,12.2,10.7,11.1,7.1,1.6,1.4,2.3,1.4,2.1,2.8,3.7,.0,13.4,11
,PENDLETON,4.4,4.4,4.4,4.4,3.9,4.5,3.8,6.2,6.9,7.7,8.9,6.2,7.1,7.6,7.7,7.6,3.1,2.6,.1,.0,2.8,3.6,4.6,4.0,.0,8.9,10
15 SWSP MPH,ALPINE,4.3,4.1,4.8,4.7,3.4,3.8,4.4,4.9,7.6,7.7,7.6,9.8,7.1,5.3,6.3,6.2,3.4,1.8,1.0,1.5,1.0,1.8,.6,.8,4.3,9.8,11
,CHULA VISTA,4.1,4.1,4.8,4.9,4.6,4.3,4.2,4.3,3.8,7.0,8.5,10.1,10.4,9.8,9.8,9.3,6.1,1.3,1.5,2.1,2.5,3.2,2.4,2.7,5.2,10.4,12
,DOWNTOWN SES,2.3,2.2,3.2,3.5,2.5,2.4,2.0,3.5,2.5,6.6,9.7,9.3,8.7,8.2,9.4,9.5,5.7,3.7,2.0,1.4,2.6,2.4,.9,2.6,4.5,9.7,10
,EL CAJON LES,5.3,2.7,4.2,4.4,3.3,5.8,6.5,4.1,5.3,5.4,7.7,9.2,7.4,5.8,8.0,7.7,6.1,3.3,1.8,2.1,1.4,1.5,1.1,1.6,4.7,9.2,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.4,2.9,3.3,3.9,3.0,4.1,4.1,5.2,5.5,9.2,13.0,13.1,11.8,14.1,15.2,13.3,8.8,1.9,2.5,1.8,3.2,1.4,2.3,4.5,6.3,15.2,14
,OTAY MESA DVN,6.6,5.3,6.5,7.1,7.1,6.1,7.3,7.2,6.8,10.3,12.6,13.8,13.6,12.4,11.1,11.4,7.5,2.5,1.7,2.5,2.6,2.3,2.9,3.8,7.1,13.8,11
,PENDLETON,4.5,4.6,4.6,4.7,4.2,4.6,4.1,6.3,8.2,8.0,9.2,6.6,7.4,7.9,8.1,7.9,3.3,2.6,.2,.0,2.9,3.7,4.7,4.2,5.1,9.2,10
16 AMBTEMP °F,ALPINE,46.2,47.0,46.7,46.5,45.7,46.2,45.5,47.3,48.4,50.3,52.0,51.9,49.4,48.7,48.3,48.5,48.2,47.2,46.7,46.1,44.8,44.2,42.3,42.4,47.1,52.0,10
,CARMEL MT RCH,51.3,51.0,50.6,50.3,50.8,50.8,50.8,50.8,53.5,55.7,57.2,56.6,56.5,57.4,56.2,55.7,54.5,53.0,52.1,51.3,50.6,49.8,48.6,47.2,52.6,57.4,13
,CHULA VISTA,53.3,53.3,53.3,52.7,52.3,51.9,52.3,53.4,56.1,58.4,59.2,59.4,59.8,58.2,58.4,57.7,55.1,54.3,54.0,53.7,53.2,52.9,51.7,49.9,54.8,59.8,12
,DOWNTOWN SES,53.3,53.8,53.5,53.1,52.7,52.5,51.9,53.0,56.1,59.0,59.8,59.8,59.4,59.0,59.3,57.8,55.7,55.4,55.1,54.2,53.5,53.6,52.6,51.7,55.2,59.8,10
,EL CAJON LES,52.3,52.5,52.8,52.6,51.7,51.8,51.9,52.3,54.8,56.1,58.6,58.0,57.3,55.6,57.5,56.7,55.6,53.8,51.7,50.5,50.4,49.4,47.1,45.5,53.2,58.6,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,52.2,51.4,51.1,51.4,51.4,51.7,51.8,52.3,55.1,58.1,58.4,58.5,56.9,57.7,57.8,57.0,55.1,53.7,53.3,51.5,50.7,51.0,49.5,48.5,53.6,58.5,11
,OTAY MESA DVN,52.2,51.9,52.2,51.6,51.6,51.8,52.0,52.6,54.1,56.6,57.7,57.0,57.4,55.1,55.7,55.5,53.6,52.0,52.1,51.1,51.5,50.2,48.6,48.2,53.0,57.7,10
,PENDLETON,52.5,51.3,51.4,51.9,52.2,51.0,51.4,52.1,57.5,60.2,60.7,59.3,60.0,60.2,59.1,57.2,56.2,55.5,54.7,53.4,51.4,50.1,48.4,48.3,54.4,60.7,10
17 RELHUM %,ALPINE,83,81,85,84,84,81,85,85,82,78,74,69,74,81,87,84,84,91,95,95,93,93,94,94,85,95,18
,EL CAJON LES,76,76,77,75,77,77,78,79,76,73,62,59,60,72,64,65,72,82,88,92,92,92,94,94,77,94,22
,KEARNY MESA,83,85,86,86,86,85,85,85,80,71,66,64,69,68,66,72,84,93,94,95,95,94,95,95,83,95,19
18 PRES mmHg,EL CAJON LES,749,749,749,749,748,749,749,749,749,750,749,748,748,748,747,748,748,748,748,748,749,750,750,750,749,750,09
,KEARNY MESA,750,750,750,750,749,750,750,750,751,751,750,749,749,749,749,749,749,749,749,749,750,751,751,751,750,751,08
19 SOLAR W/M2,EL CAJON LES,1,2,2,1,1,0,2,38,121,188,445,343,187,212,253,113,22,0,-1,0,1,-1,-1,-1,80,445,10
,KEARNY MESA,0,0,0,0,0,0,2,68,152,405,409,396,136,333,273,123,12,1,0,0,0,0,0,0,96,409,10
25 NOY,EL CAJON LES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
26 NOY-NO,EL CAJON LES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
27 NO Trace,EL CAJON LES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.1,.1,.1,.0,.0,.1,.1,.0,.0,.0,.1,.0,.0,.1,.0,.0,.0,.1,08
29 CO Tr PPB,EL CAJON LES,174.1,185.7,C,C,C,131.6,155.9,212.4,195.4,248.5,174.7,143.5,174.4,178.4,190.8,181.4,192.6,199.4,319.5,318.2,352.4,420.1,422.6,385.1,236.0,422.6,22
BCarbon ng/m3,DOWNTOWN SES,2130.1,1812.9,1612.3,1034.0,803.1,851.9,1203.7,1777.6,1562.8,293.7,268.5,133.8,135.5,162.0,165.7,112.2,159.5,192.3,233.9,206.6,283.5,492.0,685.2,731.6,710.2,2130.1,00
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.01,13
