,OTAY MESA DVN,.003,.004,C,C,.006,.005,.013,.018,.014,M,M,.005,.003,.003,.004,.003,.002,.003,.005,.004,.005,.005,.004,.003,.006,.018,07
,PENDLETON,.001,.001,C,C,.004,.005,.007,.003,.002,.003,M,.001,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.002,.007,06
03 NO2 PPM,ALPINE,.004,.005,C,C,.004,.004,.003,.003,.003,.003,.003,.004,.004,.004,.003,.003,.003,.003,.003,.004,.004,.004,.003,.003,.004,.005,01
,CARMEL MT RCH,.004,.005,C,C,.015,.008,.007,.012,.012,M,M,M,M,M,M,.009,.008,.008,.008,.009,.009,.007,.007,.005,.008,.015,04
,CHULA VISTA,.003,.004,C,C,.003,.004,.004,.005,.006,M,.003,M,.001,.001,.001,.001,.001,.001,.001,.002,.002,.003,.002,.002,.003,.006,08
,DOWNTOWN SES,.001,.001,C,C,.003,.003,.004,.004,.004,.004,.003,.002,.003,.003,.002,.001,.002,.002,.003,.002,.003,.002,.001,.001,.002,.004,06
,EL CAJON LES,.001,.002,C,C,C,.003,.003,.003,.003,M,M,M,.004,.002,.002,.002,.002,.002,.002,.002,.003,.004,.003,.003,.003,.004,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.001,C,C,.003,.004,.004,.005,.005,.005,.005,.003,.003,.003,.002,.001,.001,.002,.002,.003,.002,.002,.001,.001,.003,.005,07
,OTAY MESA DVN,.002,.003,C,C,.005,.005,.010,.013,.009,M,M,.004,.002,.003,.002,.002,.002,.002,.005,.004,.005,.005,.004,.003,.005,.013,07
,PENDLETON,.001,.001,C,C,.004,.005,.006,.003,.002,.002,M,.001,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.002,.006,06
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,05
,CARMEL MT RCH,.001,.002,C,C,.011,.005,.004,.011,.011,M,M,M,M,M,M,.010,.009,.008,.008,.006,.006,.004,.002,.001,.006,.011,04
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.001,.002,M,.002,M,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.002,08
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.001,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,13
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.000,.001,M,M,M,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.001,.002,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,09
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.003,.005,.005,M,M,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.005,07
,PENDLETON,.000,.000,C,C,.000,.001,.001,.000,.000,.001,M,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,05
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.2,.2,.3,.3,M,C,C,M,M,M,.5,.5,.4,.4,.4,.3,.3,.3,.2,.3,.5,15
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,25,24,23,23,23,23,24,24,24,23,24,24,24,25,25,25,25,26,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,24,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,CHULA VISTA,26,26,26,26,26,26,25,25,25,25,27,29,30,30,31,31,31,31,31,30,30,30,30,29,28,31,14
,DOWNTOWN SES,25,25,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,25,00
,EL CAJON LES,27,27,27,27,27,27,27,27,28,27,28,27,28,27,27,27,27,27,27,27,28,27,28,28,27,28,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,00
,PENDLETON,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,00
11 PM2.5 µg/M3,ALPINE,4.2,6.0,4.5,3.1,5.7,5.8,7.4,8.2,6.5,5.9,7.1,7.9,13.4,12.2,14.4,13.4,9.9,7.4,7.8,5.7,8.1,8.2,7.5,7.9,7.8,14.4,14
,DOWNTOWN SES,6.2,5.0,4.9,3.4,8.2,10.3,8.3,11.2,11.8,8.9,8.3,10.1,6.4,3.6,4.1,6.3,10.9,6.9,5.1,3.7,5.7,8.1,6.8,8.3,7.1,11.8,08
,EL CAJON LES,11.1,10.4,8.3,11.1,10.5,9.9,11.4,16.0,12.7,17.4,14.1,18.4,16.3,9.8,7.8,13.3,8.7,10.5,7.9,8.7,8.4,12.2,11.6,11.2,11.5,18.4,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,11.0,10.5,15.4,16.4,17.1,12.1,18.7,21.7,16.8,26.6,21.7,17.4,12.2,10.0,8.3,8.1,8.2,7.4,5.1,3.7,8.5,8.8,6.9,8.6,12.5,26.6,09
,PENDLETON,5.0,5.3,7.1,8.5,8.4,8.1,9.4,8.3,6.3,7.6,8.3,7.9,7.4,6.7,6.7,6.9,6.7,7.5,9.9,9.5,8.7,10.2,7.6,8.7,7.7,10.2,21
12 VWDR °,ALPINE,52,49,5,238,274,336,328,295,271,268,264,275,276,236,249,265,266,251,272,322,332,308,322,124,0,336,05
,CHULA VISTA,176,211,231,220,219,216,205,197,194,230,255,252,249,248,248,251,240,228,219,219,219,200,188,186,0,255,10
,DOWNTOWN SES,196,203,191,199,195,190,187,189,186,201,220,212,215,218,219,216,212,210,207,190,209,211,190,182,0,220,10
,EL CAJON LES,82,120,215,198,81,86,116,154,165,264,249,244,232,213,225,221,217,211,216,213,202,206,205,170,0,264,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,176,174,129,193,196,169,150,203,157,201,230,221,228,237,243,238,235,219,199,179,185,196,174,161,0,243,14
,OTAY MESA DVN,303,227,161,91,276,294,250,264,292,266,298,293,304,301,300,303,305,302,292,325,4,282,264,222,0,325,19
,PENDLETON,167,143,95,112,126,125,98,160,179,208,233,242,234,242,245,244,251,233,220,190,215,192,178,170,0,251,16
13 SIGTHETA °,ALPINE,44,43,52,32,49,29,31,50,39,34,33,36,36,28,29,32,28,29,31,20,16,17,43,65,35,65,23
,CHULA VISTA,63,41,18,22,21,23,23,24,25,40,23,27,27,22,27,22,24,24,23,25,24,24,21,24,27,63,00
,DOWNTOWN SES,28,24,29,32,21,16,15,17,16,20,20,23,23,21,25,23,26,23,24,19,19,19,19,16,22,32,03
,EL CAJON LES,40,19,39,45,40,40,35,50,63,60,32,30,30,33,26,23,22,20,19,22,22,23,26,29,33,63,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,19,24,18,29,23,28,36,26,29,47,23,29,26,24,18,20,21,19,19,16,15,17,15,17,23,47,09
,OTAY MESA DVN,21,20,31,19,36,23,24,27,29,48,21,21,20,24,15,12,13,17,13,22,16,22,11,26,22,48,09
,PENDLETON,23,28,23,20,17,19,20,22,21,18,18,16,19,18,14,17,14,26,23,30,25,25,20,18,21,30,19
14 VWSP MPH,ALPINE,.6,.9,.7,.3,.4,1.4,1.8,1.8,2.3,3.5,4.5,4.5,4.6,5.6,5.2,4.8,4.6,3.9,2.5,1.9,1.5,2.2,1.7,.3,.0,5.6,13
,CHULA VISTA,.4,1.8,2.6,2.5,2.9,2.8,3.4,3.4,3.4,3.4,6.4,6.8,6.2,7.2,8.1,7.3,6.5,4.9,4.1,3.7,4.1,4.1,4.0,4.0,.0,8.1,14
,DOWNTOWN SES,3.1,3.9,3.5,3.1,4.1,5.6,6.2,5.7,6.1,6.3,7.1,7.2,7.2,7.7,7.8,7.0,5.8,5.2,4.4,4.8,5.7,5.4,5.0,6.0,.0,7.8,14
,EL CAJON LES,1.5,3.2,1.4,1.8,1.5,1.5,1.1,1.1,.4,2.9,4.6,5.2,5.3,5.3,7.3,7.1,6.4,6.2,4.7,3.6,3.0,2.9,2.6,2.4,.0,7.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.6,3.3,3.7,3.3,3.5,1.8,2.2,3.0,3.5,3.3,7.1,6.8,7.8,9.0,10.7,8.4,7.7,7.0,5.9,5.1,5.6,5.1,5.8,5.6,.0,10.7,14
,OTAY MESA DVN,3.1,1.4,1.5,2.4,2.0,2.6,2.2,3.0,4.0,3.7,6.7,8.8,8.2,6.5,9.6,10.3,9.6,6.3,5.8,3.7,2.9,2.4,3.5,2.9,.0,10.3,15
,PENDLETON,4.0,2.8,3.2,3.9,4.7,4.1,3.9,4.2,3.9,6.3,6.8,7.9,8.1,8.3,8.0,6.6,6.0,4.3,3.5,3.4,3.4,2.2,2.4,3.6,.0,8.3,13
15 SWSP MPH,ALPINE,1.1,1.8,1.8,.9,.7,1.6,2.2,2.3,3.0,4.2,5.4,5.7,5.6,6.3,5.9,5.6,5.3,4.4,2.8,2.1,1.5,2.3,2.0,1.0,3.1,6.3,13
,CHULA VISTA,1.7,2.2,2.9,2.7,3.1,3.0,3.7,3.8,3.7,4.2,6.9,7.5,6.8,7.7,9.0,7.9,7.0,5.4,4.4,4.0,4.5,4.5,4.3,4.3,4.8,9.0,14
,DOWNTOWN SES,3.6,4.6,3.9,3.5,4.3,5.8,6.4,6.0,6.3,6.8,7.6,7.9,7.9,8.3,8.6,7.6,6.4,5.6,5.0,5.1,6.0,5.8,5.4,6.3,6.0,8.6,14
,EL CAJON LES,2.4,3.4,1.9,2.3,1.9,2.1,1.9,1.3,1.9,4.1,5.1,6.1,6.2,6.1,8.0,7.6,6.9,6.6,5.0,3.9,3.2,3.2,3.0,2.7,4.0,8.0,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.9,3.8,3.9,3.9,4.1,3.1,3.0,3.6,4.0,4.7,7.6,7.7,8.7,9.8,11.3,8.8,8.3,7.4,6.2,5.4,5.8,5.3,6.3,5.9,5.9,11.3,14
,OTAY MESA DVN,3.3,1.6,2.7,2.5,3.2,3.0,2.8,3.3,4.5,5.0,7.2,9.3,8.7,7.1,10.0,10.5,9.8,6.7,6.1,4.0,3.0,3.5,3.6,3.4,5.2,10.5,15
,PENDLETON,4.3,3.1,3.6,4.2,4.9,4.4,4.2,4.5,4.6,6.6,7.2,8.3,8.5,8.6,8.2,6.9,6.2,4.9,3.9,3.9,3.7,2.6,2.6,3.8,5.2,8.6,13
16 AMBTEMP °F,ALPINE,55.6,54.4,54.6,54.5,54.2,53.7,54.4,56.0,62.6,67.9,70.4,71.9,73.9,74.9,75.1,72.7,69.7,66.7,63.1,60.1,58.4,56.9,56.0,56.1,62.2,75.1,14
,CARMEL MT RCH,61.6,61.4,61.3,61.6,61.8,61.8,62.7,64.3,66.1,70.8,71.5,73.7,76.7,75.1,73.1,72.0,70.5,68.8,65.7,62.6,61.8,62.4,62.7,62.7,66.4,76.7,12
,CHULA VISTA,63.3,63.1,62.6,62.4,62.1,62.0,62.3,63.2,64.3,66.4,68.5,69.0,69.9,70.5,69.8,68.5,66.9,65.5,64.5,64.0,63.9,63.7,63.5,63.3,65.1,70.5,13
,DOWNTOWN SES,63.6,63.4,63.2,62.7,63.1,62.9,62.6,63.0,63.8,64.9,66.1,67.5,67.7,68.2,67.8,66.9,65.9,64.9,64.6,64.4,63.8,63.7,63.6,63.8,64.7,68.2,13
,EL CAJON LES,63.3,62.6,62.3,62.1,62.5,63.0,63.2,64.6,67.3,70.8,73.0,74.5,76.0,77.4,75.7,73.8,72.3,69.2,66.0,63.5,62.8,62.9,63.3,63.0,67.3,77.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,62.8,62.6,62.9,62.8,62.5,62.7,63.6,64.0,65.0,67.0,69.5,70.7,72.3,73.1,70.9,69.9,68.9,66.9,65.0,64.1,64.1,63.8,63.5,63.4,65.9,73.1,13
,OTAY MESA DVN,61.4,61.2,61.4,61.6,61.1,61.2,61.6,62.5,64.9,68.9,70.4,72.6,71.8,73.3,72.7,70.3,68.4,66.7,64.2,62.1,61.6,61.9,61.6,61.6,65.2,73.3,13
,PENDLETON,64.0,64.3,64.5,64.5,64.4,64.5,65.0,65.8,66.8,69.6,70.9,70.7,71.2,70.8,69.7,70.0,68.3,66.8,65.6,65.0,64.8,64.9,65.0,64.9,66.8,71.2,12
17 RELHUM %,ALPINE,98,98,98,99,99,99,99,99,85,63,59,54,51,49,48,55,61,67,76,83,87,91,95,95,80,99,03
,EL CAJON LES,85,86,86,86,85,83,83,78,71,64,59,57,54,52,56,59,61,67,74,81,83,82,82,82,73,86,01
,KEARNY MESA,86,86,84,84,84,82,80,80,77,72,67,63,60,59,65,66,67,71,75,79,80,81,81,81,75,86,00
18 PRES mmHg,EL CAJON LES,748,747,747,747,747,748,748,748,748,748,748,748,747,747,747,747,747,747,747,747,747,748,748,747,747,748,00
,KEARNY MESA,749,749,749,749,749,749,749,749,749,749,749,749,749,748,748,748,748,748,748,748,749,749,749,749,749,749,00
19 SOLAR W/M2,EL CAJON LES,3,2,3,3,4,27,71,179,518,923,1050,1102,1098,1021,880,685,456,226,45,0,0,2,3,3,346,1102,11
,KEARNY MESA,0,0,0,0,1,28,72,133,271,616,981,1027,1019,954,836,670,472,250,54,0,0,0,0,0,308,1027,11
25 NOY,EL CAJON LES,2.24,2.30,2.68,2.70,2.84,C,C,3.91,4.51,M,M,M,5.71,4.12,3.84,3.88,4.15,3.60,3.01,3.49,4.00,4.22,3.71,3.57,3.60,5.71,12
26 NOY-NO,EL CAJON LES,2.26,2.31,2.64,2.72,2.85,C,C,3.46,3.68,M,M,M,4.93,3.66,3.27,3.14,3.34,3.04,2.60,3.14,3.72,3.80,3.60,3.56,3.24,4.93,12
27 NO Trace,EL CAJON LES,-.02,-.01,.04,-.01,-.01,C,C,.44,.82,M,M,M,.77,.45,.56,.73,.80,.56,.41,.34,.27,.41,.10,.00,.35,.82,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,M,M,M,.2,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.2,12
29 CO Tr PPB,EL CAJON LES,158.0,156.2,C,C,C,179.4,192.8,198.2,199.0,M,C,C,209.8,179.2,164.8,157.9,155.8,156.2,160.2,159.6,167.3,179.4,143.7,147.3,170.2,209.8,12
BCarbon ug/m3,DOWNTOWN SES,.26,.26,.26,.18,.25,.25,.36,.54,.54,.54,.52,.23,.28,.25,.15,.14,.16,.14,.20,.18,.16,.20,.19,.19,.27,.54,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
