Current Date:,2/13/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
2/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.045,.045,C,C,.045,.040,.034,.039,.038,.042,.042,.041,.044,.045,.046,.047,.041,.039,.033,.041,.043,.042,.044,.043,.041,.047,15
,CHULA VISTA,.014,.019,C,C,.015,.004,.001,.004,.004,.015,M,M,.040,.043,.038,.042,.039,.028,.008,.001,.001,.001,.000,.001,.015,.043,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.006,.006,C,C,C,.001,.000,.003,.008,.012,.023,.039,.039,.044,.047,.048,.038,.030,.022,.012,.004,.003,.003,.004,.018,.048,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.029,.029,C,C,.026,.022,.016,.021,.028,.027,.033,M,M,.041,M,.033,.028,.027,.005,.013,.004,.005,.005,.005,.020,.041,13
,OTAY MESA DVN,.025,.027,C,C,.037,.029,.030,.024,.018,M,.021,.029,.035,.039,.042,.033,.032,.030,.023,.012,.016,.006,.012,.015,.025,.042,14
,PENDLETON,.022,.024,.024,.021,.021,.024,.022,.020,.025,.024,.029,.037,.030,.032,.033,.033,.036,.039,.029,.013,.021,.010,.008,.015,.024,.039,17
02 NOX PPM,ALPINE,.001,.001,C,C,.000,.004,.009,.006,.008,.005,.004,.005,.003,.004,.005,.005,.008,.010,.018,.009,.004,.004,.002,.001,.005,.018,18
,CARMEL MT RCH,.033,.041,C,C,C,.075,.093,.119,.115,.101,.043,.057,.039,.037,.042,.058,.053,.041,.074,.047,.072,.060,.033,.037,.060,.119,07
,CHULA VISTA,.018,.014,C,C,.020,.032,.054,.103,.185,.068,M,M,.021,.020,.024,.019,.015,.025,.039,.057,.065,.056,.055,.047,.047,.185,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.020,.016,C,C,C,.042,.063,.067,.053,.055,.032,.010,.010,.009,.005,.005,.016,.023,.024,.031,.041,.041,.043,.033,.030,.067,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.004,C,C,.009,.013,.023,.019,.015,.030,.020,M,M,.012,M,.021,.025,.023,.054,.027,.039,.039,.034,.033,.023,.054,18
,OTAY MESA DVN,.009,.011,C,C,.001,.007,.010,.021,.030,M,.045,.032,.024,.022,.018,.021,.019,.018,.021,.036,.028,.049,.035,.024,.023,.049,21
,PENDLETON,.007,.006,.006,.009,.008,.009,.011,.014,.013,.013,.010,.005,.012,.018,.018,.013,.011,.005,.012,.030,.014,.025,.021,.012,.013,.030,19
03 NO2 PPM,ALPINE,.001,.001,C,C,.001,.004,.008,.005,.006,.004,.003,.003,.002,.003,.004,.004,.007,.008,.015,.007,.004,.004,.002,.001,.004,.015,18
,CARMEL MT RCH,.026,.030,C,C,C,.038,.040,.045,.043,.041,.022,.029,.021,.021,.022,.032,.030,.029,.043,.037,.044,.037,.025,.030,.033,.045,07
,CHULA VISTA,.017,.013,C,C,.018,.028,.037,.046,.049,.032,M,M,.015,.015,.019,.015,.013,.021,.038,.042,.040,.036,.032,.032,.028,.049,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.016,.014,C,C,C,.017,.019,.020,.021,.024,.018,.007,.007,.006,.004,.004,.014,.022,.024,.029,.030,.028,.027,.025,.018,.030,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.004,C,C,.009,.012,.021,.016,.011,.020,.014,M,M,.009,M,.017,.022,.021,.039,.026,.033,.036,.031,.030,.020,.039,18
,OTAY MESA DVN,.009,.011,C,C,.001,.006,.008,.015,.019,M,.029,.022,.018,.017,.015,.017,.017,.018,.021,.035,.027,.041,.030,.023,.019,.041,21
,PENDLETON,.006,.005,.006,.008,.006,.007,.009,.010,.007,.007,.006,.003,.008,.010,.011,.009,.008,.004,.012,.027,.013,.021,.019,.011,.010,.027,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.004,.001,.000,.000,.000,.000,.001,.004,18
,CARMEL MT RCH,.007,.011,C,C,C,.037,.053,.074,.073,.060,.021,.028,.018,.017,.019,.026,.023,.012,.031,.010,.028,.022,.008,.007,.028,.074,07
,CHULA VISTA,.001,.001,C,C,.002,.004,.018,.057,.136,.036,M,M,.006,.004,.005,.003,.002,.004,.002,.015,.025,.020,.023,.015,.019,.136,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.004,.002,C,C,C,.025,.044,.047,.032,.031,.013,.003,.003,.003,.001,.001,.002,.001,.000,.002,.010,.013,.016,.009,.012,.047,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.002,.003,.004,.010,.006,M,M,.002,M,.004,.003,.001,.015,.001,.005,.003,.003,.003,.003,.015,18
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.002,.006,.011,M,.017,.010,.006,.004,.003,.003,.002,.000,.000,.002,.001,.008,.006,.001,.004,.017,10
,PENDLETON,.002,.001,.000,.001,.002,.002,.002,.004,.005,.005,.004,.002,.005,.008,.007,.004,.003,.000,.000,.004,.002,.004,.003,.001,.003,.008,13
06 CO PPM,CARMEL MT RCH,.5,.5,C,C,C,.8,.9,1.3,1.2,.8,.4,.5,.4,.5,.6,.7,.7,.6,1.0,.7,1.0,.9,.5,.6,.7,1.3,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,25,25,24,26,25,25,25,26,25,25,25,25,24,24,24,24,24,25,26,26,26,26,26,26,25,26,03
,CARMEL MT RCH,24,24,24,24,24,24,24,23,24,25,25,24,24,25,25,25,25,25,25,26,26,26,26,26,25,26,19
,CHULA VISTA,24,24,24,24,24,23,23,24,23,22,23,23,23,24,25,25,25,25,25,25,25,25,26,26,24,26,22
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,24,24,24,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,25,18
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,27,28,27,27,26,25,25,25,26,26,27,27,27,27,27,28,11
,PENDLETON,21,22,22,22,22,22,22,22,21,21,22,23,23,23,23,24,24,24,25,24,24,24,23,23,23,25,18
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,-.8,-1.8,-.9,-.5,.0,-.5,.0,1.6,1.1,-1.3,-1.2,-2.3,-2.0,-1.0,-2.3,-1.8,-1.0,6.0,3.6,5.6,6.8,5.5,2.0,-.5,.5,6.8,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,8.4,11.0,9.3,10.1,9.4,10.2,8.9,14.2,14.4,12.4,9.7,5.3,2.7,4.1,3.0,4.1,3.2,11.0,18.0,21.3,16.9,18.8,21.4,23.3,11.2,23.3,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,13.7,12.5,10.1,21.7,5.3,6.2,4.7,7.5,7.8,5.8,23.7,12.8,15.8,M,11.8,11.7,7.2,6.4,17.0,30.6,19.6,36.6,28.5,23.1,14.7,36.6,21
,PENDLETON,2.6,-.1,1.1,-.3,.0,1.1,1.7,4.1,1.8,.0,.5,-3.0,1.1,4.3,4.4,5.7,4.2,6.2,5.6,3.6,1.7,4.1,6.1,5.0,2.5,6.2,17
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,70,82,353,93,78,82,109,104,143,146,213,264,258,287,271,262,330,343,22,36,91,16,98,98,160,353,02
,CHULA VISTA,67,52,53,70,66,98,64,41,14,35,22,1,220,268,245,235,250,33,117,95,103,95,56,59,98,268,13
