Current Date:,2/22/2019,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
2/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.043,.042,,,,,,,,,,,,,.041,.041,.041,.042,.042,.042,.042,.042,.041,.04,0.041,0.043,00
,CHULA VISTA,.043,.043,.042,.042,.041,.041,.041,.041,.041,.041,.041,.041,.042,.04,.04,.039,.037,.035,.033,.032,.03,.028,.025,.021,0.037,0.043,00
,EL CAJON LES,,,,.036,.036,.036,.038,.039,.04,.04,.04,.04,.04,.04,.039,.038,.036,.033,.029,.028,.026,,,,0.036,0.04,08
,KEARNY MESA,.04,.039,.039,.039,.039,.038,,,,,,,,,,,.031,.031,.031,.03,.03,.029,.026,.022,0.033,0.04,00
,OTAY MESA DVN,.038,.036,.035,.035,.035,.034,.034,.034,.034,.034,.035,.035,.034,.034,.034,.035,.035,.035,.034,.035,.035,.033,.03,.026,0.034,0.038,00
,PENDLETON,.043,.042,.041,.041,.041,.04,.04,.041,.041,.041,.042,.041,.04,.039,.038,.037,.035,.033,.031,.03,.03,.027,.024,.021,0.036,0.043,00
