Current Date:,3/1/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.008,.007,.010,.004,.003,.002,M,.002,M,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.002,.010,07
,OTAY MESA DVN,.007,.006,C,C,.001,.001,.012,.030,.041,.020,.005,.000,.001,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.006,.041,08
,PENDLETON,.001,.000,C,C,.001,.004,.004,.006,.004,.004,.003,.001,.001,.003,.001,.001,.001,.001,.001,.001,.000,.000,.001,.000,.002,.006,07
06 CO PPM,CARMEL MT RCH,.5,.5,.4,.3,.4,.2,.3,.4,.6,.3,.2,.3,.5,.5,.5,.5,.4,.5,.5,.5,.5,.4,.3,.3,.4,.6,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,24,25,26,26,26,26,26,25,26,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,26,25,26,26,26,26,25,26,18
,CHULA VISTA,24,24,24,24,24,24,24,24,25,26,26,26,26,25,25,25,26,25,25,26,26,26,26,26,25,26,09
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25,00
,OTAY MESA DVN,27,27,28,27,27,28,27,27,27,27,27,26,26,26,26,26,25,25,26,26,27,27,27,27,27,28,02
,PENDLETON,25,25,25,25,25,25,25,25,25,25,24,24,23,24,24,24,24,24,25,25,25,25,25,25,25,25,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.0,11.5,11.0,10.0,11.2,13.8,9.6,12.6,10.0,10.9,13.8,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,9.0,8.6,7.6,14.6,9.4,9.8,8.4,11.8,17.4,13.3,7.5,6.0,4.3,3.8,8.0,6.8,5.9,6.4,4.8,3.1,6.6,8.6,14.4,8.3,8.5,17.4,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,31.1,25.2,16.7,16.4,25.4,22.4,22.8,27.0,30.1,31.7,10.2,5.7,6.3,13.4,M,5.2,4.7,4.1,4.6,6.2,6.0,6.8,12.0,11.1,15.0,31.7,09
,PENDLETON,1.8,3.4,4.8,2.2,3.4,3.8,2.0,5.0,5.8,4.3,3.0,3.9,2.9,3.7,7.3,5.4,4.4,4.2,.4,.5,.8,-2.0,-2.1,-1.1,2.8,7.3,14
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,75,82,78,96,67,54,94,128,275,284,256,212,256,246,270,275,271,277,316,41,97,94,5,213,169,316,18
,CHULA VISTA,95,64,42,86,101,85,100,113,160,86,291,265,256,263,271,273,274,284,297,268,239,209,233,282,193,297,18
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,118,158,329,234,120,217,242,294,325,11,335,322,333,M,255,257,265,303,310,350,124,98,110,220,232,350,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,60,49,27,62,52,104,62,94,192,126,229,254,274,261,283,294,296,299,323,2,297,291,340,291,190,340,22
,OTAY MESA DVN,137,125,8,59,134,34,133,129,163,179,247,294,252,290,291,290,285,289,327,334,172,91,3,354,193,354,23
,PENDLETON,65,67,64,76,35,81,82,105,231,202,237,228,245,262,273,289,295,300,279,275,300,250,261,290,200,300,17
13 SIGTHETA °,ALPINE,38,21,40,24,44,19,15,28,41,45,55,58,48,34,41,35,25,24,23,34,18,21,25,57,34,58,11
,CHULA VISTA,17,28,20,59,41,30,24,24,26,52,61,41,19,20,19,18,19,22,19,20,22,21,21,20,28,61,10
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,34,58,58,67,45,55,42,74,64,49,69,43,47,M,23,19,18,17,17,17,48,38,39,42,43,74,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,18,19,9,19,14,9,18,52,32,53,63,33,18,12,14,11,11,16,21,14,9,13,10,21,63,11
,OTAY MESA DVN,11,36,20,31,12,43,13,14,20,31,53,39,25,16,12,14,10,18,22,19,45,28,26,16,24,53,10
,PENDLETON,12,12,16,20,28,13,15,37,28,24,15,17,15,12,16,19,17,17,18,19,27,27,12,15,19,37,07
14 VWSP MPH,ALPINE,1.0,1.9,.4,1.3,.5,1.2,1.6,.6,.6,1.6,1.2,1.9,2.8,3.7,3.8,3.7,5.5,3.0,.9,.3,1.4,.5,1.1,.1,1.7,5.5,16
,CHULA VISTA,1.7,1.2,1.4,1.0,1.8,1.4,3.2,2.3,1.9,1.1,1.5,3.6,6.8,6.8,8.6,7.1,8.0,4.3,3.2,2.1,1.8,2.0,1.4,2.2,3.2,8.6,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.5,.6,.1,.0,.6,.2,.5,.2,1.0,1.2,.2,1.5,2.0,M,6.7,6.1,7.7,5.8,3.8,2.2,1.0,1.1,.7,.8,1.9,7.7,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.2,3.0,2.0,2.5,2.5,2.2,2.6,1.5,.6,2.4,1.5,.3,4.1,7.1,10.4,8.0,10.9,6.7,4.6,3.4,2.3,2.7,3.3,5.1,3.8,10.9,16
,OTAY MESA DVN,4.5,1.8,2.9,.5,3.4,.8,3.6,4.1,3.1,1.8,.9,2.2,3.9,9.0,10.2,8.2,9.7,4.1,2.4,2.3,.5,.5,1.4,2.2,3.5,10.2,14
,PENDLETON,3.8,3.1,2.4,1.9,.2,2.5,2.5,.6,1.6,2.7,3.8,4.8,6.1,5.2,4.6,5.1,6.1,4.4,3.0,3.1,1.9,2.3,2.8,.1,3.1,6.1,12
15 SWSP MPH,ALPINE,1.0,2.1,.6,1.5,.8,1.3,1.7,.7,1.4,2.4,1.8,2.9,3.8,4.9,4.8,4.4,6.1,3.2,1.3,.6,1.5,.6,1.6,.6,2.2,6.1,16
,CHULA VISTA,1.8,1.3,1.6,1.3,2.0,1.5,3.4,2.7,2.1,1.7,2.5,4.5,7.2,7.2,9.1,7.4,8.4,4.6,3.4,2.3,2.0,2.1,1.7,2.5,3.5,9.1,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.2,1.6,1.4,1.2,1.9,1.1,.8,.6,1.6,1.8,2.3,2.8,3.3,M,7.3,6.5,8.2,6.3,4.0,2.5,1.3,1.2,1.1,.9,2.6,8.2,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.3,3.2,2.3,2.6,2.7,2.3,2.7,1.7,1.2,2.7,2.5,2.7,5.0,7.7,10.6,8.3,11.1,6.9,4.9,3.7,2.4,3.0,3.5,5.2,4.2,11.1,16
,OTAY MESA DVN,4.6,2.3,3.1,2.3,3.6,2.7,3.8,4.2,3.3,2.4,3.0,3.2,4.7,9.3,10.5,8.5,9.8,4.3,2.8,2.7,1.7,1.3,1.9,2.3,4.1,10.5,14
,PENDLETON,3.9,3.2,2.7,2.0,.2,2.6,2.7,.7,1.8,3.1,4.1,5.1,6.3,5.3,4.8,5.4,6.4,4.6,3.2,3.3,2.0,2.5,2.9,.1,3.3,6.4,16
16 AMBTEMP °F,ALPINE,50.0,49.2,51.4,52.5,51.7,52.9,52.3,55.5,58.4,59.3,61.2,64.4,66.6,69.4,68.4,65.9,62.7,57.3,54.4,52.8,51.9,51.8,50.9,49.7,56.7,69.4,13
,CARMEL MT RCH,51.1,50.3,51.2,51.4,51.4,51.5,52.1,55.0,58.9,61.9,65.3,66.7,67.4,69.3,68.4,65.9,62.7,59.4,58.5,57.8,56.7,56.5,56.7,56.7,58.5,69.3,13
,CHULA VISTA,50.2,50.0,50.4,51.5,52.5,52.2,52.4,57.9,62.4,67.4,71.6,71.8,70.1,69.4,67.2,66.0,63.2,61.3,60.9,60.4,59.9,59.4,59.3,59.3,60.3,71.8,11
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,50.0,49.7,50.1,50.9,51.4,51.6,50.3,53.3,57.5,61.5,65.9,68.7,69.8,71.3,73.2,70.5,67.2,62.2,59.6,59.0,57.2,55.8,54.7,55.8,59.1,73.2,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,51.7,51.4,52.5,53.4,53.6,52.8,52.4,56.6,60.4,63.3,65.6,68.1,69.2,69.0,67.6,65.4,62.1,59.9,59.9,59.9,59.7,59.2,57.9,57.7,59.6,69.2,12
,OTAY MESA DVN,51.9,51.4,51.0,51.3,51.9,51.8,51.6,54.2,58.5,63.3,66.3,67.9,69.8,68.7,M,64.1,61.7,58.7,58.5,58.4,58.2,58.5,58.0,57.2,58.4,69.8,12
,PENDLETON,55.0,55.1,55.3,54.5,55.0,55.2,55.8,57.8,59.2,60.5,62.0,64.2,63.8,62.7,62.9,62.5,61.5,60.0,59.0,57.8,57.2,57.2,56.9,56.9,58.7,64.2,11
17 RELHUM %,ALPINE,83,81,73,70,74,71,79,75,69,69,65,60,54,49,47,53,64,79,90,96,97,97,97,98,75,98,23
,EL CAJON LES,86,87,87,85,85,85,88,81,71,60,54,53,51,49,45,51,61,75,83,85,88,90,91,90,74,91,22
,KEARNY MESA,89,89,89,88,86,88,87,78,66,59,60,58,55,55,62,69,82,92,91,89,90,92,93,97,79,97,23
18 PRES mmHg,KEARNY MESA,751,751,750,750,750,750,750,750,751,751,751,750,749,749,748,748,749,749,749,750,750,750,750,750,750,751,00
19 SOLAR W/M2,KEARNY MESA,0,0,1,0,1,0,28,170,237,370,611,785,791,705,587,367,160,15,1,0,1,1,1,1,201,791,12
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.2,.1,.1,.0,.0,.0,.0,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.2,07
29 CO Tr PPB,EL CAJON LES,384.2,347.2,C,C,C,434.4,624.8,755.7,673.3,438.9,283.9,213.8,211.7,M,288.6,273.7,290.7,228.2,236.1,231.8,305.2,374.5,440.8,394.5,371.6,755.7,07
