Current Date:,2/7/2019,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
2/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.037,.037,.037,.037,.038,.038,.039,.04,.041,.042,.042,.042,.041,.041,.039,.038,.037,.035,.034,.034,.034,.034,.036,.036,0.037,0.042,09
,CHULA VISTA,.027,.026,.025,.027,.028,.03,.033,.037,.04,.041,.041,.041,.039,.036,.033,.031,.028,.025,.022,.021,.02,.02,.017,.013,0.029,0.041,09
,EL CAJON LES,,,,.019,.022,.025,.029,.035,.04,.042,.043,.041,.039,.038,.035,.033,.03,.028,.025,.025,.025,,,,0.031,0.043,10
,KEARNY MESA,.024,.023,.023,.025,.027,.028,.031,.036,.041,.042,.042,.04,.038,.036,.033,.031,.029,.027,.026,.026,.027,.026,.025,.023,0.03,0.042,09
,OTAY MESA DVN,.035,.035,.035,.035,.036,.036,.037,.038,.039,.04,.04,.039,.039,.038,.037,.036,.035,.034,.033,.033,.033,.031,.029,.029,0.035,0.04,09
,PENDLETON,.023,.019,.018,.018,.02,.022,.026,.031,.035,.038,.04,.04,.037,.034,.032,.029,.027,.024,.021,.02,.02,.021,.02,.019,0.026,0.04,10
