Current Date:,2/10/2019,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
2/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.037,.035,.037,.038,.039,.039,.04,.041,.042,.044,.044,.043,.042,.041,.04,.039,.038,.037,.037,.037,.038,.039,.039,.04,0.039,0.044,09
,CHULA VISTA,.014,.011,.009,.011,.014,.018,.023,.027,.032,.037,.041,.042,.039,.035,.03,.026,.022,.018,.014,.011,.011,.013,.015,.016,0.022,0.042,11
,EL CAJON LES,,,,.014,.017,.02,.024,.028,.032,.036,.039,.038,.034,.03,.025,.02,.015,.011,.007,.005,,,,,0.023,0.039,10
,KEARNY MESA,.019,.017,.016,.017,.02,.022,.025,.029,.034,.038,.039,.04,.039,.036,.032,.03,.027,.024,.022,.02,.019,.02,.021,.02,0.026,0.04,11
,OTAY MESA DVN,.019,.014,.011,.013,.015,.017,.019,.023,.027,.031,.035,.037,.037,.037,.037,.036,.034,.033,.032,.032,.03,.028,.025,.022,0.026,0.037,11
,PENDLETON,.022,.021,.021,.022,.023,.025,.027,.03,.032,.036,.038,.037,.036,.036,.034,.032,.029,.026,.023,.021,.021,.02,.019,.018,0.027,0.038,10
