Current Date:,2/18/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
2/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.038,C,C,.039,.040,.039,.038,.039,.040,.042,.045,.045,.046,.046,.045,.043,.043,.042,.041,.044,.045,.046,.046,.047,.042,.047,23
,CHULA VISTA,.014,C,C,.032,.042,.042,.035,.040,.043,.044,.045,.044,.044,.045,.045,.044,.043,.042,.040,.044,.047,.048,.047,.047,.041,.048,21
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.024,.031,.036,.036,.034,.024,.018,.023,.041,.045,.046,.046,.046,.045,.045,.043,.041,.040,.037,.040,.041,.045,.045,.045,.038,.046,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.041,C,C,.040,.041,.041,.041,.042,.043,.045,.045,.045,.045,.044,.044,.042,.042,.038,.041,.044,.044,.046,.046,.045,.042,.046,21
,OTAY MESA DVN,.027,C,C,.031,.035,.037,.034,.034,.037,.041,.041,.041,.040,.041,.040,.038,.037,.036,.035,.037,.039,.040,.042,.042,.037,.042,22
,PENDLETON,C,C,C,.042,.038,.032,.032,.044,.044,.044,.043,.043,.043,.043,.044,.043,.041,.043,.047,.048,.047,.047,.046,.046,.042,.048,19
02 NOX PPM,ALPINE,.001,C,C,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.002,.001,.001,.001,.001,.001,.001,.000,.001,.002,15
,CARMEL MT RCH,.002,C,C,C,.003,.008,.017,.019,.009,.007,.008,.008,.008,.010,.008,.008,.011,.006,.005,.005,.007,.003,.002,.003,.007,.019,07
,CHULA VISTA,.014,C,C,.005,.001,.002,.005,.003,.002,.002,.002,.002,.002,.002,.001,.001,.001,.002,.002,.002,.002,.001,.002,.001,.003,.014,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.007,.005,.002,.002,.003,.007,.010,.011,.003,.001,.001,.001,.000,.001,.001,.002,.003,.003,.003,.003,.006,.003,.002,.001,.003,.011,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,C,C,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.003,.001,.003,.002,.004,.006,.003,.003,.001,.002,.006,20
