Current Date:,2/28/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/27/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.043,.043,C,C,.043,.043,.043,.039,.043,.043,.043,.043,.043,.045,.044,.044,.043,.045,.039,.044,.045,.046,.046,.046,.043,.046,21
,CHULA VISTA,.011,.023,C,C,.026,.018,.008,.011,.013,.022,.032,.030,.035,.037,.040,.041,.038,.030,.018,.006,.015,.016,.025,.019,.023,.041,15
,DOWNTOWN SES,.002,.002,C,C,.026,.021,.004,.008,.012,.028,.025,.027,.029,.030,.035,.036,.031,.026,.013,.004,.005,.025,.024,.029,.020,.036,15
,EL CAJON LES,.005,.003,C,C,C,.001,.002,.004,.008,.013,.024,M,.043,.044,.043,.043,.042,.027,.036,.033,.031,.016,.001,.001,.021,.044,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.025,.029,C,C,.030,.022,.017,.020,.029,.030,.039,.040,.041,.040,.039,.039,.038,.024,.014,.030,.024,.027,.034,.039,.030,.041,12
,OTAY MESA DVN,.039,.035,C,C,.036,.032,.036,.037,.037,.039,.042,M,M,M,.042,.043,.041,.037,.036,.031,.036,.038,.039,.039,.037,.043,15
,PENDLETON,.017,.023,C,C,.024,.027,.021,.023,.023,.025,.026,.029,.037,.043,.037,.043,.035,.024,.028,.027,.023,.023,.030,.026,.027,.043,13
02 NOX PPM,ALPINE,.000,.000,C,C,.000,.001,.002,.004,.001,.001,.001,.001,.000,.000,.000,.001,.001,.000,.004,.000,.001,.000,.000,.000,.001,.004,07
,CARMEL MT RCH,.009,.011,.010,.018,.012,.014,.009,.032,.040,.009,.002,.001,.001,M,M,M,.006,.003,.005,.026,.024,.020,.011,.019,.013,.040,08
,CHULA VISTA,.022,.011,C,C,.009,.015,.039,.042,.042,.024,.015,.028,.019,.018,.007,.005,.008,.015,.025,.039,.024,.022,.015,.019,.021,.042,07
,DOWNTOWN SES,.048,.038,C,C,.010,.015,.043,.058,.051,.019,.035,.029,.027,.027,.015,.014,.019,.026,.036,.048,.055,.017,.017,.012,.030,.058,07
,EL CAJON LES,.025,.025,C,C,C,.031,.042,.053,.059,.051,.033,M,.005,.002,.001,.001,.002,.017,.006,.006,.007,.024,.060,.052,.025,.060,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.007,C,C,.005,.012,.022,.021,.010,.015,.009,.009,.009,.008,.009,.012,.012,.023,.031,.010,.015,.011,.006,.002,.012,.031,18
,OTAY MESA DVN,.004,.006,C,C,.005,.009,.008,.009,.012,.008,.006,M,M,M,.007,.002,.005,.008,.005,.010,.005,.004,.004,.004,.006,.012,08
,PENDLETON,.014,.007,C,C,.007,.007,.014,.012,.013,.013,.012,.012,.009,.008,.016,.010,.011,.020,.017,.016,.015,.015,.007,.009,.012,.020,17
03 NO2 PPM,ALPINE,.000,.000,C,C,.000,.001,.002,.003,.001,.001,.001,.000,.000,.000,.000,.000,.001,.000,.004,.000,.000,.000,.000,.000,.001,.004,18
,CARMEL MT RCH,.008,.010,.009,.015,.010,.012,.007,.017,.021,.005,.001,.001,.001,M,M,M,.005,.003,.004,.021,.019,.016,.009,.016,.010,.021,08
,CHULA VISTA,.021,.011,C,C,.009,.014,.028,.024,.022,.016,.011,.019,.015,.014,.006,.004,.007,.014,.023,.034,.024,.022,.014,.017,.017,.034,19
,DOWNTOWN SES,.035,.032,C,C,.009,.013,.028,.028,.026,.012,.022,.020,.020,.020,.012,.012,.017,.024,.033,.037,.036,.016,.016,.011,.022,.037,19
,EL CAJON LES,.021,.022,C,C,C,.020,.020,.021,.025,.026,.021,M,.004,.002,.001,.001,.001,.016,.005,.006,.007,.019,.034,.034,.015,.034,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.007,C,C,.005,.012,.020,.016,.008,.010,.007,.007,.007,.007,.008,.010,.011,.022,.029,.010,.014,.011,.006,.002,.011,.029,18
,OTAY MESA DVN,.004,.006,C,C,.004,.007,.006,.007,.008,.005,.004,M,M,M,.005,.002,.003,.006,.005,.010,.005,.004,.004,.004,.005,.010,19
,PENDLETON,.012,.006,C,C,.006,.006,.012,.009,.008,.008,.008,.008,.007,.006,.013,.009,.011,.019,.016,.015,.014,.013,.006,.008,.010,.019,17
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,CARMEL MT RCH,.001,.002,.001,.003,.001,.002,.002,.015,.019,.004,.001,.000,.000,M,M,M,.001,.000,.001,.005,.005,.004,.002,.002,.003,.019,08
,CHULA VISTA,.001,.000,C,C,.000,.001,.011,.018,.020,.008,.004,.008,.004,.004,.001,.001,.001,.001,.001,.005,.001,.001,.000,.001,.004,.020,08
,DOWNTOWN SES,.012,.007,C,C,.001,.002,.015,.030,.024,.007,.013,.009,.007,.006,.003,.003,.002,.002,.003,.011,.019,.002,.001,.001,.008,.030,07
,EL CAJON LES,.003,.003,C,C,C,.011,.022,.032,.034,.025,.013,M,.001,.000,.000,.000,.000,.001,.000,.000,.000,.005,.025,.018,.010,.034,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.002,.005,.003,.004,.002,.002,.002,.002,.002,.002,.001,.001,.002,.000,.000,.000,.000,.000,.001,.005,07
,OTAY MESA DVN,.000,.000,C,C,.001,.002,.002,.002,.004,.003,.002,M,M,M,.002,.000,.001,.002,.000,.001,.000,.000,.000,.000,.001,.004,08
,PENDLETON,.002,.000,C,C,.001,.001,.002,.003,.004,.005,.004,.004,.002,.001,.003,.001,.001,.001,.001,.001,.001,.002,.000,.001,.002,.005,09
06 CO PPM,CARMEL MT RCH,.3,.2,.2,.3,.2,.3,.3,.8,.7,.2,.1,.1,.1,M,M,M,.2,.2,.2,.8,.8,.6,.3,.7,.4,.8,07
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,25,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,26,00
,CARMEL MT RCH,25,26,26,26,26,26,26,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,26,01
,CHULA VISTA,23,23,23,23,22,22,22,24,26,26,25,26,25,25,25,25,25,25,26,26,26,25,26,26,25,26,08
,DOWNTOWN SES,26,26,26,26,26,26,26,26,25,25,24,24,23,23,24,24,24,24,24,25,25,25,25,25,25,26,00
,EL CAJON LES,26,26,26,26,26,27,27,27,26,26,26,26,25,25,25,25,25,25,25,25,26,25,26,26,26,27,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,25,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,25,25,25,26,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,26,26,26,25,24,24,24,25,24,25,26,26,26,26,26,26,27,00
,PENDLETON,27,26,26,26,26,26,26,26,26,25,25,24,24,24,25,25,25,25,26,26,26,26,26,26,26,27,00
11 PM2.5 µg/M3,ALPINE,3.7,.6,1.7,2.8,2.1,-.5,-1.8,-.9,-2.4,-3.3,-3.3,-3.1,-1.8,-.6,-1.3,.1,1.1,.1,1.4,1.7,1.2,1.8,1.1,.5,.0,3.7,00
,DOWNTOWN SES,84.3,10.6,6.0,4.3,2.6,1.5,6.2,7.5,8.3,4.1,1.5,3.0,1.6,1.7,1.5,1.8,3.8,5.7,11.3,14.5,10.0,4.9,3.3,2.5,8.4,84.3,00
,EL CAJON LES,5.3,6.0,6.0,3.5,5.3,6.4,9.4,7.2,9.3,7.4,4.4,2.7,2.8,2.7,.7,1.9,2.8,3.7,3.4,3.1,1.6,4.9,6.8,7.5,4.7,9.4,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,PENDLETON,2.7,1.1,.5,-.4,.7,-.5,-.6,1.1,.9,.7,4.4,4.7,9.7,8.4,9.9,7.4,4.1,1.6,1.1,.8,2.9,2.9,1.5,1.3,2.7,9.9,14
12 VWDR °,ALPINE,14,285,41,359,340,334,9,26,90,79,99,86,106,97,82,55,54,70,24,88,96,76,92,93,0,359,03
,CHULA VISTA,86,102,55,75,58,92,52,36,15,6,279,301,312,265,105,93,96,269,90,107,91,92,94,75,0,312,12
,DOWNTOWN SES,22,353,26,18,37,38,73,70,30,355,279,285,279,307,321,330,337,0,99,95,68,58,61,48,0,355,09
,EL CAJON LES,229,122,98,168,126,155,105,266,26,260,331,277,277,103,107,83,84,38,120,98,97,62,231,249,0,331,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,52,47,60,49,54,63,51,57,62,205,296,274,267,297,311,312,314,322,31,74,80,78,55,40,0,322,17
,OTAY MESA DVN,52,57,50,79,73,58,91,107,132,141,125,135,127,138,110,6,101,106,166,146,175,202,225,210,0,225,22
,PENDLETON,40,57,57,65,61,61,68,61,70,65,326,281,306,311,310,318,334,85,66,44,54,54,43,58,0,334,16
13 SIGTHETA °,ALPINE,23,62,55,28,66,45,44,82,76,77,83,37,19,22,25,33,57,36,45,28,26,41,31,25,44,83,10
,CHULA VISTA,42,28,26,29,18,48,24,27,17,18,56,25,36,33,40,22,42,46,47,28,13,20,16,18,30,56,10
,DOWNTOWN SES,33,69,74,57,23,47,51,42,36,56,46,26,18,20,19,19,16,47,43,35,53,13,22,17,37,74,02
,EL CAJON LES,40,42,23,46,36,46,60,61,55,55,40,26,34,43,20,18,16,58,37,29,29,32,65,72,41,72,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,7,14,7,7,7,8,13,23,51,31,35,21,16,10,11,10,9,13,17,17,13,38,11,17,51,09
,OTAY MESA DVN,32,47,24,36,23,30,25,17,21,70,22,13,13,14,27,60,21,29,50,24,22,28,31,54,31,70,09
,PENDLETON,45,33,11,16,14,31,40,12,14,16,31,29,15,11,15,11,15,15,22,12,15,13,10,25,20,45,00
