Current Date:,2/19/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/18/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.052,.045,C,C,.047,.048,.049,.035,.025,.034,.040,.034,.043,.048,.051,.053,.058,.052,.047,.039,.031,.024,.032,.047,.042,.058,16
,CHULA VISTA,.025,.032,C,C,.026,.023,.026,.027,.029,.027,M,M,M,M,M,.057,.057,.053,.045,.043,.046,.044,.042,.039,.037,.057,15
,DOWNTOWN SES,.023,.037,C,C,.037,.033,.030,.027,.030,.034,M,.040,.046,.054,.052,.053,.054,.054,.054,.050,.048,.046,.043,.039,.042,.054,13
,EL CAJON LES,.027,.032,.023,.025,.025,.022,.020,.020,.021,.027,.032,.037,.043,.043,.048,.053,.048,.041,.040,.034,.034,.035,.039,.037,.033,.053,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.016,.028,C,C,.038,.035,.034,.033,.033,.034,.038,.041,.049,.054,M,M,M,.041,.038,.037,.043,.044,.041,.040,.037,.054,13
,OTAY MESA DVN,.018,.013,C,C,.017,.018,.021,.021,.020,.025,.030,M,M,.053,.060,.061,.059,.050,.044,.037,.036,.036,.038,.035,.034,.061,15
,PENDLETON,.022,.018,C,C,.013,.014,.016,.016,.023,.038,M,M,M,M,.045,.046,.047,.047,.046,.048,.050,.049,.047,.046,.035,.050,20
02 NOX PPM,ALPINE,.004,.005,C,C,.004,.004,.005,.015,.029,.017,.008,.008,.006,.005,.010,.013,.009,.010,.010,.012,.013,.013,.010,.004,.010,.029,08
,CARMEL MT RCH,.011,.006,C,C,.021,.028,.040,.029,.020,.036,.031,M,.027,.025,.027,.025,.020,.021,.023,.014,.015,.011,.005,.010,.021,.040,06
,CHULA VISTA,.013,.010,C,C,.011,.012,.010,.014,.008,.010,M,M,M,M,M,.007,.007,.007,.008,.008,.007,.008,.008,.008,.009,.014,07
,DOWNTOWN SES,.016,.008,C,C,.006,.007,.009,.012,.013,.011,M,.013,.011,.009,.008,.006,.006,.006,.006,.009,.008,.006,.007,.008,.009,.016,00
,EL CAJON LES,.005,.005,.004,.004,.004,.005,.006,.007,.006,.008,.010,.009,.010,.017,.016,.014,.013,.014,.013,.016,.010,.008,.006,.006,.009,.017,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.014,.010,C,C,.006,.006,.007,.007,.008,.011,.012,.012,.010,.006,M,M,M,.008,.008,.007,.005,.003,.004,.004,.008,.014,00
,OTAY MESA DVN,.017,.021,C,C,.013,.013,.009,.010,.014,.018,.018,M,M,.010,.009,.007,.007,.007,.007,.007,.007,.008,.007,.007,.011,.021,01
,PENDLETON,.007,.007,C,C,.008,.010,.013,.014,.011,.005,M,M,M,M,.011,.001,.001,.001,.001,.001,.001,.002,.002,.003,.006,.014,07
03 NO2 PPM,ALPINE,.004,.005,C,C,.004,.004,.005,.012,.019,.011,.006,.006,.005,.004,.008,.011,.009,.009,.010,.012,.013,.013,.009,.004,.008,.019,08
,CARMEL MT RCH,.009,.006,C,C,.013,.014,.021,.015,.012,.018,.016,M,.016,.015,.016,.015,.013,.014,.015,.009,.011,.009,.005,.008,.013,.021,06
,CHULA VISTA,.013,.010,C,C,.011,.012,.009,.009,.007,.008,M,M,M,M,M,.006,.006,.006,.007,.007,.007,.008,.008,.007,.008,.013,00
,DOWNTOWN SES,.016,.008,C,C,.006,.007,.009,.011,.011,.009,M,.010,.009,.007,.006,.005,.006,.006,.006,.009,.007,.006,.007,.008,.008,.016,00
,EL CAJON LES,.005,.005,.004,.004,.004,.005,.005,.007,.005,.006,.007,.007,.008,.014,.014,.012,.012,.013,.012,.016,.010,.008,.006,.006,.008,.016,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.013,.010,C,C,.006,.006,.007,.007,.007,.009,.010,.010,.009,.006,M,M,M,.008,.008,.007,.005,.003,.004,.004,.007,.013,00
,OTAY MESA DVN,.017,.021,C,C,.013,.013,.009,.010,.012,.013,.013,M,M,.009,.008,.007,.007,.007,.007,.007,.007,.008,.007,.007,.010,.021,01
,PENDLETON,.006,.006,C,C,.007,.008,.009,.009,.007,.004,M,M,M,M,.005,.001,.001,.001,.001,.001,.001,.002,.002,.003,.004,.009,06
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.003,.010,.005,.002,.002,.001,.001,.002,.002,.001,.000,.000,.000,.000,.000,.000,.000,.001,.010,08
,CARMEL MT RCH,.002,.000,C,C,.008,.014,.019,.014,.008,.018,.014,M,.011,.010,.011,.010,.008,.007,.008,.005,.004,.003,.001,.002,.008,.019,06
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.004,.001,.002,M,M,M,M,M,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,07
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,.001,.002,.002,M,.003,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.003,11
,EL CAJON LES,.000,.001,.000,.000,.000,.000,.000,.001,.001,.002,.003,.002,.002,.003,.003,.002,.001,.001,.000,.000,.000,.000,.000,.000,.001,.003,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.000,.001,.002,.003,.002,.001,.001,M,M,M,.000,.000,.000,.000,.000,.000,.000,.001,.003,10
,OTAY MESA DVN,.000,.000,C,C,.000,.001,.000,.001,.002,.005,.005,M,M,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.005,09
,PENDLETON,.001,.000,C,C,.001,.001,.003,.005,.004,.001,M,M,M,M,.006,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,14
06 CO PPM,CARMEL MT RCH,.4,.3,C,C,C,.7,.9,.6,.4,.5,.5,.5,.6,.5,.6,.6,.6,.6,.6,.5,.5,.4,.3,.4,.5,.9,06
10 INTMP °C,ALPINE,26,27,27,27,27,27,27,27,25,25,24,24,24,24,23,24,25,25,25,26,26,26,27,27,26,27,01
,CARMEL MT RCH,26,26,26,27,26,26,26,26,26,26,25,25,24,25,25,24,24,25,26,26,26,26,26,26,26,27,03
,CHULA VISTA,25,25,26,26,26,26,26,25,25,23,22,23,23,23,24,25,26,26,26,26,26,26,26,26,25,26,02
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,25,24,24,24,24,24,25,25,25,26,26,26,26,26,25,26,00
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,25,25,25,24,25,24,24,25,25,25,25,25,25,25,25,25,26,00
,OTAY MESA DVN,26,26,27,27,27,27,27,27,27,27,26,26,27,26,26,26,26,25,26,26,27,27,27,27,27,27,02
,PENDLETON,26,26,26,27,26,26,26,25,26,25,24,24,24,23,23,24,24,25,25,26,26,26,26,26,25,27,03
11 PM2.5 µg/M3,ALPINE,11.5,14.1,11.3,6.5,13.0,9.8,7.5,5.7,4.6,4.3,5.9,M,12.3,12.5,14.6,20.9,20.5,18.3,19.1,18.6,20.1,22.5,15.7,14.2,13.1,22.5,21
,DOWNTOWN SES,15.1,16.0,16.6,18.1,23.9,23.6,24.1,25.2,23.8,20.8,22.5,25.5,28.2,18.5,22.3,17.0,12.3,17.3,16.2,17.7,13.2,18.3,17.7,15.9,19.5,28.2,12
,EL CAJON LES,12.7,10.4,13.8,12.8,9.6,8.0,8.6,9.3,9.2,17.8,13.9,14.7,M,M,29.3,21.2,18.7,17.5,15.7,20.4,14.7,12.6,15.4,16.2,14.6,29.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,17.0,28.9,29.4,33.6,33.6,30.3,26.9,21.7,37.6,40.4,28.3,19.9,15.2,25.8,26.6,22.1,20.1,20.5,12.4,16.9,19.2,15.4,22.0,24.5,24.5,40.4,09
,PENDLETON,8.3,7.9,4.8,5.5,12.1,10.7,10.2,8.4,6.1,9.2,10.5,11.6,16.7,11.6,M,M,11.1,9.7,9.4,8.8,10.6,10.6,11.4,10.4,9.8,16.7,12
12 VWDR °,ALPINE,1,318,106,58,337,358,333,168,158,272,283,278,289,274,295,264,301,306,108,358,52,101,20,74,0,358,05
,CHULA VISTA,139,129,144,185,161,4,56,38,69,337,58,271,253,260,256,253,249,259,260,293,285,38,346,61,0,346,22
,DOWNTOWN SES,120,133,130,130,105,130,83,52,75,21,216,205,217,232,231,209,199,214,217,303,347,30,22,32,0,347,20
,EL CAJON LES,146,162,87,84,100,105,88,101,104,318,315,339,231,242,251,251,214,219,187,274,317,259,341,3,0,341,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,142,132,131,141,115,145,48,81,57,5,311,325,247,240,275,273,277,277,286,299,341,283,303,42,0,341,20
,OTAY MESA DVN,227,357,46,20,354,350,349,343,311,302,300,294,289,298,298,290,283,303,356,355,330,18,82,15,0,357,01
,PENDLETON,66,59,57,58,63,60,53,59,52,7,248,245,249,249,245,244,249,259,262,281,330,42,284,18,0,330,20
