Current Date:,4/13/2024,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
4/12/2024
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.041,.046,C,C,.033,.016,.024,.024,.026,.029,.035,.039,.045,.050,.055,.054,.052,.049,.048,.045,.042,.041,.040,.039,.039,.055,14
,CHULA VISTA,.035,.028,C,C,.045,.050,.047,.043,.048,.052,.052,.054,.054,.054,.053,.052,.052,.051,.050,.046,.044,.044,.045,.046,.047,.054,11
,DOWNTOWN SES,.049,.052,C,C,.052,.053,.054,.050,.051,C,C,C,.054,.052,.051,.052,.051,.051,.052,.050,.048,.047,.050,.051,.051,.054,06
,EL CAJON LES,.033,.032,C,C,C,.027,.021,.021,.031,.038,.043,.049,.053,.053,.053,.052,.050,.049,.048,.047,.043,.043,.044,.041,.041,.053,12
,KEARNY MESA,.034,.039,C,C,.045,.046,.047,.047,.049,.052,.053,.054,.055,.055,.054,.053,.053,.051,.051,.050,.049,.047,.048,.048,.049,.055,12
,OTAY MESA DVN,.021,.016,C,C,.019,.029,.028,.020,.022,.040,.044,.052,.053,.054,.054,.050,.050,.046,.046,.045,.044,.045,.045,.049,.039,.054,13
,PENDLETON,,,,,,,,,P,P,M,M,.055,.054,.052,.052,.051,.051,.050,.051,.051,.052,.051,.052,.051,.055,12
03 NO2 PPB,ALPINE,3.3,2.2,C,C,7.1,5.8,4.4,3.8,4.4,6.4,7.2,10.6,8.9,7.2,5.1,4.0,3.3,3.1,3.5,4.0,3.6,4.0,4.0,4.5,5.0,10.6,11
,CARMEL MT RCH,11.5,9.0,C,C,10.7,8.4,7.8,14.7,22.1,12.8,21.2,22.6,20.8,21.6,20.3,18.0,17.0,21.8,17.2,18.2,15.0,14.2,9.2,3.6,15.3,22.6,11
,CHULA VISTA,7.3,11.3,C,C,3.2,4.4,6.7,8.9,6.0,4.3,4.4,2.8,2.3,2.1,1.3,1.4,1.6,2.4,2.8,4.0,5.4,5.4,5.0,4.1,4.4,11.3,01
,DOWNTOWN SES,3.3,2.1,C,C,4.1,5.7,3.5,5.7,3.5,C,C,C,2.0,3.4,3.3,1.9,1.8,1.6,2.0,2.0,3.1,3.1,1.9,1.8,2.9,5.7,05
,EL CAJON LES,3.6,3.9,C,C,C,6.4,5.3,5.7,8.2,8.7,7.3,5.1,3.0,3.0,2.8,2.0,2.4,2.6,3.1,3.4,5.1,4.3,4.0,3.9,4.4,8.7,09
,KEARNY MESA,6.6,5.3,C,C,3.6,4.3,6.1,6.2,5.4,3.6,3.4,3.2,2.4,2.1,2.2,1.9,1.6,2.1,2.0,2.1,2.2,3.1,2.1,2.0,3.3,6.6,00
,OTAY MESA DVN,12.6,12.4,C,C,11.0,9.7,13.0,17.4,16.6,9.8,7.2,5.7,5.4,5.0,5.1,5.4,5.4,7.3,7.0,7.3,7.1,6.1,4.7,2.6,8.3,17.4,07
,PENDLETON,,,,,,,,,P,P,M,M,.3,1.1,1.4,1.5,1.3,1.3,1.2,1.3,1.1,1.6,1.5,1.4,1.2,1.6,21
,SAN YSIDRO,16.1,12.3,C,C,12.5,12.8,14.8,12.7,11.8,10.9,9.7,9.5,7.3,6.1,5.8,8.5,10.6,9.9,16.6,17.9,12.8,9.6,7.9,5.8,10.9,17.9,19
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.4,.3,.3,.4,.5,.3,.4,.6,.5,.7,.6,.6,.6,.5,.5,.4,.4,.4,.4,.2,.4,.7,13
,SAN YSIDRO,.4,.3,C,C,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.4,.4,.3,.3,.3,.2,.3,.4,00
07 H2S PPB,SAN YSIDRO,.0,<,<,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,25,24,24,25,24,25,25,25,25,25,24,25,25,24,24,24,25,25,00
,CARMEL MT RCH,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,CHULA VISTA,24,24,24,24,24,24,25,26,26,26,28,27,26,26,26,26,26,26,26,25,25,25,25,24,25,28,10
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,00
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25,26,25,25,25,25,25,26,16
,OTAY MESA DVN,24,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,23,23,23,23,23,23,23,24,00
,PENDLETON,,,,,,,,,P,P,24,24,23,25,25,25,25,25,25,25,25,25,25,24,25,25,13
,SAN YSIDRO,22,22,22,22,23,22,22,22,22,22,22,22,23,23,24,24,24,24,24,24,23,23,23,23,23,24,14
11 PM2.5 µg/M3,ALPINE,3.8,4.7,6.4,6.6,6.4,4.7,5.7,6.7,10.9,20.0,24.9,28.5,22.6,21.6,17.9,12.6,9.8,8.6,8.1,8.2,8.5,8.3,8.7,9.3,11.3,28.5,11
,CARMEL MT RCH,11.2,14.7,13.3,9.8,9.1,10.0,12.7,11.2,10.5,12.3,10.4,10.8,10.5,10.7,8.7,8.1,7.2,6.8,6.4,6.2,6.5,6.0,5.6,5.6,9.3,14.7,01
,CHULA VISTA,23.7,33.7,23.6,15.7,11.4,11.8,11.9,10.2,10.1,9.4,10.9,9.4,8.3,7.4,6.9,6.7,7.0,6.8,6.3,6.6,9.0,10.8,10.4,7.2,11.4,33.7,01
,DOWNTOWN SES,16.4,18.0,18.5,18.9,16.5,12.9,12.5,12.7,8.8,8.7,8.9,8.3,7.9,7.4,7.4,6.6,6.3,6.3,5.9,5.5,5.5,7.3,6.1,5.4,9.9,18.9,03
,EL CAJON LES,17.9,20.3,23.9,21.9,21.0,29.4,23.0,18.7,20.3,15.0,14.9,12.3,12.5,10.4,7.9,7.0,6.9,7.2,7.2,7.2,7.6,7.8,8.5,8.0,14.0,29.4,05
,KEARNY MESA,14.4,13.3,11.5,12.1,14.7,13.8,12.5,10.9,10.4,7.3,8.0,8.0,7.9,7.2,6.6,6.5,6.2,6.0,5.9,5.9,5.6,5.5,5.5,5.6,8.8,14.7,04
,OTAY MESA DVN,37.2,44.3,45.6,55.3,54.0,27.7,18.9,27.0,20.2,14.7,15.0,13.9,12.5,11.3,10.4,9.1,8.5,8.3,8.3,8.0,8.2,8.6,9.5,7.4,20.1,55.3,03
,PENDLETON,,,,,,,,,P,P,M,M,M,7.4,6.6,6.5,6.7,6.8,6.7,7.1,5.9,7.4,7.5,7.4,6.9,7.5,22
,SAN YSIDRO,41.8,30.3,22.9,14.5,14.1,13.2,9.6,10.0,11.1,10.6,11.4,10.6,9.1,8.3,7.6,7.3,7.9,7.1,7.6,10.1,7.9,9.3,8.5,6.6,12.3,41.8,00
12 VWDR °,ALPINE,141,1,356,89,303,192,140,316,293,270,276,278,264,264,296,281,276,272,274,302,272,300,264,275,0,356,02
,CHULA VISTA,224,193,174,164,185,179,172,198,211,193,193,223,217,223,235,223,227,211,204,201,196,195,182,156,0,235,14
,DOWNTOWN SES,202,206,196,197,225,202,172,165,190,181,182,197,190,205,205,194,192,191,188,187,197,189,169,163,0,225,04
,EL CAJON LES,208,262,108,147,204,206,135,118,203,208,213,246,218,234,249,233,228,221,226,218,207,211,206,176,0,262,01
,KEARNY MESA,199,254,156,158,173,186,172,157,179,169,190,206,197,197,201,200,193,200,191,190,201,211,183,156,0,254,01
,OTAY MESA DVN,44,0,330,262,208,179,178,188,199,205,188,220,211,204,217,209,203,205,187,189,191,195,159,167,0,330,02
,PENDLETON,,,,,,,,,P,P,175,181,173,198,207,203,188,192,194,185,188,175,175,179,0,207,14
13 SIGTHETA °,ALPINE,26,60,60,36,29,53,48,41,29,32,34,26,35,32,33,32,28,28,28,28,23,25,27,24,34,60,01
,CHULA VISTA,26,32,44,32,13,15,19,23,22,22,22,21,22,23,19,23,21,20,20,21,17,17,14,14,22,44,02
,DOWNTOWN SES,20,22,28,28,21,24,P,20,17,14,14,17,19,18,19,16,18,16,16,16,17,18,13,14,18,28,02
,EL CAJON LES,31,35,62,54,43,20,17,44,23,26,21,24,35,31,29,24,29,24,24,17,18,18,14,12,28,62,02
,KEARNY MESA,22,71,39,30,29,20,16,16,13,14,12,15,15,13,15,17,19,14,14,12,12,13,12,10,19,71,01
,OTAY MESA DVN,38,15,23,35,17,14,14,14,17,17,16,14,17,18,20,14,15,14,12,12,11,12,11,10,17,38,00
,PENDLETON,,,,,,,,,P,P,12,13,11,13,12,14,15,14,14,14,13,10,9,11,13,15,16
14 VWSP MPH,ALPINE,4.5,1.1,2.4,2.0,2.6,2.4,3.0,4.4,6.2,5.8,6.2,8.0,6.0,6.6,6.8,6.6,6.6,6.0,5.3,4.5,5.3,4.8,4.8,3.1,.0,8.0,11
,CHULA VISTA,2.7,1.7,2.2,1.9,3.8,4.3,3.6,3.4,4.6,5.3,5.9,6.8,6.9,7.0,9.4,7.1,6.8,6.2,4.5,3.7,3.8,3.9,4.3,4.0,.0,9.4,14
,DOWNTOWN SES,4.0,2.8,2.9,3.4,3.1,4.6,6.3,5.4,6.7,7.9,9.0,7.5,7.9,9.3,8.0,8.5,6.8,7.1,6.3,6.2,5.0,4.7,6.6,5.9,.0,9.3,13
,EL CAJON LES,2.4,1.5,.6,1.1,2.7,3.6,3.7,2.0,3.4,3.4,5.2,5.8,4.2,5.1,6.4,5.9,4.8,5.1,3.4,4.6,4.3,4.3,4.9,3.6,.0,6.4,14
,KEARNY MESA,3.1,.9,2.2,2.8,3.9,5.0,5.5,5.7,7.3,7.1,8.8,9.5,9.3,10.6,9.1,7.7,7.6,7.2,5.7,5.9,6.1,5.4,5.5,5.9,.0,10.6,13
,OTAY MESA DVN,1.2,2.4,2.0,1.9,1.9,5.2,5.8,5.7,5.2,6.6,7.3,9.0,8.2,9.4,8.5,9.6,7.7,6.9,6.7,6.7,6.6,6.6,6.6,6.9,.0,9.6,15
