,CHULA VISTA,.012,.009,C,C,.015,.028,.038,.022,.011,.007,.006,.010,.010,.007,.007,.006,.006,.012,.018,.028,.027,.032,.023,.009,.016,.038,06
,DOWNTOWN SES,.015,.014,C,C,.019,.027,.034,.026,.019,M,.008,.011,.010,.006,.007,.005,.005,.011,.015,.024,.030,.025,.023,.015,.017,.034,06
,EL CAJON LES,.018,.022,C,C,C,.030,.032,.036,.047,.022,.012,.011,.006,.007,.005,.006,.007,.014,.021,.025,.027,.026,.023,.010,.019,.047,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.005,C,C,.018,.035,.031,.015,.009,.005,.007,.007,.008,.006,.005,.004,.004,.008,.007,.012,.015,.014,.012,.005,.011,.035,05
,OTAY MESA DVN,,,,,,,P,.011,.009,.006,.023,.019,.007,.009,.008,.007,.006,.007,.006,.006,.047,.020,.014,.017,.013,.047,20
,PENDLETON,.003,.005,C,C,.012,.022,.020,.016,.012,.011,M,.005,.005,.010,.010,.007,.005,.003,.008,.017,.017,.011,.009,.011,.010,.022,05
03 NO2 PPM,ALPINE,.003,.003,C,C,.002,.003,.004,.008,.008,.011,.009,.003,.003,.004,.005,.005,.007,.008,.009,.008,.008,.005,.006,.005,.006,.011,09
,CARMEL MT RCH,.017,.015,C,C,.019,.019,.023,.025,.014,.010,.015,.016,.014,.011,.014,.014,.017,.017,.016,.016,.020,.023,.010,.009,.016,.025,07
,CHULA VISTA,.012,.009,C,C,.013,.018,.022,.017,.009,.006,.005,.008,.008,.006,.006,.005,.005,.012,.018,.027,.025,.027,.022,.009,.013,.027,19
,DOWNTOWN SES,.015,.014,C,C,.015,.014,.023,.020,.014,M,.006,.008,.008,.006,.006,.005,.005,.011,.014,.023,.026,.023,.021,.014,.014,.026,20
,EL CAJON LES,.012,.013,C,C,C,.012,.014,.016,.019,.014,.009,.008,.005,.005,.005,.006,.006,.013,.020,.023,.023,.022,.020,.010,.013,.023,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.005,C,C,.013,.021,.020,.013,.008,.004,.006,.006,.007,.005,.005,.004,.004,.008,.007,.011,.015,.014,.012,.006,.009,.021,05
,OTAY MESA DVN,,,,,,,P,.009,.007,.005,.015,.014,.006,.008,.007,.007,.005,.007,.006,.005,.031,.018,.013,.017,.011,.031,20
,PENDLETON,.003,.005,C,C,.011,.015,.014,.009,.007,.007,M,.005,.005,.008,.007,.006,.004,.003,.008,.017,.017,.011,.009,.009,.009,.017,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.002,.003,.005,.004,.001,.000,.001,.001,.000,.000,.001,.000,.000,.000,.000,.001,.000,.001,.005,09
,CARMEL MT RCH,.006,.006,C,C,.013,.014,.020,.038,.010,.005,.008,.012,.011,.007,.009,.009,.011,.009,.007,.004,.006,.012,.001,.001,.010,.038,07
,CHULA VISTA,.000,.000,C,C,.002,.010,.015,.005,.002,.002,.001,.002,.002,.001,.001,.000,.000,.000,.001,.001,.002,.005,.001,.000,.002,.015,06
,DOWNTOWN SES,.001,.000,C,C,.004,.013,.011,.007,.005,M,.002,.002,.002,.001,.000,.000,.000,.000,.000,.001,.004,.002,.002,.000,.003,.013,05
,EL CAJON LES,.006,.009,C,C,C,.018,.018,.021,.028,.008,.004,.003,.001,.001,.001,.001,.000,.001,.001,.002,.004,.004,.003,.000,.006,.028,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.005,.015,.011,.002,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.002,.015,05
,OTAY MESA DVN,,,,,,,P,.002,.002,.001,.008,.005,.001,.002,.001,.001,.000,.000,.000,.000,.016,.002,.001,.000,.002,.016,20
,PENDLETON,.000,.000,C,C,.002,.007,.007,.006,.005,.004,M,.001,.001,.002,.003,.001,.000,.000,.000,.000,.001,.000,.000,.002,.002,.007,05
06 CO PPM,CARMEL MT RCH,.5,.5,C,C,C,.6,.7,.9,.4,.3,.5,.5,.5,.5,.6,.6,.6,.7,.6,.5,.7,.7,.3,.4,.6,.9,07
10 INTMP °C,ALPINE,26,27,27,27,26,26,26,27,26,25,25,25,25,25,25,25,25,25,25,26,27,26,27,26,26,27,01
,CARMEL MT RCH,26,26,26,26,26,25,25,25,25,26,25,25,25,25,25,44,50,50,50,50,50,50,50,50,34,50,16
,CHULA VISTA,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,24,24,23,24,24,24,24,24,25,10
,DOWNTOWN SES,25,25,25,25,25,26,25,25,25,24,23,23,23,23,23,23,24,24,24,25,25,25,25,26,24,26,05
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,24,25,25,25,25,24,24,25,25,25,26,26,26,26,25,25,25,25,26,17
,OTAY MESA DVN,,,,,,,P,27,27,27,26,26,25,25,25,25,25,25,26,26,26,26,26,26,26,27,07
,PENDLETON,26,26,26,26,26,26,26,26,25,24,24,24,24,24,24,24,25,25,26,26,26,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,3.9,4.9,3.6,3.3,2.4,4.7,5.1,5.5,4.5,-.9,-2.9,1.1,2.0,2.7,11.7,11.6,10.5,14.6,14.6,17.3,14.0,9.8,10.1,7.2,6.7,17.3,19
,DOWNTOWN SES,22.2,17.3,12.0,10.8,9.7,11.9,9.3,13.1,15.0,10.9,9.4,13.6,19.1,12.5,12.6,8.8,12.5,13.7,12.1,18.5,20.2,16.9,16.7,12.1,13.7,22.2,00
,EL CAJON LES,12.5,14.8,9.8,17.1,18.2,11.4,11.0,8.9,13.1,13.1,11.3,12.1,8.2,12.2,11.8,12.7,9.5,10.9,21.3,37.6,27.7,29.6,23.0,18.8,15.6,37.6,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,,,,,,,13.1,14.3,15.2,6.5,24.3,16.6,4.0,16.6,12.6,16.9,12.0,10.4,10.3,10.9,31.9,8.9,13.3,23.4,14.5,31.9,20
,PENDLETON,5.6,9.9,6.5,3.8,4.3,12.1,8.7,11.3,11.8,11.5,11.3,14.9,17.7,18.6,13.1,8.6,9.2,8.8,5.4,5.8,6.3,7.5,8.1,11.8,9.6,18.6,13
12 VWDR °,ALPINE,93,77,93,89,78,313,99,126,175,244,196,286,292,295,289,269,302,107,45,45,101,326,29,92,0,326,21
,CHULA VISTA,50,33,87,107,35,56,71,44,44,52,349,292,270,293,295,303,333,351,335,61,325,35,57,48,0,351,17
,DOWNTOWN SES,349,4,49,9,17,67,55,24,48,26,356,287,289,298,308,312,337,345,340,14,349,355,54,46,0,356,10
,EL CAJON LES,89,173,102,155,146,116,108,247,310,93,284,288,279,268,294,310,301,275,227,111,215,347,107,111,0,347,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,27,28,55,45,27,24,14,54,57,57,9,331,297,297,303,306,334,314,324,45,344,350,42,64,0,350,21
,OTAY MESA DVN,,,,,,,P,38,344,343,169,272,282,288,304,303,326,335,4,31,134,1,15,96,0,344,08
,PENDLETON,46,46,18,27,33,66,74,59,46,36,5,264,290,291,296,292,295,309,359,43,36,26,67,62,0,359,18
13 SIGTHETA °,ALPINE,15,11,10,18,33,41,37,13,33,64,42,30,36,28,30,35,38,18,50,46,22,34,25,18,30,64,09
,CHULA VISTA,23,19,18,22,34,16,20,16,19,20,35,30,20,21,18,21,23,19,36,18,54,43,16,19,24,54,20
,DOWNTOWN SES,16,47,27,33,9,29,20,26,20,24,37,31,17,23,25,24,26,21,36,54,20,15,21,17,26,54,19
,EL CAJON LES,55,<,44,66,22,43,32,66,23,36,52,33,51,20,21,17,24,24,34,44,41,48,15,22,36,66,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,10,11,9,15,16,25,16,12,9,13,34,34,22,11,11,12,11,16,23,28,35,10,8,7,17,35,20
,OTAY MESA DVN,,,,,,,P,15,19,26,16,32,21,12,14,12,13,38,34,17,42,14,17,17,21,42,20
,PENDLETON,11,11,32,16,13,12,10,11,15,24,48,15,19,18,18,18,19,15,24,19,17,9,10,12,17,48,10
14 VWSP MPH,ALPINE,1.3,1.7,1.7,2.3,1.6,1.6,.9,1.0,1.0,.9,1.3,3.6,3.5,5.4,4.9,3.6,2.8,2.1,1.4,1.1,2.6,2.2,1.4,2.6,.0,5.4,13
,CHULA VISTA,.8,1.2,1.3,1.6,.6,1.3,1.2,3.1,4.2,5.5,3.0,3.9,6.9,10.4,9.9,7.6,4.6,2.0,1.6,2.0,.3,.9,2.9,3.3,.0,10.4,13
,DOWNTOWN SES,1.8,.7,.2,.5,1.7,1.5,3.3,2.3,4.1,4.9,3.4,4.3,8.5,9.0,7.6,7.0,4.4,2.3,1.7,.8,1.7,2.3,2.9,2.9,.0,9.0,13
,EL CAJON LES,.3,.2,.5,.1,.4,.9,1.3,.6,.8,1.7,1.0,2.2,2.1,8.3,6.8,6.9,4.3,1.0,.8,1.7,.8,.2,2.1,2.6,.0,8.3,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.1,4.8,2.9,2.9,2.1,1.2,2.4,3.6,5.4,6.5,3.0,3.2,7.8,15.2,13.7,11.2,6.8,2.6,2.1,2.3,2.0,3.5,5.2,5.0,.0,15.2,13
,OTAY MESA DVN,,,,,,,P,2.9,2.1,2.2,4.8,3.3,6.0,12.4,10.6,9.7,7.7,2.7,2.4,3.4,2.7,4.0,4.4,2.7,.0,12.4,13
,PENDLETON,5.8,4.8,1.5,4.3,2.3,2.2,4.0,5.5,5.7,3.5,.5,4.3,6.0,7.8,8.5,7.1,5.4,7.3,2.3,3.0,2.9,4.5,4.9,4.9,.0,8.5,14
15 SWSP MPH,ALPINE,1.4,1.7,1.7,2.4,2.7,2.2,1.0,1.0,1.3,1.6,2.4,4.1,4.1,5.9,5.6,4.8,3.4,2.1,2.0,1.9,2.7,2.4,2.1,2.8,2.6,5.9,13
,CHULA VISTA,1.3,1.3,1.3,1.7,.8,1.4,1.3,3.3,4.4,5.9,3.7,4.5,7.3,11.1,10.3,8.1,5.3,2.3,1.9,2.3,1.2,1.1,3.0,3.5,3.7,11.1,13
,DOWNTOWN SES,2.1,1.0,.3,.7,1.7,1.6,3.4,2.5,4.3,5.3,4.3,4.8,8.8,9.8,8.4,7.7,5.1,2.5,2.2,1.5,1.9,2.4,3.1,3.0,3.7,9.8,13
,EL CAJON LES,.5,.2,.6,.4,1.7,1.3,1.7,.8,1.0,2.0,1.9,2.6,2.7,8.7,7.6,7.3,4.9,1.4,1.3,1.8,1.4,.8,2.2,2.8,2.4,8.7,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.5,5.0,3.0,3.2,2.3,1.3,2.7,3.7,5.5,6.7,4.1,3.8,8.2,15.5,13.9,11.5,7.0,2.7,2.6,3.1,2.3,3.6,5.4,5.1,5.3,15.5,13
,OTAY MESA DVN,,,,,,,P,3.4,2.5,3.3,5.3,4.5,6.4,12.7,11.0,9.9,8.0,3.1,3.2,4.0,3.2,4.2,4.6,4.6,5.5,12.7,13
,PENDLETON,6.3,5.1,1.7,4.7,2.6,2.2,4.1,5.8,6.0,4.0,2.7,4.5,6.4,8.2,8.9,7.5,5.7,7.5,4.2,3.4,3.1,4.6,5.0,5.1,5.0,8.9,14
16 AMBTEMP °F,ALPINE,50.3,52.1,52.9,52.5,52.4,48.9,46.0,46.5,51.3,54.3,60.6,62.0,63.7,64.1,59.8,56.7,51.7,50.2,49.5,48.7,47.7,50.2,47.0,46.0,52.7,64.1,13
,CARMEL MT RCH,46.9,45.7,45.3,45.3,45.7,45.8,46.8,48.2,51.0,54.8,58.6,62.2,64.1,60.3,58.7,56.9,55.1,53.6,52.7,51.1,49.8,50.5,51.5,51.3,52.2,64.1,12
,CHULA VISTA,48.5,47.8,46.7,46.5,45.0,46.5,49.2,51.1,52.9,56.1,59.7,62.6,62.7,60.9,59.8,59.1,57.9,56.3,54.8,53.3,51.1,50.6,51.9,52.9,53.5,62.7,12
,DOWNTOWN SES,50.6,49.6,48.5,47.6,47.7,47.7,50.1,51.9,54.9,58.3,60.4,62.8,62.0,60.3,59.6,58.8,57.6,56.5,55.5,53.9,53.0,53.4,52.9,52.5,54.4,62.8,11
,EL CAJON LES,45.1,44.0,43.0,42.0,41.5,41.4,43.2,45.3,47.6,51.1,58.1,63.2,67.8,67.3,63.4,60.4,56.9,54.8,52.7,50.7,49.0,48.8,49.5,50.9,51.6,67.8,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,48.1,48.2,48.0,47.1,45.3,46.6,49.7,50.2,53.1,57.0,60.7,63.0,64.0,59.9,58.2,57.4,56.2,54.4,53.0,50.2,49.3,49.0,50.4,50.8,52.9,64.0,12
,OTAY MESA DVN,,,,,,,P,48.2,52.3,55.1,59.8,63.8,65.6,62.1,59.7,58.5,56.5,54.6,52.9,52.1,51.8,50.1,50.4,51.1,55.6,65.6,12
,PENDLETON,49.0,47.3,45.9,47.0,48.7,48.4,48.1,47.2,50.8,55.3,59.4,60.4,59.2,59.3,58.7,58.2,57.6,57.0,56.0,53.8,53.3,53.2,52.8,53.3,53.3,60.4,11
17 RELHUM %,ALPINE,60,57,52,50,49,58,70,67,57,54,44,38,35,39,59,68,85,89,90,91,86,80,92,92,65,92,22
,EL CAJON LES,97,98,99,100,100,100,98,95,93,92,72,56,40,51,62,72,82,86,91,95,98,98,98,96,86,100,03
,KEARNY MESA,95,96,92,93,95,94,95,97,91,80,69,60,62,72,79,81,84,88,92,94,95,96,96,97,87,97,07
18 PRES mmHg,EL CAJON LES,753,753,753,753,753,754,754,755,755,754,754,753,752,751,752,753,753,753,753,753,753,753,754,753,753,755,07
,KEARNY MESA,754,754,754,754,754,755,755,756,756,755,755,754,753,753,753,754,754,754,755,754,754,755,755,754,754,756,07
19 SOLAR W/M2,EL CAJON LES,0,0,0,0,0,1,5,32,105,359,520,597,595,516,357,173,33,-2,-1,-1,0,1,4,2,137,597,11
,KEARNY MESA,0,0,0,0,0,1,2,35,176,426,542,610,600,505,251,97,30,1,0,0,0,0,0,0,137,610,11
25 NOY,EL CAJON LES,16.14,24.07,25.02,27.96,32.02,C,C,37.60,49.95,23.28,13.16,11.78,7.47,7.91,7.28,8.24,7.84,13.93,21.52,27.54,28.42,28.24,23.66,12.01,20.68,49.95,08
26 NOY-NO,EL CAJON LES,12.56,14.80,14.76,13.92,13.09,C,C,16.35,19.99,14.43,9.11,8.36,5.92,6.61,6.50,7.50,7.48,12.95,20.67,25.55,24.54,24.16,21.47,11.81,14.20,25.55,19
27 NO Trace,EL CAJON LES,3.58,9.27,10.25,14.03,18.93,C,C,21.24,29.96,8.85,4.05,3.42,1.55,1.30,.77,.73,.35,.98,.85,1.98,3.87,4.07,2.18,.20,6.47,29.96,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.1,.1,.1,.2,.1,.1,.1,.1,.1,.1,.1,.1,.0,.0,.1,.1,.1,.0,.0,.0,.2,08
29 CO Tr PPB,EL CAJON LES,435.9,516.3,C,C,C,555.0,547.0,594.2,733.3,443.0,364.6,340.5,264.0,273.1,273.9,291.6,277.1,387.2,523.7,674.6,654.0,671.9,635.3,370.6,467.9,733.3,08
BCarbon ug/m3,10TH AVE MARINE TERM,1.69,2.22,1.97,1.38,1.28,1.38,1.15,1.25,1.27,.73,.71,1.83,.67,.60,.56,.40,.39,.45,.67,1.36,1.87,1.96,2.22,1.84,1.24,2.22,01
,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHICANO PARK,1.63,1.25,1.40,1.32,1.39,1.25,1.31,1.46,1.09,.76,.56,.77,.57,.61,.58,.43,.44,.61,.94,1.36,1.78,1.73,1.87,1.26,1.10,1.87,22
,DOWNTOWN SES,1.70,1.41,1.41,1.21,.99,1.23,1.36,1.35,.89,.51,.54,.67,.76,.64,.65,.47,.44,.60,.77,2.12,1.89,1.27,1.51,1.03,1.06,2.12,19
,OCEANVIEW BLVD,2.63,1.65,1.44,1.19,1.33,1.33,1.39,1.36,.74,.54,.54,.66,.70,.58,.59,.52,.53,.81,1.04,1.98,2.33,2.49,2.18,1.62,1.26,2.63,00
,SAN YSIDRO,1.548,4.094,5.233,6.220,5.032,5.275,7.608,8.471,4.329,.526,.760,.641,.677,.522,.492,.374,.354,.572,.950,1.340,1.133,1.244,1.807,2.403,2.567,8.471,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
