Current Date:,12/14/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
12/13/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.035,.036,C,C,.034,.032,.034,.033,.020,.033,.035,.036,.039,.040,.041,.041,.040,.032,.031,.031,.030,.029,.027,.031,.033,.041,14
,CHULA VISTA,.013,.008,C,C,.012,.011,.011,.011,.013,.019,.025,.035,.037,.040,.040,.041,.039,.026,.010,.002,.010,.008,.009,.011,.019,.041,15
,DOWNTOWN SES,.011,.005,C,C,.008,.007,.003,.006,.008,.015,.027,.036,.034,.036,.037,.038,.036,.029,.006,.003,.002,.003,.006,.010,.016,.038,15
,EL CAJON LES,.002,.001,C,C,C,.001,.002,.002,.003,.004,M,M,M,M,.041,.038,.029,.015,.006,.003,.003,.004,.003,.012,.009,.041,14
,KEARNY MESA,.017,.014,C,C,.007,.009,.008,.011,.017,.020,.032,.038,.039,.041,.038,.037,.035,.029,.016,.008,.015,.017,.016,.014,.021,.041,13
,OTAY MESA DVN,.022,.005,C,C,.021,.006,.004,.003,.005,.022,.033,.036,.037,M,.034,.035,.031,.029,.023,.025,.026,.021,.026,.029,.022,.037,12
,PENDLETON,.017,C,C,.015,.013,.011,.007,.008,.013,.023,.028,M,.038,.040,.040,.040,.041,.033,.020,.018,.013,.020,.017,.015,.022,.041,16
03 NO2 PPB,ALPINE,1.0,1.1,C,C,1.1,2.4,1.3,2.8,11.2,3.6,2.5,1.6,1.1,1.3,1.0,1.4,3.0,6.9,7.2,7.5,8.2,6.0,6.0,3.6,3.7,11.2,08
,CARMEL MT RCH,17.6,20.2,C,C,12.9,17.1,16.3,19.1,15.1,11.1,5.4,4.6,11.6,14.4,17.4,15.3,16.6,21.1,28.8,29.1,29.9,23.3,29.4,19.6,17.9,29.9,20
,CHULA VISTA,10.1,13.1,C,C,7.9,10.1,12.0,12.8,14.4,12.5,8.1,4.1,4.1,2.5,2.0,2.4,3.0,10.8,22.3,31.5,20.8,21.3,19.3,15.7,11.8,31.5,19
,DOWNTOWN SES,12.8,15.2,C,C,11.3,14.9,20.9,20.6,20.2,13.9,7.5,3.2,4.5,5.1,4.3,4.0,5.5,12.6,30.5,32.2,34.8,32.0,25.8,16.3,15.8,34.8,20
,EL CAJON LES,14.6,14.1,C,C,C,13.2,13.0,14.4,17.9,19.1,M,M,M,M,1.7,4.2,9.9,18.7,21.4,21.4,19.5,15.5,14.4,6.0,14.0,21.4,18
,KEARNY MESA,5.2,6.2,C,C,13.8,12.4,14.9,10.3,7.4,7.8,4.6,2.1,2.1,2.7,4.7,4.8,7.6,13.3,23.0,24.2,16.7,13.8,10.8,9.1,9.8,24.2,19
,OTAY MESA DVN,8.8,26.3,C,C,11.4,24.5,28.3,28.9,26.7,17.0,3.4,2.5,2.4,M,7.2,6.2,7.7,5.8,12.5,9.2,7.1,11.9,7.1,2.9,12.2,28.9,07
,PENDLETON,3.5,C,C,4.9,4.7,7.3,12.8,11.3,8.7,5.0,5.3,M,2.4,1.9,2.9,3.4,1.9,8.2,20.4,18.9,18.5,9.5,9.4,6.1,7.9,20.4,18
04 NO PPB,ALPINE,.0,.0,C,C,.3,.8,.0,1.0,3.6,.8,.7,.4,.3,.3,.2,.1,.1,.1,.6,.6,.5,.5,.3,.1,.5,3.6,08
,OTAY MESA DVN,2.0,21.5,C,C,8.5,31.1,31.2,86.9,45.8,21.6,2.2,1.3,1.1,M,1.7,1.2,.9,1.1,5.1,2.0,2.1,1.9,1.8,.8,12.9,86.9,07
,PENDLETON,.1,C,C,.4,.5,1.3,13.9,12.3,7.9,2.7,2.8,M,.6,.3,1.3,2.1,.5,.2,2.3,2.0,1.1,.9,.6,1.3,2.6,13.9,06
06 CO PPM,CARMEL MT RCH,.4,.5,C,C,.2,.5,.3,.6,.4,.3,.2,.2,.3,.4,.5,.5,.4,.6,.8,.6,.8,.6,.9,.5,.5,.9,22
10 INTMP °C,ALPINE,27,27,27,27,27,27,26,26,26,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,00
,CARMEL MT RCH,22,22,22,22,22,22,22,21,21,22,23,23,24,24,24,25,25,25,25,25,24,24,23,23,23,25,15
,CHULA VISTA,24,25,24,25,25,24,25,25,25,25,25,25,25,25,24,24,25,24,23,23,24,24,23,24,24,25,01
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,26,26,26,26,26,26,26,26,26,00
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,26,26,26,26,26,26,00
,KEARNY MESA,22,21,21,21,22,24,22,21,24,23,22,22,24,24,25,25,25,24,24,24,23,23,22,22,23,25,14
,OTAY MESA DVN,26,27,27,27,27,27,27,27,27,27,28,28,27,26,26,26,26,26,27,26,27,27,27,27,27,28,10
,PENDLETON,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,3.5,3.1,3.1,3.0,3.1,2.7,2.4,2.7,3.7,3.6,4.5,M,M,3.2,2.8,3.0,3.6,4.4,6.8,4.9,6.0,7.5,8.0,6.6,4.1,8.0,22
,DOWNTOWN SES,11.6,9.3,10.7,9.5,9.0,6.8,6.9,8.2,5.6,6.4,4.6,4.0,4.2,4.6,3.8,4.0,3.7,4.1,6.3,12.9,20.5,18.1,13.8,11.6,8.3,20.5,20
,EL CAJON LES,12.4,14.0,13.9,12.4,10.3,9.9,9.6,8.5,9.7,9.8,8.8,5.2,4.2,3.7,3.6,M,4.0,7.9,10.4,15.5,18.4,15.4,13.8,6.3,9.9,18.4,20
,OTAY MESA DVN,5.6,19.9,7.9,6.2,5.6,9.2,9.0,12.1,10.7,8.3,3.6,4.4,4.2,5.2,7.8,5.9,5.1,5.0,5.9,6.2,5.6,7.1,6.6,4.2,7.1,19.9,01
,PENDLETON,3.7,3.5,4.9,3.9,3.5,4.3,4.7,4.3,3.9,4.1,4.4,3.8,3.9,3.7,3.3,3.7,4.6,5.8,4.7,4.8,8.9,5.7,6.6,6.0,4.6,8.9,20
12 VWDR °,ALPINE,7,89,91,87,101,105,96,75,115,126,151,194,215,231,226,268,225,248,349,25,47,37,84,91,0,349,18
,CHULA VISTA,79,106,83,96,98,96,98,97,105,83,27,305,253,249,250,240,237,222,99,82,89,67,67,56,0,305,11
,DOWNTOWN SES,38,57,49,72,43,43,54,48,64,47,83,102,333,217,212,218,233,227,343,45,42,37,38,46,0,343,18
,EL CAJON LES,243,8,95,224,211,253,230,226,253,249,110,142,185,232,255,224,229,195,129,101,127,118,101,72,0,255,14
,KEARNY MESA,56,69,64,77,88,64,79,64,62,68,80,118,214,222,266,249,257,287,2,38,48,62,51,62,0,287,17
,OTAY MESA DVN,98,101,98,124,120,174,134,142,163,159,195,233,251,261,258,266,281,19,32,50,51,106,86,78,0,281,16
,PENDLETON,41,60,56,53,54,56,61,49,57,64,86,177,200,212,225,249,265,328,17,64,52,51,51,40,0,328,17
13 SIGTHETA °,ALPINE,21,34,51,13,13,12,16,14,17,19,30,68,38,56,44,32,28,24,23,17,16,33,39,13,28,68,11
,CHULA VISTA,30,23,44,14,13,17,13,15,14,28,30,46,61,33,20,19,19,25,13,18,44,53,32,25,27,61,12
,DOWNTOWN SES,36,57,33,60,14,17,15,21,27,23,30,40,68,30,23,21,23,20,32,40,19,12,14,15,29,68,12
,EL CAJON LES,39,66,67,57,26,43,38,49,60,38,68,58,41,50,60,22,21,35,36,47,66,46,59,12,46,68,10
,KEARNY MESA,8,9,4,9,14,7,9,11,11,10,11,33,37,37,24,19,11,10,16,8,9,8,7,6,14,37,12
,OTAY MESA DVN,23,32,36,44,25,31,43,53,27,13,42,36,57,17,19,20,20,17,11,9,8,31,23,39,28,57,12
,PENDLETON,11,15,14,14,13,13,11,13,14,12,17,40,18,14,15,13,15,18,7,11,10,7,10,9,14,40,11
14 VWSP MPH,ALPINE,1.2,.6,.9,1.9,2.2,1.7,1.1,1.3,1.9,2.7,2.3,1.0,3.4,2.1,2.8,3.0,3.2,.8,.9,.3,.7,.5,1.0,1.9,.0,3.4,12
,CHULA VISTA,1.3,1.7,1.2,5.0,4.2,3.5,5.5,4.6,3.9,2.6,3.2,1.4,1.3,4.3,4.7,5.2,3.3,.4,.9,1.1,1.5,.6,1.8,2.9,.0,5.5,06
,DOWNTOWN SES,3.1,.4,2.3,1.3,2.6,2.6,3.2,3.2,2.7,3.2,3.9,2.1,.5,4.7,5.1,5.0,3.4,1.3,.6,1.3,2.2,3.2,4.1,5.3,.0,5.3,23
,EL CAJON LES,.1,.0,.1,.1,.2,.2,.3,.4,.6,1.1,.3,.6,2.6,2.1,1.9,3.7,3.4,.3,.8,1.4,.0,.7,1.3,3.1,.0,3.7,15
,KEARNY MESA,4.4,3.2,4.2,3.9,1.9,4.2,3.7,4.5,5.7,5.1,6.1,4.5,3.7,4.0,5.3,7.2,5.6,2.5,1.8,3.7,3.7,3.5,5.6,7.4,.0,7.4,23
,OTAY MESA DVN,1.3,.7,1.2,1.1,2.2,.3,.8,.5,.9,5.7,.3,1.0,2.3,6.1,5.0,3.5,3.4,1.4,1.6,2.4,2.3,.3,.8,1.4,.0,6.1,13
,PENDLETON,5.6,3.8,5.3,4.6,5.4,5.3,6.0,5.1,5.1,6.1,5.3,1.9,5.7,6.4,6.7,5.5,4.1,2.2,4.0,3.7,3.9,5.8,5.5,7.2,.0,7.2,23
15 SWSP MPH,ALPINE,1.2,.7,1.1,1.9,2.2,1.7,1.2,1.4,2.0,3.0,2.5,2.4,4.1,2.9,3.6,3.5,3.6,1.0,1.1,.3,.8,.7,1.3,2.0,1.9,4.1,12
