Current Date:,12/21/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
12/20/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.046,.047,C,C,.047,.045,.043,.041,.037,.039,.043,.045,.045,.045,.045,.045,.039,.039,.035,.041,.038,.042,.043,.044,.042,.047,01
,CHULA VISTA,.007,.008,C,C,.018,.013,.004,.010,.012,.029,.025,.030,.034,.039,.039,.034,.025,.008,.003,.002,.002,.002,.003,.002,.015,.039,13
,DOWNTOWN SES,.004,.003,C,C,.013,.005,.002,.003,M,M,M,M,M,M,.028,.031,.029,.023,.011,.006,.007,.001,.001,.002,.010,.031,15
,EL CAJON LES,.002,.002,C,C,C,.001,.001,.002,.004,M,M,M,M,M,.045,.045,.040,.017,.009,.004,.005,.008,.003,.002,.011,.045,14
,KEARNY MESA,.024,.026,C,C,.026,.017,.008,.013,.011,.029,.035,M,M,M,M,.040,.033,.022,.016,.009,.011,.016,.019,.016,.020,.040,15
,OTAY MESA DVN,.015,.030,C,C,.025,.018,.009,.016,.006,.012,.020,.031,.032,M,.037,.034,.028,.025,.015,.011,.025,.003,.014,.005,.019,.037,14
,PENDLETON,.017,C,C,.020,.019,.014,.017,.015,.013,C,C,C,.034,.035,C,.030,C,C,C,C,C,C,.009,.010,.019,.035,13
03 NO2 PPB,ALPINE,.8,.8,C,C,.5,1.7,3.9,5.2,6.4,6.3,2.4,1.5,2.3,3.0,4.6,5.0,10.8,10.3,8.7,5.8,7.7,3.5,2.6,2.1,4.3,10.8,16
,CARMEL MT RCH,25.6,22.8,C,C,32.5,34.1,34.0,35.8,25.4,36.4,27.9,20.3,17.1,20.5,19.8,20.9,24.9,27.9,34.4,38.4,33.1,27.0,35.3,32.0,28.4,38.4,19
,CHULA VISTA,25.1,22.9,C,C,14.3,20.4,28.9,24.1,23.7,10.2,15.9,18.1,15.5,13.5,13.4,16.9,24.0,35.6,37.6,40.4,40.0,35.4,36.5,36.9,24.9,40.4,19
,DOWNTOWN SES,26.5,23.8,C,C,15.2,24.3,28.2,28.9,M,M,M,M,M,M,20.2,16.7,18.6,24.0,34.0,37.7,36.2,38.3,38.3,33.3,27.7,38.3,21
