,EL CAJON LES,21.7,21.6,C,C,C,18.3,17.9,19.1,24.4,M,M,M,M,M,5.4,7.3,11.1,27.6,30.2,33.5,28.6,23.1,25.3,24.5,21.2,33.5,19
,KEARNY MESA,7.4,6.0,C,C,8.7,18.4,28.2,23.9,23.4,12.7,12.8,M,M,M,M,10.8,16.5,24.2,28.5,33.7,31.0,23.5,15.0,18.2,19.0,33.7,19
,OTAY MESA DVN,26.1,5.2,C,C,10.2,19.4,29.8,22.8,42.8,33.1,28.9,16.5,13.4,M,13.3,13.2,17.5,17.7,28.5,32.7,14.2,45.7,27.0,35.2,23.4,45.7,21
,PENDLETON,8.1,C,C,7.0,7.7,14.2,12.8,15.6,34.9,C,C,C,7.3,8.2,C,21.0,C,C,C,C,C,C,21.1,17.9,14.6,34.9,08
04 NO PPB,ALPINE,.0,.0,C,C,.0,.4,.9,1.3,1.9,2.1,.7,.3,.7,.7,.9,.6,.4,.4,.2,.1,.6,.1,.0,.0,.5,2.1,09
,OTAY MESA DVN,6.9,.5,C,C,8.9,12.6,9.4,20.4,98.8,38.9,24.7,8.7,6.0,M,3.9,2.6,1.5,2.3,3.9,14.2,1.9,57.0,10.0,11.6,16.4,98.8,08
,PENDLETON,.0,C,C,.0,.0,1.0,.8,3.6,41.8,C,C,C,2.5,3.8,C,5.6,C,C,C,C,C,C,1.8,.6,5.1,41.8,08
06 CO PPM,CARMEL MT RCH,.7,.6,C,C,.8,.8,.9,1.3,.6,1.2,.8,.6,.6,.7,.7,.6,.6,.7,.9,1.0,.6,.7,.9,.9,.8,1.3,07
10 INTMP °C,ALPINE,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,27,27,27,27,28,28,27,28,00
,CARMEL MT RCH,24,23,23,24,23,23,22,22,21,22,23,25,25,26,26,25,25,26,26,26,26,26,25,25,24,26,13
,CHULA VISTA,25,25,26,25,25,25,25,24,25,26,25,25,24,25,25,25,26,26,26,25,25,24,25,25,25,26,02
,DOWNTOWN SES,26,26,26,26,26,26,26,25,26,26,25,25,25,25,24,25,25,25,26,26,26,26,26,26,26,26,00
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,00
,KEARNY MESA,23,23,23,23,23,23,23,23,22,23,24,25,25,25,25,25,25,25,25,25,25,25,25,24,24,25,11
,OTAY MESA DVN,27,27,27,27,27,26,26,26,26,26,27,27,26,26,25,25,25,25,26,26,27,27,27,27,26,27,00
,PENDLETON,26,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,26,26,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,4.0,3.5,3.3,3.3,3.1,3.2,3.5,3.4,3.6,3.4,3.3,3.2,3.6,3.9,4.0,4.1,7.8,10.7,10.1,8.6,9.7,7.7,6.5,6.1,5.1,10.7,17
,DOWNTOWN SES,27.6,19.2,14.1,8.1,7.0,7.0,6.8,7.8,7.1,8.7,11.5,13.1,13.6,20.0,20.7,19.8,18.7,21.0,22.5,22.8,24.1,30.7,31.2,29.2,17.1,31.2,22
,EL CAJON LES,20.6,19.5,17.3,18.2,18.8,17.8,16.2,16.8,18.3,15.3,10.8,4.9,4.9,4.4,5.5,8.7,9.7,13.7,20.9,26.4,27.8,20.1,26.3,24.1,16.1,27.8,20
,OTAY MESA DVN,26.9,9.2,13.0,34.4,10.3,20.5,26.8,13.0,31.2,31.1,23.0,12.1,9.8,16.2,21.6,20.8,22.6,20.2,30.4,32.3,16.8,62.5,28.8,33.4,23.6,62.5,21
,PENDLETON,12.7,8.0,8.7,8.6,7.9,7.5,7.7,7.3,7.8,7.3,12.1,18.0,19.3,18.1,22.9,27.7,22.7,16.5,13.7,12.8,20.9,25.0,21.5,21.1,14.8,27.7,15
12 VWDR °,ALPINE,78,18,53,90,80,98,335,30,109,274,304,297,303,302,277,274,310,77,93,7,36,85,39,103,0,335,06
,CHULA VISTA,60,59,59,93,68,52,55,38,115,254,307,273,261,271,286,287,264,152,107,358,86,103,73,54,0,358,19
,DOWNTOWN SES,33,18,34,32,93,36,43,338,39,274,288,277,300,283,292,310,314,335,333,357,356,35,1,41,0,357,19
,EL CAJON LES,219,176,113,229,230,112,212,222,330,289,277,297,245,274,290,294,289,178,111,110,101,98,255,216,0,330,08
,KEARNY MESA,61,52,49,56,52,60,46,25,94,308,315,310,316,307,300,307,309,312,351,355,20,51,56,53,0,355,19
,OTAY MESA DVN,107,26,87,144,32,131,105,79,157,225,311,312,304,284,279,284,314,356,61,36,35,125,26,123,0,356,17
,PENDLETON,12,36,62,59,52,68,49,70,55,87,107,254,261,274,276,283,288,301,331,34,58,60,67,54,0,331,18
13 SIGTHETA °,ALPINE,32,45,38,45,13,37,48,34,35,35,24,23,26,24,30,28,22,14,15,14,38,14,19,15,28,48,06
,CHULA VISTA,20,21,19,35,29,20,31,24,17,45,38,21,23,19,16,19,36,54,38,21,22,23,63,21,28,63,22
,DOWNTOWN SES,25,23,45,38,52,25,44,55,51,40,26,21,25,19,22,23,25,13,14,34,28,42,40,14,31,55,07
,EL CAJON LES,32,33,50,42,28,32,34,55,46,35,38,56,42,28,22,19,20,55,39,43,13,30,43,52,37,56,11
,KEARNY MESA,5,9,7,5,9,5,11,16,23,55,29,22,20,13,11,10,14,5,15,9,10,7,6,10,14,55,09
,OTAY MESA DVN,24,33,39,43,38,17,52,49,35,46,19,19,16,13,14,14,18,14,35,41,18,10,53,54,30,54,23
,PENDLETON,14,8,9,13,13,10,12,12,10,11,36,13,15,15,17,18,16,12,15,12,11,10,13,11,14,36,10
14 VWSP MPH,ALPINE,.7,.4,.2,1.5,1.5,.8,.9,.6,1.9,.9,3.1,4.2,4.3,4.8,3.9,3.1,2.1,1.0,1.4,1.5,1.2,1.4,1.0,1.3,.0,4.8,13
,CHULA VISTA,1.3,1.2,1.6,1.2,1.2,1.7,.9,2.2,2.1,.7,2.2,4.3,4.1,6.1,7.3,5.0,2.0,.1,.4,.9,1.2,1.7,.9,2.0,.0,7.3,14
,DOWNTOWN SES,1.2,1.2,.9,2.0,.4,1.7,.7,1.5,.9,1.9,3.2,4.3,4.6,6.4,5.6,4.6,3.7,3.2,2.4,1.6,1.9,.7,1.2,2.4,.0,6.4,13
,EL CAJON LES,.4,.3,.4,.2,.3,1.3,.4,.4,.4,1.3,1.4,.8,2.2,4.1,6.0,5.8,3.6,.2,1.6,.0,1.3,.9,.4,.2,.0,6.0,14
,KEARNY MESA,5.3,5.1,5.8,6.1,5.9,3.9,3.1,3.2,1.4,2.2,3.8,5.3,7.1,9.9,9.3,8.3,5.3,5.0,3.1,3.0,3.8,4.1,4.0,3.4,.0,9.9,13
,OTAY MESA DVN,2.9,3.5,2.1,2.2,1.2,2.7,.3,.2,2.1,.4,2.9,4.7,6.2,8.9,8.7,6.1,2.8,3.1,.9,1.3,1.7,5.1,.4,.6,.0,8.9,13
,PENDLETON,4.5,6.7,5.0,5.4,5.0,3.8,5.3,5.7,4.8,4.0,1.6,4.6,4.8,4.2,3.5,2.7,2.5,3.4,3.3,2.8,4.2,5.3,4.5,5.5,.0,6.7,01
15 SWSP MPH,ALPINE,.9,.4,.8,1.7,1.5,.9,1.2,.9,2.0,2.2,3.4,4.6,4.7,5.2,4.5,3.7,2.3,1.2,1.5,1.9,1.6,1.5,1.1,1.3,2.1,5.2,13
,CHULA VISTA,1.5,1.3,1.7,1.3,1.4,1.8,1.1,2.9,2.2,1.9,2.9,4.6,4.4,6.4,7.6,5.3,2.4,.4,.7,1.4,1.3,1.8,1.6,2.4,2.5,7.6,14
,DOWNTOWN SES,1.3,1.3,1.1,2.2,1.1,2.2,1.0,2.1,1.3,2.4,3.5,4.5,5.2,6.8,6.0,5.0,4.1,3.3,2.5,1.6,2.0,1.4,1.4,2.6,2.7,6.8,13
,EL CAJON LES,1.1,.7,.5,.2,.7,1.4,.7,.7,.8,1.5,1.8,1.5,2.6,5.0,6.5,6.1,3.9,.9,1.6,.0,1.3,.9,.6,.7,1.7,6.5,14
,KEARNY MESA,5.4,5.2,5.8,6.1,6.0,3.9,3.2,3.4,1.5,2.6,4.2,5.7,7.6,10.2,9.4,8.5,5.4,5.1,3.3,3.1,3.9,4.2,4.0,3.5,5.1,10.2,13
,OTAY MESA DVN,3.6,3.8,2.9,2.5,2.1,2.8,.6,.5,2.2,1.6,3.1,5.0,6.7,9.1,9.0,6.3,3.3,3.2,1.8,1.7,2.8,5.3,1.2,.6,3.4,9.1,13
,PENDLETON,4.6,6.8,5.1,5.5,5.3,3.8,5.5,5.9,4.9,4.1,2.4,4.7,4.9,4.4,3.6,2.9,2.6,3.5,3.8,3.0,4.4,5.3,4.6,5.6,4.5,6.8,01
16 AMBTEMP °F,ALPINE,53.3,52.9,52.9,51.6,53.7,52.8,52.6,53.1,55.4,59.6,60.7,61.6,62.6,62.7,63.1,61.9,58.3,55.4,52.8,54.3,52.5,52.9,54.1,54.3,56.0,63.1,14
,CARMEL MT RCH,45.3,45.1,44.0,43.9,43.5,43.3,44.6,46.2,48.1,54.1,59.3,63.0,64.9,66.2,65.2,62.7,59.8,57.3,55.4,54.1,50.9,49.7,48.8,47.5,52.6,66.2,13
,CHULA VISTA,45.6,44.1,44.5,44.3,44.3,44.0,42.8,45.8,49.5,58.2,60.6,62.6,64.6,65.7,64.9,63.2,60.9,57.3,54.5,52.9,50.8,49.5,49.4,47.6,52.8,65.7,13
,DOWNTOWN SES,48.4,46.9,45.1,47.3,45.4,44.8,44.4,45.6,52.2,58.4,61.0,63.3,66.2,65.3,64.1,63.2,61.6,58.8,56.9,55.2,54.6,51.5,50.9,50.0,54.2,66.2,12
,EL CAJON LES,41.2,39.6,38.4,38.3,37.1,36.1,36.1,37.2,42.9,50.9,58.3,64.6,68.4,70.0,69.5,67.6,63.1,57.4,53.0,50.5,48.2,47.4,45.3,44.0,50.2,70.0,13
,KEARNY MESA,47.3,47.5,48.1,47.4,47.6,46.8,48.0,49.3,52.1,58.2,62.2,64.7,66.8,67.0,64.5,62.8,60.0,55.8,54.4,53.5,52.4,51.0,50.7,49.9,54.5,67.0,13
,OTAY MESA DVN,50.4,48.6,48.3,48.8,47.3,47.7,48.3,48.2,49.4,56.6,60.4,63.3,64.9,65.2,63.8,61.4,58.3,55.6,54.3,53.3,52.7,51.9,51.9,51.0,54.2,65.2,13
,PENDLETON,44.5,44.5,45.8,45.1,44.4,44.0,45.6,46.5,50.1,56.7,60.9,61.3,61.1,61.2,61.7,61.2,59.9,58.2,56.9,54.8,52.1,51.0,49.5,48.4,52.7,61.7,14
17 RELHUM %,ALPINE,22,22,21,23,20,21,21,22,25,21,20,19,19,22,21,23,32,37,39,35,39,34,32,31,26,39,18
,EL CAJON LES,81,82,83,85,87,89,89,88,76,54,35,22,21,19,20,24,30,41,50,57,61,61,68,71,58,89,05
,KEARNY MESA,68,59,51,52,49,49,44,42,46,38,30,26,24,27,38,43,44,52,59,63,66,64,60,60,48,68,00
18 PRES mmHg,EL CAJON LES,756,756,756,755,755,755,755,756,756,756,756,755,754,753,753,753,753,753,753,754,754,754,754,753,755,756,00
,KEARNY MESA,757,757,757,756,756,756,756,757,757,757,757,756,755,755,755,755,754,754,755,755,755,755,755,754,756,757,00
19 SOLAR W/M2,EL CAJON LES,-6,-6,-6,-5,-6,-6,-3,35,152,348,517,559,536,467,336,167,15,-10,-7,-6,-6,-5,-6,-6,127,559,11
,KEARNY MESA,-1,-1,0,0,0,0,2,41,211,351,522,561,555,477,349,183,32,0,0,0,0,0,0,0,137,561,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,0,3,10,19,26,29,28,24,17,8,2,0,0,0,0,0,0,0,7,29,11
25 NOY,EL CAJON LES,35.88,38.69,45.55,48.98,52.50,C,C,77.87,90.29,72.75,38.35,11.70,12.18,8.45,7.43,9.18,12.04,26.94,32.08,39.00,32.17,22.36,38.89,43.49,36.21,90.29,08
26 NOY-NO,EL CAJON LES,26.02,25.23,24.58,22.38,22.38,C,C,21.28,25.90,29.53,20.70,8.53,9.25,6.79,6.21,8.19,11.43,26.26,30.47,34.46,29.50,20.68,28.88,28.94,21.25,34.46,19
27 NO Trace,EL CAJON LES,9.86,13.46,20.96,26.59,30.11,C,C,56.58,64.39,43.21,17.65,3.17,2.92,1.65,1.21,.98,.60,.68,1.60,4.53,2.67,1.68,10.00,14.54,14.95,64.39,08
28 SO2 Tr PPB,EL CAJON LES,.0,.1,C,C,C,.1,.2,.2,.4,M,M,M,M,M,.1,.1,.2,.1,.1,.2,.1,.1,.1,.1,.1,.4,08
29 CO Tr PPB,EL CAJON LES,666.0,645.4,C,C,C,689.7,789.3,1106.0,1165.2,M,C,C,M,M,216.7,251.4,295.5,591.3,595.6,753.0,644.8,657.0,712.0,815.5,662.1,1165.2,08
BCarbon ug/m3,10TH AVE MARINE TERM,2.84,2.16,2.98,1.20,.81,.69,4.57,2.24,3.16,1.87,1.95,.93,.97,1.10,.95,1.06,1.07,1.25,1.04,1.06,1.69,2.66,3.00,3.32,1.86,4.57,06
,BOSTON AVE,2.08,1.90,1.67,2.06,1.17,1.39,2.14,2.18,1.92,1.75,2.63,1.59,1.03,1.25,1.35,1.30,1.20,1.60,1.80,2.06,3.55,4.32,4.49,3.44,2.08,4.49,22
,CHICANO PARK,1.60,1.41,1.15,.87,.72,.74,1.26,1.68,1.43,1.59,2.05,<,.91,.89,.98,.92,1.01,.89,1.15,1.24,1.59,2.64,2.55,2.72,1.39,2.72,23
,DOWNTOWN SES,1.50,1.14,.91,.60,.47,.60,.67,.89,.77,1.11,1.39,.93,.61,.84,.94,.77,.68,.76,1.14,1.08,1.18,2.13,1.94,1.86,1.04,2.13,21
,OCEANVIEW BLVD,1.36,1.28,1.60,2.39,.71,.76,1.22,1.69,1.21,.74,1.22,.94,.55,.80,.98,.77,.67,.88,1.53,2.29,2.38,2.66,2.83,2.32,1.41,2.83,22
,SAN YSIDRO,1.95,3.36,4.48,4.67,4.32,4.79,5.10,3.67,3.89,2.65,1.73,.61,.60,.65,.71,.68,.86,1.15,1.21,1.84,1.90,1.52,1.97,7.06,2.56,7.06,23
PM10 STD,ALPINE,8.2,8.4,7.4,8.0,6.4,6.2,7.8,8.6,9.2,9.8,8.3,6.8,8.8,10.4,12.7,13.4,18.6,21.9,21.0,20.5,22.0,17.2,15.1,14.2,12.1,22.0,20
,DOWNTOWN SES,35.4,27.0,20.2,14.3,11.6,14.5,15.1,21.2,21.1,27.9,27.7,32.4,31.0,42.7,40.8,35.4,33.8,37.2,36.8,37.5,37.4,47.1,45.6,45.5,30.8,47.1,21
,EL CAJON LES,30.3,28.1,25.4,25.7,27.5,27.8,25.8,28.5,35.7,36.3,25.8,12.9,15.0,15.4,13.7,20.2,20.7,31.6,36.8,42.7,41.8,34.6,41.4,37.2,28.3,42.7,19
,OTAY MESA DVN,76.3,23.0,53.8,318.4,56.2,116.6,90.6,69.7,224.5,210.1,133.5,56.5,27.3,45.7,48.6,46.9,45.5,47.6,200.6,140.1,45.9,205.2,75.2,93.2,102.1,318.4,03
,PENDLETON,18.5,13.6,16.3,16.2,14.6,13.8,15.0,14.7,15.8,17.2,25.1,32.2,32.1,33.2,38.3,45.3,44.8,38.5,30.4,27.2,33.2,36.8,33.3,32.0,26.5,45.3,15
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
