Current Date:,6/14/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
6/13/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.031,.029,C,C,.029,.027,.028,.029,.031,.032,.035,.040,.044,.048,.049,.047,.044,.042,.039,.037,.036,.035,.032,.030,.036,.049,14
,CHULA VISTA,.030,C,C,.029,.028,.028,.029,.029,.032,.032,.034,.035,.036,.036,.038,.038,.038,.037,.035,.033,.033,.033,.033,.032,.033,.038,14
,DOWNTOWN SES,.032,.031,C,C,.030,.031,.026,.025,M,M,M,M,.034,.034,.035,.036,.036,.034,.033,.033,.032,.033,.034,.035,.032,.036,15
,EL CAJON LES,.033,.033,C,C,C,.029,.029,.028,.029,.032,.034,.035,.038,.039,.041,.040,.039,.039,.036,.035,.034,.034,.034,.032,.034,.041,14
,KEARNY MESA,.033,.032,C,C,.030,.028,.028,.029,.031,.035,.036,.039,.039,.040,.039,.040,.040,.039,.038,.034,.031,.037,.035,.032,.034,.040,13
,OTAY MESA DVN,.029,.029,C,C,.028,.027,.030,.032,.032,.034,.035,.038,.038,.039,.039,.039,.040,.038,.036,.035,.034,.034,.033,.032,.034,.040,16
,PENDLETON,.036,.036,C,C,.021,.024,.023,.022,.031,.035,.040,.038,.038,.038,.038,.040,.039,.038,.039,.037,.037,.037,.022,.020,.033,.040,10
03 NO2 PPB,ALPINE,1.3,1.6,C,C,1.5,2.1,3.1,2.5,1.2,1.4,1.7,1.5,1.7,1.7,1.8,1.5,1.6,1.7,2.0,2.0,2.0,2.0,2.3,2.3,1.8,3.1,06
,CARMEL MT RCH,5.0,6.2,C,C,13.3,15.8,14.8,12.9,15.8,15.7,14.5,11.4,10.8,8.4,8.5,8.0,7.4,6.8,7.8,9.5,12.2,13.3,11.6,5.4,10.6,15.8,05
,CHULA VISTA,2.4,C,C,2.5,3.6,5.1,5.8,7.0,4.1,3.9,2.6,2.7,2.0,1.9,2.1,2.4,2.6,3.4,4.0,4.5,4.0,3.4,3.6,4.6,3.5,7.0,07
,DOWNTOWN SES,1.7,1.6,C,C,4.0,4.3,8.7,9.8,M,M,M,M,2.7,4.0,3.9,3.0,3.5,3.8,5.3,3.9,3.7,3.5,3.5,3.1,4.1,9.8,07
,EL CAJON LES,1.3,1.5,C,C,C,4.3,4.8,5.8,5.6,4.1,3.3,3.3,3.0,2.4,2.3,2.1,2.1,1.4,2.0,2.4,2.6,2.2,2.2,2.2,2.9,5.8,07
,KEARNY MESA,1.1,1.3,C,C,3.3,5.3,5.1,4.2,3.5,2.8,3.6,2.7,2.0,2.1,1.6,1.6,1.3,1.3,1.9,2.3,2.6,1.9,2.1,2.2,2.5,5.3,05
,OTAY MESA DVN,2.5,2.4,C,C,2.6,3.2,3.2,3.3,3.7,3.9,3.6,2.7,2.6,2.2,2.3,2.6,2.9,3.2,4.0,3.7,3.8,2.6,2.3,2.4,2.9,4.0,18
,PENDLETON,.7,.9,C,C,7.3,4.4,7.0,12.9,4.2,3.9,2.0,.8,1.2,1.1,.8,.9,.9,.7,.9,.9,.7,1.1,9.8,5.5,3.1,12.9,07
04 NO PPB,ALPINE,.0,.0,C,C,.1,.2,.4,.5,.3,.5,.6,.3,.4,.3,.4,.3,.3,.2,.1,.0,.0,.0,.0,.0,.2,.6,10
,OTAY MESA DVN,.0,.0,C,C,.1,.4,.3,.3,.9,.6,.8,.5,.4,.3,.4,.5,.2,.1,.0,.0,.0,.1,.0,.0,.2,.9,08
,PENDLETON,.0,.0,C,C,.0,.1,3.0,18.1,3.1,2.6,.9,.1,.6,.5,.1,.2,.1,.3,.0,.0,.0,.0,1.3,.1,1.4,18.1,07
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,.3,.6,.5,.6,.5,.4,.4,.5,.4,.5,.5,.4,.4,.4,.4,.4,.4,.4,.3,.2,.4,.6,05
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,25,00
,CARMEL MT RCH,27,27,27,27,27,27,27,26,26,27,26,26,26,26,27,26,27,27,27,27,27,27,27,27,27,27,00
,CHULA VISTA,26,26,26,26,26,26,26,26,26,24,M,24,25,25,26,26,26,25,25,25,24,24,24,23,25,26,00
,DOWNTOWN SES,26,26,26,26,26,26,26,26,25,24,24,25,25,26,26,26,25,26,25,26,26,26,26,26,26,26,00
,EL CAJON LES,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,27,21
,PENDLETON,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
11 PM2.5 µg/M3,ALPINE,6.3,6.1,5.7,6.0,6.4,6.3,6.4,6.3,6.2,6.1,M,7.6,8.1,8.6,8.1,6.8,5.5,5.2,4.9,4.9,5.3,6.1,7.1,7.3,6.4,8.6,13
,DOWNTOWN SES,2.9,3.2,3.2,3.3,3.2,3.1,3.4,4.0,3.9,4.4,4.6,4.3,3.9,4.2,4.1,4.2,4.3,4.2,4.4,4.2,4.4,4.8,5.5,5.7,4.0,5.7,23
,EL CAJON LES,3.2,3.0,3.1,3.2,3.2,3.6,3.9,5.0,5.6,5.9,6.4,6.8,7.0,5.8,5.3,4.8,4.6,4.2,4.1,4.2,4.2,4.4,4.7,5.0,4.6,7.0,12
,OTAY MESA DVN,4.4,4.2,5.1,4.7,4.4,4.8,4.9,4.9,5.4,6.1,7.1,8.4,7.6,6.1,5.9,5.7,5.6,5.4,5.2,5.2,5.7,5.4,5.7,5.7,5.5,8.4,11
,PENDLETON,6.5,7.0,10.9,11.8,8.8,6.2,10.0,8.7,6.8,6.1,5.5,4.6,4.5,4.2,4.3,4.9,5.1,5.5,6.3,7.4,7.6,9.3,7.6,5.5,6.8,11.8,03
12 VWDR °,ALPINE,299,299,304,295,298,305,297,302,309,295,256,265,249,297,301,282,287,284,302,288,316,323,133,232,0,323,21
,CHULA VISTA,338,334,319,333,342,342,330,303,286,281,M,290,283,281,286,290,296,296,304,313,330,340,335,346,0,346,23
,DOWNTOWN SES,325,337,324,333,336,322,318,293,308,281,270,281,278,284,292,289,303,312,298,300,322,344,336,324,0,344,21
,EL CAJON LES,324,301,306,311,294,311,317,312,294,290,247,250,248,268,261,266,301,287,283,299,312,312,312,240,0,324,00
,KEARNY MESA,311,306,297,302,294,280,297,292,291,292,286,265,285,296,296,296,298,297,298,295,300,327,315,295,0,327,21
,OTAY MESA DVN,334,336,322,307,318,326,326,318,316,285,294,292,287,286,295,289,298,299,292,294,313,326,331,335,0,336,01
,PENDLETON,307,316,309,315,333,322,287,288,277,272,269,271,271,267,273,277,277,276,301,301,307,310,4,38,0,333,04
13 SIGTHETA °,ALPINE,21,29,23,25,20,23,21,24,29,31,39,30,32,32,30,30,30,29,25,28,21,58,48,59,31,59,23
,CHULA VISTA,20,21,20,22,18,21,21,21,21,M,M,19,21,19,20,21,21,19,18,18,19,20,18,21,20,22,03
,DOWNTOWN SES,22,19,22,22,19,22,23,22,22,21,24,23,17,23,24,21,25,25,21,21,20,21,23,24,22,25,16
,EL CAJON LES,19,17,15,23,23,18,25,48,41,27,43,33,35,26,25,22,23,19,<,18,18,21,24,33,26,48,07
,KEARNY MESA,9,10,9,10,11,14,16,11,12,13,15,16,16,16,16,14,12,11,10,8,8,13,11,11,12,16,06
,OTAY MESA DVN,12,15,15,11,13,13,15,14,18,14,13,14,13,13,14,14,12,11,10,10,14,15,14,12,13,18,08
,PENDLETON,11,11,13,13,15,14,18,16,15,14,13,13,12,13,14,14,15,15,12,12,12,12,12,16,14,18,06
14 VWSP MPH,ALPINE,1.2,.8,1.8,1.7,1.6,2.0,2.3,2.3,3.1,3.1,3.4,4.3,4.9,4.9,5.1,4.9,4.6,3.7,3.4,2.2,2.4,.5,.5,.3,.0,5.1,14
,CHULA VISTA,3.0,2.9,2.2,2.4,2.9,2.9,3.4,5.6,5.0,5.3,M,6.3,6.8,8.9,9.4,9.3,8.4,8.1,7.1,6.8,5.3,3.5,3.2,2.0,.0,9.4,14
,DOWNTOWN SES,3.4,2.9,3.1,3.4,3.7,4.4,4.2,3.4,3.9,4.8,4.5,5.6,7.8,7.1,7.8,8.8,7.2,5.8,6.7,6.1,5.5,3.7,2.9,2.6,.0,8.8,15
,EL CAJON LES,3.4,3.5,3.7,2.2,2.6,2.6,2.5,1.2,1.8,2.8,2.5,3.7,4.0,6.8,7.1,7.7,6.7,6.9,6.4,5.0,4.5,3.2,2.3,1.2,.0,7.7,15
,KEARNY MESA,3.8,3.3,4.4,4.9,4.2,3.3,3.7,5.5,7.5,8.5,6.6,7.7,9.0,9.4,10.8,11.1,11.7,10.2,9.1,5.6,4.2,3.9,3.7,3.6,.0,11.7,16
,OTAY MESA DVN,4.1,3.1,2.9,3.7,3.2,3.6,4.7,5.3,4.5,7.3,7.9,8.1,8.9,9.9,10.3,9.9,9.3,9.1,7.7,6.4,5.5,4.5,4.3,4.4,.0,10.3,14
,PENDLETON,4.7,4.6,3.1,3.0,2.3,2.0,2.5,4.3,5.3,6.9,7.9,8.6,9.1,9.4,8.2,7.8,7.7,7.2,7.4,6.5,6.6,5.1,3.1,3.1,.0,9.4,13
