,PENDLETON,39,45,26,25,43,32,35,51,189,224,248,250,262,263,263,266,271,268,250,249,243,182,171,32,0,271,16
13 SIGTHETA °,ALPINE,39,44,26,36,41,63,28,26,30,31,33,35,37,39,31,31,29,30,24,20,40,32,50,80,36,80,23
,CHULA VISTA,22,71,25,29,33,50,43,60,53,39,38,23,25,26,23,20,22,22,22,18,15,16,19,28,31,71,01
,DOWNTOWN SES,25,26,34,53,25,28,28,36,36,26,23,22,28,26,23,23,26,25,21,22,19,22,20,18,26,53,03
,EL CAJON LES,15,13,19,22,57,30,49,62,67,57,M,M,M,35,28,25,24,21,16,14,16,17,17,16,30,67,08
,KEARNY MESA,16,37,48,18,14,28,49,60,63,53,36,27,24,21,21,20,19,17,9,7,8,6,6,46,27,63,08
,OTAY MESA DVN,18,14,21,17,20,16,25,31,35,21,29,18,14,14,18,14,15,12,12,15,14,18,14,18,18,35,08
,PENDLETON,19,15,14,16,19,18,17,24,29,22,12,14,13,14,14,14,15,15,17,16,19,18,14,31,17,31,23
14 VWSP MPH,ALPINE,.3,.3,.9,.5,.4,.2,.8,2.6,2.7,3.5,4.0,4.4,4.1,4.6,4.9,4.7,4.6,3.6,3.2,2.2,.6,.3,.3,.3,.0,4.9,14
,CHULA VISTA,1.4,.8,2.0,1.9,1.3,1.0,1.1,.7,1.7,4.0,4.5,6.5,6.7,6.9,7.2,7.1,6.3,5.2,4.1,3.6,2.8,2.4,2.6,1.6,.0,7.2,14
,DOWNTOWN SES,2.5,2.3,1.9,.8,2.2,1.4,2.4,2.6,2.7,5.3,6.8,6.1,5.9,6.3,6.9,6.2,5.5,5.2,4.2,4.2,3.6,2.8,2.9,2.5,.0,6.9,14
,EL CAJON LES,2.8,3.7,2.9,2.5,1.4,2.1,1.2,.2,.3,2.2,M,M,M,4.7,6.0,6.4,5.8,5.5,5.7,4.4,3.8,2.4,2.4,2.8,.0,6.4,15
,KEARNY MESA,2.6,1.5,1.5,3.8,4.2,1.7,1.8,2.1,2.0,3.4,5.3,7.1,7.2,7.5,7.5,7.3,7.3,6.3,6.0,5.2,4.1,3.7,3.6,.5,.0,7.5,13
,OTAY MESA DVN,1.4,2.6,2.6,3.4,2.0,3.6,3.2,3.6,3.5,5.4,5.1,8.2,9.3,9.5,8.8,8.1,7.7,7.3,6.5,4.5,3.2,2.5,2.9,2.6,.0,9.5,13
,PENDLETON,2.2,3.1,3.3,3.4,3.6,3.5,4.1,3.5,3.9,4.7,6.7,7.2,8.3,9.1,8.5,8.0,6.3,5.5,3.8,3.5,2.2,1.9,2.4,1.5,.0,9.1,13
15 SWSP MPH,ALPINE,.4,1.1,1.6,.6,.6,.4,1.1,2.9,3.0,4.1,4.8,5.2,4.8,5.6,5.6,5.6,5.2,4.0,3.5,2.4,.7,.3,.3,1.2,2.7,5.6,13
,CHULA VISTA,1.5,1.6,2.2,2.5,1.7,1.5,1.5,1.6,3.1,4.9,5.3,7.0,7.2,7.6,7.8,7.5,6.8,5.5,4.3,3.8,2.9,2.5,2.8,2.0,4.0,7.8,14
,DOWNTOWN SES,2.8,2.5,2.3,1.9,2.6,1.6,2.8,3.0,3.6,6.0,7.4,7.0,6.7,6.9,7.7,6.8,6.0,5.7,4.6,4.5,3.9,3.0,3.3,2.7,4.4,7.7,14
,EL CAJON LES,2.9,3.8,3.1,2.8,2.1,2.5,2.1,1.7,2.4,3.5,M,M,M,5.7,6.7,7.0,6.3,6.4,6.0,4.6,4.0,2.5,2.5,3.0,3.9,7.0,15
,KEARNY MESA,2.9,2.2,2.6,4.0,4.3,3.0,2.5,3.2,4.0,4.6,6.5,7.9,7.9,8.0,8.0,7.7,7.8,6.6,6.1,5.2,4.1,3.7,3.7,1.7,4.9,8.0,13
,OTAY MESA DVN,2.1,2.8,3.1,3.8,2.3,3.8,3.5,4.2,4.2,5.8,5.7,8.6,9.6,9.8,9.2,8.4,8.0,7.5,6.7,4.7,3.3,2.7,3.0,2.9,5.2,9.8,13
,PENDLETON,2.4,3.4,3.5,3.6,3.9,3.8,4.3,4.0,4.4,5.1,6.9,7.4,8.5,9.3,8.7,8.2,6.5,5.6,4.0,3.6,2.3,2.0,2.5,2.5,4.9,9.3,13
16 AMBTEMP °F,ALPINE,55.2,53.4,49.5,48.6,50.6,51.0,55.4,58.7,64.1,67.8,71.5,74.9,77.2,79.0,79.2,78.3,75.6,72.7,68.5,64.3,62.5,62.6,62.0,59.8,64.3,79.2,14
,CARMEL MT RCH,57.6,57.4,58.0,57.9,57.9,57.7,58.1,60.2,64.1,69.2,73.4,74.4,75.7,76.2,75.4,74.3,72.6,70.8,67.1,64.2,62.7,61.1,60.0,59.7,65.2,76.2,13
,CHULA VISTA,60.1,60.5,60.8,60.7,60.6,60.8,61.2,62.8,65.0,68.4,69.7,70.2,71.1,71.5,71.2,70.3,69.9,68.1,66.0,64.4,63.9,63.5,63.6,64.1,65.4,71.5,13
,DOWNTOWN SES,61.1,61.0,60.9,61.0,61.1,61.1,61.6,62.2,64.4,66.3,67.6,69.1,70.5,70.9,70.1,69.4,68.9,67.3,65.9,64.5,63.8,63.6,63.2,62.8,64.9,70.9,13
,EL CAJON LES,58.0,58.6,59.1,58.9,58.7,59.0,60.1,63.2,66.4,70.4,74.8,78.4,79.8,81.2,81.1,79.3,77.8,74.6,70.3,67.0,64.3,63.2,62.5,61.7,67.9,81.2,13
,KEARNY MESA,60.0,60.5,60.5,60.4,60.5,60.6,61.5,62.9,65.5,69.3,72.1,73.6,74.2,74.7,73.6,72.4,70.8,68.8,65.9,62.9,61.7,61.3,60.9,60.1,65.6,74.7,13
,OTAY MESA DVN,56.4,57.1,57.2,56.7,57.0,57.0,57.7,60.0,63.4,68.2,72.3,73.1,72.3,72.5,72.3,70.9,69.2,67.0,64.4,62.2,60.9,60.2,59.5,59.8,63.6,73.1,11
,PENDLETON,59.8,59.6,59.4,59.3,60.0,60.5,61.1,61.8,62.4,64.5,65.4,66.4,67.1,67.6,67.8,67.5,66.6,65.6,65.0,64.1,63.9,63.6,63.6,63.2,63.6,67.8,14
17 RELHUM %,ALPINE,84,73,99,99,95,92,84,83,62,52,47,39,34,34,37,40,44,50,58,70,78,77,79,87,67,99,02
,EL CAJON LES,87,86,85,85,85,83,79,71,64,56,46,40,40,39,40,43,47,55,64,72,79,82,84,87,67,87,00
,KEARNY MESA,89,88,88,88,87,86,84,80,74,64,58,56,55,52,54,58,66,72,80,88,92,94,95,95,77,95,22
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,747,748,748,748,747,747,746,746,746,745,745,745,746,746,746,747,747,747,747,747,748,06
,KEARNY MESA,748,748,748,748,748,749,749,749,749,749,748,748,748,747,747,747,747,747,747,748,748,748,748,748,748,749,05
19 SOLAR W/M2,EL CAJON LES,0,1,1,1,2,36,164,494,661,817,929,986,985,919,790,618,419,210,44,-3,-3,-2,-2,-2,336,986,11
,KEARNY MESA,1,1,1,1,3,32,115,339,707,907,1018,1075,1063,994,867,701,493,264,66,2,1,1,1,1,361,1075,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,2,9,26,37,46,52,54,54,49,41,32,21,10,2,0,0,0,0,0,18,54,11
25 NOY,EL CAJON LES,2.52,3.46,3.20,2.93,3.15,C,C,4.24,6.43,9.10,M,M,M,5.57,6.35,5.68,5.42,7.13,7.87,7.57,6.14,5.46,6.08,5.30,5.45,9.10,09
26 NOY-NO,EL CAJON LES,2.47,3.25,3.13,2.88,3.06,C,C,2.73,4.28,6.06,M,M,M,4.45,4.94,4.35,4.10,5.65,6.73,6.75,5.80,5.21,5.90,5.18,4.57,6.75,19
27 NO Trace,EL CAJON LES,.05,.20,.07,.04,.08,C,C,1.51,2.14,3.04,M,M,M,1.11,1.41,1.33,1.31,1.47,1.14,.81,.33,.25,.18,.11,.87,3.04,09
28 SO2 Tr PPB,EL CAJON LES,M,C,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
29 CO Tr PPB,EL CAJON LES,133.8,144.0,C,C,C,158.0,164.9,176.0,212.1,251.9,237.1,253.5,229.7,242.8,222.7,209.4,208.0,211.1,194.6,199.9,184.7,188.0,190.0,173.1,199.3,253.5,11
BCarbon ug/m3,10TH AVE MARINE TERM,<,<,.13,<,.33,.43,<,.46,.46,.51,<,.37,<,.36,.19,.17,.26,.19,.15,.12,.17,.18,.23,.20,.27,.51,09
,BOSTON AVE,.13,.18,.17,.22,.33,.51,.50,.58,.54,.57,.29,.29,.36,.32,.26,.22,.24,.27,.18,.17,.28,.33,.40,.24,.32,.58,07
,CHICANO PARK,.23,.18,.18,.26,.40,<,.63,<,<,.64,<,.36,.36,.26,.23,<,<,.19,.17,.28,.46,.43,<,.39,.33,.64,09
,DOWNTOWN SES,.15,.15,.16,.20,.31,.35,.41,.55,.78,.61,.30,.31,.24,.19,<,<,.16,.15,<,.38,<,.48,.35,.17,.32,.78,08
,OCEANVIEW BLVD,<,<,.16,<,.30,.33,<,.57,.61,<,.35,.41,<,.33,<,.27,.35,.25,.28,.34,.35,.50,.31,.19,.35,.61,08
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,17.6,16.2,10.2,12.0,11.9,14.9,17.3,21.0,18.6,23.9,27.9,26.0,24.0,28.0,29.0,28.2,27.6,22.5,23.6,22.4,20.4,20.2,22.2,23.4,21.2,29.0,14
,DOWNTOWN SES,13.2,14.4,14.8,15.7,17.4,19.4,22.0,23.4,26.6,23.1,20.0,19.2,19.3,19.5,19.0,15.9,17.9,17.8,17.2,18.4,18.8,17.4,16.9,16.2,18.4,26.6,08
,EL CAJON LES,12.5,14.8,15.5,16.6,18.1,17.6,17.6,19.5,21.9,27.5,25.5,26.3,23.0,26.4,25.2,22.0,21.3,18.9,17.9,19.8,17.9,18.3,17.6,18.2,19.9,27.5,09
,OTAY MESA DVN,40.8,61.8,35.4,31.7,43.8,36.2,34.7,40.1,35.4,31.2,43.7,49.0,39.4,34.7,32.6,26.8,22.7,19.8,20.9,19.2,18.7,20.1,30.9,20.9,32.9,61.8,01
,PENDLETON,26.9,29.6,21.6,18.7,17.4,17.7,20.1,19.1,21.2,21.2,18.7,16.2,21.5,21.5,18.9,17.1,17.7,19.0,14.0,13.6,14.1,17.8,22.6,17.3,19.3,29.6,01
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
