Current Date:,1/30/2022,11:08 PM
,,,,,,,,8 Hour Rolling Average Report
1/29/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
,CHULA VISTA,.017,.016,.014,.015,.017,.02,.022,.025,.03,.034,.037,.037,.036,.033,.03,.027,.023,.02,.017,.016,.016,.016,.017,.017,0.023,0.037,10
,DOWNTOWN SES,.016,.017,.02,.02,.021,.022,.023,.026,.029,.032,.033,.034,.032,.028,.024,.019,.015,.01,.007,.004,.003,.004,.006,.007,0.018,0.034,11
,EL CAJON LES,,,,.005,.006,.008,.012,.018,.023,.027,.03,.029,.03,.029,.025,.02,.015,.01,.008,.008,,,,,0.017,0.03,10
,KEARNY MESA,.035,.034,.032,.033,.034,.034,.035,.037,.04,.042,.043,.042,.041,.039,.037,.035,.031,.029,.028,.026,.026,.026,.025,.024,0.033,0.043,10
,OTAY MESA DVN,.039,.039,.037,.037,.037,.037,.036,.037,.037,.037,.036,.036,.035,.033,.031,.029,.026,.025,.024,.022,.021,.02,.02,.019,0.031,0.039,00
,PENDLETON,.032,.031,.03,.03,.03,.03,.031,.032,.033,.035,.035,.034,.031,.028,.025,.022,.02,.017,.015,.014,.016,.017,.018,.018,0.026,0.035,09
