Current Date:,9/22/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
9/21/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.018,.020,C,C,.018,.018,.021,.030,.026,.031,.038,.043,.048,.048,.048,.045,.042,.040,.038,.040,.028,.033,.034,.034,.033,.048,12
,CHULA VISTA,.009,.007,C,C,.011,.006,.011,.017,.020,.025,.033,.036,.035,.035,.033,.030,.029,.028,.030,.025,.021,.013,.016,.016,.022,.036,11
,DOWNTOWN SES,.021,.021,C,C,.017,.014,.013,.016,.020,.026,.031,.032,.031,.031,.030,C,.029,.028,.026,.025,.022,.022,.021,.021,.023,.032,11
,EL CAJON LES,.010,.008,C,C,C,.012,.014,.017,.022,.027,.033,.039,.040,.039,.037,.036,.035,.037,.032,.027,.026,.024,.019,.019,.026,.040,12
,KEARNY MESA,.020,.021,C,C,.015,.010,.010,.016,.022,.027,.034,.037,.038,.036,.035,.034,.037,.031,.028,.028,.026,.024,.027,.028,.026,.038,12
,OTAY MESA DVN,.018,.014,C,C,.020,.018,.016,.013,.021,.026,.030,.037,.039,.037,.035,.033,.030,.027,.029,.028,.024,.025,.024,.020,.025,.039,12
,PENDLETON,.009,.008,C,C,.005,.005,.008,.015,M,M,M,M,M,.033,.034,.032,.031,.030,.031,.030,.028,.014,.015,.014,.020,.034,14
03 NO2 PPB,ALPINE,4.8,3.5,C,C,3.8,4.4,4.5,2.9,4.3,2.5,1.7,1.5,1.3,1.2,1.4,1.4,1.6,1.8,2.5,2.9,6.8,3.4,3.0,2.3,2.8,6.8,20
,CARMEL MT RCH,5.6,5.6,C,C,9.5,4.8,4.5,14.5,11.1,11.8,11.6,10.4,9.4,11.1,11.1,9.7,10.4,7.8,8.3,8.4,14.1,11.3,9.7,5.0,9.3,14.5,07
,CHULA VISTA,11.1,12.4,C,C,9.9,13.7,11.4,8.1,11.1,9.4,6.9,5.7,5.8,6.3,5.2,7.0,7.2,9.5,4.9,6.4,9.4,16.7,12.9,11.4,9.2,16.7,21
,DOWNTOWN SES,M,C,C,C,M,M,M,M,M,M,M,M,M,M,C,C,4.8,5.1,5.0,4.6,7.2,6.7,6.4,5.6,5.6,7.2,20
,EL CAJON LES,4.3,4.7,C,C,C,4.1,2.9,3.1,4.7,3.6,3.1,2.0,1.8,2.3,2.3,2.1,2.3,2.8,3.8,3.7,4.0,6.1,6.6,3.9,3.5,6.6,22
,KEARNY MESA,2.8,2.9,C,C,5.8,10.2,8.3,5.2,4.9,3.5,3.9,2.3,1.8,1.5,1.5,1.7,2.2,2.5,2.9,2.8,3.7,3.7,2.7,2.3,3.5,10.2,05
,OTAY MESA DVN,1.6,2.7,C,C,1.9,2.8,3.7,11.9,6.3,4.1,5.7,3.5,3.5,3.6,3.6,3.6,4.0,4.9,5.0,3.8,3.6,3.7,4.2,6.1,4.2,11.9,07
,PENDLETON,7.8,6.8,C,C,9.7,11.0,8.2,8.5,M,M,M,M,M,2.6,3.2,1.8,1.0,.9,1.6,1.0,1.9,12.5,8.7,9.3,5.6,12.5,21
04 NO PPB,ALPINE,.0,.0,C,C,.4,1.2,1.2,2.0,2.6,1.0,.4,.2,.1,.1,.2,.2,.1,.0,.1,.0,.0,.0,.0,.0,.4,2.6,08
,OTAY MESA DVN,.3,.4,C,C,.7,1.7,1.6,11.1,4.4,2.2,2.9,1.3,1.3,1.5,1.4,1.4,1.1,.5,.3,.5,.7,.9,.3,1.1,1.7,11.1,07
,PENDLETON,-.5,-1.9,C,C,.4,3.0,1.6,4.1,M,M,M,M,M,3.2,4.3,2.9,2.3,2.2,2.2,2.2,2.2,3.6,3.9,4.1,2.3,4.3,14
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,.5,.2,.2,.5,.4,.4,.4,.4,.5,.5,.5,.4,.6,.4,.4,.4,.5,.4,.3,.2,.4,.6,16
10 INTMP °C,ALPINE,26,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,27,26,26,27,01
,CARMEL MT RCH,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
,CHULA VISTA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,DOWNTOWN SES,25,25,25,25,26,26,26,26,25,25,25,25,25,25,25,P,24,24,25,25,25,25,25,25,25,26,04
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,26,26,26,26,25,25,25,25,25,25,26,27,27,27,27,26,27,00
,PENDLETON,25,25,25,26,25,25,25,25,25,25,26,27,27,27,26,25,25,25,25,25,25,25,25,26,25,27,11
11 PM2.5 µg/M3,ALPINE,4.0,4.0,4.0,4.0,4.2,4.0,3.4,1.8,3.1,3.5,3.7,4.1,4.4,4.5,3.9,3.5,3.6,3.6,4.2,4.5,4.5,4.3,4.5,4.5,3.9,4.5,13
,DOWNTOWN SES,4.9,5.4,5.1,5.6,6.1,5.4,6.0,6.0,6.1,5.4,5.1,5.1,4.7,4.4,4.3,P,4.7,4.5,4.3,5.6,6.1,6.6,7.0,7.5,5.4,7.5,23
,EL CAJON LES,3.8,3.7,3.8,3.9,4.0,4.2,4.1,4.4,5.0,4.6,4.5,4.3,4.1,3.7,3.3,3.3,3.6,4.0,4.0,4.3,4.6,5.1,5.4,5.0,4.1,5.4,22
,OTAY MESA DVN,5.1,4.2,4.0,4.3,6.2,8.5,8.9,20.4,12.3,5.8,6.5,6.1,5.8,5.2,4.6,4.5,4.6,4.8,5.1,4.6,4.8,7.7,4.8,5.0,6.4,20.4,07
,PENDLETON,4.2,4.3,4.5,4.4,4.3,4.5,4.7,7.0,7.8,8.9,7.8,6.0,6.3,6.7,7.3,7.1,6.7,7.1,7.6,8.1,9.0,7.7,5.9,5.8,6.4,9.0,20
12 VWDR °,ALPINE,105,178,322,339,92,18,84,359,281,292,268,271,275,291,267,298,295,287,334,329,102,6,49,8,0,359,07
,CHULA VISTA,12,339,338,8,1,27,348,338,289,281,288,290,287,286,288,289,289,296,322,330,348,8,12,16,0,348,06
,DOWNTOWN SES,339,339,346,346,343,348,345,319,317,305,310,310,304,310,311,P,305,327,329,342,346,346,348,357,0,357,23
,EL CAJON LES,93,104,104,103,86,89,112,108,296,275,329,329,294,307,315,315,295,296,297,308,306,300,19,84,0,329,10
,KEARNY MESA,318,312,334,346,346,342,109,293,338,340,323,319,323,325,318,320,322,318,332,350,353,354,348,344,0,354,21
,OTAY MESA DVN,12,355,353,35,24,34,47,155,304,305,290,276,291,293,285,289,288,282,314,327,350,13,10,351,0,355,01
,PENDLETON,20,19,25,31,23,32,16,315,296,275,283,283,287,291,291,302,304,305,305,307,314,350,12,24,0,350,21
13 SIGTHETA °,ALPINE,17,43,28,42,32,41,43,46,24,31,38,36,41,33,37,29,25,24,18,39,38,57,31,29,34,57,21
,CHULA VISTA,23,18,19,29,24,38,25,57,32,23,21,19,19,16,19,19,17,17,20,18,18,20,20,20,23,57,07
,DOWNTOWN SES,17,17,17,19,21,16,14,38,33,26,29,24,27,24,25,P,23,23,21,19,24,18,20,23,23,38,07
,EL CAJON LES,23,17,15,15,16,33,21,60,52,48,34,31,29,21,19,20,20,20,19,16,15,19,28,27,26,60,07
,KEARNY MESA,10,10,11,11,8,44,25,69,27,23,18,15,13,12,13,12,12,10,9,9,11,10,11,11,17,69,07
,OTAY MESA DVN,14,24,13,15,16,14,15,29,45,25,26,15,14,14,14,13,13,9,14,14,13,11,12,11,17,45,08
,PENDLETON,9,10,10,11,11,13,13,21,16,15,16,16,16,14,16,13,11,11,11,10,10,15,10,10,13,21,07
14 VWSP MPH,ALPINE,1.3,.2,.5,.6,.7,.9,.8,1.6,3.7,3.8,3.8,4.1,4.0,4.9,4.2,5.0,4.3,3.1,1.8,.4,.6,.2,.6,.5,.0,5.0,15
,CHULA VISTA,1.2,1.5,2.1,.8,.7,.6,1.1,1.2,4.0,6.4,9.1,10.6,10.8,11.6,10.9,10.1,8.7,6.7,4.9,2.9,2.5,1.5,1.9,1.6,.0,11.6,13
,DOWNTOWN SES,3.2,2.8,2.6,2.8,4.4,3.4,3.4,2.5,4.1,6.6,7.0,8.3,8.1,9.2,8.5,P,7.8,5.8,5.1,4.7,3.0,3.3,2.4,2.0,.0,9.2,13
,EL CAJON LES,1.2,1.4,2.0,2.3,2.0,1.8,3.4,.6,2.0,2.2,4.8,5.1,6.5,8.3,8.3,8.5,7.0,6.0,4.3,4.3,3.6,2.1,.5,1.7,.0,8.5,15
,KEARNY MESA,4.2,3.6,6.3,6.8,3.9,1.8,1.4,1.0,5.4,8.2,10.7,12.4,13.9,14.6,14.9,13.3,11.6,8.3,6.7,5.6,4.5,3.8,5.2,5.6,.0,14.9,14
,OTAY MESA DVN,3.4,1.7,3.7,5.1,4.2,3.6,3.1,2.3,3.4,6.1,8.4,13.2,13.6,13.2,13.5,12.8,10.6,9.1,4.9,3.6,3.0,3.4,3.2,3.1,.0,13.6,12
,PENDLETON,3.6,3.6,3.3,3.7,2.7,3.5,4.3,2.5,4.7,5.7,5.9,6.3,6.4,6.8,7.1,8.9,10.6,10.8,10.6,10.7,9.2,5.0,4.5,4.4,.0,10.8,17
15 SWSP MPH,ALPINE,1.4,.5,.6,.8,.8,1.7,.9,2.1,4.1,4.3,4.7,5.2,5.1,5.7,5.6,5.7,4.7,3.4,1.9,.9,.7,.2,.8,.5,2.6,5.7,13
,CHULA VISTA,1.4,1.7,2.2,.9,.8,1.0,1.3,2.0,4.6,6.8,9.6,11.1,11.4,12.0,11.4,10.5,9.0,7.2,5.1,3.0,2.6,1.6,2.1,1.7,5.0,12.0,13
,DOWNTOWN SES,3.3,3.0,2.7,2.9,4.6,3.6,3.5,3.1,4.8,7.3,8.0,9.0,9.0,10.0,9.3,P,8.4,6.4,5.4,4.9,3.2,3.4,2.6,2.2,5.2,10.0,13
,EL CAJON LES,1.2,1.4,2.1,2.4,2.1,2.2,3.5,2.1,3.0,4.1,5.6,5.8,7.4,9.0,8.8,9.0,7.4,6.4,4.6,4.4,3.7,2.2,1.8,1.7,4.2,9.0,13
,KEARNY MESA,4.3,3.6,6.4,6.9,4.0,1.8,1.5,1.7,6.0,8.9,11.2,12.8,14.3,14.9,15.3,13.6,11.9,8.5,6.8,5.7,4.6,3.9,5.3,5.7,7.5,15.3,14
,OTAY MESA DVN,3.5,2.0,3.9,5.3,4.5,4.0,3.4,2.8,3.9,6.8,9.1,13.6,14.0,13.6,13.9,13.1,10.8,9.2,5.2,3.7,3.2,3.5,3.3,3.2,6.6,14.0,12
,PENDLETON,3.7,3.7,3.4,3.8,2.8,3.6,4.4,2.9,4.9,5.9,6.2,6.5,6.7,7.0,7.4,9.1,10.7,10.9,10.7,10.9,9.4,5.3,4.6,4.5,6.2,10.9,17
16 AMBTEMP °F,ALPINE,60.1,60.1,59.0,58.3,57.1,56.7,61.0,69.2,70.5,71.5,74.4,76.2,78.0,78.2,77.7,76.5,73.6,70.3,66.1,64.4,63.3,62.2,61.4,60.7,66.9,78.2,13
,CARMEL MT RCH,67.0,66.5,66.3,66.3,66.8,65.4,65.8,67.8,69.3,71.7,74.9,76.5,77.6,78.4,77.8,76.8,74.8,71.3,68.5,66.8,66.3,65.7,65.4,64.1,69.9,78.4,13
,CHULA VISTA,68.4,67.7,67.8,68.0,68.4,68.4,68.8,70.7,72.9,74.9,77.2,77.1,77.5,77.9,77.4,76.5,75.1,73.1,71.9,70.5,69.6,68.5,68.1,67.7,71.8,77.9,13
,DOWNTOWN SES,68.9,68.3,68.0,68.2,68.6,67.6,68.2,70.5,72.6,74.8,76.1,76.1,77.3,77.2,77.0,P,74.3,72.7,71.0,69.9,69.5,68.9,68.6,68.5,71.4,77.3,12
,EL CAJON LES,65.3,65.2,65.7,66.2,66.5,66.9,67.2,69.8,73.7,77.7,80.7,82.0,82.9,83.4,83.2,81.3,78.5,74.7,71.4,69.8,68.6,67.4,65.7,63.5,72.4,83.4,13
,KEARNY MESA,68.4,68.6,68.8,68.3,66.9,65.8,67.6,70.4,72.5,74.4,76.3,76.4,77.5,77.9,76.9,76.1,74.1,71.4,69.1,68.5,67.7,67.1,67.8,67.9,71.1,77.9,13
,OTAY MESA DVN,66.3,64.8,65.6,66.2,66.2,65.3,65.7,68.9,71.7,74.6,77.4,79.4,79.1,79.2,79.4,77.6,75.8,71.8,69.4,68.5,66.3,65.5,64.6,62.9,70.5,79.4,11
,PENDLETON,66.2,65.3,65.5,65.1,64.0,64.7,65.0,69.0,71.1,72.2,73.4,74.5,75.4,75.7,75.8,75.5,73.9,71.4,70.1,69.7,69.3,67.3,65.7,65.0,69.6,75.8,14
17 RELHUM %,ALPINE,96,93,98,100,100,99,82,50,54,55,51,49,46,44,41,40,43,49,60,66,63,67,72,73,66,100,03
,EL CAJON LES,87,86,84,83,81,80,79,72,65,56,48,43,40,34,33,33,39,48,55,64,68,74,76,70,62,87,00
,KEARNY MESA,93,91,90,90,92,94,89,82,76,70,61,59,43,38,45,52,61,69,81,88,90,93,91,92,76,94,05
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,747,748,748,748,748,748,747,747,746,746,746,746,746,747,747,748,748,748,748,747,748,06
,KEARNY MESA,749,748,748,748,748,749,749,749,749,749,749,749,748,748,748,747,747,748,748,749,749,749,749,749,748,749,00
19 SOLAR W/M2,EL CAJON LES,-5,-4,-3,-2,-3,2,65,331,526,689,799,846,829,748,608,416,203,27,-7,-6,-6,-7,-7,-6,251,846,11
,KEARNY MESA,0,0,0,0,-1,8,151,372,549,759,887,944,928,838,685,485,246,47,0,0,0,0,0,0,287,944,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,6,17,28,38,43,46,45,41,32,21,10,2,0,0,0,0,0,0,14,46,11
25 NOY,EL CAJON LES,3.96,4.46,3.88,3.03,2.79,C,C,4.11,6.87,5.28,4.48,3.17,2.75,3.27,3.32,2.81,2.66,2.96,3.37,3.19,3.50,5.52,6.18,3.73,3.87,6.87,08
26 NOY-NO,EL CAJON LES,3.94,4.40,3.82,2.98,2.78,C,C,2.54,4.17,3.67,3.26,2.64,2.31,2.41,2.60,2.11,2.22,2.74,3.03,3.07,3.38,5.41,6.15,3.73,3.33,6.15,22
27 NO Trace,EL CAJON LES,.01,.05,.05,.05,.01,C,C,1.57,2.69,1.60,1.22,.52,.44,.85,.72,.70,.44,.21,.33,.12,.12,.11,.03,.00,.53,2.69,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.1,.1,.0,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,09
29 CO Tr PPB,EL CAJON LES,158.5,162.2,C,C,C,150.9,155.9,168.3,207.4,201.6,192.2,154.6,147.8,150.5,154.0,139.8,155.3,160.7,175.7,158.7,162.3,170.4,191.7,167.3,165.9,207.4,08
BCarbon ug/m3,10TH AVE MARINE TERM,.06,<,<,<,<,<,<,.81,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.44,.81,07
,BOSTON AVE,.19,.14,.24,.27,.48,.61,.90,.73,.68,.47,.46,.46,.49,.56,.32,.34,.42,.45,.28,.31,.46,.45,.29,.22,.43,.90,06
,CHICANO PARK,.07,.12,.15,.18,.28,.44,.43,.57,.37,.31,.33,.26,.22,.27,.17,.16,.21,.25,.17,.17,.18,.18,.12,.28,.25,.57,07
,DOWNTOWN SES,.07,.11,.11,.18,.24,.39,.46,.56,.47,.28,.33,.27,.26,.20,.19,.16,.28,.23,.16,.17,.25,.27,.23,.25,.26,.56,07
,OCEANVIEW BLVD,.07,.19,.17,.19,.32,.42,.48,.35,.37,.22,.20,.22,.16,.17,.16,.17,.19,.16,.14,.35,.22,.20,.26,.18,.23,.48,06
,SAN YSIDRO,.12,.15,.07,.12,.14,.22,.29,.33,.33,.23,.19,.14,.11,.10,.09,.10,.14,.14,.17,.19,.08,.18,.14,.09,.16,.33,07
PM10 STD,ALPINE,10.1,9.9,8.5,6.7,7.8,10.8,10.0,8.0,14.4,12.6,13.1,11.5,14.1,16.0,13.8,12.5,14.4,12.5,13.7,12.6,14.7,13.4,13.8,14.0,12.0,16.0,13
,DOWNTOWN SES,12.2,13.2,13.6,14.7,14.3,17.9,18.0,18.4,18.0,17.0,18.4,19.6,20.3,20.6,19.3,P,14.6,13.6,11.9,14.2,16.4,17.6,17.8,19.9,16.5,20.6,13
,EL CAJON LES,9.5,9.5,9.3,8.8,9.9,9.5,10.7,12.1,16.4,11.8,16.8,15.5,14.2,13.5,13.7,11.0,11.1,11.9,11.3,11.8,11.5,13.2,14.1,14.5,12.1,16.8,10
,OTAY MESA DVN,27.3,12.6,9.2,11.8,40.6,94.3,63.5,75.6,42.1,17.5,21.8,26.7,29.6,28.7,23.1,20.7,16.0,12.9,15.9,14.6,14.3,56.2,14.2,17.3,29.4,94.3,05
,PENDLETON,13.1,12.8,11.7,10.9,11.1,11.0,11.7,27.2,34.7,29.9,28.4,20.8,32.3,47.5,52.8,38.9,31.7,30.4,27.6,28.4,33.2,28.1,16.6,14.2,25.2,52.8,14
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
